"","Gene","Condition","Type"
"3385","Ccp110","V","A"
"3386","Ccs","V","A"
"3387","Cct2","V","A"
"3388","Cct3","V","A"
"3389","Cct5","V","A"
"3390","Cct6a","V","A"
"3391","Cct7","V","A"
"3392","Ccz1","V","A"
"3393","Cd151","V","A"
"3394","Cd2ap","V","A"
"3395","Cd44","V","A"
"3396","Cd99l2","V","A"
"3397","Cdc37","V","A"
"3398","Cdc37l1","V","A"
"3399","Cdc42bpa","V","A"
"3400","Cdc42bpb","V","A"
"3401","Cdc5l","V","A"
"3402","Cdipt","V","A"
"3403","Cdk11b","V","A"
"3404","Cdk16","V","A"
"3405","Cdk5rap3","V","A"
"3406","Cdk7","V","A"
"3407","Cdk9","V","A"
"3408","Cdkn1b","V","A"
"3409","Cdkn2aip","V","A"
"3410","Cdkn2d","V","A"
"3411","Cdr2","V","A"
"3412","Cdr2l","V","A"
"3413","Cds2","V","A"
"3414","Cdv3","V","A"
"3415","Celf2","V","A"
"3416","Cenpv","V","A"
"3417","Cep164","V","A"
"3418","Cep170","V","A"
"3419","Cep170b","V","A"
"3420","Cep350","V","A"
"3421","Cers1","V","A"
"3422","Cers2","V","A"
"3423","Cetn2","V","A"
"3424","Cfap20","V","A"
"3425","Cfap36","V","A"
"3426","Cfap410","V","A"
"3427","Cfdp1","V","A"
"3428","Cfl2","V","A"
"3429","Champ1","V","A"
"3430","Chchd3","V","A"
"3431","Chchd6","V","A"
"3432","Chd4","V","A"
"3433","Cherp","V","A"
"3434","Chka","V","A"
"3435","Chkb","V","A"
"3436","Chmp1a","V","A"
"3437","Chmp3","V","A"
"3438","Chmp5","V","A"
"3439","Chmp7","V","A"
"3440","Chordc1","V","A"
"3441","Chp1","V","A"
"3442","Ciao3","V","A"
"3443","Ciapin1","V","A"
"3444","Cic","V","A"
"3445","Cisd1","V","A"
"3446","Cisd2","V","A"
"3447","Ckap4","V","A"
"3448","Ckap5","V","A"
"3449","Clasp1","V","A"
"3450","Clcc1","V","A"
"3451","Clcn6","V","A"
"3452","Clec16a","V","A"
"3453","Clgn","V","A"
"3454","Clic4","V","A"
"3455","Clint1","V","A"
"3456","Clip1","V","A"
"3457","Clip2","V","A"
"3458","Clip3","V","A"
"3459","Clptm1","V","A"
"3460","Cltb","V","A"
"3461","Cluh","V","A"
"3462","Clybl","V","A"
"3463","Cmas","V","A"
"3464","Cmip","V","A"
"3465","Cmpk1","V","A"
"3466","Cndp2","V","A"
"3467","Cnksr2","V","A"
"3468","Cnot10","V","A"
"3469","Cnot2","V","A"
"3470","Cnot3","V","A"
"3471","Cnot4","V","A"
"3472","Cnp","V","A"
"3473","Cnrip1","V","A"
"3474","Cnst","V","A"
"3475","Cntnap1","V","A"
"3476","Cobl","V","A"
"3477","Cog3","V","A"
"3478","Cog4","V","A"
"3479","Cog5","V","A"
"3480","Coil","V","A"
"3481","Commd10","V","A"
"3482","Commd2","V","A"
"3483","Commd3","V","A"
"3484","Commd8","V","A"
"3485","Commd9","V","A"
"3486","Copa","V","A"
"3487","Copb1","V","A"
"3488","Copb2","V","A"
"3489","Copg1","V","A"
"3490","Copg2","V","A"
"3491","Coprs","V","A"
"3492","Cops3","V","A"
"3493","Cops5","V","A"
"3494","Cops7a","V","A"
"3495","Coq3","V","A"
"3496","Coro1a","V","A"
"3497","Coro1b","V","A"
"3498","Coro1c","V","A"
"3499","Coro2a","V","A"
"3500","Coro2b","V","A"
"3501","Coro7","V","A"
"3502","Cox4i1","V","A"
"3503","Cox5a","V","A"
"3504","Cox5b","V","A"
"3505","Cox6b1","V","A"
"3506","Cpd","V","A"
"3507","Cpeb2","V","A"
"3508","Cpeb4","V","A"
"3509","Cplx1","V","A"
"3510","Cplx2","V","A"
"3511","Cpne1","V","A"
"3512","Cpne3","V","A"
"3513","Cpsf4","V","A"
"3514","Cpsf7","V","A"
"3515","Cpt1a","V","A"
"3516","Cpt1c","V","A"
"3517","Crbn","V","A"
"3518","Crcp","V","A"
"3519","Crmp1","V","A"
"3520","Crocc","V","A"
"3521","Crot","V","A"
"3522","Crtc1","V","A"
"3523","Crtc2","V","A"
"3524","Csdc2","V","A"
"3525","Csde1","V","A"
"3526","Csk","V","A"
"3527","Csnk1a1","V","A"
"3528","Csnk1d","V","A"
"3529","Csnk1e","V","A"
"3530","Csnk2b","V","A"
"3531","Cstf2","V","A"
"3532","Ctbp1","V","A"
"3533","Ctdp1","V","A"
"3534","Ctif","V","A"
"3535","Ctnna2","V","A"
"3536","Ctnnbip1","V","A"
"3537","Ctnnd2","V","A"
"3538","Ctps1","V","A"
"3539","Ctps2","V","A"
"3540","Ctsd","V","A"
"3541","Cttnbp2nl","V","A"
"3542","Cuedc2","V","A"
"3543","Cul4b","V","A"
"3544","Cul5","V","A"
"3545","Cutc","V","A"
"3546","Cux1","V","A"
"3547","Cyb5a","V","A"
"3548","Cyb5r1","V","A"
"3549","Cyb5r3","V","A"
"3550","Cycs","V","A"
"3551","Cyld","V","A"
"3552","Cyp51a1","V","A"
"3553","Cyth1","V","A"
"3554","Czib","V","A"
"3555","D17h6s53e","V","A"
"3556","Dab2ip","V","A"
"3557","Dars1","V","A"
"3558","Dazap1","V","A"
"3559","Dbn1","V","A"
"3560","Dbnl","V","A"
"3561","Dbt","V","A"
"3562","Dcaf5","V","A"
"3563","Dclk2","V","A"
"3564","Dcp1a","V","A"
"3565","Dcp2","V","A"
"3566","Dctn1","V","A"
"3567","Dctn2","V","A"
"3568","Dctn3","V","A"
"3569","Dctn6","V","A"
"3570","Dcun1d1","V","A"
"3571","Ddhd1","V","A"
"3572","Ddi2","V","A"
"3573","Ddrgk1","V","A"
"3574","Ddt","V","A"
"3575","Ddx1","V","A"
"3576","Ddx17","V","A"
"3577","Ddx19a","V","A"
"3578","Ddx20","V","A"
"3579","Ddx39b","V","A"
"3580","Ddx3x","V","A"
"3581","Ddx3y","V","A"
"3582","Ddx42","V","A"
"3583","Ddx5","V","A"
"3584","Ddx50","V","A"
"3585","Ddx6","V","A"
"3586","Dennd10","V","A"
"3587","Dennd1b","V","A"
"3588","Denr","V","A"
"3589","Depdc5","V","A"
"3590","Deptor","V","A"
"3591","Dffa","V","A"
"3592","Dgke","V","A"
"3593","Dgkg","V","A"
"3594","Dgkh","V","A"
"3595","Dgki","V","A"
"3596","Dgkq","V","A"
"3597","Dgkz","V","A"
"3598","Dhcr7","V","A"
"3599","Dhdh","V","A"
"3600","Dhrs1","V","A"
"3601","Dhrs13","V","A"
"3602","Dhx15","V","A"
"3603","Dhx30","V","A"
"3604","Dhx57","V","A"
"3605","Dhx9","V","A"
"3606","Diaph1","V","A"
"3607","Diaph2","V","A"
"3608","Dicer1","V","A"
"3609","Dip2b","V","A"
"3610","Diras1","V","A"
"3611","Diras2","V","A"
"3612","Dkc1","V","A"
"3613","Dlat","V","A"
"3614","Dld","V","A"
"3615","Dlg2","V","A"
"3616","Dlg5","V","A"
"3617","Dlst","V","A"
"3618","Dmtn","V","A"
"3619","Dmxl2","V","A"
"3620","Dnajb1","V","A"
"3621","Dnajc16","V","A"
"3622","Dnajc6","V","A"
"3623","Dnajc7","V","A"
"3624","Dner","V","A"
"3625","Dnm1","V","A"
"3626","Dnm1l","V","A"
"3627","Dnm3","V","A"
"3628","Dnttip2","V","A"
"3629","Dock11","V","A"
"3630","Dock3","V","A"
"3631","Dock4","V","A"
"3632","Dock5","V","A"
"3633","Dock9","V","A"
"3634","Dok1","V","A"
"3635","Dop1b","V","A"
"3636","Dpp3","V","A"
"3637","Dpy30","V","A"
"3638","Dpysl5","V","A"
"3639","Dr1","V","A"
"3640","Drg1","V","A"
"3641","Drg2","V","A"
"3642","Dst","V","A"
"3643","Dstn","V","A"
"3644","Dtna","V","A"
"3645","Dus2","V","A"
"3646","Dusp3","V","A"
"3647","Dvl1","V","A"
"3648","Dync1h1","V","A"
"3649","Dync1i1","V","A"
"3650","Dync1i2","V","A"
"3651","Dynlrb1","V","A"
"3652","Dysf","V","A"
"3653","Dzank1","V","A"
"3654","Dzip3","V","A"
"3655","Ebag9","V","A"
"3656","Ece1","V","A"
"3657","Echdc1","V","A"
"3658","Eci1","V","A"
"3659","Ecpas","V","A"
"3660","Edc3","V","A"
"3661","Edc4","V","A"
"3662","Eea1","V","A"
"3663","Eef1akmt1","V","A"
"3664","Eef1b","V","A"
"3665","Eef1g","V","A"
"3666","Eef2","V","A"
"3667","Eepd1","V","A"
"3668","Efl1","V","A"
"3669","Efnb1","V","A"
"3670","Efr3b","V","A"
"3671","Eftud2","V","A"
"3672","Egln1","V","A"
"3673","Ehbp1","V","A"
"3674","Ehbp1l1","V","A"
"3675","Ehd1","V","A"
"3676","Ehd3","V","A"
"3677","Ehd4","V","A"
"3678","Eif2a","V","A"
"3679","Eif2ak2","V","A"
"3680","Eif2b1","V","A"
"3681","Eif2b2","V","A"
"3682","Eif2s2","V","A"
"3683","Eif3a","V","A"
"3684","Eif3b","V","A"
"3685","Eif3c","V","A"
"3686","Eif3d","V","A"
"3687","Eif3e","V","A"
"3688","Eif3f","V","A"
"3689","Eif3g","V","A"
"3690","Eif3h","V","A"
"3691","Eif3l","V","A"
"3692","Eif3m","V","A"
"3693","Eif4a1","V","A"
"3694","Eif4a2","V","A"
"3695","Eif4e","V","A"
"3696","Eif4e3","V","A"
"3697","Eif4enif1","V","A"
"3698","Eif4g2","V","A"
"3699","Eif4g3","V","A"
"3700","Eif4h","V","A"
"3701","Eif5","V","A"
"3702","Eif5a","V","A"
"3703","Eif5a2","V","A"
"3704","Eif5b","V","A"
"3705","Eif6","V","A"
"3706","Eipr1","V","A"
"3707","Elapor2","V","A"
"3708","Elavl1","V","A"
"3709","Elavl2","V","A"
"3710","Elavl3","V","A"
"3711","Elmo1","V","A"
"3712","Elmo2","V","A"
"3713","Elob","V","A"
"3714","Elp1","V","A"
"3715","Elp4","V","A"
"3716","Elp6","V","A"
"3717","Emb","V","A"
"3718","Emc2","V","A"
"3719","Emc7","V","A"
"3720","Emc8","V","A"
"3721","Emd","V","A"
"3722","Eml1","V","A"
"3723","Eml2","V","A"
"3724","Eml4","V","A"
"3725","Enah","V","A"
"3726","Endod1","V","A"
"3727","Eno2","V","A"
"3728","Ensa","V","A"
"3729","Epb41","V","A"
"3730","Epb41l1","V","A"
"3731","Epg5","V","A"
"3732","Epm2aip1","V","A"
"3733","Epn1","V","A"
"3734","Epn2","V","A"
"3735","Epn3","V","A"
"3736","Eprs1","V","A"
"3737","Erc1","V","A"
"3738","Ercc3","V","A"
"3739","Ergic3","V","A"
"3740","Erh","V","A"
"3741","Ermp1","V","A"
"3742","Erp44","V","A"
"3743","Esyt2","V","A"
"3744","Etf1","V","A"
"3745","Evl","V","A"
"3746","Exoc1","V","A"
"3747","Exoc2","V","A"
"3748","Exoc3","V","A"
"3749","Exoc4","V","A"
"3750","Exoc8","V","A"
"3751","Exosc10","V","A"
"3752","Exosc5","V","A"
"3753","Exosc8","V","A"
"3754","Ezr","V","A"
"3755","Fads3","V","A"
"3756","Fam102b","V","A"
"3757","Fam107b","V","A"
"3758","Fam114a1","V","A"
"3759","Fam114a2","V","A"
"3760","FAM120A","V","A"
"3761","Fam120c","V","A"
"3762","Fam126b","V","A"
"3763","Fam131b","V","A"
"3764","Fam135a","V","A"
"3765","Fam168a","V","A"
"3766","Fam169a","V","A"
"3767","Fam171a2","V","A"
"3768","Fam177a1","V","A"
"3769","Fam219a","V","A"
"3770","Fam234b","V","A"
"3771","Fam83h","V","A"
"3772","Farp1","V","A"
"3773","Farsb","V","A"
"3774","Fasn","V","A"
"3775","Fbl","V","A"
"3776","Fbll1","V","A"
"3777","Fbxl16","V","A"
"3778","Fbxo3","V","A"
"3779","Fbxo4","V","A"
"3780","Fbxw11","V","A"
"3781","Fchsd1","V","A"
"3782","Fdps","V","A"
"3783","Fech","V","A"
"3784","Fen1","V","A"
"3785","Fgf12","V","A"
"3786","Fgf13","V","A"
"3787","Fh","V","A"
"3788","Fhip1b","V","A"
"3789","Fhip2a","V","A"
"3790","Filip1","V","A"
"3791","Fip1l1","V","A"
"3792","Fitm2","V","A"
"3793","Fkbp15","V","A"
"3794","Fkbp2","V","A"
"3795","Fkbp3","V","A"
"3796","Fkbp4","V","A"
"3797","Fkbp5","V","A"
"3798","Fkbp8","V","A"
"3799","Flad1","V","A"
"3800","Flii","V","A"
"3801","Flot1","V","A"
"3802","Flrt3","V","A"
"3803","Flvcr1","V","A"
"3804","Fmn1","V","A"
"3805","Fmn2","V","A"
"3806","Fmnl1","V","A"
"3807","Fmr1","V","A"
"3808","Fn3krp","V","A"
"3809","Fnbp1","V","A"
"3810","Fnbp1l","V","A"
"3811","Foxk1","V","A"
"3812","Frmd4a","V","A"
"3813","Frmpd4","V","A"
"3814","Fry","V","A"
"3815","Fsd1l","V","A"
"3816","Fth1","V","A"
"3817","Ftl1","V","A"
"3818","Fundc2","V","A"
"3819","Fxr1","V","A"
"3820","Fxr2","V","A"
"3821","G3bp1","V","A"
"3822","G3bp2","V","A"
"3823","G6pdx","V","A"
"3824","Gab1","V","A"
"3825","Gab2","V","A"
"3826","Gabbr1","V","A"
"3827","Gak","V","A"
"3828","Gamt","V","A"
"3829","Gap43","V","A"
"3830","Gapdh","V","A"
"3831","Gapvd1","V","A"
"3832","Garem1","V","A"
"3833","Garnl3","V","A"
"3834","Gars1","V","A"
"3835","Gas2","V","A"
"3836","Gas7","V","A"
"3837","Gatad2b","V","A"
"3838","Gatd1","V","A"
"3839","Gatm","V","A"
"3840","Gbe1","V","A"
"3841","Gcc1","V","A"
"3842","Gcc2","V","A"
"3843","Gclc","V","A"
"3844","Gclm","V","A"
"3845","Gcn1","V","A"
"3846","Gdap1l1","V","A"
"3847","Gdi1","V","A"
"3848","Gdi2","V","A"
"3849","Gemin5","V","A"
"3850","Get3","V","A"
"3851","Get4","V","A"
"3852","Gfpt1","V","A"
"3853","Gga1","V","A"
"3854","Gga2","V","A"
"3855","Gga3","V","A"
"3856","Ggt7","V","A"
"3857","Gigyf1","V","A"
"3858","Gigyf2","V","A"
"3859","Gk","V","A"
"3860","Glcci1","V","A"
"3861","Glmn","V","A"
"3862","Glod4","V","A"
"3863","Glrx3","V","A"
"3864","Glud1","V","A"
"3865","Gmps","V","A"
"3866","Gnal","V","A"
"3867","Gnao1","V","A"
"3868","Gng2","V","A"
"3869","Gng3","V","A"
"3870","Gnpda1","V","A"
"3871","Golga1","V","A"
"3872","Golga2","V","A"
"3873","Golga3","V","A"
"3874","Golga4","V","A"
"3875","Golga5","V","A"
"3876","Golph3","V","A"
"3877","Gopc","V","A"
"3878","Gorab","V","A"
"3879","Gorasp2","V","A"
"3880","Gosr1","V","A"
"3881","Got1","V","A"
"3882","Got2","V","A"
"3883","Gpaa1","V","A"
"3884","Gpalpp1","V","A"
"3885","Gpatch11","V","A"
"3886","Gphn","V","A"
"3887","Gpi","V","A"
"3888","Gpr158","V","A"
"3889","Gpr89","V","A"
"3890","Gprin1","V","A"
"3891","Gramd1a","V","A"
"3892","Gramd1b","V","A"
"3893","Grcc10","V","A"
"3894","Grhpr","V","A"
"3895","Gripap1","V","A"
"3896","Grk2","V","A"
"3897","Grpel1","V","A"
"3898","Grsf1","V","A"
"3899","Gsk3a","V","A"
"3900","Gsk3b","V","A"
"3901","Gspt2","V","A"
"3902","Gsr","V","A"
"3903","Gstm5","V","A"
"3904","Gstp1","V","A"
"3905","Gtf2a1","V","A"
"3906","Gtf2e2","V","A"
"3907","Gtf2f2","V","A"
"3908","Gtf2i","V","A"
"3909","Gtpbp1","V","A"
"3910","H1-2","V","A"
"3911","Habp4","V","A"
"3912","Hacd2","V","A"
"3913","Hacd3","V","A"
"3914","Hadh","V","A"
"3915","Haghl","V","A"
"3916","Hars1","V","A"
"3917","Hbb-b1","V","A"
"3918","Hbs1l","V","A"
"3919","Hcn1","V","A"
"3920","Hdac2","V","A"
"3921","Hdac5","V","A"
"3922","Hdac6","V","A"
"3923","Hdgf","V","A"
"3924","Hdgfl2","V","A"
"3925","Hdlbp","V","A"
"3926","Heatr5b","V","A"
"3927","Hebp2","V","A"
"3928","Hgs","V","A"
"3929","Hid1","V","A"
"3930","Hint1","V","A"
"3931","Hint3","V","A"
"3932","Hip1r","V","A"
"3933","Hivep2","V","A"
"3934","Hk1","V","A"
"3935","Hmbox1","V","A"
"3936","Hmga1","V","A"
"3937","Hmgcs1","V","A"
"3938","Hmox2","V","A"
"3939","Hnrnpa0","V","A"
"3940","Hnrnpdl","V","A"
"3941","Hnrnpf","V","A"
"3942","Hnrnph1","V","A"
"3943","Hnrnpl","V","A"
"3944","Hnrnpll","V","A"
"3945","Hnrnpu","V","A"
"3946","Hnrnpul1","V","A"
"3947","Hnrnpul2","V","A"
"3948","Homer1","V","A"
"3949","Hprt1","V","A"
"3950","Hs1bp3","V","A"
"3951","Hsbp1","V","A"
"3952","Hsd17b4","V","A"
"3953","Hsdl2","V","A"
"3954","Hsp90aa1","V","A"
"3955","Hspa12a","V","A"
"3956","Hspa4","V","A"
"3957","Hspa4l","V","A"
"3958","Hspb1","V","A"
"3959","Hspb8","V","A"
"3960","Hspbp1","V","A"
"3961","Hsph1","V","A"
"3962","Htt","V","A"
"3963","Huwe1","V","A"
"3964","Iap","V","A"
"3965","Iars1","V","A"
"3966","Ica1","V","A"
"3967","Ide","V","A"
"3968","Ift22","V","A"
"3969","Igf2r","V","A"
"3970","Ikbkg","V","A"
"3971","Ilrun","V","A"
"3972","Immt","V","A"
"3973","Impa1","V","A"
"3974","Impact","V","A"
"3975","Ina","V","A"
"3976","Inf2","V","A"
"3977","Inpp1","V","A"
"3978","Inpp5f","V","A"
"3979","Inpp5j","V","A"
"3980","Ints1","V","A"
"3981","IntS13","V","A"
"3982","Ip6k1","V","A"
"3983","Ipo7","V","A"
"3984","Ipo9","V","A"
"3985","Iqcb1","V","A"
"3986","Iqsec1","V","A"
"3987","Irf3","V","A"
"3988","Irgq","V","A"
"3989","Irs2","V","A"
"3990","Iscu","V","A"
"3991","Isy1","V","A"
"3992","Isyna1","V","A"
"3993","Itgb1","V","A"
"3994","Itpk1","V","A"
"3995","Itpkc","V","A"
"3996","Itsn1","V","A"
"3997","Itsn2","V","A"
"3998","Iws1","V","A"
"3999","Jakmip1","V","A"
"4000","Jmjd1c","V","A"
"4001","Jmy","V","A"
"4002","Jph3","V","A"
"4003","Jpt1","V","A"
"4004","Kank4","V","A"
"4005","Kars1","V","A"
"4006","Katnal1","V","A"
"4007","Katnb1","V","A"
"4008","Kcna1","V","A"
"4009","Kcna2","V","A"
"4010","Kcnab2","V","A"
"4011","Kcnb1","V","A"
"4012","Kcnb2","V","A"
"4013","Kcnd1","V","A"
"4014","Kcnd3","V","A"
"4015","Kcnq2","V","A"
"4016","Kcnt1","V","A"
"4017","Kctd16","V","A"
"4018","Kctd8","V","A"
"4019","Kdsr","V","A"
"4020","Khdrbs1","V","A"
"4021","Kiaa0100","V","A"
"4022","Kiaa0513","V","A"
"4023","Kiaa1107","V","A"
"4024","Kiaa1109","V","A"
"4025","Kiaa1522","V","A"
"4026","Kiaa1841","V","A"
"4027","Kif16b","V","A"
"4028","Kif1a","V","A"
"4029","Kif1b","V","A"
"4030","Kif21a","V","A"
"4031","Kif2a","V","A"
"4032","Kif3a","V","A"
"4033","Kif3b","V","A"
"4034","Kif5a","V","A"
"4035","Kif5b","V","A"
"4036","Kif5c","V","A"
"4037","Kifap3","V","A"
"4038","Klc1","V","A"
"4039","Klc2","V","A"
"4040","Klhl9","V","A"
"4041","Kpna3","V","A"
"4042","Krt222","V","A"
"4043","Ksr2","V","A"
"4044","L1cam","V","A"
"4045","Lama2","V","A"
"4046","Lamb2","V","A"
"4047","Lamtor1","V","A"
"4048","Lamtor3","V","A"
"4049","Larp1","V","A"
"4050","Larp4","V","A"
"4051","Larp4b","V","A"
"4052","Larp6","V","A"
"4053","Lars1","V","A"
"4054","Lbh","V","A"
"4055","Lcp1","V","A"
"4056","Ldb1","V","A"
"4057","Ldb2","V","A"
"4058","Ldb3","V","A"
"4059","Ldha","V","A"
"4060","Ldhb","V","A"
"4061","Lemd3","V","A"
"4062","Letm1","V","A"
"4063","Lgals8","V","A"
"4064","Lig3","V","A"
"4065","Limch1","V","A"
"4066","Limd1","V","A"
"4067","Llgl1","V","A"
"4068","Lmcd1","V","A"
"4069","Lmnb1","V","A"
"4070","Lmnb2","V","A"
"4071","Lnpep","V","A"
"4072","Lnpk","V","A"
"4073","Lpcat1","V","A"
"4074","Lpcat4","V","A"
"4075","Lpin1","V","A"
"4076","Lrch1","V","A"
"4077","Lrrc47","V","A"
"4078","Lrrc57","V","A"
"4079","Lrrc59","V","A"
"4080","Lrrfip1","V","A"
"4081","Lrrfip2","V","A"
"4082","Lrrn1","V","A"
"4083","Lrsam1","V","A"
"4084","Lsg1","V","A"
"4085","Lsm12","V","A"
"4086","Lsm14b","V","A"
"4087","Lsm4","V","A"
"4088","Luzp1","V","A"
"4089","Lxn","V","A"
"4090","Lztfl1","V","A"
"4091","Macf1","V","A"
"4092","Maco1","V","A"
"4093","Madd","V","A"
"4094","Maged1","V","A"
"4095","Magi1","V","A"
"4096","Magi3","V","A"
"4097","Magoh","V","A"
"4098","Mal2","V","A"
"4099","Maoa","V","A"
"4100","Map2k1","V","A"
"4101","Map2k4","V","A"
"4102","Map2k6","V","A"
"4103","Map4k4","V","A"
"4104","Map4k5","V","A"
"4105","Map7","V","A"
"4106","Map7d1","V","A"
"4107","Map7d2","V","A"
"4108","Map9","V","A"
"4109","Mapk1","V","A"
"4110","Mapk8ip3","V","A"
"4111","Mapk9","V","A"
"4112","Mapre2","V","A"
"4113","Mapre3","V","A"
"4114","Marcks","V","A"
"4115","Mark2","V","A"
"4116","Mars1","V","A"
"4117","Mast1","V","A"
"4118","Matr3","V","A"
"4119","Mavs","V","A"
"4120","Mb21d2","V","A"
"4121","Mbd2","V","A"
"4122","Mbnl1","V","A"
"4123","Mbp","V","A"
"4124","Mcam","V","A"
"4125","Mcf2l","V","A"
"4126","Mcrip1","V","A"
"4127","Mctp1","V","A"
"4128","Mctp2","V","A"
"4129","Mdh1","V","A"
"4130","Med1","V","A"
"4131","Med15","V","A"
"4132","Mepce","V","A"
"4133","Metap1","V","A"
"4134","Metap2","V","A"
"4135","Mff","V","A"
"4136","Mfsd6","V","A"
"4137","Mia3","V","A"
"4138","Mical1","V","A"
"4139","Mical3","V","A"
"4140","Micall1","V","A"
"4141","Micall2","V","A"
"4142","Miga2","V","A"
"4143","Mindy1","V","A"
"4144","Mink1","V","A"
"4145","Mios","V","A"
"4146","Mknk1","V","A"
"4147","Mkrn1","V","A"
"4148","Mms19","V","A"
"4149","Mob2","V","A"
"4150","Mpdz","V","A"
"4151","Mpp1","V","A"
"4152","Mprip","V","A"
"4153","Mre11","V","A"
"4154","Mrtfb","V","A"
"4155","Msi2","V","A"
"4156","Msra","V","A"
"4157","Msto1","V","A"
"4158","Mt3","V","A"
"4159","Mta2","V","A"
"4160","Mtarc2","V","A"
"4161","Mtch1","V","A"
"4162","Mtcl1","V","A"
"4163","Mtco2","V","A"
"4164","Mtfr1l","V","A"
"4165","Mthfd1l","V","A"
"4166","Mthfsd","V","A"
"4167","Mtm1","V","A"
"4168","Mtmr2","V","A"
"4169","Mtmr3","V","A"
"4170","Mtmr4","V","A"
"4171","Mtmr6","V","A"
"4172","Mtmr7","V","A"
"4173","Mtor","V","A"
"4174","Mtpn","V","A"
"4175","Mtrf1","V","A"
"4176","Mtss1","V","A"
"4177","Mtus1","V","A"
"4178","Mtx2","V","A"
"4179","Mustn1","V","A"
"4180","Mvb12a","V","A"
"4181","Mvd","V","A"
"4182","Mvp","V","A"
"4183","Myadm","V","A"
"4184","Mybbp1a","V","A"
"4185","Mycbp","V","A"
"4186","Myd88","V","A"
"4187","Myef2","V","A"
"4188","Myh14","V","A"
"4189","Myl12b","V","A"
"4190","Myl6","V","A"
"4191","Myl6b","V","A"
"4192","Myo18a","V","A"
"4193","Myo1e","V","A"
"4194","Myo5a","V","A"
"4195","Myo9a","V","A"
"4196","Myo9b","V","A"
"4197","N4bp1","V","A"
"4198","Naa10","V","A"
"4199","Naa25","V","A"
"4200","Naa30","V","A"
"4201","Naa35","V","A"
"4202","Naa50","V","A"
"4203","Naa80","V","A"
"4204","Naca","V","A"
"4205","Nacc1","V","A"
"4206","Nans","V","A"
"4207","Nap1l1","V","A"
"4208","Nap1l4","V","A"
"4209","Napa","V","A"
"4210","Napb","V","A"
"4211","Napg","V","A"
"4212","NARS1","V","A"
"4213","Nasp","V","A"
"4214","Nat8l","V","A"
"4215","Nav1","V","A"
"4216","Nbn","V","A"
"4217","Ncald","V","A"
"4218","Ncbp2","V","A"
"4219","Ncdn","V","A"
"4220","Nckap1","V","A"
"4221","Nckipsd","V","A"
"4222","Ncoa1","V","A"
"4223","Ncoa7","V","A"
"4224","Ncor2","V","A"
"4225","Ndel1","V","A"
"4226","Ndrg3","V","A"
"4227","Ndrg4","V","A"
"4228","Ndufa10","V","A"
"4229","Ndufa12","V","A"
"4230","Ndufa4","V","A"
"4231","Ndufaf2","V","A"
"4232","Ndufaf4","V","A"
"4233","Ndufb11","V","A"
"4234","Ndufb3","V","A"
"4235","Ndufs1","V","A"
"4236","Ndufs3","V","A"
"4237","Ndufs7","V","A"
"4238","Ndufv1","V","A"
"4239","Ndufv2","V","A"
"4240","Necab1","V","A"
"4241","Necap1","V","A"
"4242","Nectin2","V","A"
"4243","Nedd4","V","A"
"4244","Nedd4l","V","A"
"4245","Nedd8","V","A"
"4246","Nek1","V","A"
"4247","Nek7","V","A"
"4248","Nek9","V","A"
"4249","Nelfa","V","A"
"4250","Nelfe","V","A"
"4251","Neo1","V","A"
"4252","Nexn","V","A"
"4253","Nf2","V","A"
"4254","Nfat5","V","A"
"4255","Nfic","V","A"
"4256","Nfkb1","V","A"
"4257","Nfrkb","V","A"
"4258","Nfx1","V","A"
"4259","Ngly1","V","A"
"4260","Nid1","V","A"
"4261","Nif3l1","V","A"
"4262","Nipsnap1","V","A"
"4263","Nisch","V","A"
"4264","Nkiras1","V","A"
"4265","Nkrf","V","A"
"4266","Nme2","V","A"
"4267","Nmt1","V","A"
"4268","Nmt2","V","A"
"4269","Nolc1","V","A"
"4270","Nop2","V","A"
"4271","Nop56","V","A"
"4272","Nopchap1","V","A"
"4273","Nploc4","V","A"
"4274","Nr3c1","V","A"
"4275","Nrbf2","V","A"
"4276","Nrbp1","V","A"
"4277","Nrbp2","V","A"
"4278","Nrip2","V","A"
"4279","Nsdhl","V","A"
"4280","Nsf","V","A"
"4281","Nsfl1c","V","A"
"4282","Nudc","V","A"
"4283","Nudcd1","V","A"
"4284","Nudcd2","V","A"
"4285","Nudcd3","V","A"
"4286","Nudt16","V","A"
"4287","Nudt2","V","A"
"4288","Nudt21","V","A"
"4289","Nudt3","V","A"
"4290","Nudt5","V","A"
"4291","Nudt9","V","A"
"4292","Nufip2","V","A"
"4293","Numbl","V","A"
"4294","Nup133","V","A"
"4295","Nup50","V","A"
"4296","Nup54","V","A"
"4297","Nup62","V","A"
"4298","Nup93","V","A"
"4299","Nup98","V","A"
"4300","Nxf1","V","A"
"4301","Nyap2","V","A"
"4302","Oat","V","A"
"4303","Ociad1","V","A"
"4304","Ocrl","V","A"
"4305","Oga","V","A"
"4306","Ogfr","V","A"
"4307","Ogn","V","A"
"4308","Ola1","V","A"
"4309","Ophn1","V","A"
"4310","Osbpl11","V","A"
"4311","Osbpl2","V","A"
"4312","Osbpl3","V","A"
"4313","Osbpl6","V","A"
"4314","Osbpl8","V","A"
"4315","Osbpl9","V","A"
"4316","Oscp1","V","A"
"4317","Osmr","V","A"
"4318","Ostf1","V","A"
"4319","Otub1","V","A"
