"","gs","gene","symbol"
"ENSMUSG00000086804","A-field-LTMR","ENSMUSG00000086804","Gm43154"
"ENSMUSG00000084973","A-field-LTMR","ENSMUSG00000084973","Gm13848"
"ENSMUSG00000073154","A-field-LTMR","ENSMUSG00000073154","9330158H04Rik"
"ENSMUSG00000045613","A-field-LTMR","ENSMUSG00000045613","Chrm2"
"ENSMUSG00000071537","A-field-LTMR","ENSMUSG00000071537","Klrg2"
"ENSMUSG00000085058","A-field-LTMR","ENSMUSG00000085058","8030453O22Rik"
"ENSMUSG00000063063","A-field-LTMR","ENSMUSG00000063063","Ctnna2"
"ENSMUSG00000030001","A-field-LTMR","ENSMUSG00000030001","Figla"
"ENSMUSG00000030020","A-field-LTMR","ENSMUSG00000030020","Prickle2"
"ENSMUSG00000061838","A-field-LTMR","ENSMUSG00000061838","Suclg2"
"ENSMUSG00000059187","A-field-LTMR","ENSMUSG00000059187","Tafa1"
"ENSMUSG00000056952","A-field-LTMR","ENSMUSG00000056952","Tatdn2"
"ENSMUSG00000097166","A-field-LTMR","ENSMUSG00000097166","9330179D12Rik"
"ENSMUSG00000030207","A-field-LTMR","ENSMUSG00000030207","Fam234b"
"ENSMUSG00000030226","A-field-LTMR","ENSMUSG00000030226","Lmo3"
"ENSMUSG00000030245","A-field-LTMR","ENSMUSG00000030245","Golt1b"
"ENSMUSG00000030263","A-field-LTMR","ENSMUSG00000030263","Irag2"
"ENSMUSG00000053395","A-field-LTMR","ENSMUSG00000053395","Cacng8"
"ENSMUSG00000052296","A-field-LTMR","ENSMUSG00000052296","Ppp6r1"
"ENSMUSG00000003437","A-field-LTMR","ENSMUSG00000003437","Paf1"
"ENSMUSG00000096257","A-field-LTMR","ENSMUSG00000096257","Ccer2"
"ENSMUSG00000019737","A-field-LTMR","ENSMUSG00000019737","Syne4"
"ENSMUSG00000013353","A-field-LTMR","ENSMUSG00000013353","Siglecl2"
"ENSMUSG00000058743","A-field-LTMR","ENSMUSG00000058743","Kcnj14"
"ENSMUSG00000097441","A-field-LTMR","ENSMUSG00000097441","Gm26633"
"ENSMUSG00000030607","A-field-LTMR","ENSMUSG00000030607","Acan"
"ENSMUSG00000001773","A-field-LTMR","ENSMUSG00000001773","Folh1"
"ENSMUSG00000035354","A-field-LTMR","ENSMUSG00000035354","Uvrag"
"ENSMUSG00000030842","A-field-LTMR","ENSMUSG00000030842","Lamtor1"
"ENSMUSG00000030738","A-field-LTMR","ENSMUSG00000030738","Eif3c"
"ENSMUSG00000042606","A-field-LTMR","ENSMUSG00000042606","Hirip3"
"ENSMUSG00000015981","A-field-LTMR","ENSMUSG00000015981","Stk32c"
"ENSMUSG00000025475","A-field-LTMR","ENSMUSG00000025475","Adgra1"
"ENSMUSG00000020009","A-field-LTMR","ENSMUSG00000020009","Ifngr1"
"ENSMUSG00000038916","A-field-LTMR","ENSMUSG00000038916","Mtcl3"
"ENSMUSG00000000296","A-field-LTMR","ENSMUSG00000000296","Tpd52l1"
"ENSMUSG00000039497","A-field-LTMR","ENSMUSG00000039497","Dse"
"ENSMUSG00000063428","A-field-LTMR","ENSMUSG00000063428","Ddo"
"ENSMUSG00000019831","A-field-LTMR","ENSMUSG00000019831","Wasf1"
"ENSMUSG00000059901","A-field-LTMR","ENSMUSG00000059901","Adamts14"
"ENSMUSG00000042846","A-field-LTMR","ENSMUSG00000042846","Lrrtm3"
"ENSMUSG00000020053","A-field-LTMR","ENSMUSG00000020053","Igf1"
"ENSMUSG00000019888","A-field-LTMR","ENSMUSG00000019888","Mgat4c"
"ENSMUSG00000019892","A-field-LTMR","ENSMUSG00000019892","Lrriq1"
"ENSMUSG00000052798","A-field-LTMR","ENSMUSG00000052798","Nup107"
"ENSMUSG00000050052","A-field-LTMR","ENSMUSG00000050052","Tdrp"
"ENSMUSG00000047495","A-field-LTMR","ENSMUSG00000047495","Dlgap2"
"ENSMUSG00000037406","A-field-LTMR","ENSMUSG00000037406","Htra4"
"ENSMUSG00000037251","A-field-LTMR","ENSMUSG00000037251","Pomk"
"ENSMUSG00000025044","A-field-LTMR","ENSMUSG00000025044","Msr1"
"ENSMUSG00000031631","A-field-LTMR","ENSMUSG00000031631","Cfap97"
"ENSMUSG00000037852","A-field-LTMR","ENSMUSG00000037852","Cpe"
"ENSMUSG00000001910","A-field-LTMR","ENSMUSG00000001910","Nacc1"
"ENSMUSG00000031754","A-field-LTMR","ENSMUSG00000031754","Nudt21"
"ENSMUSG00000031790","A-field-LTMR","ENSMUSG00000031790","Mmp15"
"ENSMUSG00000060560","A-field-LTMR","ENSMUSG00000060560","Ces4a"
"ENSMUSG00000097393","A-field-LTMR","ENSMUSG00000097393","D030068K23Rik"
"ENSMUSG00000059854","A-field-LTMR","ENSMUSG00000059854","Hydin"
"ENSMUSG00000085068","A-field-LTMR","ENSMUSG00000085068","Gm15895"
"ENSMUSG00000034189","A-field-LTMR","ENSMUSG00000034189","Hsdl1"
"ENSMUSG00000021820","A-field-LTMR","ENSMUSG00000021820","Camk2g"
"ENSMUSG00000037712","A-field-LTMR","ENSMUSG00000037712","Fermt2"
"ENSMUSG00000088769","A-field-LTMR","ENSMUSG00000088769",NA
"ENSMUSG00000071470","A-field-LTMR","ENSMUSG00000071470","Ccnb1ip1"
"ENSMUSG00000000957","A-field-LTMR","ENSMUSG00000000957","Mmp14"
"ENSMUSG00000021987","A-field-LTMR","ENSMUSG00000021987","Mtmr6"
"ENSMUSG00000022031","A-field-LTMR","ENSMUSG00000022031","Elp3"
"ENSMUSG00000044447","A-field-LTMR","ENSMUSG00000044447","Dock5"
"ENSMUSG00000022055","A-field-LTMR","ENSMUSG00000022055","Nefl"
"ENSMUSG00000022003","A-field-LTMR","ENSMUSG00000022003","Slc25a30"
"ENSMUSG00000055421","A-field-LTMR","ENSMUSG00000055421","Pcdh9"
"ENSMUSG00000074476","A-field-LTMR","ENSMUSG00000074476","Spc24"
"ENSMUSG00000031988","A-field-LTMR","ENSMUSG00000031988","Vps26b"
"ENSMUSG00000059974","A-field-LTMR","ENSMUSG00000059974","Ntm"
"ENSMUSG00000053289","A-field-LTMR","ENSMUSG00000053289","Ddx10"
"ENSMUSG00000032047","A-field-LTMR","ENSMUSG00000032047","Acat1"
"ENSMUSG00000032232","A-field-LTMR","ENSMUSG00000032232","Cgnl1"
"ENSMUSG00000032417","A-field-LTMR","ENSMUSG00000032417","Rwdd2a"
"ENSMUSG00000064225","A-field-LTMR","ENSMUSG00000064225","Paqr9"
"ENSMUSG00000032454","A-field-LTMR","ENSMUSG00000032454","Rbp2"
"ENSMUSG00000032458","A-field-LTMR","ENSMUSG00000032458","Copb2"
"ENSMUSG00000032527","A-field-LTMR","ENSMUSG00000032527","Pccb"
"ENSMUSG00000032548","A-field-LTMR","ENSMUSG00000032548","Slco2a1"
"ENSMUSG00000032564","A-field-LTMR","ENSMUSG00000032564","Cpne4"
"ENSMUSG00000039115","A-field-LTMR","ENSMUSG00000039115","Itga9"
"ENSMUSG00000034579","A-field-LTMR","ENSMUSG00000034579","Pla2g3"
"ENSMUSG00000041046","A-field-LTMR","ENSMUSG00000041046","Ramp3"
"ENSMUSG00000018654","A-field-LTMR","ENSMUSG00000018654","Ikzf1"
"ENSMUSG00000033953","A-field-LTMR","ENSMUSG00000033953","Ppp3r1"
"ENSMUSG00000020462","A-field-LTMR","ENSMUSG00000020462","Cfap36"
"ENSMUSG00000020461","A-field-LTMR","ENSMUSG00000020461","Clhc1"
"ENSMUSG00000020143","A-field-LTMR","ENSMUSG00000020143","Dock2"
"ENSMUSG00000069911","A-field-LTMR","ENSMUSG00000069911","Insyn2b"
"ENSMUSG00000049396","A-field-LTMR","ENSMUSG00000049396","Gemin4"
"ENSMUSG00000037958","A-field-LTMR","ENSMUSG00000037958","Nsrp1"
"ENSMUSG00000049612","A-field-LTMR","ENSMUSG00000049612","Omg"
"ENSMUSG00000052949","A-field-LTMR","ENSMUSG00000052949","Rnf157"
"ENSMUSG00000025582","A-field-LTMR","ENSMUSG00000025582","Nptx1"
"ENSMUSG00000021218","A-field-LTMR","ENSMUSG00000021218","Gdi2"
"ENSMUSG00000038068","A-field-LTMR","ENSMUSG00000038068","Rnf144b"
"ENSMUSG00000021448","A-field-LTMR","ENSMUSG00000021448","Shc3"
"ENSMUSG00000025867","A-field-LTMR","ENSMUSG00000025867","Cplx2"
"ENSMUSG00000021585","A-field-LTMR","ENSMUSG00000021585","Cast"
"ENSMUSG00000021587","A-field-LTMR","ENSMUSG00000021587","Pcsk1"
"ENSMUSG00000021596","A-field-LTMR","ENSMUSG00000021596","Mctp1"
"ENSMUSG00000035834","A-field-LTMR","ENSMUSG00000035834","Polr3g"
"ENSMUSG00000021613","A-field-LTMR","ENSMUSG00000021613","Hapln1"
"ENSMUSG00000048376","A-field-LTMR","ENSMUSG00000048376","F2r"
"ENSMUSG00000042590","A-field-LTMR","ENSMUSG00000042590","Ipo11"
"ENSMUSG00000091619","A-field-LTMR","ENSMUSG00000091619",NA
"ENSMUSG00000079177","A-field-LTMR","ENSMUSG00000079177","Fam228a"
"ENSMUSG00000037149","A-field-LTMR","ENSMUSG00000037149","Ddx1"
"ENSMUSG00000020573","A-field-LTMR","ENSMUSG00000020573","Pik3cg"
"ENSMUSG00000052125","A-field-LTMR","ENSMUSG00000052125","F730043M19Rik"
"ENSMUSG00000020564","A-field-LTMR","ENSMUSG00000020564","Atxn7l1"
"ENSMUSG00000020598","A-field-LTMR","ENSMUSG00000020598","Nrcam"
"ENSMUSG00000021066","A-field-LTMR","ENSMUSG00000021066","Atl1"
"ENSMUSG00000034574","A-field-LTMR","ENSMUSG00000034574","Daam1"
"ENSMUSG00000071234","A-field-LTMR","ENSMUSG00000071234","Syndig1l"
"ENSMUSG00000001175","A-field-LTMR","ENSMUSG00000001175","Calm1"
"ENSMUSG00000021190","A-field-LTMR","ENSMUSG00000021190","Lgmn"
"ENSMUSG00000041669","A-field-LTMR","ENSMUSG00000041669","Prima1"
"ENSMUSG00000044224","A-field-LTMR","ENSMUSG00000044224","Dnajc21"
"ENSMUSG00000096956","A-field-LTMR","ENSMUSG00000096956","Snhg18"
"ENSMUSG00000022231","A-field-LTMR","ENSMUSG00000022231","Sema5a"
"ENSMUSG00000022329","A-field-LTMR","ENSMUSG00000022329","Stk3"
"ENSMUSG00000022332","A-field-LTMR","ENSMUSG00000022332","Khdrbs3"
"ENSMUSG00000075511","A-field-LTMR","ENSMUSG00000075511","1700001L05Rik"
"ENSMUSG00000022619","A-field-LTMR","ENSMUSG00000022619","Mapk8ip2"
"ENSMUSG00000013089","A-field-LTMR","ENSMUSG00000013089","Etv5"
"ENSMUSG00000090021","A-field-LTMR","ENSMUSG00000090021","Gm6493"
"ENSMUSG00000022512","A-field-LTMR","ENSMUSG00000022512","Cldn1"
"ENSMUSG00000035376","A-field-LTMR","ENSMUSG00000035376","Hacd2"
"ENSMUSG00000035270","A-field-LTMR","ENSMUSG00000035270","Impg2"
"ENSMUSG00000074991","A-field-LTMR","ENSMUSG00000074991","Gabrr3"
"ENSMUSG00000090223","A-field-LTMR","ENSMUSG00000090223","Pcp4"
"ENSMUSG00000068036","A-field-LTMR","ENSMUSG00000068036","Afdn"
"ENSMUSG00000069743","A-field-LTMR","ENSMUSG00000069743","Zfp820"
"ENSMUSG00000096433","A-field-LTMR","ENSMUSG00000096433","Zfp994"
"ENSMUSG00000024222","A-field-LTMR","ENSMUSG00000024222","Fkbp5"
"ENSMUSG00000040356","A-field-LTMR","ENSMUSG00000040356","Skic2"
"ENSMUSG00000043592","A-field-LTMR","ENSMUSG00000043592","Unc5cl"
"ENSMUSG00000024079","A-field-LTMR","ENSMUSG00000024079","Eif2ak2"
"ENSMUSG00000006740","A-field-LTMR","ENSMUSG00000006740","Kif5b"
"ENSMUSG00000057766","A-field-LTMR","ENSMUSG00000057766","Ankrd29"
"ENSMUSG00000052713","A-field-LTMR","ENSMUSG00000052713","Zfp608"
"ENSMUSG00000009535","A-field-LTMR","ENSMUSG00000009535","Rnmt"
"ENSMUSG00000024900","A-field-LTMR","ENSMUSG00000024900","Cpt1a"
"ENSMUSG00000024966","A-field-LTMR","ENSMUSG00000024966","Stip1"
"ENSMUSG00000024742","A-field-LTMR","ENSMUSG00000024742","Fen1"
"ENSMUSG00000035735","A-field-LTMR","ENSMUSG00000035735","Dagla"
"ENSMUSG00000063683","A-field-LTMR","ENSMUSG00000063683","Glyat"
"ENSMUSG00000024640","A-field-LTMR","ENSMUSG00000024640","Psat1"
"ENSMUSG00000053279","A-field-LTMR","ENSMUSG00000053279","Aldh1a1"
"ENSMUSG00000024747","A-field-LTMR","ENSMUSG00000024747","Aldh1a7"
"ENSMUSG00000046324","A-field-LTMR","ENSMUSG00000046324","Ermp1"
"ENSMUSG00000067279","A-field-LTMR","ENSMUSG00000067279","Ppp1r3c"
"ENSMUSG00000053799","A-field-LTMR","ENSMUSG00000053799","Exoc6"
"ENSMUSG00000025185","A-field-LTMR","ENSMUSG00000025185","Loxl4"
"ENSMUSG00000025089","A-field-LTMR","ENSMUSG00000025089","Gfra1"
"ENSMUSG00000025090","A-field-LTMR","ENSMUSG00000025090","Ccdc172"
"ENSMUSG00000046008","A-field-LTMR","ENSMUSG00000046008","Pnlip"
"ENSMUSG00000025902","Ad-LTMR","ENSMUSG00000025902","Sox17"
"ENSMUSG00000042686","Ad-LTMR","ENSMUSG00000042686","Jph1"
"ENSMUSG00000067780","Ad-LTMR","ENSMUSG00000067780","Pi15"
"ENSMUSG00000026062","Ad-LTMR","ENSMUSG00000026062","Slc9a2"
"ENSMUSG00000026043","Ad-LTMR","ENSMUSG00000026043","Col3a1"
"ENSMUSG00000045954","Ad-LTMR","ENSMUSG00000045954","Cavin2"
"ENSMUSG00000026003","Ad-LTMR","ENSMUSG00000026003","Acadl"
"ENSMUSG00000026193","Ad-LTMR","ENSMUSG00000026193","Fn1"
"ENSMUSG00000090071","Ad-LTMR","ENSMUSG00000090071","Cdk5r2"
"ENSMUSG00000036766","Ad-LTMR","ENSMUSG00000036766","Dner"
"ENSMUSG00000026311","Ad-LTMR","ENSMUSG00000026311","Asb1"
"ENSMUSG00000067028","Ad-LTMR","ENSMUSG00000067028","Cntnap5b"
"ENSMUSG00000026344","Ad-LTMR","ENSMUSG00000026344","Lypd1"
"ENSMUSG00000026447","Ad-LTMR","ENSMUSG00000026447","Pik3c2b"
"ENSMUSG00000041577","Ad-LTMR","ENSMUSG00000041577","Prelp"
"ENSMUSG00000098206","Ad-LTMR","ENSMUSG00000098206","Mir181a-1hg"
"ENSMUSG00000026479","Ad-LTMR","ENSMUSG00000026479","Lamc2"
"ENSMUSG00000026475","Ad-LTMR","ENSMUSG00000026475","Rgs16"
"ENSMUSG00000090394","Ad-LTMR","ENSMUSG00000090394","4930523C07Rik"
"ENSMUSG00000026586","Ad-LTMR","ENSMUSG00000026586","Prrx1"
"ENSMUSG00000099008","Ad-LTMR","ENSMUSG00000099008","Gm17976"
"ENSMUSG00000013698","Ad-LTMR","ENSMUSG00000013698","Pea15a"
"ENSMUSG00000078184","Ad-LTMR","ENSMUSG00000078184","Rbm8a2"
"ENSMUSG00000039349","Ad-LTMR","ENSMUSG00000039349","C130074G19Rik"
"ENSMUSG00000085766","Ad-LTMR","ENSMUSG00000085766","2810430I11Rik"
"ENSMUSG00000026840","Ad-LTMR","ENSMUSG00000026840","Lamc3"
"ENSMUSG00000038718","Ad-LTMR","ENSMUSG00000038718","Pbx3"
"ENSMUSG00000075334","Ad-LTMR","ENSMUSG00000075334","Rprm"
"ENSMUSG00000085029","Ad-LTMR","ENSMUSG00000085029","Gm13569"
"ENSMUSG00000034738","Ad-LTMR","ENSMUSG00000034738","Nostrin"
"ENSMUSG00000042064","Ad-LTMR","ENSMUSG00000042064","Myo3b"
"ENSMUSG00000086200","Ad-LTMR","ENSMUSG00000086200",NA
"ENSMUSG00000087353","Ad-LTMR","ENSMUSG00000087353","Gm13727"
"ENSMUSG00000049149","Ad-LTMR","ENSMUSG00000049149","Or4c10"
"ENSMUSG00000049922","Ad-LTMR","ENSMUSG00000049922","Slc35c1"
"ENSMUSG00000010914","Ad-LTMR","ENSMUSG00000010914","Pdhx"
"ENSMUSG00000046085","Ad-LTMR","ENSMUSG00000046085","4931422A03Rik"
"ENSMUSG00000086454","Ad-LTMR","ENSMUSG00000086454","Platr14"
"ENSMUSG00000027324","Ad-LTMR","ENSMUSG00000027324","Rpusd2"
"ENSMUSG00000027204","Ad-LTMR","ENSMUSG00000027204","Fbn1"
"ENSMUSG00000035109","Ad-LTMR","ENSMUSG00000035109","Shc4"
"ENSMUSG00000027209","Ad-LTMR","ENSMUSG00000027209","Fam227b"
"ENSMUSG00000086822","Ad-LTMR","ENSMUSG00000086822","5330413P13Rik"
"ENSMUSG00000082990","Ad-LTMR","ENSMUSG00000082990","Gm14052"
"ENSMUSG00000086450","Ad-LTMR","ENSMUSG00000086450","Macrod2os1"
"ENSMUSG00000074758","Ad-LTMR","ENSMUSG00000074758","Gm5535"
"ENSMUSG00000027435","Ad-LTMR","ENSMUSG00000027435","Cd93"
"ENSMUSG00000009876","Ad-LTMR","ENSMUSG00000009876","Cox4i2"
"ENSMUSG00000027474","Ad-LTMR","ENSMUSG00000027474","Ccm2l"
"ENSMUSG00000042821","Ad-LTMR","ENSMUSG00000042821","Snai1"
"ENSMUSG00000046470","Ad-LTMR","ENSMUSG00000046470","Sox18"
"ENSMUSG00000037358","Ad-LTMR","ENSMUSG00000037358","Dipk2b"
"ENSMUSG00000051361","Ad-LTMR","ENSMUSG00000051361","6030498E09Rik"
"ENSMUSG00000083421","Ad-LTMR","ENSMUSG00000083421","Gm14776"
"ENSMUSG00000031209","Ad-LTMR","ENSMUSG00000031209","Heph"
"ENSMUSG00000071719","Ad-LTMR","ENSMUSG00000071719","Nalf2"
"ENSMUSG00000059327","Ad-LTMR","ENSMUSG00000059327","Eda"
"ENSMUSG00000033906","Ad-LTMR","ENSMUSG00000033906","Zdhhc15"
"ENSMUSG00000031224","Ad-LTMR","ENSMUSG00000031224","Magee2"
"ENSMUSG00000031434","Ad-LTMR","ENSMUSG00000031434","Morc4"
"ENSMUSG00000038344","Ad-LTMR","ENSMUSG00000038344","Txlng"
"ENSMUSG00000083695","Ad-LTMR","ENSMUSG00000083695","Rnf138rt1"
"ENSMUSG00000015405","Ad-LTMR","ENSMUSG00000015405","Ace2"
"ENSMUSG00000031377","Ad-LTMR","ENSMUSG00000031377","Bmx"
"ENSMUSG00000037625","Ad-LTMR","ENSMUSG00000037625","Cldn11"
"ENSMUSG00000027679","Ad-LTMR","ENSMUSG00000027679","Dnajc19"
"ENSMUSG00000027800","Ad-LTMR","ENSMUSG00000027800","Tm4sf1"
"ENSMUSG00000036503","Ad-LTMR","ENSMUSG00000036503","Rnf13"
"ENSMUSG00000027775","Ad-LTMR","ENSMUSG00000027775","Mfsd1"
"ENSMUSG00000027931","Ad-LTMR","ENSMUSG00000027931","Npr1"
"ENSMUSG00000093553","Ad-LTMR","ENSMUSG00000093553","Gm20633"
"ENSMUSG00000093507","Ad-LTMR","ENSMUSG00000093507","Gm20627"
"ENSMUSG00000038205","Ad-LTMR","ENSMUSG00000038205","Prkab2"
"ENSMUSG00000027861","Ad-LTMR","ENSMUSG00000027861","Casq2"
"ENSMUSG00000032902","Ad-LTMR","ENSMUSG00000032902","Slc16a1"
"ENSMUSG00000027961","Ad-LTMR","ENSMUSG00000027961","Lrrc39"
"ENSMUSG00000039831","Ad-LTMR","ENSMUSG00000039831","Arhgap29"
"ENSMUSG00000032854","Ad-LTMR","ENSMUSG00000032854","Ugt8a"
"ENSMUSG00000053819","Ad-LTMR","ENSMUSG00000053819","Camk2d"
"ENSMUSG00000028164","Ad-LTMR","ENSMUSG00000028164","Manba"
"ENSMUSG00000053897","Ad-LTMR","ENSMUSG00000053897","Slc39a8"
"ENSMUSG00000039167","Ad-LTMR","ENSMUSG00000039167","Adgrl4"
"ENSMUSG00000055216","Ad-LTMR","ENSMUSG00000055216",NA
"ENSMUSG00000082843","Ad-LTMR","ENSMUSG00000082843","4930448K20Rik"
"ENSMUSG00000040569","Ad-LTMR","ENSMUSG00000040569","Slc26a7"
"ENSMUSG00000028259","Ad-LTMR","ENSMUSG00000028259","Fhl5"
"ENSMUSG00000040520","Ad-LTMR","ENSMUSG00000040520","Manea"
"ENSMUSG00000073910","Ad-LTMR","ENSMUSG00000073910","Mob3b"
"ENSMUSG00000038007","Ad-LTMR","ENSMUSG00000038007","Acer2"
"ENSMUSG00000006386","Ad-LTMR","ENSMUSG00000006386","Tek"
"ENSMUSG00000052914","Ad-LTMR","ENSMUSG00000052914","Cyp2j6"
"ENSMUSG00000090599","Ad-LTMR","ENSMUSG00000090599",NA
"ENSMUSG00000003411","Ad-LTMR","ENSMUSG00000003411","Rab3b"
"ENSMUSG00000028717","Ad-LTMR","ENSMUSG00000028717","Tal1"
"ENSMUSG00000033191","Ad-LTMR","ENSMUSG00000033191","Tie1"
"ENSMUSG00000085334","Ad-LTMR","ENSMUSG00000085334","Gm12940"
"ENSMUSG00000050493","Ad-LTMR","ENSMUSG00000050493","Fam167b"
"ENSMUSG00000028776","Ad-LTMR","ENSMUSG00000028776","Tinagl1"
"ENSMUSG00000070687","Ad-LTMR","ENSMUSG00000070687","Htr1d"
"ENSMUSG00000082860","Ad-LTMR","ENSMUSG00000082860","Gm13204"
"ENSMUSG00000012428","Ad-LTMR","ENSMUSG00000012428","Steap4"
"ENSMUSG00000002297","Ad-LTMR","ENSMUSG00000002297","Dbf4"
"ENSMUSG00000029086","Ad-LTMR","ENSMUSG00000029086","Prom1"
"ENSMUSG00000039252","Ad-LTMR","ENSMUSG00000039252","Lgi2"
"ENSMUSG00000083902","Ad-LTMR","ENSMUSG00000083902","Tent2-ps1"
"ENSMUSG00000062960","Ad-LTMR","ENSMUSG00000062960","Kdr"
"ENSMUSG00000036256","Ad-LTMR","ENSMUSG00000036256","Igfbp7"
"ENSMUSG00000035540","Ad-LTMR","ENSMUSG00000035540","Gc"
"ENSMUSG00000079363","Ad-LTMR","ENSMUSG00000079363","Gbp4"
"ENSMUSG00000029283","Ad-LTMR","ENSMUSG00000029283","Cdc7"
"ENSMUSG00000033434","Ad-LTMR","ENSMUSG00000033434","Gtpbp6"
"ENSMUSG00000087516","Ad-LTMR","ENSMUSG00000087516","Tbx3os1"
"ENSMUSG00000018604","Ad-LTMR","ENSMUSG00000018604","Tbx3"
"ENSMUSG00000086847","Ad-LTMR","ENSMUSG00000086847","Tbx3os2"
"ENSMUSG00000029392","Ad-LTMR","ENSMUSG00000029392","Rilpl1"
"ENSMUSG00000037428","Ad-LTMR","ENSMUSG00000037428","Vgf"
"ENSMUSG00000029648","Ad-LTMR","ENSMUSG00000029648","Flt1"
"ENSMUSG00000015112","Ad-LTMR","ENSMUSG00000015112","Slc25a13"
"ENSMUSG00000017978","Ad-LTMR","ENSMUSG00000017978","Cadps2"
"ENSMUSG00000029843","Ad-LTMR","ENSMUSG00000029843","Slc13a4"
"ENSMUSG00000037159","Ad-LTMR","ENSMUSG00000037159","Wee2"
"ENSMUSG00000064262","Ad-LTMR","ENSMUSG00000064262","Gimap8"
"ENSMUSG00000054435","Ad-LTMR","ENSMUSG00000054435","Gimap4"
"ENSMUSG00000029917","Ad-LTMR","ENSMUSG00000029917","Qrfprl"
"ENSMUSG00000059430","Ad-LTMR","ENSMUSG00000059430","Actg2"
"ENSMUSG00000029994","Ad-LTMR","ENSMUSG00000029994","Anxa4"
"ENSMUSG00000015053","Ad-LTMR","ENSMUSG00000015053","Gata2"
"ENSMUSG00000030088","Ad-LTMR","ENSMUSG00000030088","Aldh1l1"
"ENSMUSG00000030096","Ad-LTMR","ENSMUSG00000030096","Slc6a6"
"ENSMUSG00000030074","Ad-LTMR","ENSMUSG00000030074","Gxylt2"
"ENSMUSG00000085067","Ad-LTMR","ENSMUSG00000085067","Gm15631"
"ENSMUSG00000068011","Ad-LTMR","ENSMUSG00000068011","Mkrn2os"
"ENSMUSG00000048108","Ad-LTMR","ENSMUSG00000048108","Tmem72"
"ENSMUSG00000061353","Ad-LTMR","ENSMUSG00000061353","Cxcl12"
"ENSMUSG00000041372","Ad-LTMR","ENSMUSG00000041372","B4galnt3"
"ENSMUSG00000040649","Ad-LTMR","ENSMUSG00000040649","Rimklb"
"ENSMUSG00000089931","Ad-LTMR","ENSMUSG00000089931","Gm8459"
"ENSMUSG00000055172","Ad-LTMR","ENSMUSG00000055172","C1ra"
"ENSMUSG00000038521","Ad-LTMR","ENSMUSG00000038521","C1s1"
"ENSMUSG00000030237","Ad-LTMR","ENSMUSG00000030237","Slco1a4"
"ENSMUSG00000030247","Ad-LTMR","ENSMUSG00000030247","Kcnj8"
"ENSMUSG00000030249","Ad-LTMR","ENSMUSG00000030249","Abcc9"
"ENSMUSG00000048261","Ad-LTMR","ENSMUSG00000048261","Gm4879"
"ENSMUSG00000041578","Ad-LTMR","ENSMUSG00000041578","Crx"
"ENSMUSG00000030407","Ad-LTMR","ENSMUSG00000030407","Qpctl"
"ENSMUSG00000002980","Ad-LTMR","ENSMUSG00000002980","Bcam"
"ENSMUSG00000097226","Ad-LTMR","ENSMUSG00000097226","Gm26600"
"ENSMUSG00000054083","Ad-LTMR","ENSMUSG00000054083","Capn12"
"ENSMUSG00000058239","Ad-LTMR","ENSMUSG00000058239","Usf2"
"ENSMUSG00000074141","Ad-LTMR","ENSMUSG00000074141","Il4i1"
"ENSMUSG00000011382","Ad-LTMR","ENSMUSG00000011382","Dhdh"
"ENSMUSG00000093187","Ad-LTMR","ENSMUSG00000093187","Mir344-2"
"ENSMUSG00000046027","Ad-LTMR","ENSMUSG00000046027","Stard5"
"ENSMUSG00000030761","Ad-LTMR","ENSMUSG00000030761","Myo7a"
"ENSMUSG00000090958","Ad-LTMR","ENSMUSG00000090958","Lrrc32"
"ENSMUSG00000073940","Ad-LTMR","ENSMUSG00000073940","Hbb-bt"
"ENSMUSG00000052305","Ad-LTMR","ENSMUSG00000052305","Hbb-bs"
"ENSMUSG00000030921","Ad-LTMR","ENSMUSG00000030921","Trim30a"
"ENSMUSG00000063286","Ad-LTMR","ENSMUSG00000063286","Gvin-ps7"
"ENSMUSG00000031015","Ad-LTMR","ENSMUSG00000031015","Swap70"
"ENSMUSG00000030785","Ad-LTMR","ENSMUSG00000030785","Cox6a2"
"ENSMUSG00000048583","Ad-LTMR","ENSMUSG00000048583","Igf2"
"ENSMUSG00000059277","Ad-LTMR","ENSMUSG00000059277","R74862"
"ENSMUSG00000037706","Ad-LTMR","ENSMUSG00000037706","Cd81"
"ENSMUSG00000037541","Ad-LTMR","ENSMUSG00000037541","Shank2"
"ENSMUSG00000090070","Ad-LTMR","ENSMUSG00000090070","Gm16577"
"ENSMUSG00000039835","Ad-LTMR","ENSMUSG00000039835","Nhsl1"
"ENSMUSG00000045591","Ad-LTMR","ENSMUSG00000045591","Olig3"
"ENSMUSG00000019997","Ad-LTMR","ENSMUSG00000019997","Ccn2"
"ENSMUSG00000044499","Ad-LTMR","ENSMUSG00000044499","Hs3st5"
"ENSMUSG00000038151","Ad-LTMR","ENSMUSG00000038151","Prdm1"
"ENSMUSG00000020097","Ad-LTMR","ENSMUSG00000020097","Sgpl1"
"ENSMUSG00000058806","Ad-LTMR","ENSMUSG00000058806","Col13a1"
"ENSMUSG00000020077","Ad-LTMR","ENSMUSG00000020077","Srgn"
"ENSMUSG00000036923","Ad-LTMR","ENSMUSG00000036923","Stox1"
"ENSMUSG00000020178","Ad-LTMR","ENSMUSG00000020178","Adora2a"
"ENSMUSG00000033427","Ad-LTMR","ENSMUSG00000033427","Upb1"
"ENSMUSG00000004665","Ad-LTMR","ENSMUSG00000004665","Cnn2"
