"","X881_dLSC_f1_5.27.2024.d","X882_dLSC_m1_5.27.2024.d","X883_dLSC_m2_5.27.2024.d","X884_dLSC_f3_5.27.2024.d","X885_dLSC_f2_5.27.2024.d","X886_dLSC_m3_5.27.2024.d","X889_LDRG_898_5.28.2024.d","X890_LDRG_1248_5.28.2024.d","X891_LDRG_1095_5.28.2024.d","X892_LDRG_1236_5.28.2024.d","X893_LDRG_1094_5.28.2024.d","X894_LDRG_1249_5.28.2024.d","X896_paw_pool_5.28.2024.d","X897_paw_f_5.28.2024.d","X898_paw_m_5.28.2024.d","X901_SCN_IIa2_5.28.2024.d","X902_SCN_IIa3_5.28.2024.d","X903_SCN_IIb2_5.28.2024.d","X904_SCN_IIb3_5.28.2024.d","X905_SCN_IIa4_5.28.2024.d","X906_SCN_IIb1_5.28.2024.d","GeneID"
"Hmgcr",13.5987728126865,12.8305960508937,12.5513905247137,13.0255947125069,13.1662793214839,NA,14.2064640863203,14.1749697598425,14.4091780758436,14.4139689521622,14.2954632259997,14.2241109352113,13.5202308034626,13.2835987366669,13.6481608384746,NA,NA,NA,NA,NA,NA,"Hmgcr"
"Hmgcs1",17.5836369919454,17.5881460430072,17.3397212227246,17.6345055367911,17.4541117248058,17.5890104214162,18.1817542793437,18.5657058450885,18.3598227564194,18.3490054953566,18.2690958108338,18.5233980891947,18.1561022344854,18.1356766317352,18.0684393509254,17.6340432813967,17.5681093536208,17.8836446786672,17.813502712928,17.6537919523066,17.7174134421732,"Hmgcs1"
"Hmgcs1;Hmgcs2",17.4326805391211,16.8253563414793,17.2804808103184,17.005262689794,17.1648676541725,NA,19.2282453887422,18.3523279767794,18.8777184920997,18.4668752926565,18.8946460826127,18.4095299769623,16.6565784878182,16.2671908514317,16.3811018424734,17.5661209492151,17.059154308659,17.0155566142481,16.2063562151108,16.9897603607945,16.3498513650014,"Hmgcs1;Hmgcs2"
"Hmgcs2",13.5999210491186,13.9997366779617,14.1805127921915,13.5419498357269,13.8498329011792,13.8309577963045,19.4472387470826,19.257809394755,19.3985985151152,19.4361296629211,19.3523135554905,19.4160379405528,16.6838383428397,15.8578900761437,16.782930112742,18.0643635038889,17.8343621203224,17.8050372898703,17.7687104597799,18.0491440646651,17.8592182667481,"Hmgcs2"
"Hmgn2",15.933689493964,15.3091071112404,15.2422186562443,16.0517140099203,15.7456510002788,15.3987230385422,14.6565138753298,16.0650150386945,15.8109652714554,15.6766368924029,15.4728029055044,15.8332450638241,16.339780962542,16.4807731966097,16.5744003347284,13.6845185246445,13.3585138471497,14.6485766662564,NA,13.9246640705545,13.9697372586708,"Hmgn2"
"Hmgn3",NA,NA,NA,NA,NA,NA,14.7016632969294,15.2263822449649,14.1255522037391,14.147818354168,14.5007036992951,15.1804539072718,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hmgn3"
"Hmgn5",13.7233836404764,13.4942180783868,13.2397074134135,13.8637410386333,13.9165512852552,13.2177426706148,14.6203515776946,15.4197895131213,14.5741494678315,14.6918900027403,14.5289259252837,15.4387466270048,17.4100135689884,17.5794592091483,17.345009667692,15.3086725038912,15.0214579498709,14.9001117482608,14.8972595191073,14.7988585131476,14.79434672134,"Hmgn5"
"Hmox1",12.7936520756115,12.8603285161578,12.6019170000904,12.5110558416784,12.5931296398013,NA,14.1721429202328,14.6952474437326,14.0445146881389,14.1584252618507,14.2290433855237,14.5773025790245,14.2525733084049,14.219365183185,13.9513568597554,14.4016194273238,14.2707693338091,14.4460759192262,14.0704797534698,14.4866914065652,14.4914597498926,"Hmox1"
"Hmox2",17.4257778162019,17.5760033690207,17.5473100201854,17.4694112000175,17.3915964293295,17.606610041448,17.5809640594596,17.714576886195,17.7208311998274,17.5806587971297,17.6988851408793,17.756978129929,16.7403427334277,16.7130841867191,16.5601659792114,15.0864984360318,15.0233650983778,15.0250560078095,14.8852826119636,15.1768562342423,15.0024887640688,"Hmox2"
"Hnmt",16.6471353551017,16.7980751674576,16.721794780279,16.7146954068132,16.6175825273439,16.7438471988161,15.0771156952464,15.0153308095175,15.2361657360789,14.9315046918369,14.8097828052447,15.104225687669,14.2920915195484,14.2918325982581,14.002384322323,15.0830221478641,14.9063538578368,15.0729254689929,15.15506054173,14.9766224547283,14.9272131425154,"Hnmt"
"Hnrnpa0",16.665974884738,16.8142933334358,16.7775916787569,16.5718038850159,16.5406969057711,16.9370004602889,17.5642137291023,17.6883068450035,17.2422137523127,17.2050196319554,17.5780466645064,17.5174171243283,17.2533624859483,17.1323877818698,17.1942857253022,15.4287530308051,15.5116485774146,15.4997010775832,15.4603775186719,15.5682021982236,15.6172427151485,"Hnrnpa0"
"Hnrnpa1",19.6316374199436,19.6659332661243,19.5468142342656,19.5689445241802,19.4767029343036,19.7335348404916,20.0860137015385,19.9687334463913,19.8808102792624,20.1175458522909,20.142755463536,20.030276404167,19.202835122081,19.0920538267609,19.1173831911383,17.3755563313356,17.6809615126327,17.5588156065532,17.6306118586534,17.6296026603179,17.7014924609614,"Hnrnpa1"
"Hnrnpa1;Hnrnpa2b1",15.434236218559,14.2536828077833,14.9089570192147,15.2455561796676,15.1955418025395,15.1442825842276,14.133535591851,14.4776792391663,14.9665455868928,14.2133635084677,13.3646557987623,13.7516391690137,16.0285036989981,16.156026880144,16.7625246919378,NA,NA,NA,NA,NA,NA,"Hnrnpa1;Hnrnpa2b1"
"Hnrnpa1;Hnrnpa3",17.5414992436989,17.3313031006939,17.7102049316355,18.0296109077586,17.8151891554042,17.6575984121713,15.8717475456586,18.5002851850662,17.8870526068621,17.5039362467681,17.1670495489716,17.4324246114037,18.7498984549805,18.8426426426707,18.5334956213659,NA,NA,13.9154592783598,NA,13.5103685838625,13.3293899274843,"Hnrnpa1;Hnrnpa3"
"Hnrnpa2b1",20.6970130969022,20.7583372312267,20.7207343565219,20.7943095854619,20.72258778972,20.8629631697205,21.2957302154284,21.1287679440912,21.0191729866638,21.0376809476878,21.1845955807149,21.1209132255738,20.5077942879782,20.4500057255917,20.3882891823353,19.0695583006154,19.1218667391124,19.0966191368299,19.221601744535,19.1778162929406,19.1708502001971,"Hnrnpa2b1"
"Hnrnpa3",19.8749825985423,19.9684355774335,19.853376692013,19.7048354253404,19.6913471188183,20.0271601760309,20.5474529931976,20.7561284940536,20.4900645269506,20.6334039580683,20.6943744229956,20.7424046332216,20.6375638442669,20.3957672086622,20.5604253210774,19.0268190769628,19.1261680107763,19.2220273782838,19.2462072974005,19.224241542076,19.1932170403811,"Hnrnpa3"
"Hnrnpab",18.1912393193761,18.2321728948634,18.169683526276,18.2392107831538,18.2013160620508,18.1825895108403,19.357713462681,19.0556380988441,19.1939564801062,19.1878513723414,19.3269926999365,19.3899061094378,20.23894242962,20.1759113850645,20.1244554318908,17.5254486625985,17.4156958722531,17.4013152443237,17.6243914101265,17.332904979233,17.4445544638266,"Hnrnpab"
"Hnrnpab;Hnrnpdl",16.9909459994775,17.6034017756418,17.1359797660679,16.6913345958664,16.6595360604231,17.2832692574921,17.7792384279364,19.0427895569251,18.0829962012323,18.0681747200365,17.8262319196291,18.5401393928574,16.958280825169,16.7448732462445,16.4598606234171,15.4457973008796,15.4860619421264,15.5375672604626,15.7467373631921,15.6098395526164,15.6702357705829,"Hnrnpab;Hnrnpdl"
"Hnrnpc",18.384685371167,18.3321146496747,18.3687460120704,18.2676166711811,18.3334622472789,18.3586322412743,19.4958255633929,19.2881254978856,19.0710907113588,19.1305546847073,19.266358412891,19.3611637714216,19.179278883411,19.0939623718805,19.1265139706153,16.2406964062631,16.32079187922,16.3674873385985,16.3420233256065,16.3729010365996,16.4101090999835,"Hnrnpc"
"Hnrnpc;Ralyl",15.4706059879349,15.3648492664106,15.3226385377612,15.2560999072257,15.4739759576067,15.5441814031624,16.0458312294206,16.390374239746,15.949905239954,16.0154689912717,15.7643607388409,16.2705458662012,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hnrnpc;Ralyl"
"Hnrnpd",19.0622622759032,19.2581629536418,19.026968730675,18.9289774811642,18.9361947220855,19.1477904663691,20.0239327965741,19.6817605388292,19.6905115961767,19.7185947354435,19.8389549030275,19.803806349587,19.3012649418696,19.1393084027383,19.0810122104994,18.0515942171979,17.9506717558791,17.8726103837483,17.900528294715,17.9751608414327,17.9527746664443,"Hnrnpd"
"Hnrnpd;Hnrnpdl",16.3823842328932,16.6163908967828,16.3328932089379,16.6557682831805,16.1572146769915,16.4426228181297,17.5849845143325,17.7429277969319,17.3960528287043,17.4784931480495,18.0170530533484,18.1365806511599,15.4767208932781,15.6944395099336,14.8350832358831,13.7797296131775,14.6876053240128,14.3494401985272,14.4387398813597,14.6174559861346,14.2547038678675,"Hnrnpd;Hnrnpdl"
"Hnrnpdl",17.5876217872034,17.7365501684666,17.5355514705416,17.4498655804242,17.4239374190298,17.7211052729274,17.6771109099812,17.690732022239,17.8629449549549,17.8669923359796,17.6842464698535,17.8231961213501,17.3670657457397,17.1475336305731,17.1298887844329,16.1088842758631,16.2725084266006,16.313601713922,16.1322459385748,16.1633777886204,16.184389771353,"Hnrnpdl"
"Hnrnpf",17.1746470830927,17.2218451921254,17.186730315424,17.0999086885864,17.1207716357071,17.185652871004,18.0079582048065,18.1612388752897,18.0165325877674,18.138215274774,17.9909223261565,18.1903140830189,18.7755015119431,18.6335622805811,18.5794995884684,17.1254155773719,16.9227344305978,16.8064294427391,16.8447722786512,16.9685983339725,16.9815627076981,"Hnrnpf"
"Hnrnpf;Hnrnph1",17.0185900231232,17.1873688192231,17.2302237142403,17.0981854547386,16.9905270152344,17.200503415691,18.470898944237,17.8763129362375,18.5135482601629,18.4459841943119,18.464607211372,18.361794250218,18.8945312242219,18.7740110295328,18.7044763614357,17.3379186460155,17.2052716431137,17.2138464569626,17.4652776735044,17.5992415920422,17.1261498535309,"Hnrnpf;Hnrnph1"
"Hnrnpf;Hnrnph1;Hnrnph2",18.6715954867065,18.6562527801788,18.9029367736025,18.3690281479621,18.7600817671783,18.929685499902,18.8752931350792,18.7956299096192,19.2132232492265,19.3299846515097,19.1803395341858,18.8933029053716,18.3445397513217,18.6445714592057,18.1392285414484,17.3960242334855,17.7318275497398,17.2273770684569,17.3303381955411,17.76517044743,17.536328501613,"Hnrnpf;Hnrnph1;Hnrnph2"
"Hnrnph1",17.719883344298,17.9157800862919,17.6840324211772,17.6497103274396,17.5583941789581,17.8263857863962,18.317767895324,18.4736588396294,18.1838959417298,18.5592589685452,18.4333608432117,18.5124966969672,16.0723087317886,16.0982113531719,15.726661908233,15.9815668426551,16.1071714717529,15.8273088889359,16.0344152553726,15.737126406868,15.7965649550453,"Hnrnph1"
"Hnrnph1;Hnrnph2",19.4303903575827,19.5767123939939,19.245471333257,19.1432975539202,19.0918766279085,19.4801825569732,19.8317255796145,19.3507841444287,19.5680815330261,19.6706638541218,19.8119873998736,19.660411800233,18.4143473436842,18.0271479058872,17.9982179371965,17.6177470342656,17.6598001821545,17.6569640859688,17.675833682644,17.5085636057754,17.5171563978184,"Hnrnph1;Hnrnph2"
"Hnrnph2",17.4546416255567,17.52191296986,17.4580687888999,17.4433331779989,17.4115567153313,17.5075634953854,17.8599611835671,17.6355074134346,17.5463799213302,17.8355996465503,17.6623854707226,17.6901684114965,16.7305232076855,16.8745084644085,16.6843909974295,15.8209815781075,15.8378416626116,15.6179098082652,15.9379973310153,15.7447911066946,15.4465217021436,"Hnrnph2"
"Hnrnpk",19.2567360480142,19.336646054818,19.2017639182188,19.2673939233722,19.1743657768339,19.3031923959651,19.7844236446162,19.8704912030321,19.8256999832485,19.8662258383183,19.9337084589028,19.932444975468,19.5551626495218,19.5060759041546,19.4409691037428,18.5548635185265,18.6891930805953,18.6748461918679,18.7413179338122,18.7691066936766,18.7169134671033,"Hnrnpk"
"Hnrnpl",18.4273525300624,18.5735582672966,18.4507396003716,18.4808677685565,18.3694544131905,18.5615074790644,19.2778886984373,19.1786257027657,19.0322676132029,19.2163106564335,19.2421046011358,19.2783816637727,18.2766565781377,18.3170418606005,18.3212544145959,17.037688222374,17.035302933528,16.8820556278263,17.2627799105201,17.0567953298262,17.0413975699398,"Hnrnpl"
"Hnrnpll",17.088093382159,17.1547724585797,17.2096245755511,17.0269985835028,16.964259763559,17.1638565435112,17.6417160860932,17.7575127909239,17.6833937822604,17.7408546373789,17.6857264309893,17.8051204481307,16.8968016800924,16.8029011250455,16.9367611263743,16.0428870821653,15.8856815793486,15.9030417555845,15.7142825793709,16.0464353332951,16.0513513003819,"Hnrnpll"
"Hnrnpm",17.8188627564027,17.9260559262417,17.8901313229222,17.8215473474666,17.7841032573279,17.85968426692,18.2103127893255,18.3750739252006,18.2197389688968,18.2621676281158,18.3186042607984,18.3851036507277,18.4410086592281,18.5684570057679,18.4255972424458,16.6598923733407,16.7237194407327,16.6632339867615,16.7385179628897,16.7941993582697,16.5909608275931,"Hnrnpm"
"Hnrnpu",19.2654378731163,19.4553716363279,19.3095358749304,19.226661318043,19.190165851263,19.4889435428415,20.6208877350926,20.1483346678991,20.0661136288315,20.1975486974017,20.2888570881518,20.3214317077461,20.3978383808467,20.2708689501874,20.2625729427165,19.944124037906,20.0450417354414,19.9549383886352,20.0858935399429,19.9196593775632,19.8565747531109,"Hnrnpu"
"Hnrnpul1",15.3365490659675,15.5380588917195,15.4839054662578,15.3146351470135,15.3514630192675,15.5746569817601,16.1475652082254,16.3073358775608,16.03665904971,16.2678978144386,16.1987971233199,16.3433989121335,16.2483280066747,16.180591762797,16.2063468327497,15.5347407610092,15.6901566837052,15.7809021842104,15.739629950481,15.6418964865252,15.6394898977659,"Hnrnpul1"
"Hnrnpul2",17.2935701715585,17.3441401283235,17.3650415914641,17.2369515222925,17.241860325334,17.502416137438,17.6029995251392,18.2854664674124,17.854476263407,17.85632908189,17.7524981103396,18.0755308690194,17.8810514659232,17.8585342541063,17.9209193374443,16.1665831608966,16.3578856322208,16.1665183013884,16.3325600674063,16.1792238181553,16.1687015745526,"Hnrnpul2"
"Hoga1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1573444073281,13.4978150906613,14.0759550391823,NA,NA,NA,NA,NA,NA,"Hoga1"
"Homer1",16.2978684910908,16.4329492645955,16.3353128782429,16.3117063740104,16.4168078698957,16.4353688053003,14.6727338679228,14.7295747335497,14.9845584997026,14.826363247775,14.684160139841,14.9016544891751,NA,NA,NA,14.2236853284789,15.2045383393751,13.9586931294047,14.744442180074,13.8126380628677,13.6557542989657,"Homer1"
"Homer1;Homer2;Homer3",15.0126987317047,15.3476075283728,15.0659966639049,15.1970899601792,15.0719022437332,15.1194639873321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Homer1;Homer2;Homer3"
"Homer2",13.9344791247281,13.8850522667847,14.0945591147057,14.1017185055252,14.1844225426279,13.9032782893373,12.5675729835589,13.1168373558962,13.1557093199188,12.6711183953301,12.9594714179657,13.0011577563377,15.5710588725812,15.6698953042608,15.4893912768781,12.9449613911459,12.8097138506085,13.2286586542792,13.2467960576227,13.202907066079,12.8626030687376,"Homer2"
"Homer3",14.894992924759,15.0154512177542,15.1017803839868,14.7130122947694,14.8905834641161,14.7777692525949,15.1404269487316,15.1249790870487,14.8993688458797,14.9118877209372,14.9416330425836,14.7724449890196,13.0139419850118,NA,12.7475762173316,13.8428845160909,13.5657733455382,14.1258382159327,13.8849406258544,13.6848555564474,13.8489263732387,"Homer3"
"Hook1",12.9066976042053,12.5189757237259,12.1876974533842,12.4623505881431,12.8273161862313,12.7317356260784,13.4728266756321,13.4001314752864,13.1216336725458,13.4341782612599,13.0975860428862,13.3428390132766,14.5114230164953,14.2661770057663,14.5988154224158,NA,NA,NA,NA,NA,NA,"Hook1"
"Hook1;Hook3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3643398796521,13.8866396880861,14.3653792360819,NA,NA,NA,NA,NA,NA,"Hook1;Hook3"
"Hook2",12.8827194612705,11.6797659711126,12.7429914598932,12.1154566259225,12.4676921499404,12.2749662941427,15.8334243550118,15.8622338448219,15.8280455634694,15.5803509150486,15.4166501962636,15.610473226546,17.6778081469843,17.8384736493643,17.7449877094082,16.3913912889166,16.3510133994483,16.0219169003694,15.9694674682943,16.049014675761,16.0390496933249,"Hook2"
"Hook3",15.9039837698863,15.8836863473724,15.6984697971151,15.7495029663215,15.7875959643195,15.7680824292903,16.7991580647225,16.5130023096979,16.479679208536,16.9145657123543,16.7237973890421,16.7501402070801,17.0320764824809,16.8666121840213,16.985278347546,15.6581925980313,15.7936953899077,15.5777672398307,15.7079284256226,15.7404173518673,15.6749606685876,"Hook3"
"Hopx",NA,NA,NA,NA,NA,NA,13.7260584661258,14.1950030271113,NA,14.8448136290952,13.9504829950014,13.7451911040942,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hopx"
"Hoxb1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6492202444412,NA,"Hoxb1"
"Hoxb6",13.8912219412929,13.9122017905318,14.0448466043056,13.9239627683743,13.9664256878072,14.0082203906072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoxb6"
"Hoxb6;Hoxb8;Hoxb9",15.0741581914941,14.716519404422,14.8038132786049,15.3263381921994,15.1082875818293,14.7277343638236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoxb6;Hoxb8;Hoxb9"
"Hoxb8",14.2348453097324,14.0611787375035,14.1166423221216,13.9766193152896,14.2453813649042,13.7855428135957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoxb8"
"Hoxb9",12.5891014098531,12.4058760369013,12.2269990834912,12.3069115192134,12.5598092090546,11.9905001838675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoxb9"
"Hp",NA,NA,NA,NA,NA,NA,14.3228552413055,13.8860249198254,12.9749487188481,18.6468259328066,14.1336691719597,14.1647377409692,16.0745203013372,NA,16.3916983884761,18.9696824759155,17.6432021188694,14.2586672883907,14.6632995038611,18.6055092428119,14.0756170153758,"Hp"
"Hp1bp3",17.8067673527724,18.0066138863687,18.0349619914863,17.824356161281,17.7947846200702,18.0395539841905,18.7817838379719,18.81120093412,18.7951134540349,18.571139520027,18.6889558016514,18.6735981743472,18.3644271528457,18.4451608774725,18.3508768282221,17.9859089254193,18.0972768079088,18.1140865304447,18.1461180584985,18.0677711374391,18.0298421113085,"Hp1bp3"
"Hpca",17.135646906229,17.0746601516958,17.1616531504006,17.2097692699448,17.1645975354425,17.1171992345632,14.2494820263627,14.8377654866989,14.2580066529489,14.070411785126,14.1818648619747,13.9801928822721,13.3567545633042,13.5785849755353,13.2573112269511,12.9428670131732,13.2350614924735,13.3474137516958,12.8864747834166,12.9764781356914,13.1103489738745,"Hpca"
"Hpca;Hpcal1",18.1603717798885,18.2339061488919,18.2969592409711,18.3280235468927,18.1478581587986,18.0085308496532,16.3345190039366,17.3830642186413,16.6374187946511,16.9890634964656,16.7528636045734,17.0699383900659,14.7699209464815,14.9014150029148,15.1116564860605,16.7799859108431,16.6589734754197,16.6127701507453,16.6914818570504,16.8700238346629,16.8208671542444,"Hpca;Hpcal1"
"Hpca;Hpcal1;Ncald",19.0265614383344,19.08991355301,19.0836403749665,19.0586037357148,19.0664481049911,19.0969235204042,17.3809441497227,17.9842068189287,16.7287323162333,17.0531741724959,17.2842791197205,17.7052684726666,14.2844626583986,NA,14.1629734507898,15.6395521285417,15.5326104305064,15.7156075844904,15.6945668566282,15.8471688405416,15.6119337990618,"Hpca;Hpcal1;Ncald"
"Hpca;Ncald",18.9034346991109,18.9009198611345,19.048255367745,19.0893392663279,19.114787005028,19.0558014038917,17.2664022490058,17.2725842262336,17.320527338725,17.162292974139,17.276542464479,17.4510339843806,NA,NA,NA,17.5564836021964,17.4871648683901,17.2386006632354,17.1764945867751,17.6252165421192,17.4024042242061,"Hpca;Ncald"
"Hpcal1",18.8992337394907,18.9330309186472,18.8382111259445,19.0961203074501,18.9545508945909,18.914483220287,17.6769427412051,17.9531551215757,17.7596957356475,18.0268690761581,17.9685134025178,17.8665847301629,15.9666288117927,15.6675864012208,15.9734626788083,17.4889078300426,17.4966137494705,17.3536853779909,17.3738055126099,17.4498731398634,17.4158249373675,"Hpcal1"
"Hpcal4",17.0127493257599,17.2119705699511,17.0850937289978,17.1720990108284,16.9306377388794,17.207321050976,12.9462739519083,13.5588870263819,12.2415363334906,11.5526739000863,11.7468501830981,11.352159322425,NA,NA,NA,13.1012075168965,12.5694545403149,NA,12.702415134747,11.3263676881139,NA,"Hpcal4"
"Hpcal4;Vsnl1",19.3563156310843,19.3111501977206,19.4222886499099,19.282955385083,19.5544024040903,19.1440310878889,14.198685537854,15.8952916993802,15.9500205940659,15.1571900973124,15.3456111328026,15.282735883077,NA,NA,NA,14.8491673323482,14.7746525325157,14.6352861431701,14.9088873223607,14.8633538579334,14.8388925400244,"Hpcal4;Vsnl1"
"Hpf1",13.8404879217929,13.5362863525106,13.8730755052958,13.8150279143362,13.3103626355618,13.6381979899782,14.8000737012757,14.8603621119558,15.1933958001148,14.8975421992023,14.777646762145,14.9416557917585,15.0146999867082,15.0399302813778,15.0526049506201,NA,NA,NA,NA,NA,NA,"Hpf1"
"Hpgds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3300804508253,15.131388795933,13.6323837664544,NA,NA,NA,NA,NA,NA,"Hpgds"
"Hprt1",19.2793969495007,19.443756967812,19.4669522461399,19.3631068346032,19.2496341428377,19.4459006538444,18.219338415939,18.6627802452663,18.3416950731026,18.2399471016133,18.1987497455063,18.611271121976,19.1783774522961,19.0076871537012,19.3900559147221,17.9456557309392,18.0318196847398,18.0471735427864,18.1308360853306,18.0572922820759,18.34035996364,"Hprt1"
"Hps1",NA,NA,NA,NA,NA,NA,16.0293087982041,16.3069125544718,15.9738901551601,15.8888978015004,15.9637834126416,16.024434137649,NA,NA,NA,14.0128803815658,14.1597282148674,14.2009060475545,14.305200417807,14.4559173772557,13.631790319749,"Hps1"
"Hps3",NA,NA,NA,NA,NA,NA,12.6989420139821,13.4099766508626,13.598014356662,13.3724866566448,13.151332193028,12.9170628038264,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hps3"
"Hps5",NA,NA,NA,NA,NA,NA,12.7620302415213,13.5666716049905,13.4259226572849,13.1852764768923,13.2141311170691,13.3943768525055,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hps5"
"Hps6",NA,NA,NA,NA,NA,NA,13.4774879697619,13.8139246490855,13.3249594001071,13.1698567470149,13.2619234572937,13.5709672154771,12.0833529490243,12.4320081412502,NA,NA,NA,NA,NA,12.8834260796321,NA,"Hps6"
"Hpx",15.6888032171419,16.0237707006757,15.9746443923472,15.5442861442289,15.5926606292548,15.8783448117826,18.4155904724348,18.3615303010147,18.4511651819546,19.8916658222982,18.288562618876,18.7418851721223,19.1183530482893,18.6702853993069,19.2640595401424,20.3255760162984,19.8558967171086,19.744654734179,19.6598489805408,20.6253640466871,19.2443936624559,"Hpx"
"Hras",17.7276291581018,17.7518686100054,17.5804086112303,17.6059450156576,17.5147848535787,17.7515588722128,15.6139148366009,15.337079739386,15.7944103435226,15.5263690697722,15.6662711304414,15.1963264613756,15.9626374056385,16.2436686345556,16.1804863310079,16.4423182117848,16.1252138496192,16.3142315273188,16.1798691254096,16.5818267855926,16.5444319839095,"Hras"
"Hras;Kras",17.439019204649,17.7996231282204,17.3865445677794,16.8942612068246,16.8270201063307,17.7364746033479,16.4495049537552,16.341256459613,15.7214970928811,16.0206826735289,15.9003927798923,16.0952321716193,14.2700032533784,14.2688343693438,14.1839222172977,14.4899670932367,14.6547926401464,14.6582170624712,14.8853150610494,14.4234311040545,NA,"Hras;Kras"
"Hras;Kras;Nras",19.2622976621464,19.2251079066577,19.3354970159765,18.9870726354658,19.3119454957755,19.5315927211641,18.6790794963688,18.391015447922,17.5094419286242,17.2833923644835,18.5620132867968,18.0689675920023,17.0283377731394,17.1834996960128,17.0527696845899,18.6086593369294,18.756593993742,18.7027225799621,19.216150854441,19.2054765344943,19.0052027730193,"Hras;Kras;Nras"
"Hras;Nras",18.0506667533533,18.1272741651064,18.0321375604996,18.0960458990193,17.9809107340493,18.1587293970379,16.1997407309168,15.4042412983433,15.7552873860369,15.8297105759198,15.9467765975959,15.8056833955662,16.3047115803528,16.0978077929224,16.2078598828188,16.3739544653629,16.3281595626196,16.3041800155234,16.2190220766844,16.2407141483345,16.3867878399846,"Hras;Nras"
"Hrg",13.5158082950153,14.1662730243123,14.2185610703298,13.7604445337703,13.7716684314054,14.1130848764004,16.7762893508258,16.5948891904987,16.6278164154581,16.5881956751385,16.6907978758154,16.9870521784186,16.9382286519995,17.0237475267701,16.6500389483304,17.9057580647153,17.9309804433206,18.2260823845341,18.1624231853635,18.1741133202024,18.0805602941024,"Hrg"
"Hrh1",14.2293802734558,14.2040446165536,14.2350103996252,14.0945863011013,14.305761749188,14.3189855323555,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0181530476867,13.0841900687996,12.5340629105985,12.9899642321826,12.9637327261717,12.8022850921017,"Hrh1"
"Hrnr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5823094400211,22.0562095141988,22.5367191136933,14.3342909885251,13.4105107554488,13.6404587348356,13.3912175363542,12.8299188210741,12.4199223155573,"Hrnr"
"Hs1bp3",14.6780930238772,14.40514050626,14.4515444376389,14.5925192784287,14.7673786749301,14.3930759411194,14.6347860137514,15.0399539175402,14.6833898885114,14.5367215985538,14.5409732784115,14.8117516386602,14.5526720739102,14.4775107878626,14.5106998922713,14.8212096313818,14.9701256879777,14.9725823240149,14.8750724897995,14.9021553402049,14.8404686530141,"Hs1bp3"
"Hs2st1",13.7229408601219,13.7641557856643,13.986619076534,14.0740169404508,14.1515953406355,14.042512248686,16.2126518592389,16.0993912599228,15.8412559318224,16.2474523578268,16.1138415953004,15.9852736999144,14.3122274973479,14.5283804137342,14.2657124470862,12.8746490593336,12.9493580140247,13.0238149840216,12.022492656236,13.397647896321,12.8262644486066,"Hs2st1"
"Hs6st1",NA,NA,NA,NA,NA,12.0849578305172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hs6st1"
"Hsbp1",16.7364019313183,16.2407298523702,16.1784387308666,16.0829585920656,16.6627740052852,16.2263463337021,NA,15.1456257156679,15.2521073148996,14.7869995724538,NA,16.4246813513441,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hsbp1"
"Hscb",15.6619852988728,15.5675102031823,15.2144290845366,15.1394089995452,15.4058574977913,15.2562394258323,13.7429952827384,14.3634550258149,13.7065676902079,13.9516397810001,13.7321927977049,14.0762962903434,NA,NA,NA,14.1205972943603,14.3164475445692,14.2338133424242,14.2210363898189,13.813426382869,13.5816793133837,"Hscb"
"Hsd11b1",15.3732482291749,15.4592165367872,15.4946656861947,15.461169489076,15.4644466962959,15.3947372337314,NA,NA,NA,NA,NA,NA,NA,12.6064376012543,NA,14.0326098462856,14.4086658812643,12.6392586113154,12.4111300890172,13.9234927432825,12.9801210187122,"Hsd11b1"
"Hsd17b10",18.4159270856188,18.3857382435332,18.2800245216584,18.3461913319863,18.2394614381797,18.3478676456161,18.5613344921555,18.4079592188385,18.8293941241162,18.5073977039608,18.8083268268846,18.57001658153,17.2984510069333,17.2748005043504,17.1892046711321,18.6878033951857,18.7347160666728,18.7095666695124,18.7598207256156,18.8095263923645,18.7438340047031,"Hsd17b10"
