"","Gene","Condition","Type"
"4365","Pom121","V","A"
"4366","Ppa1","V","A"
"4367","Ppa2","V","A"
"4368","Ppcdc","V","A"
"4369","Ppfia2","V","A"
"4370","Ppfia3","V","A"
"4371","Ppid","V","A"
"4372","Ppig","V","A"
"4373","Ppip5k1","V","A"
"4374","Ppip5k2","V","A"
"4375","Ppm1a","V","A"
"4376","Ppm1b","V","A"
"4377","Ppm1e","V","A"
"4378","Ppm1g","V","A"
"4379","Ppp1ca","V","A"
"4380","Ppp1cc","V","A"
"4381","Ppp1r10","V","A"
"4382","Ppp1r11","V","A"
"4383","Ppp1r12a","V","A"
"4384","Ppp1r12c","V","A"
"4385","Ppp1r13l","V","A"
"4386","Ppp1r18","V","A"
"4387","Ppp1r1a","V","A"
"4388","Ppp1r1c","V","A"
"4389","Ppp1r21","V","A"
"4390","Ppp1r3f","V","A"
"4391","Ppp1r7","V","A"
"4392","Ppp1r9b","V","A"
"4393","Ppp2r2a","V","A"
"4394","Ppp2r5a","V","A"
"4395","Ppp2r5b","V","A"
"4396","Ppp2r5c","V","A"
"4397","Ppp2r5e","V","A"
"4398","Ppp3cc","V","A"
"4399","Ppp4r1","V","A"
"4400","Ppp4r3a","V","A"
"4401","Ppp4r4","V","A"
"4402","Ppp6r1","V","A"
"4403","Ppp6r2","V","A"
"4404","Ppp6r3","V","A"
"4405","Praf2","V","A"
"4406","Prdx3","V","A"
"4407","Prdx5","V","A"
"4408","Preb","V","A"
"4409","Prep","V","A"
"4410","Prickle2","V","A"
"4411","Prkaa1","V","A"
"4412","Prkab2","V","A"
"4413","Prkag2","V","A"
"4414","Prkar2a","V","A"
"4415","Prkar2b","V","A"
"4416","Prkca","V","A"
"4417","Prkcb","V","A"
"4418","Prkcd","V","A"
"4419","Prkce","V","A"
"4420","Prkcq","V","A"
"4421","Prkg1","V","A"
"4422","Prkra","V","A"
"4423","Prmt7","V","A"
"4424","Prmt8","V","A"
"4425","Prpf31","V","A"
"4426","Prpf4","V","A"
"4427","Prpf40a","V","A"
"4428","Prpf40b","V","A"
"4429","Prpsap1","V","A"
"4430","Prpsap2","V","A"
"4431","Prrc1","V","A"
"4432","Prrc2a","V","A"
"4433","Prrc2b","V","A"
"4434","Prrt2","V","A"
"4435","Prune2","V","A"
"4436","Prxl2b","V","A"
"4437","Psap","V","A"
"4438","Psat1","V","A"
"4439","Psip1","V","A"
"4440","Psma1","V","A"
"4441","Psma2","V","A"
"4442","Psma4","V","A"
"4443","Psma7","V","A"
"4444","Psmb4","V","A"
"4445","Psmc2","V","A"
"4446","Psmc5","V","A"
"4447","Psmd1","V","A"
"4448","Psmd12","V","A"
"4449","Psmd13","V","A"
"4450","Psmd14","V","A"
"4451","Psmd2","V","A"
"4452","Psmd3","V","A"
"4453","Psmd4","V","A"
"4454","Psmd9","V","A"
"4455","Psme1","V","A"
"4456","Psme3","V","A"
"4457","Psme3ip1","V","A"
"4458","Pspc1","V","A"
"4459","Ptbp2","V","A"
"4460","Ptdss1","V","A"
"4461","Pten","V","A"
"4462","Ptges3","V","A"
"4463","Ptgir","V","A"
"4464","Ptk2b","V","A"
"4465","Ptma","V","A"
"4466","Ptms","V","A"
"4467","Ptpa","V","A"
"4468","Ptpn1","V","A"
"4469","Ptpn11","V","A"
"4470","Ptpn23","V","A"
"4471","Pttg1ip","V","A"
"4472","Puf60","V","A"
"4473","Pum1","V","A"
"4474","Pum2","V","A"
"4475","Pura","V","A"
"4476","Purb","V","A"
"4477","Purg","V","A"
"4478","Pus1","V","A"
"4479","Pygl","V","A"
"4480","Pygm","V","A"
"4481","Pym1","V","A"
"4482","Qars1","V","A"
"4483","Qrich1","V","A"
"4484","R3hcc1","V","A"
"4485","R3hcc1l","V","A"
"4486","R3hdm2","V","A"
"4487","Rab11b","V","A"
"4488","Rab11fip2","V","A"
"4489","Rab11fip5","V","A"
"4490","Rab14","V","A"
"4491","Rab15","V","A"
"4492","Rab1A","V","A"
"4493","Rab1b","V","A"
"4494","Rab21","V","A"
"4495","Rab23","V","A"
"4496","Rab27a","V","A"
"4497","Rab27b","V","A"
"4498","Rab28","V","A"
"4499","Rab33b","V","A"
"4500","Rab3a","V","A"
"4501","Rab3c","V","A"
"4502","Rab3d","V","A"
"4503","Rab3gap1","V","A"
"4504","Rab3gap2","V","A"
"4505","Rab6b","V","A"
"4506","Rab7a","V","A"
"4507","Rab9b","V","A"
"4508","Rabep1","V","A"
"4509","Rabgap1","V","A"
"4510","Rabgap1l","V","A"
"4511","Rabgef1","V","A"
"4512","Rabl2","V","A"
"4513","Rabl3","V","A"
"4514","Rabl6","V","A"
"4515","Rac1","V","A"
"4516","Rack1","V","A"
"4517","Rad23b","V","A"
"4518","Raf1","V","A"
"4519","Rala","V","A"
"4520","Ralbp1","V","A"
"4521","Ralgapa1","V","A"
"4522","Ralgapb","V","A"
"4523","Raly","V","A"
"4524","Ralyl","V","A"
"4525","Ranbp1","V","A"
"4526","Ranbp3","V","A"
"4527","Ranbp9","V","A"
"4528","Rangap1","V","A"
"4529","Rap1gap","V","A"
"4530","Rap1gap2","V","A"
"4531","Rap1gds1","V","A"
"4532","Rapgef2","V","A"
"4533","Rasgrf2","V","A"
"4534","Rassf5","V","A"
"4535","Rbbp6","V","A"
"4536","Rbfox3","V","A"
"4537","Rbm10","V","A"
"4538","Rbm11","V","A"
"4539","Rbm12","V","A"
"4540","Rbm17","V","A"
"4541","Rbm25","V","A"
"4542","Rbm26","V","A"
"4543","Rbm3","V","A"
"4544","Rbm39","V","A"
"4545","Rbm5","V","A"
"4546","Rbms1","V","A"
"4547","Rbms2","V","A"
"4548","Rbms3","V","A"
"4549","Rbmxl1","V","A"
"4550","Rbsn","V","A"
"4551","Rbx1","V","A"
"4552","Rc3h1","V","A"
"4553","Rcc2","V","A"
"4554","Rcsd1","V","A"
"4555","Rdx","V","A"
"4556","Reep1","V","A"
"4557","Reep2","V","A"
"4558","Reep5","V","A"
"4559","Rel","V","A"
"4560","Rela","V","A"
"4561","Relch","V","A"
"4562","Reps1","V","A"
"4563","Reps2","V","A"
"4564","Rer1","V","A"
"4565","Retreg1","V","A"
"4566","Retreg2","V","A"
"4567","Rexo2","V","A"
"4568","Rfk","V","A"
"4569","Rgs10","V","A"
"4570","Rgs3","V","A"
"4571","Rhbdd2","V","A"
"4572","Rhot1","V","A"
"4573","Rhot2","V","A"
"4574","Ric8a","V","A"
"4575","Rictor","V","A"
"4576","Rida","V","A"
"4577","Rimkla","V","A"
"4578","Rims3","V","A"
"4579","Riok3","V","A"
"4580","Ripor1","V","A"
"4581","Rmc1","V","A"
"4582","Rmdn3","V","A"
"4583","Rnf123","V","A"
"4584","Rnf14","V","A"
"4585","Rnf213","V","A"
"4586","Rnf214","V","A"
"4587","Rnf220","V","A"
"4588","Rnf25","V","A"
"4589","Rnf7","V","A"
"4590","Rnmt","V","A"
"4591","Robo2","V","A"
"4592","Rock2","V","A"
"4593","Rpa1","V","A"
"4594","Rpap3","V","A"
"4595","Rpgrip1l","V","A"
"4596","Rph3a","V","A"
"4597","Rpl17","V","A"
"4598","Rpl19","V","A"
"4599","Rpl22","V","A"
"4600","Rpl23","V","A"
"4601","Rpl23a","V","A"
"4602","Rpl26","V","A"
"4603","Rpl27","V","A"
"4604","Rpl28","V","A"
"4605","Rpl30","V","A"
"4606","Rpl31","V","A"
"4607","Rpl36","V","A"
"4608","Rpl5","V","A"
"4609","Rpl6","V","A"
"4610","Rpl9","V","A"
"4611","Rplp1","V","A"
"4612","Rplp2","V","A"
"4613","Rpn1","V","A"
"4614","Rpn2","V","A"
"4615","Rpp30","V","A"
"4616","Rprd2","V","A"
"4617","Rps12","V","A"
"4618","Rps14","V","A"
"4619","Rps17","V","A"
"4620","Rps18","V","A"
"4621","Rps20","V","A"
"4622","Rps21","V","A"
"4623","Rps25","V","A"
"4624","Rps26","V","A"
"4625","Rps28","V","A"
"4626","Rps3","V","A"
"4627","Rps4x","V","A"
"4628","Rps5","V","A"
"4629","Rps6ka1","V","A"
"4630","Rps6ka3","V","A"
"4631","Rps6ka5","V","A"
"4632","Rps6kc1","V","A"
"4633","Rps7","V","A"
"4634","Rpsa","V","A"
"4635","Rptor","V","A"
"4636","Rragb","V","A"
"4637","Rragc","V","A"
"4638","Rragd","V","A"
"4639","Rras","V","A"
"4640","Rrm2b","V","A"
"4641","Rrp1b","V","A"
"4642","Rsl1d1","V","A"
"4643","Rsu1","V","A"
"4644","Rtf2","V","A"
"4645","Rtkn","V","A"
"4646","Rtn3","V","A"
"4647","RTRAF","V","A"
"4648","Rufy1","V","A"
"4649","Rufy2","V","A"
"4650","Rundc3a","V","A"
"4651","Rundc3b","V","A"
"4652","Rusf1","V","A"
"4653","Ruvbl2","V","A"
"4654","Ryr2","V","A"
"4655","S100a10","V","A"
"4656","S100a11","V","A"
"4657","S100a13","V","A"
"4658","S100a6","V","A"
"4659","S1pr3","V","A"
"4660","Sacs","V","A"
"4661","Safb","V","A"
"4662","Samd4b","V","A"
"4663","Samhd1","V","A"
"4664","Sap30bp","V","A"
"4665","Sar1a","V","A"
"4666","Sar1b","V","A"
"4667","Sarg","V","A"
"4668","Sarnp","V","A"
"4669","Sart1","V","A"
"4670","Scaf8","V","A"
"4671","Scamp1","V","A"
"4672","Scfd1","V","A"
"4673","Scfd2","V","A"
"4674","Scg2","V","A"
"4675","Scn10a","V","A"
"4676","Scn11a","V","A"
"4677","Scn1a","V","A"
"4678","Scn4b","V","A"
"4679","Scn8a","V","A"
"4680","Scn9a","V","A"
"4681","Scrn1","V","A"
"4682","Scrn3","V","A"
"4683","Scyl1","V","A"
"4684","Scyl2","V","A"
"4685","Sdcbp","V","A"
"4686","Sdha","V","A"
"4687","Sec16a","V","A"
"4688","Sec23ip","V","A"
"4689","Sec24a","V","A"
"4690","Sec31a","V","A"
"4691","Sec61b","V","A"
"4692","Sephs1","V","A"
"4693","Septin3","V","A"
"4694","Septin4","V","A"
"4695","Serbp1","V","A"
"4696","Serpinb1a","V","A"
"4697","Serpinb6","V","A"
"4698","Sestd1","V","A"
"4699","Setd1a","V","A"
"4700","Setd3","V","A"
"4701","Setd7","V","A"
"4702","Sf1","V","A"
"4703","Sf3b3","V","A"
"4704","Sf3b6","V","A"
"4705","Sfn","V","A"
"4706","Sfr1","V","A"
"4707","Sfxn3","V","A"
"4708","Sgip1","V","A"
"4709","Sgpl1","V","A"
"4710","Sgsm1","V","A"
"4711","Sgsm3","V","A"
"4712","Sh3bgrl3","V","A"
"4713","Sh3bp2","V","A"
"4714","Sh3bp4","V","A"
"4715","Sh3d19","V","A"
"4716","Sh3gl1","V","A"
"4717","Sh3gl2","V","A"
"4718","Sh3glb1","V","A"
"4719","Sh3glb2","V","A"
"4720","Sh3kbp1","V","A"
"4721","Shc1","V","A"
"4722","Shisa4","V","A"
"4723","Shroom3","V","A"
"4724","Sipa1l1","V","A"
"4725","Sipa1l3","V","A"
"4726","Sirt2","V","A"
"4727","Skp1","V","A"
"4728","Skt","V","A"
"4729","Slain2","V","A"
"4730","Slc12a6","V","A"
"4731","Slc17a6","V","A"
"4732","Slc19a2","V","A"
"4733","Slc1a4","V","A"
"4734","Slc25a11","V","A"
"4735","Slc25a12","V","A"
"4736","Slc25a3","V","A"
"4737","Slc25a46","V","A"
"4738","Slc25a5","V","A"
"4739","Slc27a4","V","A"
"4740","Slc29a1","V","A"
"4741","Slc2a3","V","A"
"4742","Slc30a5","V","A"
"4743","Slc30a6","V","A"
"4744","Slc33a1","V","A"
"4745","Slc35a2","V","A"
"4746","Slc35b2","V","A"
"4747","Slc35c1","V","A"
"4748","Slc37a1","V","A"
"4749","Slc38a1","V","A"
"4750","Slc38a9","V","A"
"4751","Slc3a2","V","A"
"4752","Slc41a3","V","A"
"4753","Slc4a8","V","A"
"4754","Slc66a2","V","A"
"4755","Slc6a15","V","A"
"4756","Slc6a8","V","A"
"4757","Slc7a14","V","A"
"4758","Slc7a6os","V","A"
"4759","Slc9a1","V","A"
"4760","Slc9a9","V","A"
"4761","Slk","V","A"
"4762","Slmap","V","A"
"4763","Sltm","V","A"
"4764","Smap","V","A"
"4765","Smap1","V","A"
"4766","Smap2","V","A"
"4767","Smarca4","V","A"
"4768","Smarcc2","V","A"
"4769","Smarce1","V","A"
"4770","Smchd1","V","A"
"4771","Smcr8","V","A"
"4772","Smg7","V","A"
"4773","Smurf1","V","A"
"4774","Snap25","V","A"
"4775","Snap29","V","A"
"4776","Snap47","V","A"
"4777","Snap91","V","A"
"4778","Snapin","V","A"
"4779","Snf8","V","A"
"4780","Snrnp200","V","A"
"4781","Snrnp70","V","A"
"4782","Snrpa","V","A"
"4783","Snrpa1","V","A"
"4784","Snrpc","V","A"
"4785","Snrpd3","V","A"
"4786","Snrpe","V","A"
"4787","Snupn","V","A"
"4788","Snw1","V","A"
"4789","Snx1","V","A"
"4790","Snx11","V","A"
"4791","Snx12","V","A"
"4792","Snx13","V","A"
"4793","Snx14","V","A"
"4794","Snx16","V","A"
"4795","Snx19","V","A"
"4796","Snx2","V","A"
"4797","Snx3","V","A"
"4798","Snx4","V","A"
"4799","Snx6","V","A"
"4800","Snx7","V","A"
"4801","Sod1","V","A"
"4802","Soga3","V","A"
"4803","Son","V","A"
"4804","Sos1","V","A"
"4805","Spag7","V","A"
"4806","Spart","V","A"
"4807","Spats2","V","A"
"4808","Spats2l","V","A"
"4809","Spcs1","V","A"
"4810","Spcs2","V","A"
"4811","Specc1l","V","A"
"4812","Spg21","V","A"
"4813","Sphk2","V","A"
"4814","Spr","V","A"
"4815","Spry4","V","A"
"4816","Sqstm1","V","A"
"4817","Sra1","V","A"
"4818","Srek1","V","A"
"4819","Srgap1","V","A"
"4820","Srgap2","V","A"
"4821","Srgap3","V","A"
"4822","Sri","V","A"
"4823","Srp19","V","A"
"4824","Srp54","V","A"
"4825","Srpk2","V","A"
"4826","Srpra","V","A"
"4827","Srrm2","V","A"
"4828","Srxn1","V","A"
"4829","Ssb","V","A"
"4830","Ssbp3","V","A"
"4831","Ssh2","V","A"
"4832","Ssr1","V","A"
"4833","Ssrp1","V","A"
"4834","Ssx2ip","V","A"
"4835","St13","V","A"
"4836","Stac","V","A"
"4837","Stac2","V","A"
"4838","Stam","V","A"
"4839","Stam2","V","A"
"4840","Stambp","V","A"
"4841","Stambpl1","V","A"
"4842","Stard10","V","A"
"4843","Stard3nl","V","A"
"4844","Stat1","V","A"
"4845","Stat2","V","A"
"4846","Stat3","V","A"
"4847","Stat6","V","A"
"4848","Stau1","V","A"
"4849","Stau2","V","A"
"4850","Stbd1","V","A"
"4851","Steap3","V","A"
"4852","Steep1","V","A"
"4853","Stim2","V","A"
"4854","Stip1","V","A"
"4855","Stk24","V","A"
"4856","Stk25","V","A"
"4857","Stk38l","V","A"
"4858","Stk39","V","A"
"4859","Stmn1","V","A"
"4860","Stmn2","V","A"
"4861","Stmn3","V","A"
"4862","Stom","V","A"
"4863","Stoml3","V","A"
"4864","Strada","V","A"
"4865","Strap","V","A"
"4866","Strbp","V","A"
"4867","Strip1","V","A"
"4868","Strn3","V","A"
"4869","Strn4","V","A"
"4870","Stt3b","V","A"
"4871","Stub1","V","A"
"4872","Stx12","V","A"
"4873","Stx18","V","A"
"4874","Stx1b","V","A"
"4875","Stx5","V","A"
"4876","Stx7","V","A"
"4877","Stx8","V","A"
"4878","Stxbp1","V","A"
"4879","Stxbp5","V","A"
"4880","Stxbp5l","V","A"
"4881","Sub1","V","A"
"4882","Suclg1","V","A"
"4883","Sugp2","V","A"
"4884","Sugt1","V","A"
"4885","Sult4a1","V","A"
"4886","Sun1","V","A"
"4887","Surf4","V","A"
"4888","Sv2c","V","A"
"4889","Syap1","V","A"
"4890","Sybu","V","A"
"4891","Syn1","V","A"
"4892","Syn2","V","A"
"4893","Sync","V","A"
"4894","Syncrip","V","A"
"4895","Syne1","V","A"
"4896","Syngr3","V","A"
"4897","Synj1","V","A"
"4898","Synpo","V","A"
"4899","Syp","V","A"
"4900","Syt1","V","A"
"4901","Syt11","V","A"
"4902","Syt2","V","A"
"4903","Syt4","V","A"
"4904","Syt6","V","A"
"4905","Syt7","V","A"
"4906","Sytl2","V","A"
"4907","Syvn1","V","A"
"4908","Tab1","V","A"
"4909","Tab3","V","A"
"4910","Tacc1","V","A"
"4911","Tacc2","V","A"
"4912","Taf7","V","A"
"4913","Taf9b","V","A"
"4914","Tagln3","V","A"
"4915","Taldo1","V","A"
"4916","Tanc1","V","A"
"4917","Tank","V","A"
"4918","Tarbp2","V","A"
"4919","Tars1","V","A"
"4920","Tbc1d10b","V","A"
"4921","Tbc1d13","V","A"
"4922","Tbc1d15","V","A"
"4923","Tbc1d17","V","A"
"4924","Tbc1d22a","V","A"
"4925","Tbc1d5","V","A"
"4926","Tbc1d9b","V","A"
"4927","Tbca","V","A"
"4928","Tbcb","V","A"
"4929","Tbcc","V","A"
"4930","Tbcd","V","A"
"4931","Tbce","V","A"
"4932","Tbcel","V","A"
"4933","Tceal3","V","A"
"4934","Tceal5","V","A"
"4935","Tcerg1","V","A"
"4936","Tcf20","V","A"
"4937","Tcof1","V","A"
"4938","Tcp1","V","A"
"4939","Tcp11l1","V","A"
"4940","Tcp11l2","V","A"
"4941","Tdp2","V","A"
"4942","Tdrd3","V","A"
"4943","Tdrd7","V","A"
"4944","Tdrkh","V","A"
"4945","Tecr","V","A"
"4946","Ten1","V","A"
"4947","Tes","V","A"
"4948","Tex2","V","A"
"4949","Tex264","V","A"
"4950","Tfcp2","V","A"
"4951","Tfip11","V","A"
"4952","Tgfb1i1","V","A"
"4953","Tgoln1","V","A"
"4954","Tgs1","V","A"
"4955","Them6","V","A"
"4956","Thop1","V","A"
"4957","Thrap3","V","A"
"4958","Thumpd1","V","A"
"4959","Thumpd3","V","A"
"4960","Tigar","V","A"
"4961","Timm10","V","A"
"4962","Timm44","V","A"
"4963","Tiprl","V","A"
"4964","Tjp2","V","A"
"4965","Tle5","V","A"
"4966","Tm9sf2","V","A"
"4967","Tmcc2","V","A"
"4968","Tmcc3","V","A"
"4969","Tmed8","V","A"
"4970","Tmem100","V","A"
"4971","Tmem109","V","A"
"4972","Tmem115","V","A"
"4973","Tmem165","V","A"
"4974","Tmem179","V","A"
"4975","Tmem184c","V","A"
"4976","Tmem263","V","A"
"4977","Tmem45b","V","A"
"4978","Tmem65","V","A"
"4979","Tmem79","V","A"
"4980","Tmf1","V","A"
"4981","Tmod1","V","A"
"4982","Tmod2","V","A"
"4983","Tmsb4x","V","A"
"4984","Tmx1","V","A"
"4985","Tmx2","V","A"
"4986","Tmx3","V","A"
"4987","Tmx4","V","A"
"4988","Tnfrsf21","V","A"
"4989","Tnik","V","A"
"4990","Tnk2","V","A"
"4991","Tnpo1","V","A"
"4992","Tnpo2","V","A"
"4993","Tnrc6b","V","A"
"4994","Tom1","V","A"
"4995","Tom1l2","V","A"
"4996","Tomm22","V","A"
"4997","Tomm34","V","A"
"4998","Tomm70","V","A"
"4999","Top2b","V","A"
"5000","Top3b","V","A"
"5001","Tp53bp1","V","A"
"5002","Tpd52","V","A"
"5003","Tpgs2","V","A"
"5004","Tpm1","V","A"
"5005","Tpm4","V","A"
"5006","Tppp","V","A"
"5007","Tpr","V","A"
"5008","Trappc10","V","A"
"5009","Trappc12","V","A"
"5010","Trappc6b","V","A"
"5011","Trappc9","V","A"
"5012","Trarg1","V","A"
"5013","Trim2","V","A"
"5014","Trim25","V","A"
"5015","Trim3","V","A"
"5016","Trim36","V","A"
"5017","Trim46","V","A"
"5018","Trim56","V","A"
"5019","Trim67","V","A"
"5020","Trim9","V","A"
"5021","Trio","V","A"
"5022","Trip12","V","A"
"5023","Trip4","V","A"
"5024","Triqk","V","A"
"5025","Trir","V","A"
"5026","Trmt112","V","A"
"5027","Trmt1l","V","A"
"5028","Trpv1","V","A"
"5029","Trpv2","V","A"
"5030","Tsc1","V","A"
"5031","Tsc22d1","V","A"
"5032","Tsc22d3","V","A"
"5033","Tsg101","V","A"
"5034","Tsn","V","A"
"5035","Tsnax","V","A"
"5036","Tsr2","V","A"
"5037","Ttbk2","V","A"
"5038","Ttc1","V","A"
"5039","Ttc3","V","A"
"5040","Ttc9","V","A"
"5041","Ttc9c","V","A"
"5042","Ttl","V","A"
"5043","Ttll1","V","A"
"5044","Ttll7","V","A"
"5045","Tuba1a","V","A"
"5046","Tubal3","V","A"
"5047","Tubb3","V","A"
"5048","Tufm","V","A"
"5049","Tusc2","V","A"
"5050","Tut7","V","A"
"5051","Twf1","V","A"
"5052","Twf2","V","A"
"5053","Txlna","V","A"
"5054","Txndc9","V","A"
"5055","Txnl1","V","A"
"5056","Txnrd1","V","A"
"5057","U2af1","V","A"
"5058","U2af2","V","A"
"5059","U2surp","V","A"
"5060","Uba1","V","A"
"5061","Uba2","V","A"
"5062","Uba5","V","A"
"5063","Uba6","V","A"
"5064","Ubap1","V","A"
"5065","Ubap2l","V","A"
"5066","Ubash3b","V","A"
"5067","Ube2j1","V","A"
"5068","Ube2m","V","A"
"5069","Ube2o","V","A"
"5070","Ube2q2","V","A"
"5071","Ube2v1","V","A"
"5072","Ube2v2","V","A"
"5073","Ube3a","V","A"
"5074","Ube3c","V","A"
"5075","Ubl4a","V","A"
"5076","Ublcp1","V","A"
"5077","Ubr4","V","A"
"5078","Ubxn4","V","A"
"5079","Ubxn6","V","A"
"5080","Uchl5","V","A"
"5081","Ufc1","V","A"
"5082","Ufl1","V","A"
"5083","Ufm1","V","A"
"5084","Ugp2","V","A"
"5085","Uhrf1bp1l","V","A"
"5086","Umps","V","A"
"5087","Unc45a","V","A"
"5088","Uprt","V","A"
"5089","Uqcrc1","V","A"
"5090","Uqcrc2","V","A"
"5091","Uqcrh","V","A"
"5092","Urgcp","V","A"
"5093","Use1","V","A"
"5094","Ush1c","V","A"
"5095","Uso1","V","A"
"5096","Usp10","V","A"
"5097","Usp14","V","A"
"5098","Usp15","V","A"
"5099","Usp16","V","A"
"5100","Usp19","V","A"
"5101","Usp24","V","A"
"5102","Usp34","V","A"
"5103","Usp4","V","A"
"5104","Usp47","V","A"
"5105","Usp7","V","A"
"5106","Usp8","V","A"
"5107","Usp9x","V","A"
"5108","Utp14a","V","A"
"5109","Vac14","V","A"
"5110","Vamp1","V","A"
"5111","Vamp2","V","A"
"5112","Vamp4","V","A"
"5113","Vamp7","V","A"
"5114","Vapa","V","A"
"5115","Vapb","V","A"
"5116","Vars1","V","A"
"5117","Vasp","V","A"
"5118","Vat1","V","A"
"5119","Vat1l","V","A"
"5120","Vbp1","V","A"
"5121","Vcp","V","A"
"5122","Vcpip1","V","A"
"5123","Vdac1","V","A"
"5124","Vdac2","V","A"
"5125","Vdac3","V","A"
"5126","Vezt","V","A"
"5127","Vipas39","V","A"
"5128","Vkorc1l1","V","A"
"5129","Vma21","V","A"
"5130","Vps13a","V","A"
"5131","Vps13c","V","A"
"5132","Vps16","V","A"
"5133","Vps25","V","A"
"5134","Vps26c","V","A"
"5135","Vps28","V","A"
"5136","Vps33b","V","A"
"5137","Vps35","V","A"
"5138","Vps36","V","A"
"5139","Vps37a","V","A"
"5140","Vps37c","V","A"
"5141","Vps39","V","A"
"5142","Vps4a","V","A"
"5143","Vps4b","V","A"
"5144","Vps50","V","A"
"5145","Vps54","V","A"
"5146","Vps8","V","A"
"5147","Vps9d1","V","A"
"5148","Vsnl1","V","A"
"5149","Vti1b","V","A"
"5150","Wapl","V","A"
"5151","Wars1","V","A"
"5152","Wasf1","V","A"
"5153","Wasf2","V","A"
"5154","Washc1","V","A"
"5155","Washc4","V","A"
"5156","Wasl","V","A"
"5157","Wbp11","V","A"
"5158","Wbp2","V","A"
"5159","Wbp4","V","A"
"5160","Wdcp","V","A"
"5161","Wdfy3","V","A"
"5162","Wdr1","V","A"
"5163","Wdr13","V","A"
"5164","Wdr18","V","A"
"5165","Wdr20","V","A"
"5166","Wdr24","V","A"
"5167","Wdr33","V","A"
"5168","Wdr37","V","A"
"5169","Wdr44","V","A"
"5170","Wdr45","V","A"
"5171","Wdr59","V","A"
"5172","Wdr7","V","A"
"5173","Wdr91","V","A"
"5174","Wfs1","V","A"
"5175","Wipf1","V","A"
"5176","Wipf2","V","A"
"5177","Wipf3","V","A"
"5178","Wnk1","V","A"
"5179","Wrap53","V","A"
"5180","Wrnip1","V","A"
"5181","Wwox","V","A"
"5182","Xiap","V","A"
"5183","Xpo4","V","A"
"5184","Xpo7","V","A"
"5185","Xrn1","V","A"
"5186","Yars1","V","A"
"5187","Yipf3","V","A"
"5188","Yipf4","V","A"
"5189","Ykt6","V","A"
"5190","Ylpm1","V","A"
"5191","Ythdc2","V","A"
"5192","Ythdf1","V","A"
"5193","Ythdf2","V","A"
"5194","Ythdf3","V","A"
"5195","Ywhab","V","A"
"5196","Ywhae","V","A"
"5197","Ywhag","V","A"
"5198","Ywhah","V","A"
"5199","Ywhaq","V","A"
"5200","Ywhaz","V","A"
"5201","Zadh2","V","A"
"5202","Zc2hc1a","V","A"
"5203","Zc3h11a","V","A"
"5204","Zc3h14","V","A"
"5205","Zc3h15","V","A"
"5206","Zc3h4","V","A"
"5207","Zc3hav1","V","A"
"5208","Zc3hc1","V","A"
"5209","Zcchc17","V","A"
"5210","Zdhhc13","V","A"
"5211","Zdhhc2","V","A"
"5212","Zfand5","V","A"
"5213","Zfand6","V","A"
"5214","Zfr","V","A"
"5215","Zfyve1","V","A"
"5216","Zfyve16","V","A"
"5217","Zfyve19","V","A"
"5218","Zfyve27","V","A"
"5219","Zmym3","V","A"
"5220","Znf207","V","A"
"5221","Znf318","V","A"
"5222","Znf346","V","A"
"5223","Znf385b","V","A"
"5224","Znf592","V","A"
"5225","Znf598","V","A"
"5226","Znf638","V","A"
"5227","Znf687","V","A"
"5228","Zranb2","V","A"
"5229","Zw10","V","A"
"5230","Zwint","V","A"
"5231","Zyg11b","V","A"
"5232","Zyx","V","A"
"5233","Zzef1","V","A"
