"","Ox_f_T_Slot2-16_1_3811","Ox_m_T1_Slot2-13_1_3813","Ox_m_T2_Slot2-14_1_3820","Ox_m_T3_Slot2-15_1_3816"
"Rwdd1",11041.1,10509,10786.3,11865.9
"Rmdn2",8594.41,NA,NA,NA
"Larp6",12706.0701616393,13174.7422661121,11783.7357272901,13449.5459895652
"Ppp1cc",22981.8,20931.5,22298.3,21941.6
"Atp1a2;Atp1a3",42582.8296150541,44758.3608198915,37020.7644595488,42838.5760432033
"Ppp1ca",75345.8803931289,64762.4096215117,59972.2099820169,67377.1198582623
"Reps1;Reps2",50517.9,53117.9,56379.4,42485.5
"Etfa",10736.0145160532,9944.38892645213,11504.6698345912,9609.11359449041
"Acadl",18006.4931859768,10693.1740991876,16646.0744803058,12120.0976857794
"Vasp",19158.3952419534,21295.1523793184,18093.324725501,30923.747354315
"Ubxn1",20027.9,13648.7,19173.1,22830.8
"Mta1",7151.69,10012.2,10021.6,11259.7
"Ggt7",141006,133757,109501,106205
"Snupn",NA,12204.6,11505.5,17307.4
"Eif5a",65927.6383996906,55752.9999994832,42379.6684747834,42585.5526097053
"Mtm1",15111.6,16798.8,20960.8,15057.4
"Dock3",5818.84,6949.07,7512.13,11967.7
"Atxn7l3b",33998.4301665778,33564.1243805863,20030.319981035,28441.7170072561
"Ngly1",5780.02,10497.2,9730.64,7983.49
"Rhot1",13319.5,10624.8,12190.9,14970.7
"Scrib",7395.13,5410.82,6451.6,7299.69
"Pfkl;Pfkm",78020,67671.6000000001,69201.1000000001,84479.2
"Rhbdd1",NA,NA,NA,44454.2
"Taf7",20224.0777436686,16349.3185457869,15981.1754589416,16398.8401287694
"Cdk18",46623.9119902474,31282.8931647385,25180.7309000699,43121.2025301996
"Cr1l",23742.5750738068,28348.8963382057,19371.9898846083,24899.8428315927
"Oat",21833.6,22183,17654.1,27478.6
"Rusc2",9645.61,9211.81,8919.43,8453.13
"Triqk",83571.488901712,87290.5207064844,80585.7111171291,59361.8847297529
"Emc7",21615.5803258985,20221.4489825233,18228.7196741843,17663.5235964494
"Acsl3;Acsl4",NA,10621.5,16883.7,9249.5
"Palm;Palm2",73321.9999999999,NA,72754.6000000001,90199.7
"Hps5",163321,129560,131290,164689
"Fmr1;Fxr1;Fxr2",NA,258268,315272,250651
"Pacs1;Pacs2",14243.1845279235,12041.3385936828,11369.3770618166,13394.8018827597
"Eef1b;Eef1d",475212,502647,539723,401095
"Rab2a",22403.4012966245,28462.8282373264,25170.3476693689,26699.2309183865
"Golph3",36781.9940445474,41508.6856548041,37807.7790716836,40416.5482650848
"Kiaa1522",17152.4704994347,15467.4018386961,14772.4875610727,14094.7619651819
"Farsa",6875.78036366833,6167.46619442694,9434.03465205057,7949.78131589367
"Rab6a;Rab6b",187050.124996846,188840.134201063,195749.74841988,176727.066100833
"Tomm22",NA,6555.94642761245,8045.59596155629,5271.29978696056
"Scp2",NA,7018.24999999999,8206.55,8593.43999999999
"Bsn",11691.8,9168.53,7770.35000000001,NA
"Fbll1",15524.7108995064,18589.4818332062,17952.0197842833,21006.5151225303
"Gatad2b",13269.9866020935,10810.5371299326,9566.02765162606,13839.1415959639
"Synpr",11016,7891.29,6902.86,NA
"Snx10",9439.16999999999,7098.22,7636.87,6395.75
"Uqcrfs1",25994.3299872319,20996.6115085593,22352.5181689357,18150.1387430335
"Jak1",7769.06,5299.85,7314.02,7928.39
"Clip4",12773.2257477539,14396.2654166744,11179.0738859609,9565.78334863134
"Necab1",19898.5,20835.1,19378.2,NA
"Nexn",18370.7220318896,20350.0926939197,18659.3732026661,20173.3735341828
"Mical3",19194.3512607868,22034.5611327194,15355.7186457854,16113.9509425472
"Gtf2f2",42034,44011.6,48547.9,45993.2
"Wdr91",16819,10718.7,13961.8,16092.5
"Lcp1;Pls1;Pls3",NA,77178.7999999999,74685.2,91662.4000000001
"Tsc22d3",24899.7635038334,25644.3531528065,24036.8041659499,30394.5523579946
"Pam16",18957.2393740736,22649.4362011075,15693.0817117686,16703.0986629407
"Ndufaf4",17201.3055952199,15587.5789772761,17791.3807664895,NA
"Lmnb1;Lmnb2",35641.7,38594.9,26156.5,35668.4
"Phactr1;Phactr4",NA,19792,NA,12780.9
"Glg1",NA,NA,5913.14,NA
"Slc41a3",11088.6,7880.48,6392.01,8977.25999999999
"Tbc1d17",18874.0699465525,15227.0623111677,15691.9535301182,16534.068266875
"Mast1;Rps6ka1;Rps6ka3",19680.6,25729.7,23963.9,19162.2
"Rps27;Rps27l",18063.7235225126,14896.7268815531,14519.0524464274,13099.5931111923
"Timm10",8422.38,8402.16,6670.85,4400.62
"Vdac1",13123.6118993255,12059.3136629521,11801.0285688061,14610.7556220002
"Vdac2",27803.6388485359,26871.5890757822,27657.8317292066,27267.4108171869
"Leng9",10225,NA,NA,NA
"Nisch",13555.7406827999,13818.8453534807,13135.5263041131,12427.950997605
"Nrxn1",17524.7,24094.3,20336.6,15584.7
"Vdac3",22937.5,14565.5,20043,18434.2
"Dag1",17555.8,21751,18922.6,16026.6
"Vta1",14746,NA,NA,14310.7
"Msrb2",12926.4,10930.1,8617.94000000001,NA
"Emc3",6136.54,NA,4571.5,NA
"Pde4dip",8181.35220193593,5374.61194970536,6234.37234206489,6395.92238303292
"Camk2b;Camk2g",36512.4241766909,51029.870707666,67376.2247749678,68263.7494639862
"Rab14",14147.4,13827,14533.5,12808.2
"Nrbp1",24923.2,9587.30000000001,15861.7,20214.7
"Fam114a1",14217.2681668908,14538.2356504467,11523.6161204823,15589.5246477052
"Prkar1a",19416.754492031,24642.020145066,22214.6309059818,23982.8213457096
"Ipo11",18331.9729407794,20796.5496741308,15807.8645155463,21582.2101055363
"Patl1",12842.6,13178.2,9219.94,NA
"Ptpa",10574.2,9133.99,8752.02,14104.2
"Egln1",28341.3696790937,36969.4485379866,31344.4249722742,39600.8715240658
"Gtf3c5",NA,17187.3,16714.4,15672.6
"Rab3c;Rab3d",NA,128705,126445,120382
"Septin9",30186.2323591262,32474.8474563456,29976.321301218,33005.4158706295
"Tmod3",14910.5,NA,NA,17337.1
"Sar1a;Sar1b",115309.598461502,172956.853661785,166126.015084833,153554.119766589
"Ttll7",10887,9621.45,11602.5,7670.77
"Tpm3",12244.1,10038.2,13330.1,12680
"Tpm1",38035.7231519886,31595.5636511881,34865.4999996908,29772.253081436
"Rpl30",252726.129623892,233959.985471556,226534.775529977,215046.426947967
"Fkbp2",22055.8,22298.2,20732.8,19767.4
"Rhoa;Rhoc",20123.1,21796.9,19574.8,26601.9
"Glul",21878.5,25789.3,20142.3,14676
"Hsd17b12",10719,NA,NA,NA
"Ran",158085.831687488,150038.163371598,161936.121826308,171624.646262664
"Atp5po",14913.3056802209,33968.8175803942,29589.0438231706,27747.9667269258
"Dok4",32977.648801719,37398.6735208928,36808.5730677197,36690.8212025915
"Wdr41",4634.78,NA,NA,NA
"Pcbp2;Pcbp3",725415.31202874,800473.791500667,752317.979486294,766087.121385509
"Rpl27a",90502.0738559029,84491.5591062389,66968.6341012617,60963.6099212559
"Psmd11",3502.07,NA,8504.36,7809.02
"Gdi1;Gdi2",35909.9856327672,26996.478874462,29188.5130701609,34578.5224070781
"Rptor",9272.6075464754,9519.59903957139,6869.5192551019,9704.34103807382
"Paqr3",13635.9,NA,NA,NA
"Ndrg1",27565.2859218835,24096.532593124,28167.5331197631,26454.1959901853
"Ina;Nefh;Nefl;Nefm",108850.835621257,108716.511063193,155884.811950247,127700.67564005
"Tubb6",41934.9,52257.9,NA,NA
"Plcxd3",NA,NA,NA,16750.4
"Parp4",17966.3403326994,22757.6631799865,17058.4150825221,18349.842826458
"Alyref",27330.9934851111,37795.127524181,32161.2543525841,36739.5422849933
"Cpeb1",7711.82,NA,NA,9401.00999999999
"Syt1;Syt2",44384.0576099821,38862.7793622179,37816.894885841,36110.6965212113
"Wdr20",5878.99,4723.17,6142.07,8791.13
"Ilrun",12674.7497379923,17958.6244585485,12635.5585096618,14454.9228820663
"Sf3a3",18232.2515623821,13919.1072115897,16133.1212972529,15592.5051764466
"Hba",17573.1,14381.3,14959.6,14401.4
"Rps21",15211.5337703067,12378.3446573686,13122.8108235654,12119.574455376
"Tmem35a",17870.2,17844,15702,14224.7
"Ctnnbip1",24107.9,31605.5,26268.1,22492.1
"Lims1",13889.6025182269,16428.2652005553,15473.7897154269,21226.9114532074
"Pum1",40447.2709502703,51524.5019978136,42890.2851080228,46542.4699365924
"Lrrc49",17961.7,19720.1,19030.9,22987.7
"Golt1b",24029.9,NA,NA,NA
"Cfl1;Cfl2;Dstn",36108.8,40727.9,33885.7,36927.3
"Arf1;Arf2;Arf3",90001.046251964,110790.243635859,111939.993992763,111230.70837963
"Ddx17;Ddx3x;Ddx3y;Ddx5",NA,160739,142200,180147
"Cnot3",17326.5628477025,17195.7144091317,16423.4199756399,16875.8881223858
"Add1;Add2",NA,122500,167286,106733
"F10",17457.2,18170.2,17927.8,25575.6
"Strn;Strn3;Strn4",76569,86783,85133.2,81545.1
"Eif3e",22332.7323439478,25446.7398700697,18957.6607921388,26118.6973475153
"Nelfe",18110.7883701812,17018.0095749241,16022.7073633786,18904.2821318031
"Twf1;Twf2",14513.8059803143,19426.865501526,21505.324229827,14894.3614089674
"Apba1",24039.7741293516,17293.7441808689,23990.1838664378,23397.2289502583
"Fam168a",18676.9021893576,20388.404443319,20700.7522379187,21073.9955229992
"Hpcal1;Ncald",24024.2052281552,24134.4593329067,22573.9907230559,29038.0770701953
"Baz2a",131363,133150,136327,138439
"Prrc2a;Prrc2b;Prrc2c",30968.8,29285.2,28367.9,30105.7
"Hadha",NA,7453.88000000001,NA,9143.98
"Serpina3c;Serpina3f;Serpina3g;Serpina3k;Serpina3m;Serpina3n",NA,6277.46,NA,3822.57
"Tubb2a;Tubb4b",NA,NA,7281.75000000001,NA
"Rragc",90835.2,93265.5,81419.2,68043.9
"Rragd",13885.7,10766,11441.8,12455.4
"Csnk1d;Csnk1e",35608.3276416018,39561.0092680949,35694.1146615241,35816.4955351499
"Nipal3",26119.7,22621,26041.7,17633.6
"Camsap1;Camsap3",25611.4,23140.1,24041.5,21210.5
"Ldb2",27258.8904463724,25260.6993385827,27595.270570949,23863.1140138181
"Lpp",3451.03,4901.49,3567.7,2953.28
"Slc66a2",20431.969061317,20869.973073165,19596.8857450256,20907.6988674596
"Atp2b1;Atp2b2",31097.8,35638.3,39369.7,40742.2
"Atp2b4",NA,10156.4434410479,11041.3225138299,12065.4098565194
"Erh",75734.7999992587,99549.1937516216,96117.5272936573,71485.0171550073
"Rae1",13165.137959571,15441.1550755826,13005.1861267194,13316.4671011814
"Dynll1",4550.08,10082.8,11605.2,13330
"Ap2a1;Ap2a2",17107.3300718334,16363.3120320185,19255.6316798739,16277.4177908254
"Slc7a6os",30306.5148879528,25765.9999997779,22351.2625760691,20504.0908579691
"Rpl17",31436.5460972951,24668.4398729996,31667.6202005167,23254.9233870242
"Snx11",50026.7891352807,43014.7222699376,37130.4000470655,46202.0075097027
"Purb",28569.4610207328,23747.8582180452,27189.497257702,30963.95092259
"Pkib",5284.07,5944.69,NA,NA
"Tmem8b",NA,NA,NA,48755.4
"Rpl28",21059.862722504,19840.6161854403,10008.5768716841,13842.746860383
"Dst;Macf1",22382.5,21307.9,NA,19982.2
"H2ac11;H2ac12;H2ac13;H2ac15;H2ac20;H2ac4;H2ac6;H2ac7;H2ac8;H2aj;H2aw;Hist1h2af;Hist1h2an;Hist1h2ao;Hist1h2ap;Hist2h2aa1",54987.4414367443,30902.9205262041,30445.9273505874,26062.8573584234
"Vma21",45524.4,57509.6,48975.1,49116.2
"Kcna1;Kcna2;Kcna6",22518.7,26537.9,30153.6,18357.1
"Mrgbp",9228.87000000001,11041.7,6766.43,NA
"Mboat7",5153.04,5663.04,6100.07,5530.42
"Nme2",17396.8032316118,35211.9222419466,45199.1612116583,27889.2641703558
"Tmod1;Tmod2;Tmod3",215154,231786,216764,187899
"Tmprss13",5779.48,16694.8,14189.1,NA
"Krt5;Krt77;Krt79",13739.9,30377.4,41323.8,17920
"Pygb;Pygl;Pygm",357080.02096468,439728.777540015,426893.046038714,401829.128140368
"Krt79",NA,460121,234347,120751
"Rundc3a;Rundc3b",57268.2,NA,NA,63372.9
"Ssx2ip",6222.81,12119.3,7562.89,8983.51000000001
"Uvrag",7661.98999999999,NA,NA,NA
"Cd44",28909.6360503237,31021.4136779523,34460.4405280429,27652.4803603818
"Sowahc",8006.82,7129.11999999999,6488.05,NA
"Ensa",64646.9633205799,77062.8610231974,92703.6169148891,83547.1891406224
"Klc1;Klc2",24314.1310444037,50640.5863986325,57137.2922372897,53813.7498279617
"Ankrd49",10699.8,6376.45999999999,8420.1,NA
"Gab2",19445.8269404232,15144.9120111341,NA,16364.4920510646
"Pkhd1l1",19803.8,21846.3,NA,NA
"Slu7",8963.55,NA,NA,NA
"Tmsb4x",292620.455293381,248277.689120449,278978.039306575,242831.218953596
"Ilf3;Strbp",28455.4,28101,30328.4,32064.6
"Tmem165",9985.83999999999,5483.14,8773.77,12773.6
"Crcp",16728.8,22039.6,19582.4,22953.9
"Aqp1",131344.596051728,114923.765789834,100201.45114197,88745.1016970492
"Jun",17396.7,20468.3,8685.42,12633.3
"Vps37a",6354.83993444226,11211.0147433076,13301.4242292942,12878.1572036617
"Syt7",NA,17282.2,18231.7,19383.4
"Flrt3",6699.59,4362.4,4366.76,7369.63
"Mfn2",NA,NA,NA,6421.66
"Pak1",40051.7509581864,53379.1324281869,51093.8126192387,53031.5168742225
"Hspa2;Hspa8;Hspa9",104343,119635,98181.9,109303
"Dnaja2",7792.40473546872,10929.9369284612,10263.3370514421,13853.4184928782
"Hprt1",30164.6405553667,41127.2137730864,36496.1978500585,39400.4166068769
"Carmil1",NA,5498.17,4511.25,4998.41
"Atad3",10017.3,7306.09,NA,4615.41
"Tes",11473.6,8408.24999999999,10547.5,13300
"Idi1",21765.6,18258.2,16506.8,19360.7
"Faf1",7046.82552494676,NA,7268.22438606569,8891.27561417955
"Pigp",12649.1,11307.1,12557.2,9247.06
"Rufy1;Rufy2;Rufy3",9110.96000000001,9593.26999999999,17429.1,16655.3
"Crtc1",20604.0947754349,26528.5211623019,26710.7055037353,26461.9523656735
"Nudt5",227633.096956816,200372.89240036,196758.326835133,184162.889100254
"Arhgap27",24392.8383423057,19627.9857574707,18138.7057517156,24806.541097437
"Srxn1",NA,NA,NA,7067.31000000001
"Ppp1r10",12244.3475227818,6770.61797957209,10399.1126048718,9975.49682484729
"Prmt7",16176.0890517743,15391.0545705827,17668.4130363012,19325.3760655289
"G3bp1;G3bp2",45375.7,52222.2,46103.7,52322.8
"Sdcbp",39024.9355861943,65753.2484618153,71752.1301000688,72059.9279979582
"Zdhhc17",8298.82000000001,NA,9751.87999999999,9178.35
"Capg",16657.0514936468,21920.5762873761,13629.6697389911,15855.8820640276
"Hacd2",53313.4000009477,36085.1000006414,NA,NA
"Edf1",11352.7,8902.59,8494.41,8057.02999999999
"Aup1",4970.53,NA,5370.99,NA
"Dbi",18331.2,19988.1,29093.8,19827.1
"Tcf20",NA,NA,NA,2387.18
"Cdkn1b",30179.1579554747,34485.8545491412,36508.2904433058,44459.8414419177
"Abhd6",9960.54324174052,10119.5958532059,9701.28402749379,9951.50412230665
"Mprip",7924.35866467055,11705.5382943859,7505.62115105533,9879.8585918678
"Srp19",11991.9,8918.27,7788.39,9608.61
"Pabir1",19168.8197078103,14277.4755620561,14946.2433358697,13262.9910800284
"Ophn1",9875.46,NA,8880.98000000001,NA
"Txnl4a",14327.9,NA,14953.7,16209.6
"Cd99l2",14096.4,20294.9,16368.9,16045.7
"Camk2a;Camk2d",895050.999999999,727658,517143,713817.999999999
"Dnajc16",12019.6627740411,6646.98409901778,9719.15222190415,9556.11321979063
"Pls1;Pls3",NA,27736.9,15504.5,22917.1
"Ppp1r13b",5566.42,NA,NA,NA
"Snx12;Snx3",214599.834948287,162251.842052721,166193.859883409,142739.915966621
"Sncb;Sncg",4420840,4196480,3885520,3892910
"Mta1;Mta2;Mta3",17915.8,18983.3,12476.3,17851.7
"Crmp1;Dpysl2",908460,1088650,893772.999999999,1129440
"Prdx4",143031,178941,137532,172443
"Arhgap17;Arhgap44",NA,22106.9,17396.4,25543.4
"Chmp2b;Coro2a",99043.1,74425.8,117268,86322.6999999999
"Dntt",NA,NA,NA,8089.56000000001
"Gtf3c4",5711.93582297638,8474.26103162418,5653.49877274689,8573.14339084184
"Myh14;Myh9",69442.5770474961,82472.9854837867,75892.474702983,80188.1999992264
"Arhgef12",10514.846386708,9570.50826952055,11374.5393686723,10132.3001849322
"Arpp19",61874.4820003096,71191.6564988169,62176.0734525439,69500.7838030412
"Nup188",6452.66,6196.82000000001,6317.87,9889.25
"Fxr1;Fxr2",22814.4,25619.9,24307.8,23498
"Atp13a2",10916.3,4493.82,4620.25,6497.72
"Rufy1;Rufy2",147470,146572,123125,116217
"Cpeb4",33126.020247966,30818.0128025319,31210.2894057337,35581.2691639725
"Casc3",2832.34,NA,4103.35,NA
"Cstf2;Cstf2t",NA,11435.2,18158.8,NA
"Tnpo1;Tnpo2",21613.3999998155,20174.5733520725,21902.488256078,19848.3199296397
"Cul3",5819.99,6463.81,6520.69,4971.97
"Tmem115",24988.2531823846,19687.5612580884,25050.513911675,26106.6909827439
"Tab1",19737.758308221,20230.0447269175,16844.1139894187,19116.2748559209
"Cwc15",NA,13670.5,15212.1,13531.5
"Ppip5k1;Ppip5k2",10614.4275286165,13183.3448934358,11522.5275649032,12268.8700298046
"Krt12",31661.5,76134.4,20685.3,17672.9
"Rbx1",NA,158610,157372,130372
"Cers2",57036.0999999999,39401.3,45710.3,37773.6
"Drg1;Drg2",38165.4,57915.9,36965.9,36969.3
"Tmem245",9307.37,NA,NA,NA
"Tle5",17778.3,25822.5,20131,22294.1
"Slc2a3",19330.8,21254.4,17992.2,20430.2
"Atp2b1;Atp2b2;Atp2b4",30948.1123823296,27798.602307309,36737.6353535825,37268.2641226252
"Fez1",26468.2396859017,21549.7212593808,20947.5592667168,25963.1801190445
"Ptdss1",11077.4,13607.6,NA,11275.8
"Lamb3",18174.3,NA,NA,46533.1
"Ptms",328144.916819232,383157.60235723,436041.16861928,279244.77607281
"Krt1",547867.38415729,403511.263174497,593677.883792661,320136.047611708
"Csnk1e",11635.9,9848.95,9064.57,NA
"Heatr5b",18283.032674609,16916.5544946194,17494.2483153401,16420.2507166558
"Wdr48",11619.8,9085.84999999999,5423.67,8799.14
"Gpcpd1",8026.63311202227,10334.1080193362,8496.18128763302,8970.6639924003
"Bad",19130.390847631,20683.4966337517,19107.4600476424,19839.2132325472
"Vps37d",21717.2,25597.2,NA,17657.2
"Ssbp2;Ssbp3",92557.8000000001,62887.3,61739.5,60071.8
"Tmcc1",13471.8,7754.42,8025.17,8056.46000000001
"Dcaf5",37846.6,NA,47838.6,56519.2
"Micall2",14528.4778932169,8355.18472846296,10910.6297411061,12782.5830251806
"Copg1;Copg2",81351.8000000001,88014.4,67227.9999999999,65228.9
"Mt3",40729,35873.2,33248.6,34896.6
"Inpp4a",11559.9672589373,10838.3353924867,8708.42999994885,NA
"Naa30",14999.2257814776,22383.2620265008,16735.3196974111,14453.5427324096
"Atf3",4722.71,2795.65,5164.32,7088.68
"Lmcd1",7314.25999999999,9537.84999999999,5971.28999999999,8966.40000000001
"Casp9",9108.66,8927.18,12423.5,11029.6
"Plekha1",13768.7500590209,12023.7195969436,8365.51894370612,9308.1790789658
"Hopx",22913.6,28885.7,31588.5,24899.7
"Diaph1",19122.5,8953.12999999999,11778.1,13333.6
"Wdfy3",NA,7581.11,NA,7070.96
"Sbno1",7387.92229295395,6163.83216114368,7933.7089106211,7382.17498959535
"Tnik",68333.8,NA,84520.4999999999,NA
"Rabgap1;Rabgap1l",70898.3139254294,79873.6120314587,49340.1149933051,66722.6602349813
"Tubal3",24307,21358.3,22811.3,19873.8
"Ag2",72567.3671191532,81059.716733346,85716.5321222524,82303.6273866587
"Phactr4",21414.6469089913,15075.0927369478,12838.4124019309,14502.2039753288
"Tox4",17144.1,12480.1,13385,14817.2
"Bsg",11298.9849107966,8991.59092661617,8887.31878274505,7708.63731812469
"Prrc1",37532.4704648174,30452.6999997271,36001.4794608124,38608.7899574539
"Pawr",6688.46,10633,7285.33,7778.93
"Cep43",NA,10837.4,NA,10300
"Ercc3",14847.7704634871,11444.0590486413,12537.8229543848,14838.3962346981
"Glcci1",10849.4802747357,10094.3972325866,12659.3286910436,13811.6821560748
"Calca",8990.33,10681.9,3286.49,9037.35
"Osbpl10;Osbpl11",30816.0984575495,43495.3430299633,33042.4663298562,30410.9490786469
"Ttc3",18850.1,13174.5,18310,19388.7
"Hlcs",22703.6,NA,18098.3,19325.6
"Ndufs3",19185.2874813891,14487.4551605535,15901.0065354476,14252.4316188513
"Gpn1",11959.1,11307.7,NA,NA
"Krt5;Krt6a",1308450,1031880,763662,596956
"Krt77",6022.37,2889.36,4848.78,NA
"Septin6;Septin8",17466.8,13702.5,16873.2,14680.4
"Mtmr9",12122.5,14383.6,12300,12970.2
"Fbxo4",6771.68,10278.4,NA,7385.72999999999
"Rfk",20800.1,26447.6,22245.4,24138.4
"Eif4e3",28398.4124869154,27240.1554451377,23581.5318691409,19808.8906230743
"Nfia",16807.9,18329.6,21513.2,21608.1
"Rpl15",23222.0406730892,27168.4990770859,21997.5075912372,21977.6701129156
"Kif5a;Kif5c",42340.4971392947,55947.5482171554,53293.1758612012,56519.581625378
"Rab27a;Rab27b",NA,17023.4,15299.5,12822.2
"Arhgef6;Arhgef7",20447.3142247629,24936.9121696816,23264.1639316265,19681.8956355553
"Ipo5",14068.9999999161,NA,12652.2450016139,11264.3227427322
"Ccs",34421.6,24601.3,26926.9,19967.1
"Epb41",12205.780669853,15080.0064256419,15144.1186905217,12222.9948898312
"Tjp2",7991.1,5997.88,7001.57,8698.36
"Prkar1b",11693.3410472859,14944.4427905818,14512.4040032485,10809.5044398979
"Ssbp2",12325.4,7271.08,8775.08,NA
"Arhgap21",8281.79889643279,7630.95487486853,6787.78221286886,NA
"Trim67",7668.376443585,6939.64057872146,9080.21751927437,8869.79832450449
"Bicra",NA,NA,NA,64420.7
"Nop58",5854.63,6351.1,6563.16,8473.13999999999
"Adrm1",6325.73,2423.85,6457.12,6644.23
"Ube2d2;Ube2d2b;Ube2d3",12991,11833.6,11452.6,9785.30999999999
"Sh3d21",1323603.95587007,1240229.03317364,2907489.85033213,1923968.19286817
"Pigu",123619.072623764,113484.322161761,105723.371740616,103425.984397203
"Zfyve27",7931.03,6160.34,NA,7966.73
"Kazn",5922.64,6766.08,NA,NA
"Apbb1;Apbb2",NA,NA,NA,10809.3
"Gmpr;Gmpr2",10021.2,10200.8,12020.7,8833.50999999999
"Slc38a9",21063.6,11433,10094.8,14990.2
"Septin6",11650.7387808835,13170.9009606469,14290.4003813941,12185.1065351156
"Atxn2;Atxn2l",140106,169774,154208,49684.3
"MACIR",11766,8539.42,6301.12,9655.54000000001
"Usp15;Usp4",32562.5,33247.5,34759.7,36696.9
"Kif3a;Kif3b",17198.5,24385.6,24544.6,22910.4
"Gtf2a1",23066.9,36343.7,43434.8,37991.7
"Kcnb1;Kcnb2",28757.4,22682.9,30754.4,26492.7
"Zfyve19",11778.3,12497.8,NA,13533.5
"Frmpd4",5009.05,7268.83,9100.63,8908.55
"Cpeb2",51589.5832994486,42615.0053228071,44346.3137185618,50097.269744717
"Elp3",9361.65999999999,7383.88,6868.16000000001,7056.98
"Scamp3",16105.7,NA,NA,NA
"Ddost",13456.0499911326,8252.99224596604,9556.83110099451,8261.58137209631
