"","Ox_f_T_Slot2-16_1_3811","Ox_m_T1_Slot2-13_1_3813","Ox_m_T2_Slot2-14_1_3820","Ox_m_T3_Slot2-15_1_3816","Ox_m_TC1_Slot2-5_1_3807","Ox_m_TC2_Slot2-6_1_3798","Ox_m_TC3_Slot2-7_1_3804","Ox_f_TC_Slot2-8_1_3796","V_m_T1_Slot2-9_1_3817","V_m_T2_Slot2-10_1_3814","V_m_T3_Slot2-11_1_3810","V_f_T_Slot2-12_1_3819","V_f_TC_Slot2-4_1_3801","V_m_TC1_Slot2-1_1_3799","V_m_TC2_Slot2-2_1_3805","V_m_TC3_Slot2-3_1_3802"
"Clec16a",14.5221462542281,14.5127528061374,13.6518141083344,14.038550382994,NA,NA,NA,NA,13.952295340386,13.8538650809839,NA,13.9722977540864,NA,NA,NA,NA
"Clgn",17.2587446466628,17.0597915505875,17.210331508508,17.0785753913994,NA,NA,NA,NA,16.5857875393796,16.5409898160132,16.5953833074498,16.6424535600014,NA,NA,NA,NA
"Clic1",20.6951933337867,20.4502244510774,20.4396666524964,20.1053129412129,13.0375330727291,13.2356232049295,13.0110540396865,13.1563690214264,20.4254575914501,20.5081205572251,20.7093738240535,20.4449175359353,NA,11.9406072456389,12.2266710839439,12.5054642333915
"Clic4",NA,NA,NA,NA,NA,NA,NA,NA,13.3188980172559,13.4591582100196,13.8273430013439,13.7819010689497,NA,NA,NA,NA
"Clint1",17.2064736208534,17.6623787897397,17.5522053673659,17.4750601359101,NA,NA,NA,NA,17.034057784732,17.1520296841865,16.9097408047414,16.9273235309164,NA,NA,NA,NA
"Clip1",14.4849618033391,14.4609831399426,14.3564306860206,13.8538447649174,NA,NA,NA,NA,14.672748849172,14.6951835965348,14.4908593910912,14.3242084388666,NA,NA,NA,NA
"Clip1;Clip2",15.9545451641488,15.8966206431565,15.7467041579595,15.7627967884636,NA,NA,NA,NA,15.6663515418837,15.7771774860464,15.7959716367414,15.9754680344008,NA,NA,NA,NA
"Clip2",15.5180802991219,15.504799158841,15.6897459079467,15.6423774767442,NA,NA,NA,NA,15.8154488745889,15.8366077701045,15.9030316616707,15.7766127853966,NA,NA,NA,NA
"Clip3",16.589351413811,16.6385433717382,16.6142972134588,16.7554702164168,NA,NA,NA,NA,15.249891979815,15.0420691427104,15.4780263583516,15.1005275373976,NA,NA,NA,NA
"Clip4",13.6408352885061,13.8134069854097,13.4485130547186,13.2236674013684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clmn",NA,NA,NA,NA,NA,NA,NA,NA,13.2520770003476,NA,13.3267244004729,NA,NA,NA,NA,NA
"Clptm1",16.7897415593052,15.9761150444158,16.5097564510168,16.2087125260926,NA,NA,NA,NA,12.8081923262091,13.3736834762867,14.0675648999347,NA,NA,NA,NA,NA
"Clta",14.9259278086265,14.5130519300081,14.8143523365849,14.676805674592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cltb",16.4102734646073,16.4621913372477,16.5625764786461,16.5600160673613,NA,NA,NA,NA,15.7756812864273,15.8881298574464,15.6721880279534,15.6841428944174,NA,NA,NA,NA
"Cltc",15.2920506114096,15.1249155296336,15.1697883864726,15.0200428981547,12.7814370523619,12.90641069564,12.4958098646225,NA,14.6625095936683,14.6332139087178,14.5649203469973,14.649641304299,12.4633659950801,12.4313852974127,13.0142506692422,NA
"Cluh",14.8569459741454,14.8508235959483,14.5685518028137,14.6172844325258,NA,NA,14.1690637610591,NA,14.9234890888884,14.9161090896172,14.9745816217244,14.9697047962277,NA,NA,NA,NA
"Clybl",14.4387870321608,14.442931285199,14.3134557773777,14.6427849237873,NA,NA,NA,NA,14.7750892365132,14.509997578425,14.7878218059507,14.6709458994297,NA,NA,NA,NA
"Cmas",19.4547377604561,19.1153987392355,19.2081718963977,18.8767746203618,NA,NA,NA,NA,18.5744491839506,18.5071548621333,18.711236779844,18.8963055081242,NA,NA,NA,NA
"Cmip",13.4557735539679,13.2497996804656,13.3767300250521,12.913301519114,NA,NA,NA,NA,13.5288081478574,NA,13.2090390187064,13.7220497038535,NA,NA,NA,NA
"Cmpk1",14.3766905173439,14.1412225380668,14.0955596906782,14.3292710988306,NA,NA,NA,NA,14.261184412408,14.406216280687,13.922347683912,14.2830125557043,NA,NA,NA,NA
"Cmtr1",14.2867433539679,14.3202504211469,14.4788061306253,14.5471345652289,13.1173049830742,13.0238607465965,13.5320803812418,12.1911729648387,14.1899777756048,14.3002838528565,14.2493928231245,14.0210800021698,NA,NA,NA,NA
"Cndp2",14.0925646100461,14.4531704259547,14.2481639218751,14.4111761611065,NA,NA,NA,NA,14.3670199679923,14.1008733672909,14.4138329122873,14.0816086943865,NA,NA,NA,NA
"Cnksr2",13.9424323713715,13.6807503062167,14.0644933940545,13.8441746203426,NA,NA,NA,NA,14.0850962688724,14.2168405629127,14.2560235532226,13.8678764080481,NA,NA,NA,NA
"Cnn2",NA,13.6931275457625,NA,13.3086518835467,NA,NA,NA,NA,13.6674553168134,14.111909965291,14.0779172350517,NA,NA,NA,NA,NA
"Cnn2;Cnn3",NA,NA,NA,NA,NA,NA,NA,NA,14.0224024927809,NA,13.6877474641484,NA,NA,NA,NA,NA
"Cnn3",18.5650548753525,18.6454827192549,18.8961318905465,18.7800157417245,16.9691622452172,17.0524942081481,16.7553739519013,17.178092459375,19.4956751904058,19.527771253381,19.4527487792173,19.2462963925083,15.2668456211467,15.2178811055767,15.2881234795858,15.2098894997275
"Cnnm2;Cnnm4",NA,NA,NA,12.2959496903749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cnot1",12.9654833470982,13.3222625204805,12.994566104591,12.9569436061088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cnot10",13.260650642172,13.2385655603682,13.160105826936,12.8419157116541,NA,NA,NA,NA,13.0390207168302,NA,12.8642430262393,13.1608283061927,NA,NA,NA,NA
"Cnot11",13.6384603854441,13.1584971396828,13.2164304018406,13.4396489050282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cnot2",14.4362543251832,14.4448020072156,14.3727772287188,14.1488087792739,NA,NA,NA,NA,14.1578672351864,13.9733668895381,14.3433982419947,14.3115137774475,NA,NA,NA,NA
"Cnot3",14.0806978681855,14.0697614345302,14.0034669614849,14.0426758079971,NA,NA,NA,NA,14.1057203044517,13.9326023226765,14.0263851142162,13.6922122752856,NA,NA,NA,NA
"Cnot4",14.4841499074706,14.5224248925582,14.324224654815,14.3457162842138,NA,NA,NA,NA,13.6461848051656,13.2078328749853,13.6980511692874,13.4179324231103,NA,NA,NA,NA
"Cnp",NA,13.4557695617937,13.3323476370731,12.8006803135206,NA,NA,NA,NA,12.5248134802549,12.8098002775453,13.0887319340927,13.1000561615033,NA,NA,NA,NA
"Cnrip1",12.8024335652975,13.4406745463401,11.8682553947215,13.4067497671153,NA,NA,NA,NA,13.0199433672089,13.1629246874176,13.1609601983594,12.6676149778648,NA,NA,NA,NA
"Cnst",16.4023198857047,16.2572726417358,16.2840025317614,16.3735545845045,NA,NA,NA,NA,15.8000837250089,15.8805440172476,15.5965772156344,15.8863924662826,NA,NA,NA,NA
"Cntln",NA,15.3717698391566,15.8372977705054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cntnap1",14.3623508592848,14.6972766481637,14.6019102265796,14.4209186781469,NA,NA,NA,NA,15.0975694552412,14.7708985072967,14.9947875560246,14.9411224421944,NA,NA,NA,NA
"Cntrl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3689756430501,11.0197088632883,12.0312118369826,11.6689027076837
"Coasy",12.0526325766817,11.9434891681068,12.1264915370208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cobl",12.9210840673347,NA,NA,11.8923265100146,NA,NA,NA,NA,12.5089138799703,13.0848283143938,12.100576931033,13.4125301536223,NA,NA,NA,NA
"Cobll1",NA,NA,NA,NA,12.0860937775828,11.788612400991,12.1456866962313,12.014682520248,NA,NA,NA,NA,11.9457949567401,NA,NA,NA
"Cog1",15.7993419009075,16.1105647600873,16.0390348407236,16.0835760702045,12.1863920552794,12.5305415531244,12.3888177575707,12.2917242438762,16.0942676146081,16.0650117823842,16.0939770264343,15.883662321674,10.9469647411558,NA,NA,NA
"Cog2",13.4180400867747,13.2257682144401,13.0714615083015,13.2194412351901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cog3",15.0509886064173,14.9396126577841,15.0587425506258,15.1166401507155,NA,NA,NA,NA,14.537452480189,14.3966743739446,14.6393408751162,14.9605866493643,NA,NA,NA,NA
"Cog4",15.8558141568594,15.8883243504977,15.5932831851114,15.9566969306522,NA,NA,NA,NA,16.3443867615896,16.2188252541865,16.4533512311463,16.7049767187469,NA,NA,NA,NA
"Cog5",13.9055150644027,13.7665641929947,13.8286181372506,13.8970927099619,NA,NA,NA,NA,14.117625919085,14.1731617960317,14.5795218287303,14.4390755084059,NA,NA,NA,NA
"Cog7",NA,13.6648694532998,NA,13.6690511327577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coil",14.3144036791315,14.0623336326349,14.2605094847515,14.5135282435838,NA,NA,NA,NA,14.0088415719362,14.3728455619661,14.1162829106396,14.3810793506134,NA,NA,NA,NA
"Col15a1",12.7200646585146,12.435589530255,12.9336242717513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Col1a1",16.2648279047345,15.4371086732698,15.6629733795132,15.9012915486908,13.5399584707616,16.3362990807601,13.8019407070436,NA,16.1498997511835,16.2292187621222,16.2070527983615,15.6016373282882,13.903504571976,17.6764786456831,16.9142727053363,16.7223256731478
"Col1a2",15.9556241226082,15.2547696979452,15.3417720849177,15.6096430351864,13.3725394445241,16.1190809872661,13.3769644155529,11.5870731310124,15.7078209523831,15.9693499968588,15.7016114167297,15.6144714981477,12.9677660778163,17.5703461396886,17.1781322129946,16.8584475338432
"Col24a1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7030924782184,NA,14.6303012577864
"Col28a1",15.413393233997,14.6991443970992,15.0823575789063,14.9302208044286,NA,NA,NA,NA,15.0256538524742,15.0611002744706,14.8021128310669,15.0511173650381,NA,NA,NA,NA
"Col4a1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1535836971868,NA,12.0689226745922
"Col4a2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4451681893775,13.8773070894782,13.6252415636659
"Commd10",14.7502495575937,14.7395979131199,14.6326868367201,14.6148517141382,NA,NA,10.9819453868379,NA,14.6552347420252,NA,14.4179316078315,14.6681355517677,NA,NA,NA,NA
"Commd2",15.6932140731198,15.6538947777121,15.5643010926176,15.399758897935,NA,NA,NA,NA,15.5030869202875,15.4631161740814,15.2090621506108,15.3359302975485,NA,NA,NA,NA
"Commd3",13.7803008093293,14.1080910422053,13.6525598555962,13.6480810244204,NA,NA,NA,NA,13.8556374338369,NA,NA,NA,NA,NA,NA,NA
"Commd8",14.2510483311992,14.3075435367021,14.2550559303162,14.1163214789203,NA,NA,NA,NA,13.9832022790892,13.9769841382111,14.1725943014901,14.2496725918989,NA,NA,NA,NA
"Commd9",14.0462998535222,13.9522193325507,14.049852072405,13.9779558388345,NA,NA,NA,NA,14.1250501678228,13.97186683086,NA,14.2073575602063,NA,NA,NA,NA
"Comt",17.9259542660419,17.7819027495244,17.839276074342,17.8582719343678,15.3208255966994,15.124882973016,15.1524939375413,NA,17.4504756428312,17.701027640449,17.4274760476475,17.6749855110103,14.9948927417865,15.177021064044,14.874892962915,15.0556279990927
"Copa",16.3318757052286,16.1443262938293,16.1810248669448,16.1130164237004,NA,NA,NA,NA,15.7409784724021,15.7922316578565,15.8000337424502,15.8974042444778,NA,NA,NA,NA
"Copb1",16.8363936411422,16.687336630398,16.5508837697574,16.5295011015702,NA,NA,NA,NA,16.1477261412133,15.8239444808863,16.0933129973224,16.3524890479771,NA,NA,NA,NA
"Copb2",17.3040573623852,17.4048612422686,17.5902159783693,17.4516527490495,NA,NA,NA,NA,17.469583988338,17.5231179199621,17.2876677765474,17.3983031498962,NA,NA,NA,NA
"Copg1",15.7091305998824,15.3172077124729,15.6953580701738,15.5158351564629,NA,NA,NA,NA,12.6610142468291,13.2192638295911,NA,NA,NA,NA,NA,NA
"Copg1;Copg2",16.3118866470495,16.4254519613564,16.036774610288,15.9932236791127,NA,NA,NA,NA,14.9710090902044,14.8666704089325,14.7885297261126,15.1568178291135,NA,NA,NA,NA
"Copg2",15.6439385062874,15.4097827235296,15.5082657216424,15.6778574642733,NA,NA,NA,NA,15.3295689784155,15.3282870080304,15.4908417208564,15.6143820274704,NA,NA,NA,NA
"Coprs",17.5604272791426,17.6577216529093,17.7472068425199,17.5260768304965,NA,NA,NA,NA,16.9120317335058,16.91832201945,16.6846875872574,17.1079757287901,NA,NA,NA,NA
"Cops3",15.4054009361169,15.0104849436036,14.9635057503506,14.9195636639945,NA,NA,NA,NA,15.0340702076204,14.7503669511536,14.9887959508551,15.0367531503809,NA,NA,NA,NA
"Cops4",NA,13.0122928065641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cops5",15.3528227893514,15.0887108561933,15.0762876052289,15.3352900363812,NA,NA,NA,NA,15.3061241096723,15.0475302396581,15.0781529462558,14.9254290251667,NA,NA,NA,NA
"Cops7a",15.5638968800664,15.7133428540918,15.7900960902233,15.6498672516382,NA,NA,NA,NA,15.6714999946232,15.5770575050228,15.819360417691,15.3857626798768,NA,NA,NA,NA
"Copz1",20.5455217903248,20.5901092062971,20.6224801204616,20.4538075460601,13.9229095484929,14.3920356188828,14.1509530944436,NA,20.0993604779971,20.2796045938457,19.9695685103625,20.1780578401224,13.3415049243821,13.1617491487928,13.3625055041869,13.50207346905
"Copz2",13.2431472005194,13.147996663264,13.0095224844635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coq3",12.7799778353644,12.8983519738272,12.9918265088298,13.0584501048518,NA,NA,NA,NA,13.5660659336946,13.4702902738041,13.019436095964,13.0457698980661,NA,NA,NA,NA
"Coro1a",15.9401651953922,15.6046506080159,15.8493316157156,15.8792180307238,NA,NA,NA,NA,16.1238883492916,15.991625852758,16.0256747341896,15.9337851535317,NA,NA,NA,NA
"Coro1b",14.6527635712088,14.5371519570345,14.5456556462461,14.6643253814579,NA,NA,NA,NA,15.1040035721812,14.9710529093862,15.026665930963,15.0322023612126,NA,NA,NA,NA
"Coro1c",16.5756526869563,16.6314672913854,16.4593065898088,16.6260131614945,NA,NA,NA,NA,16.8736526152876,16.9111932638971,16.8525917653644,16.9309414028885,NA,NA,NA,NA
"Coro1c;Coro6",NA,NA,NA,NA,12.6062386314919,13.670988119313,12.8490746898601,13.1840074818168,NA,NA,NA,NA,NA,NA,NA,NA
"Coro2a",15.3150614029952,15.362434639455,15.5110642687515,15.5068606207057,NA,NA,NA,NA,15.9841666473068,16.0711452742982,15.8851552665679,15.8066472311215,NA,NA,NA,NA
"Coro2b",14.9850683980377,15.11948250805,15.0606914551916,15.177827985804,NA,NA,NA,NA,14.1299981796516,13.8302623281064,14.0844173940603,14.2057793371629,NA,NA,NA,NA
"Coro7",14.7170112786468,14.411835364906,14.1199767117912,14.293432621107,NA,NA,NA,NA,14.499223247439,14.4724518680716,14.8779152736619,15.0223679397506,NA,NA,NA,NA
"Cox4i1",14.3923166472521,14.8916182821074,14.7482218867048,14.5052100020433,NA,NA,NA,NA,14.3022639169516,14.6341918446509,14.571255330772,14.4567269242937,NA,NA,NA,NA
"Cox5a",14.5283556012707,14.5152307928984,14.5115864140456,14.5784224346813,NA,NA,NA,NA,13.2735266480445,13.5955491518433,13.5806633264215,13.5308488716339,NA,NA,NA,NA
"Cox5b",17.0774254447358,16.9866642450702,16.9339538880702,17.1012262549903,12.1480061996315,11.7821300381372,12.6818928356822,12.7743402655037,17.197825157556,16.9461799542929,17.1401946102921,17.540135388165,NA,NA,NA,NA
"Cox6b1",14.1183188536891,14.9439216913031,14.5705327910302,14.3826701873867,NA,NA,NA,NA,14.5567088417892,14.3847018631633,14.4538172007372,14.2088391630112,NA,NA,NA,NA
"Cox6c",14.0554349680315,NA,13.6720827496258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cpd",13.8787693982964,13.380149872621,12.9980403238378,13.1736849430736,NA,NA,NA,NA,13.2664966844501,13.0524372921502,13.526694845542,13.7297800429559,NA,NA,NA,NA
"Cpeb1",12.9128556629756,NA,NA,13.1986000461029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cpeb2",15.654792173118,15.3790738919972,15.4365265652262,15.612444359555,NA,NA,NA,NA,15.3080161820305,15.434258516421,15.1670722319528,15.6897863790061,NA,NA,NA,NA
"Cpeb2;Cpeb3;Cpeb4",15.2586008445056,15.3945270715609,15.4945881684873,15.5445607554553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cpeb2;Cpeb4",NA,NA,NA,NA,NA,NA,NA,NA,15.7780105437104,15.802515677625,15.6706835828714,15.8426229128118,NA,NA,NA,NA
"Cpeb3",13.7818412146062,13.149566136284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cpeb4",15.015677268347,14.9114862169906,14.9297341146432,15.1188303511976,NA,NA,NA,NA,15.877622362533,15.800635755436,15.7072735493679,15.7429921054903,NA,NA,NA,NA
"Cplx1",17.549829781523,18.2280529417202,18.9270212571788,18.2933310172606,NA,NA,NA,NA,18.2735554495205,18.8555407686933,16.961863219168,17.4357070039131,NA,NA,NA,NA
"Cplx1;Cplx2",20.2701674627414,20.8763024885225,20.8332993238284,20.6863798158019,12.8217082222725,13.1903478732234,13.6868397132352,13.1171576846574,20.7268473085166,20.6266901332587,20.4605767140681,20.4588931970399,NA,NA,NA,NA
"Cplx2",17.5564363118813,18.2499511766071,18.7978330230537,18.14314439403,NA,NA,NA,NA,17.8118853628365,17.7786088012237,16.4885156821628,17.9847982579301,NA,NA,NA,NA
"Cpne1",14.2200125940252,14.2852191629372,14.3649918540699,14.3734697110411,NA,NA,NA,NA,14.4084649328798,14.4193527213752,14.4093462778473,14.4828474378803,NA,NA,NA,NA
"Cpne1;Cpne3",NA,15.8314507539397,15.4320426906085,15.6235300302826,NA,NA,NA,NA,15.2727354757193,NA,15.2846289328853,15.5238651400795,NA,NA,NA,NA
"Cpne2",13.8629085153532,13.6913073301911,12.3652124424671,13.5911249195782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cpne2;Cpne3;Cpne4;Cpne6",17.2298890435693,17.2584188125988,17.0323040660918,17.1540862935882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cpne3",16.3577684024828,16.3064355394185,16.2186267674466,16.1731591630168,NA,NA,NA,NA,15.5181603523213,15.2215267056215,15.2782316436013,15.4648126750117,NA,NA,NA,NA
"Cpne3;Cpne6",NA,NA,NA,NA,NA,NA,NA,NA,16.5460232517303,NA,16.5439274852834,16.7244072671023,NA,NA,NA,NA
"Cpne4",13.180021809443,12.9740451516681,13.0722417284467,13.2958609101271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cpne5;Cpne8;Cpne9",13.4387788599491,12.7753674793612,12.8724748126866,13.3697472784483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cpne6",15.4629298078046,15.8281179060516,15.9007124693497,15.8483761556765,12.9185889067892,12.554766884257,13.0789520597822,12.2603932713955,16.2584022661606,16.285735020878,16.0750830550805,16.0745899157217,11.3152911070237,11.0940446867803,11.3025361152522,11.0294804937408
"Cpsf2",13.747049564148,13.5558113629385,13.1508246108889,13.296901871603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cpsf4",15.0864849075299,14.6920721941069,14.2897471668774,14.527123659257,NA,NA,NA,NA,13.8701080412205,14.20968135728,14.1961371037294,14.5661345021691,NA,NA,NA,NA
"Cpsf6",16.5678710371633,16.8795399942356,16.8416010694203,16.9020847267904,NA,NA,14.3049858196148,NA,16.4761627166122,16.5219661778503,16.3822775076976,16.4653130751762,13.789829081923,13.869352859887,13.7237249300567,NA
"Cpsf7",15.8750781268757,15.8643445958711,15.8538412449719,15.6658945039124,NA,NA,NA,NA,15.2674271159296,15.2340130686631,15.3794802966586,15.7451714435545,NA,NA,NA,NA
"Cpt1a",15.0730217612537,15.2610179078782,15.1336002417823,15.1607372938215,NA,NA,NA,14.0695420727894,15.3695248235591,15.3981067310977,15.0876632771452,15.2137507122202,NA,NA,NA,NA
"Cpt1c",14.4590342088257,14.5718955446963,14.614704093553,14.6860876265675,NA,NA,NA,NA,15.249718720612,15.1498953517477,15.0340447322748,14.8077719280032,NA,NA,NA,NA
"Cr1l",14.5351887949311,14.7910049496943,14.2416845342757,14.6038490155457,NA,NA,13.1593778481604,NA,14.2571148788007,14.1166060075714,14.6167414607814,14.4998780382431,12.8282043551692,12.878398793911,13.0162256691779,12.6931117006661
"Cracd",NA,11.3593597384532,11.7469173461083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cramp1",12.5961012159412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crbn",15.9920347979353,15.9049260366989,15.810907754818,15.9256938308474,NA,NA,NA,NA,15.3515259165384,NA,15.563830827877,15.3677048173688,NA,NA,NA,NA
"Crcp",14.0300463403985,14.4278104200078,14.2572699706356,14.4864516762231,NA,NA,NA,NA,13.7825170938966,13.7087821422645,NA,13.5828593864081,NA,NA,NA,NA
"Creb1",13.1241117529711,13.6537565001489,13.7870046756512,13.8629956623817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crebrf",16.0088378237,15.5147232989934,15.336164813725,14.2871640512449,17.5447833603019,16.3861437283948,15.7105347191984,NA,NA,NA,NA,NA,16.6645028401265,16.5702693153694,15.847027974965,14.7332801870305
"Crip2",20.3628392425106,20.1684608718091,20.2609752834234,20.4747460833499,16.3131864078174,16.3681804072219,16.4730413811821,NA,20.6873211441846,20.4112713763274,20.6989628905945,20.5562383330008,15.5390891227945,15.2694883305576,15.3344862933942,15.1800839750958
"Crkl",14.2991719443072,13.8293925796,14.116482888212,14.1347154170051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crlf3",14.1499614123728,NA,13.789462323529,13.08160826209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crmp1",16.3311371809204,16.4820276471767,16.6064586688141,16.366049130492,NA,NA,NA,NA,16.687888927787,16.7968761229801,16.7164421853708,16.5455846664383,NA,NA,NA,NA
"Crmp1;Dpysl2",19.7930634676281,20.0541087727591,19.7695489374351,20.1071762008328,NA,NA,NA,NA,20.2136643402514,20.0961875314719,20.4683376644751,20.1524556807842,NA,NA,NA,NA
"Crmp1;Dpysl2;Dpysl3",19.9027090011188,20.0964261256046,19.8492580529874,20.0254124214663,NA,NA,NA,NA,20.477855885583,20.3583244884656,20.4560348647047,20.4198516360589,NA,NA,NA,NA
"Crmp1;Dpysl3",15.9557929168481,16.4520223996395,16.5726291793485,16.4110309366478,NA,NA,NA,NA,16.4991015563901,NA,16.4851044465282,16.5318017791714,NA,NA,NA,NA
"Crmp1;Dpysl4",15.9484721809111,15.9578252941542,15.9048932977045,15.5761861164836,NA,NA,NA,NA,16.2970093827035,NA,16.2246838075441,15.9443917925799,NA,NA,NA,NA
"Crocc",NA,NA,NA,NA,NA,NA,NA,NA,13.5121355100367,13.979353737641,NA,14.1085489588636,NA,NA,NA,NA
"Crot",14.3620590861579,14.1265480177035,13.8886531181001,14.0377623053227,NA,NA,NA,NA,13.5265482607411,13.9023545118681,13.7702786786775,13.8964242553398,NA,NA,NA,NA
"Crtc1",14.3306434608976,14.6952566340351,14.7051304615988,14.6916318872872,NA,NA,NA,NA,14.7817023420763,14.5652349850026,14.7987869228014,14.6738164305782,NA,NA,NA,NA
"Crtc2",NA,12.229107200654,NA,12.8524436785901,NA,NA,NA,NA,14.839534432995,13.9081816092841,15.1008084319474,15.0456412916274,NA,NA,NA,NA
"Cryab",12.9711103131706,13.5859341943675,13.7975373291165,13.24065786529,NA,NA,NA,NA,13.2761476743614,NA,13.7506337192362,13.6003775531078,NA,NA,NA,NA
"Cs",16.5499761649766,16.7607361175662,16.6225636869247,16.5924963108521,14.6785286623704,14.78410409614,14.8958710652423,NA,16.5268792372014,16.3972723356839,16.4917115776058,16.5869057651743,11.7338257784361,12.4232244142612,12.271364722004,12.830266840199
"Csdc2",15.0162076199603,14.7802014039162,15.0265364101183,15.2449175251293,NA,NA,NA,NA,14.6698594490388,NA,14.9792465444686,14.9204226435414,NA,NA,NA,NA
"Csde1",16.5705118445598,16.7988682746513,17.0350614055857,16.8438746318409,NA,NA,NA,NA,16.5445950314429,16.6903464659389,16.5619352655377,16.4747219312072,NA,NA,NA,NA
"Cse1l",NA,NA,NA,NA,NA,NA,18.1048853640941,NA,NA,NA,NA,NA,NA,17.7618693319902,NA,17.6650374532076
"Csk",14.3625538301495,14.2634713274396,14.2471928421031,14.065149690257,NA,NA,NA,NA,14.3113549172078,14.4729050910089,14.3735091370031,14.3433253565697,NA,NA,NA,NA
"Csnk1a1",15.8227324130195,15.5933589906518,15.865642924151,15.6936783503026,NA,NA,NA,NA,14.8974143612548,14.9218761125075,14.952973665647,14.9693015924748,NA,NA,NA,NA
"Csnk1d",15.2695467707611,15.1813269913224,15.2366533041822,14.7057727625344,NA,NA,NA,NA,14.7104782176773,14.4806135131373,14.7837042361754,14.4583232995502,NA,NA,NA,NA
"Csnk1d;Csnk1e",15.1199270601304,15.2717916117006,15.1233985981012,15.1283365632888,NA,NA,NA,NA,14.3231543890022,14.4769933830302,14.7628045196358,14.1679234980535,NA,NA,NA,NA
"Csnk1e",13.5062951824991,13.2657542112069,13.1460228684946,NA,NA,NA,NA,NA,13.786524895098,13.1317556983791,13.321716747126,NA,NA,NA,NA,NA
"Csnk1g2;Csnk1g3",NA,12.7311259515633,NA,12.9808196980078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Csnk2b",15.559825436256,15.6193123619191,15.796222542405,15.4340953028137,NA,NA,NA,NA,14.1104019417165,13.7665485814854,13.7034988504531,14.1173115814334,NA,NA,NA,NA
"Csrp1",16.0437209839393,16.2569454981238,16.4061093485949,15.9138046128868,14.0671906416759,14.2246800397285,14.1574653653965,NA,16.7305648929476,16.8105078573453,16.717236926492,16.4529996833717,13.579281229213,13.4636730280368,13.2956080596538,13.093442751206
"Cstf2",13.3639294011665,13.0129806297031,13.5767559484882,13.8832924216194,NA,NA,NA,NA,13.2993797575745,13.2265416441736,12.6315840638799,13.7685048421109,NA,NA,NA,NA
"Cstf2;Cstf2t",NA,13.481193978048,14.148381246757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cstf2t",13.7174729407408,13.9585980254934,13.770860010137,13.7581711534871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ctbp1",15.6470212005435,15.8723954459072,15.9205083303716,15.8369744329371,NA,NA,NA,NA,14.5084827149284,14.8896550827521,14.4332500621026,14.7030341266348,NA,NA,NA,NA
"Ctdp1",13.3033668232246,13.3877904815832,12.9777881579739,12.9895217487414,NA,NA,NA,NA,13.1649188274699,13.3498469042738,13.6406087039782,13.5928276439864,NA,NA,NA,NA
