"","ID","Description","Gene_in_Set","Total_Genes","Bg_in_Set","Total_Bg","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_numeric","BgRatio_numeric"
"NP","NP","NP",444,3762,889,9199,6.12618111867641e-09,4.90094489494113e-08,1.93458351116097e-08,"Tardbp/Cttn/Synrg/Numbl/Mink1/Chmp4b/Gga3/Snap29/Rpl4/Nap1l1/Gabbr1/Tppp3/Impact/Dync1i2/Dctn2/Abr/Emd/Eml1/Rexo2/Rheb/Jpt1/Arhgdia/Add1/Pex14/Tbcb/Rap1gap2/Capzb/Ddhd1/Amer2/Trim25/Arpin/Phaf1/Flot1/Prkar2b/Snx3/Vti1b/Pacs2/Wipf3/Ist1/Agfg2/Hspe1/Ppp1r2/Stat3/Flot2/Arhgap17/Stat2/Taldo1/Usp7/Rpl13/Dgkz/Ubl4a/Rpl7/Eif3h/Sub1/Clic1/Mvp/Hsp90ab1/Mapk3/Pcbp1/Gga1/Snrpd2/Hnrnpab/Shc1/Mindy1/Surf4/Anxa5/Ykt6/Coro2a/Eef1a1/Aip/Sun1/Aimp1/Ampd3/Skp1/Eif3d/Trim36/Rplp2/Trappc9/Pcyt2/Cds2/Prkcd/Avil/Sf1/Tpd52/Rps25/Hacd3/Pgam1/Dctn6/Cyb5a/Rps14/Cnn3/Arpc5/Rer1/Rac1/Cisd1/Dhx15/Rpl3/Rnf7/Stat6/Rpn2/Acly/Tpm1/Dok1/Rps3/Bcas3/Psmd14/Coro1b/Hnrnpc/Mtarc2/Coro2b/Rpl22/Myh9/S100a6/Myl12b/Plscr3/Triqk/Idh1/Cd44/Pcbp4/Rps7/Cdkn1b/Aktip/Arap1/Cux1/Hs1bp3/Atic/Ccdc43/Cdv3/Praf2/Aacs/Nelfe/Cacul1/Coil/Dip2b/Nudt2/Eif3l/Cenpv/Ncor2/Niban2/Wdr1/Map4k5/Magi2/Rps10/Ufm1/Ppm1g/Eif4a2/Tubb5/Fdps/Nectin2/Stom/Arglu1/Gdap1l1/Rps21/Zdhhc8/Lmnb2/Coro7/Strip1/Rbms1/Oxsr1/Dnajc16/Rbm22/Chmp5/Celf1/Ahcy/Pfkl/Vps35/Ece1/Vamp4/Rcc2/Cmpk1/Rpl17/Rpl12/Bag2/Carhsp1/Raver1/Psme2/Rack1/Eif4a1/Rpl10a/Rpl11/Rps24/Map1lc3a/Zmat2/Fasn/Rps26/Anxa7/Ctnnb1/Srsf7/Abat/Acadsb/Actr1a/Actr3/Adk/Adprh/Agpat4/Ak2/Aldh3a2/Aldh7a1/Ankrd13d/Anks1b/Ano3/Ap2a2/Ap3m1/Ap4m1/Aqp1/Arhgap28/Arhgef1/Arl8a/Armc8/Arpc3/Arrb2/Asns/Atg16l1/Atp13a2/Atp6v1c1/Atp6v1e1/Atp6v1f/Bad/Basp1/Bax/Bbs9/Bcat2/Bpnt1/Btf3/Cab39l/Cadm1/Capns1/Casp9/Cbr1/Ccdc50/Cdipt/Cers2/Cetn2/Cfap20/Chka/Chmp2a/Cisd3/Clcn7/Clta/Cndp2/Commd3/Cradd/Csnk1e/Cul2/Cul4a/Cwc25/Cyb5b/Cyb5r4/Cyth1/Dctn5/Ddb1/Dhps/Dock4/Drg1/Dtd1/Dtnbp1/Dynll1/Ebp/Eef1e1/Eif1/Eif2ak3/Elp5/Ensa/Fam107b/Fam50a/Fam83h/Fam98b/Fgf13/Ftl1/Gale/Gatd1/Gga2/Gna14/Gnao1/Gnb1/Gng2/Gpat4/Gtf2h1/Hagh/Homer2/Hsd17b12/Hspb8/Htatip2/Idi1/Ifit1/Ift140/Ift46/Ilkap/Inpp4a/Irak3/Isl2/Kcna6/Kcnd1/Kcnma1/Kcnt1/Kdsr/Kif3b/Kti12/L1cam/Lap3/Ldah/Ldb2/Leprotl1/Lifr/Lrch1/Lrrc57/Lxn/Lyrm4/Mal2/Map2k1/Map3k7/Mapk14/Mboat7/Mea1/Med17/Metap1/Mex3d/Mfsd10/Msrb3/Mtss1/Mvd/Naaa/Nae1/Nav1/Ncbp2/Nectin1/Nek3/Nme2/Nol4l/Nopchap1/Npr2/Nup85/Otub1/Pak4/Pde10a/Pde11a/Pdgfrb/Pdxk/Pex19/Pfkfb2/Phactr1/Pik3cd/Pip4k2c/Pip4p1/Pknox2/Plrg1/Polr1d/Polr3e/Ppp1r11/Ppp1r1a/Prkag2/Prkca/Prkd1/Prmt8/Psma3/Psmd9/Pten/Ptma/Pwp1/Qdpr/Rab14/Rab27b/Rab28/Rab3d/Rabac1/Rabggtb/Ralbp1/Rap1gds1/Reep1/Rela/Rgs10/Rgs7/Ric8a/Rnf114/Rplp1/Rps11/Rragc/Samd14/Sar1a/Sar1b/Sc5d/Scamp3/Scn10a/Scn11a/Sec61b/Sema4c/Septin6/Sh3glb1/Sike1/Slc35a1/Slc35b3/Slc38a9/Slc44a1/Snrpb/Snx10/Snx11/Snx4/Snx7/Spata13/Spcs1/Srebf2/Srp14/Srpk1/Ssbp3/Stard13/Stard3nl/Stt3b/Syt4/Syt6/Syt7/Tapt1/Tbca/Tbcc/Tceal3/Tex10/Them4/Tle1/Tmcc3/Tmem79/Tmem87a/Tollip/Tom1l1/Tpm4/Tradd/Trappc4/Trappc6b/Trir/Trpv2/Tsg101/Txlna/Txnrd1/Uckl1/Unc119/Usp12/Vps4b/Vta1/Washc3/Wipf1/Wiz/Xrcc4/Ybx1/Zdhhc13/Zfand2b/Zmat4",444,0.499437570303712,0.0966409392325253
"A-field-LTMR","A-field-LTMR","A-field-LTMR",84,3762,136,9199,6.22112331853679e-07,2.48844932741472e-06,9.82282629242651e-07,"Nefl/Ermp1/Fermt2/Eif3c/Nebl/Hdlbp/Copb2/Vapb/Camk2g/Samhd1/Ppid/Cast/Relch/Pcp4l1/Mtmr6/Afdn/Ppp6r1/Stip1/Map7d2/Cct6a/Cfap36/Atl1/Dock5/Hspb1/Cpt1a/Ddx1/Ola1/Scrn3/Cplx2/Tdrp/Nudt21/Eif2ak2/Rnmt/Dagla/Kif5b/Paics/Fen1/Ralyl/Nacc1/Lamtor1/Hspd1/Acat1/Anapc4/Armcx2/Cadm3/Cpne4/Ctnna2/Dnajc21/Dock2/Elp3/Exoc6/Fam110b/Fam234b/Fkbp5/Gclm/Gdi2/Grid2ip/Hacd2/Hsdl1/Ipo11/Khdrbs3/Lgmn/Mctp1/Mettl14/Nup107/Nxt2/Nyap2/Paf1/Paqr9/Pcp4/Pip4k2a/Polr3g/Ppp3r1/Prickle2/Rnf157/Ryr3/Snrnp40/Sord/Ttl/Ube2q1/Utp14a/Uvrag/Vps50/Wasf1",84,0.617647058823529,0.0147842156756169
"C-LTMR","C-LTMR","C-LTMR",186,3762,358,9199,1.0676955904084e-05,2.84718824108908e-05,1.12389009516674e-05,"Spag9/Magi1/Prune1/Asap1/Rnf214/Add2/Caskin1/Ank3/Ranbp9/Magi3/Phf24/Hnrnpa3/Nek1/Ralgapa1/Rufy2/Jpt2/Usp15/Pitpnm2/Tex2/Pik3c3/Rrbp1/Hnrnpul2/Nmt2/Vcp/Brap/Ckap5/Kif5a/Osbpl6/Ncam1/Tbc1d15/Fxr1/Numb/Gripap1/Mprip/Hnrnpdl/Cdc42bpb/Tppp/Pcm1/Srrm1/Fam169a/Ddx46/Psme1/Abi1/Prrc1/Snx1/Cpne3/Ccdc93/Ass1/Cap1/Snca/Arpc2/Cdc5l/Purg/Cobl/Hivep2/Hnrnpul1/Ewsr1/Ctdp1/Phf2/Cnot3/Vezt/Eif4enif1/Ipo9/Clgn/Dlg5/Api5/Zc3h4/Uba2/Ptpre/Hdac4/Ncoa2/Mta1/Rsu1/Casz1/Ptpdc1/Zc3h14/Atxn1l/Prpf4b/Sh3d19/Xrn1/Arid2/Aff4/Akt3/Alcam/Ano6/Anp32b/Arfgap3/Arhgap21/Arhgap22/Armcx3/Atxn1/Bcl2l13/Bcl2l2/Bicd2/Camk4/Cep170b/Chd1/Clip1/Cpne8/Cul3/Dcaf1/Dennd10/Dpp10/Eepd1/Ehbp1l1/Eif2ak4/Elmod1/Exoc2/Fads3/Fam13b/Fam91a1/Faxc/Fbxl16/Fbxl20/Foxk1/Frmd4a/Gab2/Gclc/Gpkow/Gprasp1/Gprasp2/Grip1/Hltf/Hook2/Ice1/Ilrun/Jmy/Kctd16/Kdm3b/Kdm5c/Kif5c/Klhl11/Lpgat1/Lyst/Map4k3/Map9/Mark2/Mef2a/Mia2/Mid2/Myadm/Nudcd1/Nvl/Nyap1/Obi1/Oxct1/Pcnt/Piezo2/Pitpnc1/Pja1/Plcl2/Ppef1/Ppfia3/Ppp4r2/Pus7/Rab11fip2/Rasgrp1/Rims1/Rps6ka2/Sae1/Sdcbp/Sec63/Setdb1/Sgsm1/Smad2/Smpd4/Sos2/Stat5b/Syt1/Tcf20/Tdrkh/Tlk2/Tmem131l/Ttc9/Ttll1/Ubr1/Unk/Usp48/Vps13c/Vps33a/Vps54/Wdr48/Xiap/Zc2hc1a/Zfhx3/Zmym3",186,0.519553072625698,0.0389172736166975
"AB-LTMR","AB-LTMR","AB-LTMR",79,3762,150,9199,0.00219381602692994,0.00438763205385988,0.00173196002126048,"Dnm3/Reps1/Rtn3/Eif4h/Atp6v1h/Nrbf2/Rufy3/Uprt/Pak1/Wwox/Preb/Nup54/Cstf2/Lmnb1/Eya3/Ppp1r10/Nfic/Csrp1/Trim24/Cdk9/Eftud2/Abcd2/Alkbh3/Ano10/Atg2a/Atr/Bend6/Bet1l/Cdk16/Cdk5rap2/Cep131/Cfap410/Chid1/Chm/Clip4/Ddx31/Dhx32/Farsa/Ggt7/Gnpda2/Gria2/Hid1/Impdh1/Inpp5j/Isoc1/Kndc1/Kpna1/Luc7l/Map2k4/Mapk10/Mapk9/Nat10/Nat8l/Nup58/Phtf1/Phyhipl/Plbd2/Ppip5k2/Ppp2r5b/Prkaa1/Prrt2/Psmd5/Ric3/Saal1/Scn1a/Serpinb1a/Spg21/Stk38l/Stxbp5l/Tango6/Tbl2/Tfcp2/Tnk2/Tpgs2/Ttc4/Ttn/Ubac1/Vps9d1/Yipf5",79,0.526666666666667,0.0163061202304598
"PEP","PEP","PEP",135,3762,294,9199,0.0432310928086143,0.0691697484937829,0.0273038480896511,"Map7/G6pdx/Reps2/Cep170/Plekha6/Epn2/Slk/Atp2b4/Lztfl1/Fnbp1l/Otud4/Nedd4/Mical3/Dgkh/Dhrs1/Ptpn12/Prkar2a/Esyt1/Maco1/Trpv1/Ywhab/Synpo/Deptor/Spart/Casp3/Syne2/Agap1/Dkc1/Fam120c/Psip1/Ubxn4/Svil/Gnai2/Zc3hav1/Vps13a/Smarcc2/Eif3a/Nr3c1/Diaph2/Steap3/Parva/Celf2/Ahctf1/Myo1b/Pdlim5/Wasf2/Rps6ka5/Gtpbp1/Mat2a/Farp1/Papola/Ankfy1/S100a11/Col6a2/Abi2/Acsl3/Ap4e1/Arhgef28/Arid1a/Ascc3/Astn1/Atf7/Atp7a/Bbs4/Braf/Calca/Cblb/Ccp110/Cdk14/Cep350/Cpd/Crebbp/Dbndd2/Dnajc1/Epb41l5/Etnk1/Exoc6b/Fbxo30/Fchsd2/Gap43/Gdap1/Gpd2/Hdgfl3/Hectd1/Helz/Ift122/Jmjd1c/Jph4/Kalrn/Mblac2/Mia3/Mrtfb/Mtus1/Mustn1/Ncoa1/Ndn/Nisch/Nrbp2/Ntrk1/Nwd2/Ocrl/Ophn1/Optn/Osbpl8/Osmr/Pde3b/Pde4c/Phip/Pirt/Ppfia2/Psd3/Ptk2b/Ptpn1/Pttg1ip/Ralgps2/Scg2/Sema4d/Senp6/Shoc2/Slc30a7/Slc39a10/Slc39a11/Snapin/Snx15/Spast/Stac/Stxbp4/Tbl1x/Tmcc2/Tmem100/Tmem176b/Tmx1/Ufd1/Ugp2/Vkorc1l1",135,0.459183673469388,0.0319599956517013
"A-RA-LTMR","A-RA-LTMR","A-RA-LTMR",3,3762,9,9199,0.784809682956125,0.999999961490388,0.394736826904101,"Myh14/Ldb1/Vps52",3,0.333333333333333,0.00097836721382759
"PROP","PROP","PROP",106,3762,289,9199,0.93919574598455,0.999999961490388,0.394736826904101,"Enah/Zyx/Ablim2/Sdha/Ndufaf2/Dnm1/Reep5/Snap25/Stk24/Pacs1/Ociad1/Cplx1/Pacsin1/Fth1/Nsf/Ube2m/Atp1a3/Syp/Sncb/Rcsd1/Rap1gap/Lcp1/Garem1/Cracd/Prkcb/Pacsin2/Ahcyl2/Cbx3/Gapdh/Septin4/Arl3/Rabgef1/Fkbp2/Rab3il1/Mavs/Aco2/Pdhb/Itsn1/Mapre2/Ldhb/Inppl1/Aifm1/Amigo3/Apbb1/Atpaf1/Bri3bp/Cabp1/Camk2b/Cap2/Ccdc32/Cdkn2d/Cdr2l/Celsr2/Cntnap2/Crot/Dab2ip/Ddx41/Emc7/Ethe1/Frmpd4/Fsd1/Get3/Gnb5/Grb14/Hcn4/Ica1/Idh3g/Impa2/Ints10/Iqsec3/Kcnc1/Krt222/Lancl3/Lmcd1/Mctp2/Me2/Mrpl30/Napb/Ndufa12/Nsg1/Nt5c2/Pam16/Pctp/Pls1/Ppp1r12b/Ppp1r3f/Rab11b/Rab3a/Rab3c/Ralgapa2/Rgl1/Scamp5/Sfxn3/Sh3bgr/Shisa4/Sik3/Slc25a22/Slc35b2/Slc38a1/Smad9/Snph/Snx29/Sptb/Tab1/Trip10/Xpnpep1",106,0.366782006920415,0.0314164583106859
"Ad-LTMR","Ad-LTMR","Ad-LTMR",18,3762,105,9199,0.999999961490388,0.999999961490388,0.394736826904101,"Camk2d/Dhdh/Wdr59/Slc16a1/Acadl/Dner/Hspa2/Jph1/Parp4/Pdhx/Prkab2/Qpctl/Rcan2/Rpusd2/Sgpl1/Slc35c1/Spry4/Txlng",18,0.171428571428571,0.0114142841613219
