"","ID","Description","Gene_in_Set","Total_Genes","Bg_in_Set","Total_Bg","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_numeric","BgRatio_numeric"
"NP","NP","NP",336,2746,797,8564,2.09852870148797e-10,1.67882296119038e-09,8.83591032205463e-10,"Cttn/Add1/Myh9/Numbl/Mink1/Snap29/Phaf1/Dctn2/Niban2/Tppp3/Hs1bp3/Arhgdia/Eml1/Ist1/Pacs2/Rheb/Ykt6/Bcas3/Pcyt2/Avil/Flot2/Cnn3/Gabbr1/Idh1/Ppp1r2/Abr/Clic1/Flot1/Mapk3/Tkt/Dync1i2/Tbcb/Anxa5/Nap1l1/Snx3/Ehd1/Hspe1/Prkar2b/Gga3/Arl15/Capzb/Prdx1/Jpt1/Impact/Rap1gap2/Praf2/Tpd52/Syt7/Basp1/Trappc9/Pcbp1/Bsn/Gnao1/Pfn1/Ddhd1/Syt6/Pgam1/Map2k1/Hsp90ab1/Magi2/Gbe1/Synrg/Srsf6/Chmp4b/Septin6/Tardbp/Txnrd1/Tubb5/Taldo1/Rap1gds1/Cds2/Psmd14/Agpat4/Aip/Rps14/Cisd1/Tpm1/Amer2/Coro2b/Wdr1/Htatip2/Acly/Atp6v1e1/Ap2a2/Dctn6/Mal2/Rhog/Prkca/Qdpr/Atp6v1c1/Surf4/Rpl10a/Acat2/Atic/Otub1/Cdkn1b/Cdipt/Dip2b/Nup85/Gpm6a/Cd82/Mtarc2/Ahcy/Tmed10/Atp6v1f/Ctnnb1/Pkp4/Gnb1/Cmpk1/Vps35/Hacd3/Map1lc3a/Hsd17b12/Fasn/Rer1/Rpn2/Abat/Lxn/Aldh7a1/Slc25a1/Eif4a2/Sf1/Eef1a1/Rps4x/S100a6/Rpl12/Rab3d/Mlc1/Rab14/Pgd/Rcc2/Serinc5/Gnb2/Lclat1/Cd9/Erp29/Rps24/Ak2/Aacs/Acadsb/Actr3/Adk/Adprh/Agfg2/Aimp1/Aldh3a2/Ampd3/Ankrd13d/Anks1b/Ano3/Anxa7/Aqp1/Arap1/Arhgap17/Arhgap28/Arhgef1/Arl8a/Arpc3/Arpc5/Arpin/Arrb2/Asns/Atg16l1/Atp1b3/Bag2/Bpnt1/Cab39l/Cacul1/Cadm1/Capns1/Carhsp1/Casp9/Cbr1/Ccdc43/Ccdc50/Cd44/Cdv3/Cetn2/Cfap20/Chmp2a/Chmp5/Clta/Cndp2/Coro1b/Coro2a/Coro7/Creld1/Csnk1e/Cul2/Cyb5a/Cyth1/Dctn5/Ddb1/Dgkz/Dhx15/Dock4/Eif3d/Eif3h/Eif3l/Emd/Ensa/Fads1/Fah/Fam107b/Fez1/Fgf13/Ftl1/Gab1/Gdap1l1/Gdpd5/Gga1/Gga2/Gnal/Gng2/Hagh/Hcn3/Hspb8/Igsf3/Inpp4a/Kcna6/Kcnd1/Kcnma1/Kcnt1/Kdsr/Kif3b/L1cam/Lap3/Ldah/Leprotl1/Limd2/Lrch1/Lrrc57/Map3k7/Map4k5/Mb21d2/Metap1/Mindy1/Mtss1/Mvp/Myl12b/Nae1/Nav1/Ncor2/Nectin1/Nek3/Nme2/Nopchap1/Nudt2/Ostc/Oxsr1/Pak4/Parp12/Pde10a/Pde11a/Pdgfrb/Pdxk/Pex14/Pex19/Pfkfb2/Pfkl/Phactr1/Phldb1/Pip4k2c/Pip4p1/Plcl1/Plscr3/Ppp1r11/Prkag2/Prkcd/Prmt8/Psmd9/Pten/Ptpn9/Pycr2/Rab27b/Rab28/Ralbp1/Reep1/Rela/Rexo2/Rgs10/Rgs7/Rhoa/Ric8a/Rnf7/Rnh1/Ror2/Rpap1/Rps7/Rragc/Samd14/Sar1a/Scamp3/Sh3glb1/Shc1/Shc2/Skp1/Snx11/Snx4/Snx7/Spcs1/Sra1/Src/Stard13/Stard3nl/Stat2/Stat3/Stat6/Stom/Ston2/Strip1/Syt5/Tbcc/Them4/Tmcc3/Tom1l1/Tradd/Trappc6b/Trim25/Trim36/Triqk/Trpv2/Tsg101/Txlna/Ubl4a/Ufm1/Unc13c/Usp7/Vkorc1/Vps4b/Vta1/Vti1b/Wipf1/Wipf3/Zfand2b/Zmat2",336,0.421580928481807,0.0930639887902849
"A-field-LTMR","A-field-LTMR","A-field-LTMR",67,2746,141,8564,8.31854985111766e-05,0.000332741994044706,0.000175127365286688,"Cast/Fermt2/Afdn/Nefl/Hdlbp/Kif5b/Nebl/Ppid/Vapb/Mtmr6/Ermp1/Stip1/Camk2g/Tdrp/Relch/Scrn3/Cadm3/Copb2/Map7d2/Pcp4l1/Atl1/Paics/Eif3c/Ola1/Acat1/Cct6a/Ddx1/Gdi2/Hspb1/Gclm/Pip4k2a/Cplx2/Lamtor1/Nudt21/Ctnna2/Omg/Dagla/Psat1/Aldh1a1/Armcx2/Cfap36/Cpne4/Cpt1a/Daam1/Dlgap2/Dock5/Eif2ak2/Fam110b/Fkbp5/Hsdl1/Ipo11/Mctp1/Nudt9/Nyap2/Pcp4/Ppp3r1/Ppp6r1/Prickle2/Rapgef4/Samhd1/Sord/Spred1/Ttl/Ube2q1/Vps26b/Vps50/Wasf1",67,0.475177304964539,0.0164642690331621
"C-LTMR","C-LTMR","C-LTMR",131,2746,327,8564,0.00114395624736395,0.00305054999297054,0.00160555262787923,"Spag9/Caskin1/Magi1/Ank3/Prune1/Asap1/Ckap5/Cep170b/Rnf214/Numb/Snx1/Add2/Phf24/Zc2hc1a/Arhgap21/Jpt2/Cap1/Abi1/Rab11fip2/Kctd16/Magi3/Osbpl6/Sorbs2/Vcp/Arpc2/Rims1/Gripap1/As3mt/Syt1/Ncam1/Cpne3/Vps13c/Tppp/Syn3/Fmn2/Snca/Pdia3/Hnrnpul2/Hnrnpdl/Rab15/Actn4/Akr1b1/Agk/Slc6a9/Abca5/Akt3/Alcam/Appl2/Arfgap3/Armcx3/Ass1/Bcl2l13/Bcl2l2/Brap/Camk4/Ccdc93/Cdc42bpb/Cemip2/Clgn/Clip1/Cnot3/Cpne8/Ctdp1/Cul3/Dcun1d3/Dennd10/Dlg5/Eepd1/Efnb1/Elmod1/Erc2/Exoc2/Fbxl16/Fbxl20/Frmd4a/Fxr1/Gab2/Gclc/Gramd4/Grip1/Hdac4/Hivep2/Ilrun/Ipo9/Jmy/Kcnd3/Kif5a/Kif5c/Klhl11/Lpgat1/Lyst/Map4k3/Mark2/Mpped2/Mprip/Nek1/Nmt2/Nudcd1/Nyap1/Pik3c3/Pitpnc1/Pitpnm2/Plcl2/Plppr4/Ppef1/Ppfia3/Prrc1/Psme1/Ptpdc1/Ptpre/Ralgapa1/Ranbp9/Rap2a/Rsu1/Rufy2/Sdcbp/Sgsm1/Smad2/Sos2/Tbc1d15/Tdrkh/Tex2/Ttc9/Ubr1/Unc13a/Usp15/Vash1/Vezt/Vps33a/Xiap/Xrn1",131,0.400611620795107,0.038183092013078
"PEP","PEP","PEP",100,2746,256,8564,0.0097125437612756,0.0194250875225512,0.0102237302750269,"Epn2/Cep170/Atp2b4/G6pdx/Esyt1/Map7/Pdlim5/Ctnnd1/Mical3/Trpv1/Lztfl1/Spart/Prkar2a/Plekha6/Nr3c1/Ywhab/Ocrl/Dhrs1/Synpo/Tgfb1i1/Lpp/Steap3/Ugp2/Gnai2/Gap43/Lgi1/Gpd2/Abcg2/Gdap1/Pde4c/Scg2/Zmpste24/Krt79/Acot11/Abi2/Aco1/Acsl3/Agap1/Ap4e1/Astn1/Atp7a/Azi2/Bbs4/Braf/Casp1/Casp3/Ccp110/Cdk14/Deptor/Dgkh/Diaph2/Exoc6b/Fchsd2/Fmnl2/Fnbp1l/Gna11/Gna13/Grm7/Hectd1/Kit/Lancl2/Lims1/Maco1/Mrtfb/Ncoa1/Nectin3/Nedd4/Nisch/Nrbp2/Nrsn1/Ogt/Ophn1/Optn/Osbpl8/Otud4/Parva/Ppfia2/Psd3/Ptk2b/Ralgps2/Reps2/Rgs17/Rims2/Sema4d/Sh3kbp1/Shoc2/Slc39a10/Slk/Snapin/Sntb1/Spast/Tmcc2/Tmx1/Ubxn4/Ufd1/Vcan/Vkorc1l1/Vps13a/Wasf2/Zc3hav1",100,0.390625,0.0298925735637553
"PROP","PROP","PROP",102,2746,292,8564,0.157616712328656,0.252186739725849,0.132729863013605,"Zyx/Pacsin1/Enah/Septin4/Nsf/Snap25/Ablim2/Pacs1/Sdha/Lcp1/Rab3c/Dnm1/Rap1gap/Reep5/Itsn1/Ndufaf2/Cplx1/Syp/Rab11b/Ahcyl2/Snta1/Arl3/Camk2b/Rab3a/Prkcb/Ociad1/Syngr1/Panx2/Mapre2/Cap2/Ndufa12/Sncb/Fth1/Kcnc1/Scamp5/Napb/Sccpdh/Slc25a22/Gapdh/Mavs/Aifm1/Get3/Iqsec3/Slc20a2/Pdhb/Ldhb/Gnai1/Dab2/Idh3g/Acyp1/Adap2/Apbb1/Arhgef6/Atp5mk/Atpaf1/Cabp1/Cdk18/Cdr2l/Clic4/Cntnap2/Cracd/Crot/Dab2ip/Fam210a/Frmpd4/Fsd1/Garem1/Gnb5/Gprc5b/Grb14/Ica1/Impa2/Inppl1/Kcnj11/Krt222/Lancl3/Lmcd1/Me2/Nsmf/Nt5c2/Pacsin2/Pam16/Pctp/Pls1/Ppm1h/Ppp1r12b/Ppp1r3f/Rab3il1/Rabgef1/Ralgapa2/Rcsd1/Rgs12/Shd/Shisa4/Slc38a1/Slc6a8/Snph/Sptb/Stk24/Tab1/Trip10/Ube2m",102,0.349315068493151,0.0340962167211583
"AB-LTMR","AB-LTMR","AB-LTMR",51,2746,148,8564,0.291855308228427,0.389140410971236,0.20481074261644,"Fhl1/Reps1/Eif4h/Dnm3/Pak1/Rufy3/Rtn3/Phyhipl/Stxbp5l/Csrp1/Atp6v1h/Asrgl1/Alkbh3/Nat8l/Serpinb1a/Scn1a/Prrt2/Wwox/Ttn/Ano10/Preb/Mthfd1l/Abcd2/Atg2a/Cdk16/Cep131/Cfap410/Cstf2/Gabrb3/Ggt7/Gria2/Hid1/Inpp5j/Kpna1/Map2k4/Mapk10/Mapk9/Nrbf2/Nup54/Nup58/Ppip5k2/Ppp2r5b/Prkaa1/Psmd5/Stk38l/Tfcp2/Tnk2/Tpgs2/Ubac1/Uprt/Vps9d1",51,0.344594594594595,0.017281644091546
"A-RA-LTMR","A-RA-LTMR","A-RA-LTMR",1,2746,10,8564,0.979112208690603,0.99862060018346,0.525589789570242,"Myh14",1,0.1,0.00116767865483419
"Ad-LTMR","Ad-LTMR","Ad-LTMR",19,2746,99,8564,0.99862060018346,0.99862060018346,0.525589789570242,"Swap70/Camk2d/Acadl/Mylk/Slc16a1/Cd81/Slc6a6/Rab3b/Cldn11/Cadps2/Dhdh/Hspa2/Necab2/Palld/Prkab2/Prkar1a/Rcan2/Sgpl1/Slitrk5",19,0.191919191919192,0.0115600186828585
