ProteinGroup,GeneSymbol,881_dLSC_f1_5.27.2024.d,882_dLSC_m1_5.27.2024.d,883_dLSC_m2_5.27.2024.d,884_dLSC_f3_5.27.2024.d,885_dLSC_f2_5.27.2024.d,886_dLSC_m3_5.27.2024.d,889_LDRG_898_5.28.2024.d,890_LDRG_1248_5.28.2024.d,891_LDRG_1095_5.28.2024.d,892_LDRG_1236_5.28.2024.d,893_LDRG_1094_5.28.2024.d,894_LDRG_1249_5.28.2024.d,896_paw_pool_5.28.2024.d,897_paw_f_5.28.2024.d,898_paw_m_5.28.2024.d,901_SCN_IIa2_5.28.2024.d,902_SCN_IIa3_5.28.2024.d,903_SCN_IIb2_5.28.2024.d,904_SCN_IIb3_5.28.2024.d,905_SCN_IIa4_5.28.2024.d,906_SCN_IIb1_5.28.2024.d
Uprt,Uprt,15.52628756,15.58333371,15.38520662,15.66943938,15.67442804,15.63946128,15.87072617,16.17584809,16.06560349,15.98428885,16.11588232,15.96738209,13.96369414,13.59326445,13.87567844,14.85321781,14.72774826,14.51225548,14.68403366,14.83789097,14.55715202
Uqcc1,Uqcc1,16.42744616,16.56823078,16.56823319,16.5693761,16.43472885,16.65060051,15.6359605,15.83946171,15.78579584,15.69357118,15.84075323,15.80005193,13.61947682,13.48426645,13.62844597,13.47155245,13.43792706,13.50256147,13.25879826,13.68391599,13.49633547
Uqcc2,Uqcc2,17.27878565,17.31281054,17.12483428,16.95753523,17.13448435,17.1516237,16.59364689,16.9626645,16.63389117,16.73703479,16.67926542,16.87480475,14.38549883,14.37306878,14.69064827,15.26766337,15.20504395,15.35069584,15.06541779,15.14860559,14.81764049
Uqcc3,Uqcc3,NA,NA,NA,NA,NA,NA,NA,NA,13.00807491,13.23635808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uqcr10,Uqcr10,19.72385512,19.94137516,19.45051502,19.06692903,19.63730879,19.08505561,17.76886944,17.99135515,17.88069579,18.20967263,18.16154854,18.15696874,15.26227058,15.28558278,15.20462993,17.25281208,17.60800217,16.92820408,17.1947786,16.6652979,16.44648526
Uqcr11,Uqcr11,15.90068995,15.65802455,15.26706463,14.95822191,15.29232523,14.89091498,13.46783477,14.70801691,13.93248237,13.88375063,14.07708274,15.27967587,NA,NA,NA,13.29791932,13.05564171,12.94180508,13.12785088,12.75685025,12.95919961
Uqcrb,Uqcrb,19.15855754,19.4406403,18.74451559,18.44807392,19.05594089,18.52056317,18.36289911,18.68250251,18.07325227,18.50853431,18.73748714,18.99439516,15.01438902,15.01684627,15.05806217,15.77294192,15.88956345,15.38097097,15.60866581,15.69914265,15.21092332
Uqcrc1,Uqcrc1,21.14047144,21.20814971,21.05612612,21.11543086,21.15650747,21.19055219,20.16121411,19.66928773,19.79544786,19.85786684,20.05882725,19.81241347,18.4423404,18.08184445,18.44992243,19.29744237,19.54958462,18.9246117,19.30241585,19.00152457,18.7661803
Uqcrc2,Uqcrc2,21.24902008,21.2193878,21.23422664,21.18979572,21.24729249,21.19970089,20.14915498,20.08857136,20.08297068,19.97214174,20.18869421,20.11222023,19.46049897,19.24501173,19.49210778,19.3548858,19.70866461,19.06032402,19.5314681,19.09979295,18.84061814
Uqcrfs1,Uqcrfs1,20.66300474,20.4966377,20.55684338,20.51809224,20.5664701,20.5603254,18.8023384,18.95007256,18.89340695,18.82891752,18.90243055,18.89321152,17.55716676,17.44612295,17.27934556,18.11507083,18.27092686,17.82091353,18.09801318,17.7123749,17.48473518
Uqcrh,Uqcrh,17.20823428,17.03474558,16.37497102,16.57433553,17.12736545,16.81955129,16.78212637,17.22494042,15.73313886,16.55743131,16.63273617,17.05578922,13.4679402,13.28331118,13.04682345,15.62142883,16.20238915,15.50019477,16.31495939,15.44906893,15.41795867
Uqcrq,Uqcrq,19.66378416,20.05748623,19.79244878,19.38536266,19.90330343,19.5302759,18.41192773,18.59289069,18.24485553,18.33633044,18.55034233,18.63732824,16.19079143,16.31166929,16.42779527,18.00847103,18.18188169,17.54360069,18.00046013,17.68703864,17.54466821
Urah,Urah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.06945012,16.75243292,16.97268604,NA,NA,NA,NA,NA,NA
Urb1,Urb1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.24622071,12.28178377,12.11632447,13.53884408,13.54145383,13.49774194,NA,NA,NA,NA,NA,NA
Urgcp,Urgcp,12.92607644,13.21786145,13.25491261,12.85111517,12.60588681,13.10108136,13.78311294,13.83147391,13.79596053,13.68785652,13.6608951,13.73598613,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uri1,Uri1,12.00635413,NA,NA,12.1639075,NA,12.49493806,12.44084062,NA,12.39945151,12.65921772,12.58361874,12.69686323,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urm1,Urm1,14.87253355,15.18774347,15.10479598,14.7520848,15.25545776,14.97477004,13.04422334,NA,NA,14.03567545,13.58464547,13.40801123,NA,NA,NA,NA,NA,NA,NA,NA,NA
Urod,Urod,15.71803521,15.9021781,15.62780633,15.57956879,15.61067871,15.73752434,16.16334192,16.29872446,16.17607437,16.29417046,16.10810779,16.41782565,14.86668298,15.15855042,14.79601621,15.39290179,15.41457008,15.58165707,15.82588027,15.29833086,15.502015
Uros,Uros,15.31889639,15.48893289,14.9437362,15.30389495,15.18346584,15.51070345,15.07393532,14.93455236,14.62525902,14.80914844,14.65736418,15.18687223,12.26479443,12.51164148,13.08314853,14.89440271,14.99480576,15.11251585,15.08340659,15.00543205,15.199888
Use1,Use1,15.20129992,15.05548025,15.31308235,15.10532084,15.08310072,15.22951533,14.9679181,15.13574967,15.10887048,14.99849057,15.13224109,15.0882646,14.03905422,13.88929394,14.09964668,13.64989189,13.72940244,13.69047431,13.66123867,13.59861483,13.59146141
Usf2,Usf2,14.52500687,NA,14.57527333,NA,NA,14.1071762,13.4902588,13.62963993,13.46835292,13.36168604,13.04283867,13.79552546,14.16150727,14.07922165,13.71635689,12.4686482,12.10979855,12.26931522,11.95348812,12.10642591,12.1490614
Ush1c,Ush1c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.19739909,NA,NA,NA
Uso1,Uso1,17.34833014,17.31291083,17.25755382,17.30881665,17.21369036,17.33995799,18.38941363,18.5443368,18.46041949,18.66489979,18.60949255,18.65539536,17.11896102,17.01493826,17.10606576,16.5338825,16.58907467,16.4952606,16.67058795,16.5541633,16.58569015
Usp1,Usp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.83531422,NA,NA,NA,NA,NA,NA,NA,NA,NA
Usp10,Usp10,14.95859278,14.8833399,15.05272095,14.96133953,15.05565086,15.00507672,15.80282929,15.90562553,15.78467458,15.89643915,15.87155715,16.07470404,15.6178251,15.65968433,15.6861857,13.66367351,13.96792436,13.73470586,13.67580166,13.62121448,13.73094721
Usp11,Usp11,14.81581535,14.79474208,14.73584282,14.84031206,14.74595258,14.85524448,14.63220098,15.25808052,14.97969181,14.45738855,14.54797828,15.18937159,NA,NA,NA,11.40145021,12.07907472,12.34420712,12.78641871,12.60196805,12.54828007
Usp11;Usp15;Usp4,Usp11,14.24242238,14.24184912,14.36386098,14.28370334,14.55658389,14.30068145,15.36928039,14.45394577,14.90389596,15.09268282,15.15737457,14.80586476,NA,NA,NA,13.56106116,13.8618042,13.89473252,13.92700012,13.30701576,NA
Usp11;Usp4,Usp11,13.11192626,13.00369885,12.83005166,12.90478137,13.02860368,12.24871034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Usp12,Usp12,14.25516335,13.9510659,14.45445987,14.16575396,14.2834212,14.27358076,NA,13.60631267,13.89250487,13.69422728,13.24765609,13.33523681,NA,NA,NA,NA,12.62064597,12.59718662,12.79814775,12.8968735,12.98480828
Usp12;Usp46,Usp12,14.76722709,14.75671331,14.8611233,14.88723945,14.96131973,14.93517994,13.45084065,14.2419248,14.36846972,14.3366276,14.16552486,14.54555051,NA,NA,NA,13.64114051,13.50116254,13.87756241,13.41960558,13.47329115,13.76621929
Usp13,Usp13,14.24426692,14.15355266,14.17877474,14.25009076,14.2767487,14.23660191,16.57000773,16.91139867,17.05865264,16.99069334,16.82260036,17.16422243,NA,NA,NA,16.26354186,16.23374621,16.27922812,16.19648427,16.25948194,16.1872594
Usp14,Usp14,18.51847596,18.63207681,18.44768372,18.42468069,18.36686858,18.60522114,17.91902877,17.93554747,17.84310923,17.96718255,17.99368964,17.98897869,17.90806407,17.82389714,17.86983687,16.87414539,16.89406673,16.93248051,16.94841153,16.86987319,16.89908547
Usp15,Usp15,16.60023528,16.49731416,16.37677639,16.61104962,16.52173765,16.51827793,18.33379494,18.33410007,18.4611958,18.50233178,18.43558791,18.44493494,17.04668158,16.94946361,17.13715816,16.34751536,16.43457777,16.36997089,16.49141323,16.20132769,16.25394827
Usp15;Usp4,Usp15,14.39358486,15.0953929,14.32102613,14.51086305,14.66832548,14.49656671,15.45540429,15.12753091,15.06153152,15.35192614,15.13923957,14.84234052,15.21644274,15.44864225,15.34488188,15.55786154,15.12880794,15.38170178,15.4939211,15.28124183,15.86026498
Usp16,Usp16,NA,NA,NA,NA,NA,NA,13.93535923,14.12159048,14.3279824,14.28883311,14.32065216,14.23412259,14.16246751,14.2242594,14.12145484,NA,NA,NA,NA,NA,NA
Usp19,Usp19,14.24505477,13.92882346,13.98029946,14.03326348,14.00985079,14.06556561,14.78303698,14.99804637,14.80970484,14.86266316,14.91808271,15.15136833,14.32722392,14.34924505,14.35498487,13.39906688,13.45733513,13.39869826,13.26305851,13.19485092,13.35440578
Usp2,Usp2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.76531557,13.16977386,13.01029055,NA,NA,NA,NA,NA,NA
Usp20,Usp20,12.97895169,12.8985674,NA,12.24416004,12.82750602,12.83319092,14.64214802,14.14183848,14.2980666,14.31507857,14.56833903,14.3863065,NA,NA,15.9867309,NA,NA,NA,NA,NA,NA
Usp22,Usp22,NA,13.95774596,NA,12.9038649,NA,NA,NA,12.11773075,12.77362552,13.36948829,NA,12.98883555,NA,NA,NA,NA,NA,NA,NA,NA,NA
Usp24,Usp24,16.52101953,16.43590381,16.57215304,16.42581555,16.50790285,16.48577629,14.19389968,14.66617556,14.66449102,14.4842397,14.41437565,14.55874914,16.22930119,16.1854111,16.2955904,14.9144815,15.10822795,15.10517813,14.99184746,14.97448462,14.9601293
Usp25,Usp25,16.5095498,16.4097733,16.52677885,16.61435795,16.53893438,16.38375405,15.1016436,15.27788882,15.16265971,15.18904229,15.28389361,15.06254753,14.3552218,14.53355802,14.55632963,13.84256788,13.9531749,13.93298487,13.95878788,13.79842479,13.95945661
Usp26,Usp26,NA,NA,NA,NA,NA,NA,NA,14.40480895,12.79102447,12.83163977,13.20522357,13.92483106,NA,NA,NA,NA,NA,NA,NA,NA,NA
Usp29,Usp29,12.62661551,NA,12.69480871,12.58965115,12.38387242,12.49790366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Usp3,Usp3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.13028465,15.3150012,15.33774406,NA,NA,NA,NA,NA,NA
Usp30,Usp30,14.31230409,14.29147123,14.23100352,14.15539048,14.1392124,14.02634853,13.85477635,14.51417047,14.52042006,13.66937959,13.88075936,14.27465838,NA,NA,NA,9.771631421,10.39417327,NA,10.75836481,10.86138162,9.825176639
Usp33,Usp33,12.09648543,11.95938869,12.05119521,11.31409397,12.09040302,11.52828806,NA,NA,12.79036784,13.14010554,12.42602096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Usp34,Usp34,12.34491081,12.73963848,12.26212984,12.51892087,12.02929643,11.91203161,12.72574078,13.06696365,13.03541551,13.1142934,13.09270061,13.09046029,13.22988082,12.99527664,13.40350679,NA,NA,NA,NA,NA,12.96272252
Usp38,Usp38,NA,NA,NA,NA,NA,NA,12.99438188,13.49025129,13.61566307,13.61839859,13.25684181,13.78508331,13.2751266,13.32740028,13.5677443,NA,NA,NA,NA,NA,NA
Usp39,Usp39,14.20537091,14.27443236,14.22496874,14.31735778,14.2947854,14.30522817,14.74440968,14.93467687,15.10008986,14.81184066,14.92619676,14.89866085,15.57111706,15.48768881,15.51681321,13.6438451,13.53868206,13.55808482,13.47699705,13.57053149,13.54699104
Usp4,Usp4,15.32806222,15.20853651,15.05542466,15.10642982,15.02470838,15.16600623,14.39739988,14.55378366,14.41883586,14.4600098,14.43203838,14.57782272,16.27783022,16.32974901,16.37903811,14.25535023,14.44040493,14.25708991,14.38894928,14.17383898,14.26310535
Usp40,Usp40,11.9723193,11.33686356,12.09653069,11.86652553,11.67462925,11.89905476,13.40020228,13.45335186,13.14562279,12.89268683,13.22606633,13.29253346,13.27740352,13.33749274,13.43509015,12.55911531,12.46639739,12.90489927,12.69091569,12.6422031,12.37564065
Usp45,Usp45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.96761895,NA,NA,14.67718007,NA,NA,NA,NA,NA,NA
Usp46,Usp46,15.47684929,15.38134943,15.41842163,15.45268507,15.39115441,15.47392865,14.2885953,14.56448674,14.29178088,14.00724357,13.87220929,13.8172533,13.46469438,13.67107271,13.47626006,13.71738824,13.54117079,13.3757898,13.52050595,13.42991621,13.6964704
Usp47,Usp47,16.78121921,16.76440977,16.75768644,16.77801419,16.77465492,16.74619353,15.9911809,15.99763517,16.01728553,16.1001508,15.95821224,16.09861618,19.67725396,19.56454719,19.7857475,14.87273076,14.91267039,14.86119806,14.93597654,14.78460855,14.81076752
Usp48,Usp48,NA,NA,NA,NA,NA,NA,14.95303769,14.43268849,14.80479199,14.3496889,14.49047883,14.49509291,13.05217234,13.07857448,13.63014196,11.88028375,11.57107948,12.35885995,11.30640352,NA,10.70778187
Usp5,Usp5,19.1548507,19.09084784,19.03248713,19.10384192,19.05651119,19.11539895,19.04392188,19.05230118,19.08943781,18.97064752,18.78931593,18.98294798,18.05375011,18.09041305,18.02386306,18.7013585,18.75758793,18.69301436,18.70672795,18.72999681,18.87710316
Usp53,Usp53,13.1648543,13.16825644,13.33377032,13.17242385,12.9787958,13.32975256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Usp54,Usp54,14.4243589,14.39420357,14.14407109,14.4645651,14.30408257,14.32572546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Usp6nl,Usp6nl,11.93536021,12.49676814,12.27392211,13.08903381,12.38503436,NA,14.68852049,14.89349681,14.98943732,14.65755883,14.79820251,14.97182605,NA,13.71007457,13.49997042,13.41123789,13.46176476,13.57220461,13.69154926,13.18315218,13.91516168
Usp7,Usp7,16.07746789,16.15021154,16.15176963,16.12574679,16.09244609,16.1725008,17.14524827,17.40287787,17.3077632,17.35840041,17.38624933,17.51047822,17.83591563,17.76417467,17.92109111,15.39840223,15.54997322,15.42987646,15.57451349,15.49027564,15.53514782
Usp8,Usp8,16.63694842,16.57254163,16.56442308,16.45003916,16.49761119,16.57584722,15.47230892,15.3257801,15.37088123,15.27357636,15.36928676,15.41259392,14.57777083,14.61592989,14.61832441,15.12063402,15.00883618,15.26222907,14.92568364,15.10129373,15.20144662
Usp9x,Usp9x,17.30248242,17.33523434,17.21513996,17.29122903,17.22527735,17.32080024,17.04209485,17.08781006,17.22204881,17.24758826,17.24096235,17.25383233,18.03534143,18.02709588,17.95898383,16.54453731,16.53057255,16.66806582,16.5950942,16.61438055,16.55388712
Ust,Ust,NA,NA,NA,NA,NA,NA,14.024335,14.7209103,14.86202194,14.3919278,14.31638474,14.56193277,NA,NA,NA,12.58508799,NA,NA,12.23347338,12.58441067,12.96607859
Utp11,Utp11,12.34501153,11.98398402,12.50630014,12.54962345,12.3436521,12.43785348,12.81997403,NA,13.11368836,13.26759358,13.37004462,13.09074089,14.49866706,14.43743679,14.50184212,NA,NA,NA,NA,NA,NA
Utp14a,Utp14a,NA,NA,NA,NA,NA,NA,13.08137174,12.51985378,11.97870962,12.54406023,11.91989167,12.35791649,14.17168941,14.15831025,14.28657795,NA,NA,NA,NA,NA,NA
Utp15,Utp15,11.92705827,11.91877359,NA,12.34964323,12.32680913,12.45831105,13.97338054,13.9736755,13.92296936,13.75910741,13.81853383,13.82102841,14.93340169,14.62161839,14.92264691,NA,NA,NA,NA,NA,NA
Utp18,Utp18,12.72212832,12.8762574,12.66822575,12.33388219,NA,12.34334738,14.21538121,14.40004994,14.25437497,14.16962475,14.41987839,14.37144144,15.36671473,15.31287335,15.53878945,NA,NA,NA,NA,NA,NA
Utp20,Utp20,NA,NA,12.64450075,11.83404829,12.76479904,13.11824194,13.93936956,14.33625943,14.44619488,14.14146983,14.34515466,14.0789575,14.47527508,14.44512656,14.55879216,NA,NA,NA,NA,NA,NA
Utp23,Utp23,NA,NA,NA,NA,NA,NA,NA,NA,11.40774575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Utp25,Utp25,NA,NA,NA,NA,NA,NA,NA,12.6157009,NA,NA,NA,NA,13.60461718,14.04267481,13.89237696,NA,NA,NA,NA,NA,NA
Utp3,Utp3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.02559234,14.04275591,14.23486516,NA,NA,NA,NA,NA,NA
Utp4,Utp4,NA,NA,NA,NA,NA,NA,13.31470502,13.55126147,13.36362855,13.19028063,13.38212597,13.73417565,13.85048937,13.92272344,13.88421214,NA,NA,NA,NA,NA,NA
Utp6,Utp6,NA,NA,NA,NA,NA,NA,12.4187798,13.15213001,12.29976079,12.54212584,12.6099732,12.93576762,15.14627212,14.94544995,15.23140031,NA,NA,NA,NA,NA,NA
Uvrag,Uvrag,14.56155496,14.60545535,14.58677476,14.46113339,14.57248413,14.49255502,14.33582427,14.5141728,14.55382296,14.73803667,14.50742967,14.48286404,13.64084221,13.77382947,13.28745153,14.29068499,14.47614943,14.51599873,14.36458404,14.19839718,14.24833253
Uvssa,Uvssa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.27908039,11.91951616,12.10952008,NA,NA,NA,NA,NA,NA
Uxs1,Uxs1,12.45869113,12.49849273,NA,12.58991092,12.28050111,NA,14.27460339,14.31112915,14.25874679,14.4785767,14.67838306,14.41793768,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uxt,Uxt,14.0634962,13.88877429,NA,14.46377507,14.36885343,NA,NA,NA,NA,NA,NA,NA,13.25104378,13.46731712,13.30227999,NA,NA,NA,NA,NA,NA
Vac14,Vac14,15.7833922,15.88590224,15.77812602,15.65926616,15.6338005,15.76217025,15.0019092,15.16119549,15.01002904,15.08215891,15.20592805,15.24141744,14.56138235,14.86543585,14.72846279,14.223687,14.17048897,14.09674806,14.13276348,14.03999918,14.07574962
Vamp1,Vamp1,20.61759686,20.39914211,20.42582616,20.23040415,20.46395499,20.26900246,18.137161,17.88908018,16.6269394,16.81646862,16.9485568,16.97034318,17.20167654,17.74351326,17.5779671,16.36944597,16.34707776,16.46679824,16.15414219,16.27233943,16.37307472
Vamp1;Vamp2;Vamp3,Vamp1,19.77676714,19.4039482,19.99872539,19.90337438,20.02007656,19.00302098,16.31407634,16.72676802,17.37591505,16.10091457,16.498992,15.93371684,16.57497337,15.8999823,16.38289586,16.00638525,15.88356688,15.83167094,15.5472681,NA,15.89167692
Vamp2,Vamp2,20.19089668,20.32980034,20.37631093,19.61096278,20.08160011,19.78404121,17.4354916,16.93500734,16.54339859,16.53649028,16.66012204,16.70983041,15.42258822,15.67237696,15.20501696,16.09681512,16.01168662,16.05368819,15.80649429,16.10762065,15.94116731
Vamp2;Vamp3,Vamp2,20.19118289,20.0139716,19.97615679,19.72336614,20.06702479,19.62640088,18.02705585,17.51195466,17.87362404,18.05056268,18.06784911,18.07593382,17.63613588,17.47673193,17.44729949,17.27058561,17.30737389,17.37100506,17.21347975,17.23040787,17.14574533
Vamp3,Vamp3,17.77687714,17.87294395,17.60174489,17.37553797,17.4493876,17.47220591,16.60843319,15.89278325,16.38659371,16.32671517,16.2950859,15.95575059,16.73250052,16.4334489,16.57734277,15.95870216,16.1485321,15.96182399,15.64752538,15.93887836,15.70941095
Vamp4,Vamp4,16.42919581,16.39736956,16.39767205,16.54116128,16.31072372,16.64861662,17.83823516,17.11246207,17.1866952,17.7257678,17.89921866,17.77345874,15.13472592,14.6975406,14.78112216,NA,13.07248099,13.6302999,13.60455644,13.26152137,13.56065996
Vamp5,Vamp5,14.33180569,14.63321095,14.76988949,14.33847874,14.29384521,NA,15.57307099,15.30437271,15.37943252,15.24038018,15.27343096,15.19655602,NA,NA,NA,15.62729733,NA,15.94274586,15.77160811,15.78924324,NA
Vamp7,Vamp7,15.76008263,15.63364837,15.75106476,15.85070353,15.81123495,15.6201413,16.17803214,16.3135781,16.22678544,16.33651566,16.10839459,16.27478635,14.98517264,15.00012343,14.96947365,14.39966287,14.3367243,14.57033075,14.38495333,14.60463876,14.3657604
Vamp8,Vamp8,14.03450345,13.73507,13.61556252,13.62074865,13.95441245,13.65536256,15.20656242,15.36005632,15.54199311,15.43937188,15.63954834,15.52605133,16.4511017,16.37317378,16.17236753,15.03254368,15.30946181,14.44360371,14.91024821,15.17406891,14.65649826
Vangl1,Vangl1,NA,13.12693512,12.76756377,12.89987046,13.73853564,12.75784,14.94965022,14.46568642,14.60395935,14.40744007,14.72237962,14.43096136,14.01403131,14.20138603,14.1847483,14.3101214,14.28461252,14.25140827,14.15700949,14.10784331,14.37634005
Vangl2,Vangl2,13.99393091,14.06218295,13.99319721,13.9012053,13.74117134,13.99426953,NA,NA,NA,NA,NA,NA,14.52093142,14.3685914,14.64189668,NA,NA,NA,NA,NA,NA
Vapa,Vapa,18.15994378,18.31253069,18.301259,18.28040791,18.21775919,18.3251986,18.59902607,18.50528617,18.45259285,18.53392466,18.53143542,18.48483579,16.53076165,16.5583493,16.57171406,17.52428931,17.6071449,17.58043441,17.56683683,17.41562283,17.51112343
Vapa;Vapb,Vapa,18.91067201,18.76594,19.14303438,19.1644896,19.06415068,NA,17.92006785,18.80534398,19.09268489,18.47265911,18.59292051,18.60226028,17.60618108,17.61148594,17.82758461,NA,NA,16.70886834,NA,NA,16.73661333
Vapb,Vapb,18.83495054,18.83504551,18.90586127,18.84202013,18.84271383,18.74024789,19.01399335,18.58279109,18.46025253,18.75138829,18.96951047,18.83961986,15.74685943,16.06079419,15.99588732,17.41370498,17.39568855,17.431945,17.57919957,17.30551479,17.39544346
Vars1,Vars1,18.08726319,18.13154587,18.09765562,18.09439001,17.9896503,18.13418321,19.49339863,19.43760201,19.3995529,19.5012682,19.55547132,19.56565502,18.0313099,18.0070345,18.07752953,16.13383574,16.34002258,16.2317933,16.32123532,16.13314143,16.12300743
Vars2,Vars2,19.02666875,19.15739859,19.13587418,19.16296587,19.0949358,19.33354024,16.30873372,16.02860158,15.88189195,15.91779503,16.02958916,16.07403682,13.37909663,13.54436837,13.54485772,13.00699916,12.85808468,13.14106349,13.08629037,12.74437917,13.02864748
Vash1,Vash1,13.82790062,14.12835672,14.05257848,13.86370911,13.99410296,13.75610035,13.12314215,13.72914386,14.31257957,14.1724578,13.77012509,14.04355369,NA,NA,NA,14.17553176,13.75475191,14.00107551,13.81047808,13.92350467,14.1143005
Vasn,Vasn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.93530504,12.90070834,12.92158807,12.16467468,12.74040318,12.63223945,12.52715484,12.12349076,12.86668186
Vasp,Vasp,16.51606697,16.53769677,16.50471431,16.25937654,16.39591681,16.53840046,15.86045722,16.01810812,15.93373714,16.17726602,16.03249206,16.1608868,15.86370879,16.01822528,15.80539958,15.32941832,15.24950521,15.2611524,15.35794037,15.3730221,15.36771409
Vat1,Vat1,19.25228375,19.41547901,19.27873435,19.13668397,19.16608003,19.34544588,19.74552916,19.54755599,19.49471157,19.36111121,19.55056012,19.51899902,19.43231188,19.44257099,19.40128385,20.36943657,20.43266846,20.42314237,20.52146364,20.46995411,20.45430007
Vat1l,Vat1l,19.12054138,19.15994647,19.10312702,19.07269105,19.0570913,19.17970858,19.34501839,19.19379716,19.46342747,19.20581879,19.63056134,19.34951627,14.67163132,14.54265644,14.16995466,20.27578373,20.38343828,20.49044028,20.59628352,20.39716128,20.60446013
Vav2,Vav2,13.03346675,12.69776103,11.9658456,13.09958447,12.97011322,12.90598014,13.33307752,14.06824409,13.5920446,13.76870743,13.68521681,13.96953248,NA,NA,NA,13.65729364,13.36938226,13.51382476,13.6397947,13.90562427,13.59584821
Vav3,Vav3,13.80649781,14.00967463,14.23145799,13.84989682,13.96295966,14.14930126,14.1215627,13.97724819,13.94443519,13.97613471,14.21914901,14.06456128,12.76381406,12.41324975,12.50856731,14.01795901,NA,NA,NA,14.23473071,14.17161467
Vbp1,Vbp1,16.93596144,16.82641212,16.60080308,16.76818684,17.00029018,16.54862558,14.95565493,15.85779556,15.44586065,15.47061724,15.2857896,15.75780728,15.25413916,15.3919487,15.21342026,15.39108607,15.44965401,15.47685663,15.39101874,15.46349327,15.46088464
Vcam1,Vcam1,15.31504552,15.34788329,15.37116027,15.26084171,15.33946725,15.42122706,13.96387879,14.03783896,13.95334098,14.08012808,13.9697658,13.71351483,13.24820333,14.00302592,13.73102197,14.31679568,14.39578471,14.34278618,13.97977843,14.12402267,14.12188245
