"","GeneID","X170_SCN_T_m_4","X175_SCN_T_f_5","X177_SCN_T_f_6","X178_SCN_T_m_1","X181_SCN_T_m_3","X197_SCN_T_f_1","X171_SCN_T_f_2","X183_SCN_T_m_2","X185_SCN_T_f_4","X187_SCN_T_f_3","X173_SCN_TC_f_1","X174_SCN_TC_m_5","X182_SCN_TC_m_3","X186_SCN_TC_m_4","X191_SCN_TC_f_3","X193_SCN_TC_m_2","X194_SCN_TC_m_1","X199_SCN_TC_f_2","X189_SCN_TC_f_6","X198_SCN_TC_f_4","X201_SCN_TC_f_5","X195_SCN_TC_m_6"
"721","Dtx3l",NA,NA,1003.49,2179.02,NA,3167.37,2293.56,NA,2908.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Dusp3",21548.728,40486.87455,27650.63714,39322.65638,29792.81993,36952.6758,31422.52218,15958.73395,30909.73398,30138.08953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Dvl1",8834.466633,NA,8074.063799,5746.69388,5754.17,5072.47094,8881.366305,NA,4142.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Dvl3",14864.94626,8500.599962,7423.935054,7960.61694,9014.407011,7212.34063,8332.668324,12218.33847,8854.704853,11433.85086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Dync1h1",26867.76661,25213.68564,24837.53606,25627.17355,29816.34105,23597.70191,25652.79311,28837.99468,24660.22506,25828.48275,3071.919888,14130.7175,NA,730.8490474,2060.860803,1332.017201,1708.429171,1531.076023,2532.502378,1569.409169,NA,NA
"726","Dync1i1",36243.6983,31316.43593,49971.76316,47179.95092,43534.68158,46358.95494,31981.21239,36424.83993,43701.81474,45444.96317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Dync1i2",58218.03205,61169.05488,58438.1527,55981.25268,42124.82512,56815.45807,60274.73697,59036.04018,65227.63108,76121.93493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Dync1li1",139339.269,146881.4721,151769.3758,138538.858,138726.7728,144416.3804,137618.7777,136267.4208,142874.7494,142173.2765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Dync1li1;Dync1li2",2446.586303,NA,NA,5828.800575,NA,897.2202729,6436.138503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Dync1li2",256969.1353,233950.2394,225466.4027,237497.7781,261212.4738,261993.2356,244973.588,202797.0684,226304.743,217677.2354,NA,6260.786465,NA,NA,4759.756975,4141.304969,3270.803709,3840.417456,NA,3162.72679,NA,NA
"731","Dynlrb1",5734.96,NA,NA,NA,NA,NA,5069.88,NA,NA,6164.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Dzank1",9896.711582,15763.46914,14837.43659,14175.89743,14078.9469,13308.00184,12995.40006,13062.98391,19889.33947,17456.98337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Echdc1",31456.59463,46632.32762,40423.08418,24140.96397,30652.62714,42193.28227,38289.57983,25978.89736,47262.20842,38783.01862,NA,NA,8191.88,NA,3465.55,NA,NA,NA,NA,NA,NA,NA
"734","Eci2;Eci3",8242.98,NA,4399.47,NA,8687.63,4693.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Edc3",63651.07375,41313.39311,51102.19149,57376.524,69215.54425,48852.36963,45431.62214,46915.31702,43185.91321,39976.40386,NA,NA,NA,NA,4550.57,NA,NA,NA,NA,NA,NA,3882.46
"736","Edf1",NA,NA,NA,8692.534894,6801.222138,4163.564002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Eea1",9843.728016,10038.26254,9576.867727,5743.614764,8736.387232,8403.201262,10729.00412,8636.396741,11573.30681,6845.907641,NA,3495.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Eef1a1",23094.85101,29578.92668,26324.41758,38628.79836,25850.11457,29276.75964,24101.82796,28849.09909,36796.8365,28870.61492,35646.7572,325387.9438,28385.90126,44581.28543,24388.05778,35803.08248,38964.17483,29159.82677,27821.46652,26605.13327,25470.8485,34549.38754
"739","Eef1a1;Eef1a2",170434.4833,217073.9574,241385.6021,132204.9753,180488.3108,193324.1746,178120.7811,126640.4934,181304.5394,184109.2703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Eef1a2",49838.70958,49962.2114,49230.55667,49311.10254,50675.75784,52795.02754,76730.24342,39540.92625,68279.64205,85330.37093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Eef1akmt1",13831.34256,15628.49384,12875.30835,11490.44178,9615.691064,13025.08405,14024.27496,9083.057873,12781.89901,14407.12416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Eef1akmt2",NA,5975.73,NA,4479.57,3951.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Eef1b",53841.2943,47164.83116,47381.20612,65899.5685,36974.76856,47158.52175,47543.7207,31841.65605,48538.6146,49678.36674,7249.163238,NA,3838.46782,8039.812824,6265.502623,NA,4535.802362,6367.251894,3425.010568,3636.280759,5772.689721,8760.278983
"744","Eef1b;Eef1d",28570.6,22633.8,21100,26862,25940.5,23175.6,26060.9,16954.7,18087.8,27238.8,5762.04,NA,5435.63,NA,4830.23,5660.06,7968.48,6382.06,7849.24,NA,4679.69,6562.55
"745","Eef1d",22375.14617,21737.34007,21422.33027,15099.165,18798.77725,20936.14842,23286.06483,19092.86074,24791.47159,22749.60843,4902.220747,13113.17883,5491.97382,3814.521901,5550.266269,6387.923021,5327.030572,5775.953927,3049.330763,5509.046269,7826.034211,6112.650558
"746","Eef1g",9273.501351,NA,7882.124546,7894.511014,6670.081334,8116.311976,NA,NA,8710.11,10276.64961,3430.229195,34034.72605,NA,5261.288127,5075.084838,3340.710227,5310.117452,NA,NA,5920.969482,5315.766232,4020.680059
"747","Eef2",19305.50395,14548.39591,13191.30166,18183.68192,16424.67124,14192.5028,12364.61637,17607.31294,15833.87654,14024.30238,5282.990442,84503.65166,4807.82817,7863.466812,4910.546329,5095.100601,5932.672887,5948.072984,2545.428004,4635.119176,5225.120315,8146.509212
"748","Eef2;Eftud2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1278.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Eepd1",5435.26,5284.32,4354.16,3182.13,3269.32,6303.25,5557.5,4007.73,3542.36,7300.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Efemp1",4587.71,5166.15,NA,4317.395495,3932.107695,1269.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Efhd2",131613.2787,130334.5042,128652.6416,107537.8177,119415.3011,129066.9919,111587.0334,106128.7623,108988.2778,107579.152,3334.278339,10451.98443,6594.026964,NA,4942.192071,6053.067926,6502.720245,NA,6430.013656,5244.680277,NA,6957.634383
"752","Efl1",12263.12594,19390.27763,14003.62861,11403.89252,11612.56541,14728.20505,15734.58307,14349.88742,19849.29726,17853.0691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Efnb1",7432.748234,7648.734609,5948.606781,5687.04079,NA,4752.42664,5385.620389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Efr3a",12160.93266,9575.73914,9165.140731,8085.272919,12224.65105,7442.312488,9539.539403,14692.09858,11176.76514,14635.46732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Efr3a;Efr3b",NA,NA,2955.17,7425.59,7312.57,3812.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Efr3b",7782.338143,8604.240388,8779.385417,9964.826065,10850.00702,10834.34152,10832.58835,8337.815037,5539.468299,7153.272349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Eftud2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8856.11,NA,NA,1287.22,NA,NA,NA,NA,NA,NA,NA
"758","Ehbp1",62331.40045,54521.97054,61645.8816,70929.49068,65065.29262,64808.37515,60414.93045,57794.38271,55955.88286,57127.94726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Ehd1",40820.19583,39198.31052,35395.39397,33508.58898,34344.79282,29064.21562,34277.09823,43967.29075,33906.39589,36346.09795,6449.703012,14168.44102,7771.802334,5659.692362,4967.884933,6329.503372,5186.455896,5585.7881,NA,5152.50201,5813.221962,4434.201373
"760","Ehd1;Ehd3",64903.90966,56059.68626,58235.63509,61124.70644,80455.92918,69423.03724,68798.77586,56400.52996,91964.34736,64697.57639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Ehd3",86118.67321,91918.6729,85020.69762,99871.99469,86569.35732,95608.99771,100063.8517,67077.22129,93170.72775,86695.66456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Ehd3;Ehd4",13069.4,15815.3,17969.5,20082.5,16166.5,15995,15066.4,17744.4,19106.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Ehd4",14080.1446,13451.99012,14267.47966,15619.97552,16203.85692,15028.62234,14098.18449,14598.13643,17007.52325,16498.02658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Eif2a",40027.97073,43617.26286,43969.7818,51549.47939,50194.00668,39273.32851,43697.34357,46205.79725,40179.85843,40274.35297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Eif2ak2",15067.6702,15320.8,13316.00916,12194.3103,17606.84933,13611.31234,17652.8,18107.6,16752.71042,17904.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Eif2s1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10123.6494,9068.432694,2949.87677,4341.802471,1385.678565,2437.441741,NA,NA,NA,NA,NA
"767","Eif2s2",15194.9542,12732.5227,9562.059075,8268.95389,10744.38234,11046.16367,13808.32563,17737.95265,14909.08733,12278.49532,NA,NA,3317.92,NA,1486.49,NA,3817.95,NA,NA,NA,NA,3654.86
"768","Eif2s3x;Eif2s3y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12233.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Eif3a",NA,NA,NA,9956.25,NA,NA,NA,NA,NA,NA,NA,8435.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Eif3c",23749.26811,30002.46142,28866.54405,27703.87629,22855.20451,32238.21097,27928.9808,24637.4234,25977.45179,32303.43063,NA,7431.878794,NA,NA,2059.11659,2570.715652,2438.844444,NA,NA,1528.598688,NA,2309.166208
"771","Eif3d",11641.7,9343.47,10765.9,13374.6,15667.9,NA,11250.2,15984.6,12824.3,12830.4,NA,36409.2728,NA,NA,20378.68261,NA,34933.7315,9488.63,26926.4,NA,12763.08093,9767.56
"772","Eif3e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11907.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Eif3f",18111.6641,25717.04479,24859.92282,23393.70274,22438.69687,21540.74253,20544.29941,23783.51851,23523.91367,21173.04146,NA,7111.631424,NA,NA,NA,NA,NA,NA,NA,NA,NA,1629.60652
"774","Eif3g",28783.42614,27381.87847,30014.20301,31939.714,27854.01252,22416.56981,28387.25158,27134.20118,26036.55382,29249.90411,17525.4,167965,3956.05,NA,NA,NA,NA,61830.6,NA,NA,21729.9,NA
"775","Eif3h",24613.10706,10797.33657,14868.09048,13267.59252,14254.07806,14490.91494,16935.28439,15649.09433,13646.03689,16187.36885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Eif3i",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525.6732168,9450.390621,NA,1058.25619,NA,NA,NA,NA,NA,NA,NA,NA
"777","Eif3j1;Eif3j2",54298.28263,50418.24839,51050.89826,62823.8153,59945.66235,57200.16086,53761.93473,51052.25707,46111.10191,55527.16221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Eif3l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12254.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Eif3m",71140.92892,63242.66756,70510.77386,89833.18289,61542.87243,84881.28599,74836.71646,54946.70508,66114.11774,85840.67835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","Eif4a1",23145.53982,18194.97206,11906.81014,13335.02814,18534.06614,13211.31107,17976.57683,23466.15448,18955.01806,23860.81717,4451.270491,NA,5458.179674,6511.040477,4591.365199,3902.553075,7020.587043,6370.448186,6231.321824,3331.584076,7144.209559,9098.541567
"781","Eif4a1;Eif4a2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7082.740652,104970.5098,16874.19379,13922.60697,9083.045138,14496.8,18143.24282,NA,15634.9,11818.68223,17832.79543,15606.82768
"782","Eif4a3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14471.8,NA,NA,NA,NA,NA,NA,NA,838.824,NA,NA
"783","Eif4b",481012.9134,449942.929,404482.799,470952.3436,435048.3934,380499.5048,383955.735,500096.5138,405695.2764,430369.8018,15678.11581,18182.30189,15706.32781,14181.00336,12934.66892,13891.73904,14086.79558,12381.90655,15242.00434,11344.92525,13223.36827,14653.89309
"784","Eif4e",NA,16729.7,13793.013,20844.16505,12178.85916,15681.15844,9301.63,NA,9125.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","Eif4g1",51850.23345,47805.24662,51788.38696,52150.95588,48288.30796,47799.02663,47478.59067,44691.53347,48105.16874,46751.81681,NA,6395.537183,NA,3999.425408,1332.766025,NA,1117.676215,NA,NA,835.3444012,NA,2921.054316
"786","Eif4g1;Eif4g3",7181.317777,10551.69158,11707.0216,16757.5201,11648.13672,11049.67815,15342.19088,14081.94549,12212.52611,11141.40026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","Eif4g2",37595.44016,38002.09332,38344.69332,41819.98426,41990.30136,36342.36078,37458.48305,36321.59779,39825.39032,39175.31595,NA,3670.35,NA,NA,NA,1719.61,NA,NA,NA,NA,NA,NA
"788","Eif4g3",15489.48782,15356.57597,12034.2663,13313.47687,15185.00489,11534.90407,13916.42974,15572.0528,12865.79713,13354.86949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","Eif4h",50251.49026,55616.39402,55829.14374,39680.3143,41484.13752,50874.05029,52853.3267,52348.15678,52193.19006,49990.82873,NA,NA,3302.33,NA,3103.35,4923.57,4246.1,NA,NA,NA,NA,3317.95
"790","Eif5",81811.05894,69735.33367,87826.09769,84903.29289,73893.0916,92260.24148,87629.49587,75806.02873,84990.97101,78532.72452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","Eif5a",10901.9753,19293.80508,14092.09614,21975.75107,21290.49105,19470.36611,14744.45768,10803.61572,14257.99958,16939.12345,NA,NA,NA,NA,1736.752915,2426.529832,NA,NA,NA,NA,NA,2040.076106
"792","Eif5a;Eif5a2",71328.77195,86783.82704,103394.4167,137072.3412,97788.57914,115816.5605,90413.3951,94460.8,62439.56126,88789.28785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","Eif5a2",6003.794595,8123.967892,6653.748815,14447.22038,8781.96262,9106.343587,8353.994065,NA,5985.581425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","Elavl1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5103.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Elmo2",13806.62901,3766.363663,8327.0719,3765.423008,4061.9135,3040.68024,5048.00105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","Eln",3794.76,39469,2822.7,4533.13,5019.42,2640.74,3826.34,3794.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","Elob",NA,NA,NA,NA,5484.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","Elp4",23358.04526,22621.47779,25606.98321,23909.18829,27205.30977,24314.52818,22800.56422,17834.381,23344.93317,20730.43087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","Emd",25364.08385,34250.79708,39044.94391,38277.52428,33719.70706,41454.80741,38935.62508,21843.13083,30415.98553,37198.29001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","Emid1",203962,NA,228487,NA,347526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","Emilin3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36687.8,NA,29029.7,NA,NA,NA,NA,NA,NA,28385.5
"802","Eml1",96481.59085,98014.48093,107229.1153,94171.74491,102681.9445,106133.5908,107080.9611,100893.7315,104964.3811,100457.7137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","Eml1;Eml4",11089.7,9218.87,8949.85,NA,12984.1,10156.4,9172.11,NA,12580.3,11060.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","Eml2",15155.69698,8231.428039,9809.727407,7660.78989,9293.151193,8899.580597,14555.07882,11205.47679,NA,11256.19162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","Eml4",9800.869398,13728.29328,9102.26112,8130.469886,10949.85376,10474.40234,14317.2964,11853.95873,15157.76938,9112.213042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","Emp2",NA,NA,48845.3,21765.9,26956.7,19273.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","Enah",119346.0179,128395.3092,111741.234,139155.8948,125598.6633,121653.0358,126842.7272,122172.918,116262.4822,119910.6826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","Endod1",NA,NA,NA,4578.46,NA,3613.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","Endog",3558.6,NA,NA,NA,NA,5347.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","Eno1",57672.35823,57045.18,59498.83173,53103.6255,56880.22868,61790.78103,53178.40705,61328.94346,58923.95084,53675.783,15320.62115,163333.0104,14946.96929,18575.78411,14064.16652,15316.8386,16557.47341,15542.35362,14390.0923,13751.57634,17195.15963,18907.37515
"811","Eno1;Eno2",32304.12891,21001.84027,23824.93564,29061.39657,27698.30387,23340.61933,24044.69343,22364.95312,26920.69278,23283.68607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","Eno2",16610.6222,14271.43455,12124.13694,17525.50613,18116.8109,15090.99268,13690.45654,13999.01253,15345.60255,14563.68385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","Ensa",36009.80011,38693.55859,38628.1674,41647.9771,32269.63315,38791.71929,37618.04803,36759.55086,37096.39862,37856.00453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","Entpd2",7736.558646,5003.37,4807.371634,10101.0665,9159.547352,5249.987242,3862.700921,6631.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","Epb41",36024.38603,41765.03332,38134.57919,50088.70431,36848.64317,37828.32196,43824.25765,37590.63791,37280.62609,41860.8403,NA,NA,NA,NA,NA,NA,NA,NA,5098.37,NA,NA,NA
"816","Epb41;Epb41l1",26321.7,26942.7,27021.1,NA,18386.6,21329.6,22851.8,13215.5,25972.5,22721.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","Epb41;Epb41l2;Epb41l3",551948,661716,508616,NA,521123,576757,587764,632276,599408,567656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","Epb41;Epb41l3",1182737.426,1137458.525,1663000.582,2128588.213,1864234.822,1676080.266,868949.5553,602388.3744,708927.2409,812474.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","Epb41l1",197704.9797,174457.476,178763.0449,200367.7085,196002.2505,181019.5612,193146.7324,174058.3887,187741.67,171611.3822,9677.860573,5516.395235,7114.504276,18352.75946,5415.740885,5287.948278,5097.11477,6694.127512,6395.733796,5004.24894,3736.249586,5101.454405
"820","Epb41l2",49915.52806,43251.97568,37473.47838,50911.52561,51507.38579,41882.68528,43269.17604,46433.4184,38711.23551,46202.83783,35001.57637,33318.00531,32234.37432,34024.38966,32964.0735,32392.67375,31377.80758,33125.27092,29737.71791,32181.22486,33184.0572,32787.60877
"821","Epb41l2;Epb41l3",515644.2532,622306.6481,811160.7005,504913.6091,712740.7131,852710.1286,470188.8043,367160.5423,554281.4947,491770.8051,17901.2,11509.3,13067.5,NA,13944.7,17399.9,11680.3,14829.7,NA,NA,12161.5,14121.7
"822","Epb41l3",3365521.575,3484783.214,3783933.871,4925738.48,3949787.214,3610992.718,3460646.042,3523404.368,3901699.952,3565339.686,111189.722,68358.20387,83519.57431,154507.4756,55397.99076,52530.0698,48101.52851,52132.94256,71695.31083,82589.61426,55753.80874,56696.99766
"823","Epm2aip1",12147.88991,12140.43063,13809.60321,12188.24883,11036.3739,11241.29695,11089.53844,10689.47574,13081.41515,11690.11866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","Epn1",32214.57083,18239.34602,39237.09063,43357.29791,35729.24991,38032.57544,26975.56834,29522.22518,26000.957,24069.90438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","Epn2",72292.97978,86090.17637,85303.46651,100062.0462,93481.15854,82438.98257,66082.41479,88697.79215,80850.80202,75236.45349,2856.66,4419.74,NA,NA,5503.22,3829.56,4450.65,5022.21,NA,NA,4870.51,NA
"826","Epn3",NA,NA,7278.53,10312.68838,7248.68051,6289.516742,8643.29486,NA,NA,11192.78771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","Eppk1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31057.99231,8671.27,3447.799697,NA,NA,NA,NA,NA,NA,NA,4058.75
"828","Eprs1",5267.11204,3497.213318,3356.214134,2160.676399,3387.773262,3149.281565,4724.859208,5940.843537,7488.376671,3577.545283,6157.693666,6278.007155,1354.707643,NA,NA,2119.822327,2020.72959,NA,NA,1747.6522,2709.208612,NA
"829","Eps15",148114.5009,160544.8849,174736.3132,187963.8934,165552.2257,174909.7953,150657.0383,124868.8678,143728.7638,158124.5873,4838.149262,NA,NA,3205.152075,NA,NA,NA,NA,NA,NA,NA,NA
"830","Eps15l1",223369.3555,245335.7028,250087.2027,248112.747,241960.3283,234896.8269,235470.4218,231779.5995,231192.6415,231646.5718,6800.041782,5359.096351,5993.972024,8337.757015,4564.114938,4821.430857,4902.208408,5227.829986,5745.190292,4347.002699,4567.868894,7188.658478
"831","Eps8l2",123717,NA,59570.9,NA,NA,NA,NA,NA,NA,172672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","Erbb2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,669.338,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","Erc1",7736.883349,7779.061608,6647.291338,5658.436175,5938.485206,5906.775705,5419.454047,6858.73714,6927.763587,6898.417674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","Ercc6l",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56088.8,65354.1,65385.8,88222.4,51471.1,83773.1,81032.1,54985.4,64788.8,68036.7,56567.3,48691.9
"835","Ermp1",27102.7265,29718.18562,31503.85366,29948.6317,30929.18816,31656.89516,25807.23329,24555.73369,20729.72532,31796.97704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","Erp29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1727.22,976.519,1591.56,1939.44,NA,3154.88,NA,2229.19,2911.97,NA
"837","Esyt1",38777.67299,44337.72191,44870.48378,44880.49308,43426.84819,43160.54789,42523.66414,38931.28907,45733.5959,46467.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","Esyt2",13211.5085,12041.5365,13193.90105,17018.98334,18293.64028,12744.41733,15631.22505,17613.52272,21204.97281,13571.39567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","Etf1",22041.34203,20633.64113,22475.47969,29509.78523,32478.10952,25415.04859,24977.33646,23311.24458,23431.9575,21740.41926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","Etfa",12148.95635,6857.645543,7324.093643,7954.669955,8641.139992,7500.587545,6372.414073,8421.611797,8178.865081,8060.128859,NA,3935.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","Etfb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7564.714657,3376.483187,NA,2794.648955,NA,5539.826516,NA,1477.673281,1254.892362,NA,3449.414372
"842","Evl",NA,NA,NA,5996.553136,7709.813886,9311.969344,5607.075536,NA,10110.44734,7911.107982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","Evpl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24572.69483,NA,NA,921.691311,NA,NA,NA,NA,NA,NA,NA
"844","Exoc1",7285.352588,6294.731203,9699.064106,6703.709339,10091.29691,7726.003233,8676.898385,4095.906593,8429.373463,7690.989313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","Exoc2",NA,NA,5024.756358,3980.295392,3213.282674,5268.199619,7204.061292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","Exoc3",20772.44287,17280.83749,17505.05426,16839.10166,14828.71776,16530.85825,19417.6182,15634.82394,20508.11647,20539.41847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","Exoc4",21783.89005,24560.64609,24300.7338,25326.74342,26651.64856,24096.8584,24890.72602,23939.60496,26601.40817,25647.22655,NA,6100.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","Exoc6b",1738.72,NA,1748.94,3693.27,NA,2954.89,NA,NA,NA,3205.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","Exoc8",15341.47277,18288.57898,18431.77194,13786.6617,13146.74959,18729.86024,17117.37795,15215.74281,16928.39484,19303.05175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","Eya3",6051.02,NA,2298.81,6155.47,6232.39,NA,6170.77,NA,4266.53,4489.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","Ezhip",NA,NA,NA,NA,NA,5267.13,NA,NA,NA,12674.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","Ezr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2935.099038,45800.14654,NA,NA,NA,NA,NA,NA,NA,1599.327653,NA,NA
