"","GeneID","X170_SCN_T_m_4","X175_SCN_T_f_5","X177_SCN_T_f_6","X178_SCN_T_m_1","X181_SCN_T_m_3","X197_SCN_T_f_1","X171_SCN_T_f_2","X183_SCN_T_m_2","X185_SCN_T_f_4","X187_SCN_T_f_3","X173_SCN_TC_f_1","X174_SCN_TC_m_5","X182_SCN_TC_m_3","X186_SCN_TC_m_4","X191_SCN_TC_f_3","X193_SCN_TC_m_2","X194_SCN_TC_m_1","X199_SCN_TC_f_2","X189_SCN_TC_f_6","X198_SCN_TC_f_4","X201_SCN_TC_f_5","X195_SCN_TC_m_6"
"1191","Kif16b",NA,NA,NA,4657.38,4694.89,5342.89,4098.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","Kif1a",13621.19709,16847.23928,15749.27568,12391.10697,13120.26805,15332.2802,17049.17554,14896.09198,14179.69804,15596.72363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","Kif1a;Kif1b;Kif1c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1919.65,NA,1003.18,NA,NA,NA,NA,NA,NA,2591.76
"1194","Kif20b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40338,NA,NA,NA,31821.1,109226,NA,NA,NA,NA,NA
"1195","Kif21a",26774.72561,22614.98894,25123.18111,33098.6732,25835.08486,26390.10393,25941.72614,27872.6298,22078.66848,25540.45581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","Kif2a",13737.82741,14354.16385,14225.39351,13972.46693,14678.23741,16041.81083,17449.56763,17892.58386,15539.99824,17883.8135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","Kif3a",6188.02,NA,7492.46,NA,16654.4,7993.29,NA,NA,1704.21,8609.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","Kif3b",23828.53105,35852.62224,33031.74607,25303.81184,23872.93813,32992.15724,30601.19495,23093.28846,31614.67546,32648.66205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","Kif5a",117088.137,126295.1572,133258.4145,149130.5588,134262.2897,136235.6756,113439.7499,84737.70833,121945.7102,124971.5386,3540.197069,1736.884964,1724.034161,3123.66845,NA,NA,NA,1089.643458,NA,4745.635783,NA,NA
"1200","Kif5a;Kif5b",29549,31595.9,40869.19611,42990.71227,43308.26046,38953.27283,24616.8,17672.2,32839.5,31155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1201","Kif5a;Kif5b;Kif5c",143446.3652,149839.9812,153528.7945,145479.9297,168468.3855,174204.8983,190239.8445,167689.1594,221576.3312,179505.1738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","Kif5a;Kif5c",26024.9,37154.7,36814.4,28888.10746,32352.4,NA,37235.27716,20013.8,36540.2,31509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","Kif5b",14432.56808,14073.47761,15171.01852,16786.36111,16870.14577,16028.77613,13644.11408,13373.23408,14241.30084,16056.72056,NA,6573.36477,NA,NA,2653.305875,NA,4430.143882,NA,NA,NA,NA,3436.662839
"1204","Kif5c",23143.71614,24334.77983,24391.07339,22037.16577,19697.77588,24983.64767,23579.27837,20432.45753,22123.08568,25229.52533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","Kifap3",18570.25206,16070.40394,18700.73163,15241.64976,18258.03215,17079.01829,18985.20878,19606.73263,15252.07438,16382.2483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1206","Klc1",93144.21908,87293.9943,101080.6949,112692.5819,100908.8294,99971.0842,83222.4231,71760.6847,84472.32826,84568.7308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","Klc1;Klc2",15614.5,17831.26206,28165.08709,29602.85857,26883.37917,27308.40672,25502.8,18803.3,24044.6,14117.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1208","Klc2",102262.5837,137016.3651,108849.8098,105431.1503,93306.6818,106593.7701,138269.4563,132316.0379,142340.5722,129070.0794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","Klhl11",47259.6,34094.3,26919.2,24855.5,34695.7,25855.6,40160.6,32439.4,35908.8,39784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","Kmt2d",11236.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","Kpna3",73631.41951,73323.9869,78801.61297,66285.09054,73977.49681,74202.15397,79457.39412,42451.09445,86226.39251,93475.83391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","Kpnb1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15286.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","Krt1",1943410.192,186940.8852,424890.7213,1002990.223,1605721.423,875213.5116,779113.6067,NA,237461,809935.9245,879917.4037,17633467.96,1264386.742,679919.0874,1136258.571,973826.9242,724282.9387,900188.7536,258623.3267,114264.0341,550904.521,1648891.262
"1214","Krt1;Krt2;Krt4;Krt5;Krt6a;Krt7;Krt72;Krt73;Krt75;Krt76;Krt77;Krt79;Krt8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259835,NA,326609,127540,225785,102849,103425,NA,70637.5,78967.7,NA,444110
"1215","Krt1;Krt2;Krt5;Krt6a;Krt72;Krt73;Krt75;Krt76;Krt79;Krt8",1068080,87033.3,149549,227051,301488,236111,269307,225955,67974.1,177811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","Krt1;Krt2;Krt5;Krt6a;Krt75;Krt77;Krt79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42384.8,NA,NA,52957,49754.2,NA,20942.9,46618.7,16110.2,9858.05,56604.5,103383
"1217","Krt1;Krt2;Krt5;Krt6a;Krt75;Krt77;Krt79;Krt8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187232.4704,NA,265140.1262,220525.3008,244061.5414,279612.4717,97543.12175,313292.0359,96788.10293,86935.4959,307926.1974,505381.092
"1218","Krt1;Krt2;Krt5;Krt6a;Krt75;Krt79;Krt8",708182.1124,88944.73131,117352.4283,260058.394,302491.4785,213460.1506,282663.4446,224438.2522,42813.18286,210861.8618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","Krt1;Krt73",3061580,368539,626030,1615320,1817060,1154720,1545180,NA,NA,1115870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","Krt1;Krt73;Krt77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158930,3459460,1439970,NA,NA,NA,554082,1426830,296287,452224,NA,NA
"1221","Krt10",2606249.498,180914.3974,219607.602,889530.3694,813540.1607,513634.0856,669771.5739,664081.3491,143444.6267,516815.7361,447834.6132,3134131.439,539050.5141,220695.6431,434127.3268,281965.3978,173381.5686,282770.1005,172259.7061,195997.829,442783.3222,829152.746
"1222","Krt10;Krt13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198271,NA,210982.2571,NA,143182.2631,95192.86082,71515.3,NA,52583.1,109732,179806,311421.4206
"1223","Krt10;Krt13;Krt14;Krt15;Krt16;Krt17;Krt18;Krt19;Krt31;Krt33b;Krt35;Krt42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225824,1748240,242059,173508,150491,133208,52629.9,174148,101959,305302,490978,425578
"1224","Krt10;Krt14;Krt15;Krt16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1970163.685,8169263.838,2575015.002,629310.5521,616280.3239,925165.2996,544316.338,593813.2299,367467.5288,239143.7017,995692,1181715.452
"1225","Krt10;Krt16",3450532.088,386946.5171,409112.1777,886994.8214,1057767.233,762388.182,1785747.777,1111922.7,277095.5284,1137658.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","Krt10;Krt16;Krt17;Krt18;Krt42",1392490,51042.6,87890.4,498014,248565,146754,561679,503109,77027.1,1049030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","Krt12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31669.4,NA,47699.3,NA,NA,NA,NA,NA,NA,NA,3960.01,76828
"1228","Krt13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53234.44161,NA,NA,NA,2537.238359
"1229","Krt13;Krt14;Krt15;Krt16;Krt17;Krt19;Krt42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6050.93,7894.16,5315.02,5068.55,NA,NA,NA,2338.49,NA,5213.44
"1230","Krt13;Krt15",106026,NA,NA,5001.61,28077.4,23121.7,NA,4001.68,5118.34,7560.48,31430.01878,253518.9549,56308.8,NA,NA,NA,NA,NA,6088.5,NA,NA,35786.90319
"1231","Krt13;Krt15;Krt17;Krt18;Krt19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020840,NA,1201720,882625,983047,923792,326227,NA,296169,514930,NA,1567150
"1232","Krt14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2099.788244,NA,1239.337403,NA,5836.62677,NA,NA,NA,NA,4218.643118
"1233","Krt14;Krt15;Krt17;Krt19;Krt42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,465243,NA,174815,172540,NA,NA,79483.3,NA,56295.7,87497.9,NA,NA
"1234","Krt14;Krt16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13870.11025,NA,7279.31716,10563.88371,6028.196865,11318.85233,10521.81888,28414.67947,6684.043763,NA,16553.73618,12147.92044
"1235","Krt14;Krt17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89370.96165,1429510.532,47021.68335,64446.59634,47343.08774,74427.81147,34620.77724,235248.5372,11966.1,28541.31579,121796.4136,116535.8893
"1236","Krt14;Krt17;Krt19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85500.69056,NA,NA,4351.75,7866.54,NA,NA,NA,NA,10517.56032,9968.28
"1237","Krt14;Krt17;Krt42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8968.68,NA,NA,NA,5274.98,7246.49,6564.42,NA,NA,NA,5021.32,10116.1
"1238","Krt14;Krt42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7820.065908,NA,4042.499279,4859.10024,4817.06013,7127.388404,NA,NA,NA,NA,5032.024671,13755.17377
"1239","Krt15",NA,32817.6,NA,NA,NA,NA,91626,129602,40260.7,77435.1,NA,31219.91528,NA,NA,NA,NA,NA,52793.81695,NA,NA,NA,NA
"1240","Krt16",249272.5086,64040.97592,59788.68495,86640.10968,171092.477,94566.50052,96488.73888,150835.4545,33949.33597,101916.6528,158003.6132,728969.7059,68707.23787,100692.0821,79930.11408,78579.90289,54720.2345,238523.2889,20796.79783,27236.21582,174007.4634,109322.3018
"1241","Krt16;Krt17;Krt222;Krt42",12468.5,5871.26,6921.67,8218.42,13528.2,7525.72,NA,4288.6,NA,7948.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","Krt16;Krt42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9731.12,NA,10894.4,NA,NA,NA,NA,NA,33584.9,10053.8
"1243","Krt17",164463.4047,50117.56939,22839.56965,64583.52915,108289.662,53498.00946,76183.74642,89379.48274,23777.65028,55242.87792,8416.236217,123468.1751,5149.156333,2118.84606,3835.476819,9754.21307,5064.067347,38530.95883,NA,NA,24045.69422,7341.076417
"1244","Krt17;Krt18",2792960,270898,354914,615552,741959,670356,1257030,1151450,225850,831061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","Krt17;Krt23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21483.5,NA,6289.9,NA,4097.77,14304.8,3719.9,NA,NA,NA,26077,12911.9
"1246","Krt17;Krt42",581522,150275,93071.9,161375.9614,341110.8223,170282,214312,NA,93117.9,223344,NA,NA,3357.53,NA,NA,NA,NA,NA,NA,NA,NA,7696.23
"1247","Krt18",27924.11994,16906.33497,18420.26844,18750.18224,18785.94124,17354.03742,14605.9796,14462.56811,11045.20918,13432.31081,11167.72164,22708.3418,14185.65317,13193.75255,8011.779528,11637.79987,15663.92732,13748.86466,8627.043474,8391.190461,18713.63507,12834.86071
"1248","Krt18;Krt19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25049.2,NA,28131.1,NA,23229.2,NA,27524.3,NA,14800.2,18081.8,NA,29544.8
"1249","Krt19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6640.64,NA,8206.57,8104.13,5228.61,7303.1,6960.02,NA,3552.12,5370.78,11233.3,5499.69
"1250","Krt2",2798647.901,182867.05,219497.6783,649365.3808,910036.1166,511679.1457,816940.5819,976191.38,168155.6168,624912.1357,913524.2274,4904422.433,1043028.327,617653.1171,699605.6143,585484.3961,339015.538,450067.4011,277752.5349,334783.5576,904161.0983,1774316.084
"1251","Krt2;Krt4;Krt5;Krt6a;Krt73;Krt75;Krt76;Nefh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,416083,NA,433716,NA,303588,NA,96890.8,NA,135291,239627,454656,NA
"1252","Krt2;Krt5;Krt6a;Krt73;Krt75;Krt76;Nefh",2835873.347,1188674.684,2776023.076,2294612.887,3898962.41,3445437.454,1700532.953,894937.2459,1451360,1683260,NA,49516.75656,6307.264427,NA,10902.82105,NA,NA,44476.58615,NA,NA,NA,11368.40608
"1253","Krt222",15634.26739,17604.74039,17248.63411,18757.37377,17756.73533,16590.09472,15945.59721,19029.61494,13142.3709,21306.98802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1254","Krt23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981.21,NA,NA,NA,NA,NA,3743.33,NA
"1255","Krt26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3415.04,NA,4262.15,NA,1729.57,NA,NA,NA,NA,NA,NA,6252.39
"1256","Krt28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6284.27,NA,NA,NA,4213.22,NA,NA,NA
"1257","Krt31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192723,NA,NA,NA,NA,NA,NA,NA,NA
"1258","Krt31;Krt33b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4440.389944,9877.695513,NA,1249639.01,9514.828034,6139.243215,4684.633775,8949.622789,21376.73965,NA,NA,5558.664317
"1259","Krt31;Krt33b;Krt35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,583550,3207.47,NA,NA,NA,NA,NA,NA,NA
"1260","Krt35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8058.471349,NA,178713.0022,NA,18467.83129,12056.43324,20382.24959,NA,5672.793975,1406.626075,10844.0606
"1261","Krt35;Krt36",25571.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1262","Krt4;Krt5;Krt6a;Krt7;Krt75;Krt76;Krt79;Krt8;Krt81;Krt85;Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148063,NA,93598.1,1293750,97173.9,102517,92850.1,227484,78057.1,98907.2,169345,122458
"1263","Krt4;Krt5;Krt6a;Krt75;Krt76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21328.9,NA,25826.6,NA,15477,NA,12842.9,NA,8767.6,12269.8,20263,NA
"1264","Krt42",374699.1738,89499.93843,55398.11585,152636.7655,233736.0974,110604.3206,119689.0623,193738.7856,39622.59799,114915.7514,70836.99242,1665219.361,63016.85764,52423.00208,57134.39876,74355.17357,53399.37245,274808.3777,14245.00076,26469.11861,190259.0315,142211.6637
"1265","Krt5",413238.5558,53483.89043,56657.34895,132808.4731,167709.0214,106096.0786,169288.4029,173959.1697,41757.67369,191944.4185,220028.5179,NA,168610.2919,140936.6513,162780.1477,144763.8122,80119.40613,211956.9721,53413.92052,83243.26148,170901.4999,400968.1323
"1266","Krt5;Krt6a",NA,NA,NA,NA,23067,14906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1267","Krt5;Krt6a;Krt72",72645.3,NA,10892.5,13039,14168.3,15167.8,20258.6,31446.8,NA,13552.9,23588.98649,NA,19414.69541,9451.888812,17877.06463,16162.01702,15211.49505,51180.83067,NA,6588.422847,26686.90869,25745.68695
"1268","Krt5;Krt6a;Krt75",1868590,286201,262020,403396,750638,506100,938181,305587,47711.5,759891,NA,NA,6529.26,2190.75,7211.02,7359.68,5025.96,5787.45,NA,NA,NA,13568.7
"1269","Krt5;Krt6a;Krt75;Krt76",68255,44619.9,6632.83,20982.2,22079.3,10043.4,91865.1,NA,36906.1,15498.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","Krt5;Krt77;Krt79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32623.1,NA,11885,NA,NA,24578.4,34571.3,90305.2,8211.89,10027.9,29384.3,33910.7
"1271","Krt5;Krt79;Krt8",NA,NA,20826.89587,247948.2481,200649.8278,65495.76005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1272","Krt5;Vim",185978,100335,110224,NA,128351,128227,159193,143223,110700,2984610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1273","Krt6a",142462.9016,68048.39817,58711.12112,40507.83713,111120.7661,86965.92609,138851.549,75960.98423,28857.04513,38084.10959,254802.9175,854522.1962,87522.7802,23128.14286,26314.01033,65570.9175,44200.99216,389556.1947,19958.5598,38623.76671,218710.7387,70541.61154
"1274","Krt6a;Krt75",11223.4,9850.01,11123.6,7732.54,31289.3,19289.8,14500.7,7217.26,NA,NA,41810.2,NA,10140.2,NA,4063.82,8148.08,12371.7,NA,NA,4182.8,NA,10349.8
"1275","Krt6a;Krt75;Krt76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6846.17,NA,5216.77,9471.76,3422.86,NA,NA,6186.91,NA,3522.82,8848.2,NA
"1276","Krt6a;Krt75;Krt76;Krt8",30247.3,NA,12552.1,6276.29,13018.8,NA,24475.6,16506.8,NA,NA,NA,NA,8935.54,NA,4998.41,13348.2,7151.5,NA,2871.98,NA,NA,9456.62
"1277","Krt6a;Krt76;Krt8",3950.36,NA,NA,NA,NA,NA,5003.23,2523.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1278","Krt7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2403.44,NA,NA,NA,NA,NA,NA,1974.24
"1279","Krt7;Krt73;Krt85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75237.5,NA,58306,NA,NA,NA,38342.6,NA,31021.4,36083.8,NA,NA
"1280","Krt7;Krt8;Prph;Vim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87214.1,94896.2,99478.7,98454.3,93938.6,NA,97579.1,NA,107664,112783,99996,84791.8
"1281","Krt72",NA,NA,NA,8196.87,11682,10014.8,NA,NA,NA,NA,NA,5457.9,NA,NA,4578.79,NA,6745.22,NA,7949.88,NA,4119.93,5646.17
"1282","Krt73",465554.116,66090.62419,103775.6096,263585.3964,311250.0558,197877.2393,361201.9243,151902.8806,40983.7656,166837.3099,115149.56,1554709.04,133558.9129,NA,158701.4297,176463.2184,30503.95831,149345.721,54077.78294,48980.49114,140020.1129,400616.9291
"1283","Krt75",90293.9,14524.2,11730.2,33174.4,41548.2,NA,20154.9,29421.9,7749.99,26800.8,18681.55375,NA,17489.86191,10584.32247,17790.05335,13760.37948,7268.73008,NA,NA,13893.67136,21319.223,31097.68905
"1284","Krt76",2531135.71,215168,346734,488985.4485,906398.2436,670272.1059,1126652.672,736474.2226,157813,883009.7796,865249.4498,2834127.26,909392.5424,869945.2064,610918.5255,847407.9776,442152.4184,NA,462853.8102,NA,645441.1505,1643421.739
"1285","Krt77",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19141.5,5600.16,NA,NA,9283.18,NA,NA,NA,NA,NA,13157.6
"1286","Krt79",937448,79758.9,49926.4,115385,212186,142230,NA,NA,14062.5,201264,54815.75791,338233.3937,112576.6808,63047.27229,90786.53615,87223.8003,84815.46462,74735.44004,21338.5,53010.90135,NA,194521.5147
"1287","Krt8",10330.8,18343.7,11578.4,5938.01,12401.5,13835.5,17068.8,20797.9,16390.1,NA,6889.964896,6916.650878,7542.883198,8586.59634,6257.720278,9656.845337,8327.854898,6445.920732,12738.75795,7205.582108,6240.582793,9949.659405
"1288","Krt8;Prph;Vim",4150286.979,5752400.09,7292568.302,8542234.958,5029779.631,8472899.008,4919220.801,1939350.388,5680170,6019310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1289","Krt80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28934.69995,3760.853628,5816.533685,3174.53528,NA,NA,3385.230126,NA,NA,NA,6766.508141
"1290","Krt81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9707.26,14408.5,NA,834697,NA,NA,NA,NA,NA,NA,NA,NA
"1291","Krt81;Krt82;Krt85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,461347,NA,NA,NA,NA,NA,NA,NA,NA
"1292","Krt81;Krt85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11850.86478,18157.5138,NA,1286576.4,6219.919804,NA,3688.635286,12310.49994,6047.505031,NA,NA,NA
"1293","Krt81;Krt85;Krt86;Krt87",NA,NA,NA,NA,NA,NA,NA,NA,NA,1320350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1294","Krt82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4768.248893,NA,6133.298931,NA,NA,NA,12520.38468,NA,9247.047006,5134.918419
"1295","Krt85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249609,NA,NA,NA,NA,NA,NA,NA,NA
"1296","Ksr2",6678.35,NA,5570.3,NA,7019.47,4424.12,4187.41,NA,7193.07,6615.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","L1cam",14528.46348,9129.580282,9666.199905,9274.735898,11803.80485,10670.56705,11284.7008,12033.18162,9094.334593,14469.15325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","Lama2",22245.61593,17610.00465,13534.86672,15561.74045,18467.92901,14202.18956,15985.32577,21706.14067,14858.49854,17680.35587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1299","Lama4",5041.52,NA,2552.02,3121.21,5932.12,3241.25,5144.53,2540.73,NA,4878.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","Lamb1",7450.137587,NA,7105.018509,7285.104495,8472.610702,8275.092435,4836.740084,6671.774181,7618.447662,8846.682076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301","Lamb2",9618.970179,11834.50179,8399.533994,8316.962274,9992.084676,8444.139584,8927.507203,11664.62362,11706.22985,8137.187389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","Lamc1",38984.82572,40394.45617,28007.60167,38479.9987,45888.18837,36190.5504,31552.98548,39058.61774,35361.64991,30449.61932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1303","Lamtor1",18338.8,15290.3,12384.5,4642.23,11855.4,11046.6,13543.7,12164.9,14952.4,14441.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1304","Lancl1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6290.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1305","Lancl3",NA,2381.35,NA,1966.21,3287.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1306","Larp1",60877.65764,55223.82588,54648.36599,53900.99264,54303.15579,54087.14495,59291.60419,64471.94516,68806.64035,59655.22771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","Larp6",NA,8296.50374,5269.023736,3804.513839,7090.323003,8719.604057,9291.425062,17029.571,14016.34728,7870.170264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1308","Lars1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5528.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1309","Lasp1",132611.5767,159744.6765,159756.7054,154857.3841,139667.808,164655.6117,161703.8476,140252.3318,164557.4694,156272.2871,10784.74222,12085.75803,10386.2697,12129.99365,8253.683725,7574.610373,11279.01799,11178.26173,7975.571778,7367.105765,6169.88628,8285.188987
"1310","Lbr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2690.5,NA,NA,NA,NA,NA,NA,NA
"1311","Lcp1",89762.45473,78507.99145,93773.22012,100231.8484,94441.77216,86442.48779,86493.75322,81092.07204,86391.49707,81296.75705,NA,13074.8805,NA,1097.367531,1941.977407,NA,NA,NA,NA,NA,NA,NA
"1312","Lcp1;Pls1;Pls3",70287,88550.6,87811.7,46195.7,71196.1,62488.7,76890.1,61437.7,72006.7,85315.3,NA,NA,2562.96,NA,NA,NA,2592.34,NA,NA,NA,NA,NA
"1313","Lcp1;Pls3",118952.1526,110297.329,99670.64103,90527.26695,100782.5574,85616.94239,111681.7382,87269.54323,102785.9287,100048.3029,NA,NA,3635.143428,NA,2546.236131,1598.378326,NA,NA,NA,2130.860259,NA,4545.955351
"1314","Ldb3",28389.84064,18689.11384,21266.3379,16449.31372,22927.39166,20828.06274,27031.4464,30021.13153,25177.78054,25807.72181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","Ldha",18732.56982,16646.40707,16898.25857,16380.94339,18267.38634,19702.22661,13424.18116,13849.04431,15627.60949,17034.77875,7303.764999,NA,8420.800755,10646.26246,5450.760917,5849.823389,7826.074807,9477.298067,9704.360288,NA,10665.71508,6729.544444
"1316","Ldha;Ldhb",19199.5,25215.2,33816.6,35147.8,38465.4,41295.4,22935.9,20881.8,22484.6,26671.1,NA,NA,11136,10457,8307.03,7164.46,14406.7,NA,4005.65,5250.17,9756.88,7370.01
"1317","Ldhb",26479.76241,24488.60877,20471.99819,21225.67632,28730.31833,24513.02437,20795.33198,31254.92326,24130.74031,23591.40734,4644.388125,10994.13006,7955.594943,4010.924215,7100.846082,7777.698539,7637.94885,5472.829079,6744.477632,5500.07229,11310.75775,7478.885612
"1318","Leprot",9717.99,6753.14,9172.22,7751.98,10210.3,7648.74,10278.2,10008.5,8208.92,5181.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","Leprotl1",7865.08,NA,NA,5412.61,NA,6084.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","Letm1",14548.4572,8881.076185,10829.83576,8053.357426,10141.13203,6824.96363,11056.17387,14548.14364,8849.517357,17097.01025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","Lgals1",NA,NA,NA,8971.407825,4596.177535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
