"","GeneID","X144_DRG_T_f_1","X147_DRG_T_m_2","X148_DRG_T_m_1","X149_DRG_T_f_3","X152_DRG_T_f_4","X156_DRG_T_f_2","X164_DRG_T_m_3","X145_DRG_T_m_4","X143_DRG_TC_m_4","X151_DRG_TC_f_2","X154_DRG_TC_f_4","X157_DRG_TC_m_3","X158_DRG_TC_f_5","X161_DRG_TC_m_2","X162_DRG_TC_f_1","X165_DRG_TC_m_1","X160_DRG_TC_f_3"
"4952","Taf12",10946.47598,9605.61,8572.26601,11904.2651,9616.774712,11140.2092,7305.594449,8469.990829,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4953","Taf3",2583.53,1735.92,4548.85,2291.77,3165.49,2048.74,2622.27,3378.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4954","Taf4b",3102.66,3136.15,NA,5223.33,3940.44,4281.83,NA,5404.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4955","Taf6",16092.02922,13815.38435,17530.92658,17416.51352,16759.78572,15786.26973,15480.52305,15921.29571,9690.250336,11162.37129,13854.20541,11716.78455,13398.99236,8856.140364,12819.98151,9880.11826,11572.02905
"4956","Taf7",17112.71909,23150.75603,19858.13176,19400.99809,17851.94813,16586.81694,23027.13354,19945.8035,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4957","Taf8",8072.77,4762.57,NA,6982.87,6550.34,8233.7,7218.39,4688.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4958","Taf9",34566.89491,33742.9674,39077.66855,37475.8275,33563.06965,28324.70056,34291.45667,38040.41998,NA,NA,11723.57293,7865.490754,8174.050799,NA,9935.838309,6351.226991,11886.32641
"4959","Taf9;Taf9b",67343.67587,68432.61078,71533.51964,84297.74705,69897.45817,77250.83471,66450.85897,77522.77404,21902.65166,18963.60038,17185.72566,19146.80229,18191.29599,15432.06629,18726.78195,15554.50199,20891.89646
"4960","Taf9b",39578.90153,37831.57639,43668.65806,46265.28149,41010.78512,34342.33685,39070.42977,39078.47399,11220.38455,12576.18958,13873.50383,14479.9796,17523.02523,14370.13798,16534.41609,9947.475673,15832.42408
"4961","Tagln",52527.84986,50964.76237,50069.9266,50831.06612,49628.23279,51687.19755,54978.51397,52072.83721,89688.1889,88768.51477,77630.11509,87151.7534,91344.5874,76554.53954,80907.56282,72631.78751,78825.27584
"4962","Tagln;Tagln3",NA,71311.9,76494.8,94466.7,98463.5,105289,74992.3,70924.6,28203,NA,31974.4,NA,28230.1,NA,27839,35240.8,34102.4
"4963","Tagln2",3590510.544,3706391.179,3349944.149,3359952.536,3611782.763,3776796.985,3794097.968,3656124.179,315740.3814,367218.2413,363251.3861,352651.5448,371842.9241,365023.3555,302640.8133,400961.3658,329166.9985
"4964","Tagln2;Tagln3",418242.2672,520251.6606,553578.3989,428949.0877,458467.9134,494868.4481,460761.8876,414584.5173,45619.48574,39218.298,39267.49405,37651.73238,33305.4431,34776.14635,42066.67939,42590.74799,31480.13887
"4965","Tagln3",232094.3653,175492.4814,176497.0008,230347.5696,225826.6082,223476.7682,171364.7533,181389.5051,7942.510722,6497.971182,8434.737132,9713.160162,8954.187168,6633.404206,3976.013783,8352.702898,9816.786239
"4966","Taldo1",686688.4849,416042.6157,419379.8017,621791.7828,627043.6357,641522.1987,417513.1642,407970.7516,27957.83084,28137.62846,25592.87588,23905.06886,24679.22734,31629.95989,24604.42456,27308.52855,25258.90877
"4967","Tamalin",6798.25,5283.19,NA,5597.47,NA,NA,NA,6287.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4968","Tanc1",134263.0464,153625.0117,141598.1324,126854.0194,131105.7652,135412.9212,148387.1657,143757.931,13988.63117,13392.31405,15346.16989,14181.96847,14578.32314,15904.26721,14272.8774,15937.88811,12141.37657
"4969","Tanc1;Tanc2",14313.5,NA,25272.4,18242.4,19924.3,17818.9,15591.9,24476.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4970","Tanc2",19271.08993,20957.12122,20849.09234,20592.06545,20298.70629,19115.50755,20665.05244,20636.05444,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4971","Tango6",14325.20132,11726.97521,12664.13061,12806.74675,14726.83912,13350.95744,12363.23076,13195.06692,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4972","Tank",43826.0754,56151.9155,48879.55457,42290.75342,42981.62088,39209.75424,56398.84399,51965.43457,8026.140884,5613.494199,8655.269422,7195.119054,8186.807541,8900.105126,8986.254019,6449.923996,7215.593788
"4973","Taok2",2261.71,3050.87,NA,2857.99,2033.66,2477.75,2836.83,3844.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4974","Taok3",NA,NA,NA,NA,NA,NA,NA,NA,124678,83530.1,51231.9,50523.3,NA,22368.8,237812,81883.9,309321
"4975","Tapt1",25743.33836,26351.85153,20881.17311,24939.00389,26500.90499,26085.63352,28639.92098,25418.20302,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4976","Tarbp2",60689.97896,57443.73201,53917.74492,50138.08083,52507.0236,53494.24111,60928.79649,58456.78162,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4977","Tardbp",3575354.189,2641081.195,2776628.816,3852796.031,3561726.392,3823313.27,2630401.621,2658245.657,167035.7055,158796.5549,190630.6804,188423.5049,180642.521,209346.795,163797.6686,225659.7844,168367.51
"4978","Tars1",1253010.694,845961.9361,798797.0172,1243332.007,1260103.918,1299062.244,905897.7224,879363.15,13918.29302,16221.43244,18965.25847,18476.59855,17131.46373,27074.1303,17997.35747,25769.02551,14866.16571
"4979","Tars1;Tars3",665437.3278,348572.3666,415580.9242,361213.8182,300908.8497,412299.8305,210096.91,327386.5493,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4980","Tars3",28156.64271,27019.3248,27730.49844,29174.23546,27935.63401,27013.35761,29154.16777,29031.36866,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4981","Tas2r135",NA,NA,NA,NA,NA,NA,NA,NA,NA,1251.43,2353.87,NA,NA,NA,NA,NA,3113.77
"4982","Tasor",4628.221894,5434.192469,4722.409241,5891.051072,6087.486318,5850.518748,4928.856949,4617.521827,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4983","Tasor2",5824.58,4959.68,NA,5294.37,NA,3290.86,5641.7,4837.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4984","Tasp1",16433.5981,14776.06851,13991.53468,17186.52765,18305.72233,16989.4281,14841.86743,13104.34796,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4985","Tatdn1",5965.88,7858.71,NA,8360.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4986","Tax1bp3",NA,NA,NA,NA,NA,NA,NA,NA,5526.08,4699.59,5275.55,5236.91,4421.4,5061.96,5244.06,NA,3868.2
"4987","Taz",NA,NA,9232.7,7517.19,NA,NA,8940.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4988","Tbc1d1",3642.81,4469.48,NA,NA,NA,3026.08,3935.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4989","Tbc1d10a",25580.30229,24944.07154,23561.75733,25663.86042,26436.4207,25512.89177,26799.86244,26698.61664,30985.0121,34847.69253,35368.9218,33898.46523,35141.85409,32647.49352,30856.20875,29066.33177,32786.84587
"4990","Tbc1d10a;Tbc1d10b",7579.49,7215.41,NA,NA,NA,5448.74,6470.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4991","Tbc1d10b",43609.00301,46787.0395,45380.56673,41090.5518,49065.68631,48518.80884,46766.39672,42878.88792,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4992","Tbc1d13",19961.33552,18160.00459,17910.13432,17987.53415,16609.98519,18383.25084,17163.41754,22156.30392,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4993","Tbc1d15",30332.03872,29891.54133,28922.23659,31285.72035,31033.25972,28202.6315,31323.03556,32043.29887,4502.79,4096.53,5509.9,5030.74,3913.8,5635.57,4978.53,4103.43,NA
"4994","Tbc1d17",35574.80234,37609.86087,42842.36888,34021.25289,38588.50866,36637.3911,41018.61703,41923.37083,NA,NA,3520.67,NA,NA,NA,NA,NA,NA
"4995","Tbc1d20",8171.402815,7554.328884,7134.227389,8623.719011,8580.359084,8233.58225,7683.517528,8219.867838,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4996","Tbc1d22a",185912.6436,151781.4043,128363.7083,163882.1283,170782.8481,168107.2566,164599.59,163388.794,3953.71,6300.96,3940.97,NA,5120.35,8356.8,7451.38,8238.71,6003.64
"4997","Tbc1d23",13249.32343,12509.33373,12736.74638,15814.63969,15371.90142,11961.70091,12676.27809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4998","Tbc1d2b",NA,2629.06,NA,3649.23,NA,NA,6829.18,6504.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4999","Tbc1d30",23090.02576,19269.11773,23033.13764,17850.20335,23322.42945,21659.04063,22304.21446,25425.88274,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5000","Tbc1d4",5174.936804,6981.199556,7746.78701,7510.545447,8667.456113,5622.266232,7297.575425,7856.815027,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5001","Tbc1d5",27408.91232,25593.19109,24432.34179,26479.18599,25152.42851,28437.40446,23505.55349,23965.18583,3282.056748,3246.746541,3526.207026,3395.557352,NA,2773.465644,4747.965979,3354.439563,3779.153269
"5002","Tbc1d8",23410.48873,31127.70878,22141.71118,21914.83838,21967.2614,24081.008,33993.05556,27901.36296,4519.597988,8729.450829,NA,NA,2934.380802,NA,10799.00715,9429.95168,6523.540582
"5003","Tbc1d8b",8244.359417,8374.792998,8779.490292,8675.003449,9014.949575,6957.85709,6889.483164,7865.94052,3680.03,4079.13,6290.01,4635.07,3811.79,4939.5,5060.11,NA,14990.9
"5004","Tbc1d9b",63514.84455,83549.17625,80605.15721,64668.57057,63011.40381,62424.74004,76676.40625,79571.12955,5335.821594,6975.150679,5909.802114,3602.43248,5526.980179,6804.188733,7594.544025,7495.574135,8560.092503
"5005","Tbca",47235.7865,34301.29254,27686.54029,44571.00274,46479.45873,38314.93513,34014.50178,32313.92265,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5006","Tbcb",142476.7007,137156.4395,145016.3243,157792.3947,150123.0509,147130.7597,146611.4054,140442.041,9863.995015,14908.0479,12836.26299,11709.02538,12034.43573,13450.17252,11705.54381,14644.15842,11823.51838
"5007","Tbcc",10491.63701,10009.15732,13953.01158,10440.77318,12259.72349,11146.41597,11803.87251,11954.16291,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5008","Tbcd",11297.20689,12305.94404,11805.6479,12830.12705,12280.10729,9927.250669,12388.74591,10931.51967,NA,1458.71,NA,NA,NA,NA,NA,NA,NA
"5009","Tbce",16739.67012,19906.80276,23631.24525,17230.59045,20779.00056,20649.59668,23601.86025,24951.90336,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5010","Tbcel",100164.9143,74399.09444,64567.06658,93320.3179,90085.75487,96026.97119,74161.5225,67365.24225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5011","Tbk1",6873.612385,8141.735213,9088.116271,8232.684077,NA,6876.698347,9436.201365,9713.794029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5012","Tbl1x",5836.519896,6532.430476,7406.792406,7019.681148,7640.333857,6679.311095,7497.339346,5387.295838,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5013","Tbl2",28038.2006,28662.60684,26243.75999,30694.13122,30649.89868,31147.83767,32186.41414,28974.38606,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5014","Tbrg4",31464.2,33229.6,45442.6,42555.8,43376.1,44557.5,37425.3,37433.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5015","Tcea1",30481.70532,27277.61558,28195.59391,31886.27816,34287.3975,30803.87456,32726.47109,30959.99387,3122.79,6171.16,1689.63,NA,1949.55,NA,6198.01,3937.31,NA
"5016","Tceal3",322268.9289,215432.3779,277669.4242,368617.5253,289273.462,322928.7476,225399.2567,208241.8614,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5017","Tceal3;Tceal5",552401.3648,351609.8608,359380.8107,534938.1114,526668.5079,511078.7843,327328.2353,366076.8338,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5018","Tceal5",422187.6009,304405.1001,365448.053,484803.433,390976.0715,376555.1145,301547.7637,381127.5543,11427.26402,9450.492808,8545.697447,11206.87927,12830.34655,12115.73501,13019.45649,12079.66606,10653.95541
"5019","Tcerg1",121724.419,117524.4763,108748.9379,121285.2613,117686.5664,122222.3692,118573.9681,119487.9175,20715.42273,25154.57313,27843.95774,21550.7498,25162.82516,28326.83747,21631.63022,27635.25876,23225.09475
"5020","Tcf20",51468.97288,45729.70636,47493.68575,51813.7176,52746.1008,48825.18918,47953.52674,45092.75117,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5021","Tcf25",25307.78323,26007.78898,24885.82543,24507.0891,23008.50813,21222.17816,22050.24959,22666.82401,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5022","Tcof1",122878.7767,100835.1535,115790.7156,121383.0047,131021.5922,135450.0599,110999.2449,97508.62431,24102.38094,18045.91953,17908.56416,18268.64982,18503.72716,17898.74882,17300.29188,20399.31986,14755.10858
"5023","Tcp1",366914.5016,330237.402,233522.8598,318391.4413,338745.3273,367089.2134,320230.442,330936.0005,23527.73211,31043.6953,28706.14623,26091.16598,31499.5351,40331.97172,28654.9364,39392.08614,29394.35741
"5024","Tcp11l1",36031.33052,38665.17334,35001.44702,40435.12807,40972.80915,39209.58122,38064.17472,39068.49929,NA,6327.17,NA,NA,4002.97,4821.09,7081.58,NA,NA
"5025","Tcp11l2",14437.8193,12219.37895,13868.24547,17936.41037,15231.86043,14380.90126,11579.14584,14676.62592,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5026","Tdp2",74344.65186,91370.69092,82780.42018,67945.06828,58634.97475,83121.31497,75682.21863,76899.28512,10869.2,14461.5,13731.4,10595.5,18071.2,13124.5,14081.6,16062.8,19756.5
"5027","Tdrd3",323953.6246,336215.5743,327378.9704,315752.3272,324016.5216,341904.0945,333175.8608,330309.0846,7682.266027,10608.77533,12594.17351,9864.516146,9917.971572,18375.36656,11382.20487,16321.2614,12427.67478
"5028","Tdrd6",25990.8,31070.6,NA,26933.9,19442,15149.2,28979.3,25632.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5029","Tdrd7",179495.449,204546.1781,177605.1347,187469.9654,191108.6531,180357.7304,194479.556,188320.0629,NA,NA,9853.895704,8137.643024,11868.91941,4434.33133,NA,9550.842372,NA
"5030","Tdrd9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8633.29,NA,10261.1,NA
"5031","Tdrkh",137052.3647,117317.0854,118600.6184,129697.9585,133922.8519,128428.2041,117869.6484,115301.2458,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5032","Tdrp",349499.7263,386958.0818,351340.9252,376365.9723,338052.1279,336648.0203,385529.8953,359881.2033,49566.39561,63834.56791,68783.18154,79434.69599,55157.70061,56957.02435,59698.18552,54271.89255,48062.90596
"5033","Tecpr1",NA,NA,7009.02,6085.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5034","Tecr",347974.1538,387892.061,271467.7019,330342.4404,332687.1219,377695.3002,312902.9668,345848.8869,7911.741434,10627.1,NA,6192.64795,9734.915713,13144.48403,14954.8,11746.7,14650.9
"5035","Telo2",4719.97,4366.06,NA,9146.15,NA,4385.48,4673.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5036","Ten1",48021.14488,37404.48699,37166.72988,48285.7851,46998.1052,51425.48814,44128.47309,33020.82933,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5037","Tep1",7342.4,5256.02,NA,8522.26,7916.54,7680.02,5038.8,7825.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5038","Tepsin",10645.4,7440.72,NA,9601.63,8831.79,NA,9651.85,9458.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5039","Tes",5221.129784,8829.67261,NA,20791.41227,5497.645443,5437.613862,NA,6837.397164,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5040","Tet1",NA,NA,NA,404045,NA,NA,NA,387394,NA,33009.4,35117.6,36632.4,28962.4,51601.9,23981.1,44804.1,31239.6
"5041","Tex10",8830.810011,9721.449199,10274.60631,9742.389636,9834.647866,9488.262812,9778.097186,10824.56448,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5042","Tex13c1",NA,NA,38797,NA,NA,NA,29893.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5043","Tex2",75714.21398,74602.23863,67052.9907,70125.11163,75007.27417,71348.68582,70203.79733,74952.48247,6348.289184,7213.999921,9668.708795,11489.81821,8693.772643,7295.414943,8351.456679,7969.053598,9913.579607
"5044","Tex264",58941.3236,40344.86211,46399.14402,66272.55066,60005.02397,54288.56282,49506.14495,40463.41819,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5045","Tf",NA,NA,NA,NA,NA,NA,NA,NA,4482.126128,3090.078256,4206.673389,NA,6213.591383,4699.261216,6646.498547,5218.66176,9628.4085
"5046","Tfam",2947.07,1228.94,1043.82,NA,1204.83,2242.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5047","Tfcp2",36857.11881,36662.88955,33326.5922,33297.34296,33812.07988,32389.33272,41063.39529,36668.52753,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5048","Tfcp2;Ubp1",10900.8,15486.8,NA,4681.36,4616.66,12437.1,7775.35,5531.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5049","Tfdp1",17893.2,11743.5,11994.5,13896.9,18259.9,16211.5,12053.2,13558.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5050","Tfe3",10792.69954,12509.00627,18521.77972,13917.22292,14667.32748,13892.91086,13407.05122,13536.26847,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5051","Tfe3;Tfeb",NA,NA,15783.1,15987.2,NA,NA,17055.7,13060.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5052","Tfeb",16006.56493,16497.02644,13762.01373,11022.47654,15069.67609,14351.17565,16340.02207,9227.776275,7248.988582,12068.33237,9263.737189,9766.194782,NA,6076.444677,6697.262576,8009.523977,8305.871534
"5053","Tfip11",45308.21889,44674.78128,44662.60796,45618.67877,45631.12489,44478.93144,46530.73851,44529.64188,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5054","Tfrc",2228.44,2785.36,NA,NA,3362.88,1932.36,3268.11,5243.58,4102.78,NA,NA,599.726,NA,NA,NA,NA,NA
"5055","Tgfb1i1",17268.88762,20784.01407,23103.64823,21286.34498,21899.5205,21659.55989,22567.15634,24211.63381,10058.68136,16789.2306,9232.991765,12029.77763,15255.92008,10776.54793,11591.38126,10809.51394,15023.21649
"5056","Tgfbi",15339.9439,28512.13788,25280.46376,15495.35939,23264.92415,17689.31004,35746.4438,22542.97621,40982.30593,23751.21041,18523.6527,54730.20609,17847.50831,33030.46323,24965.03706,30557.63898,23647.00734
"5057","Tgm1",NA,NA,NA,NA,NA,NA,NA,NA,3445.35,NA,NA,3750.95,4259.45,NA,NA,4745.34,3693.79
"5058","Tgm2",3729.356508,5492.36933,NA,4110.248448,5284.882072,3298.424818,4296.461682,4168.221073,14480.36798,25692.10845,20322.34959,17417.74087,23603.68572,12970.99413,19608.06122,16868.66123,20631.88768
"5059","Tgoln1",2299742.369,2576433.629,2691421.839,2346630.614,2342285.877,2260806.464,2623756.855,2389672.246,45723.65599,40954.23426,50330.99556,38440.45592,44514.23605,79926.89163,50792.63072,90807.78645,45884.01947
"5060","Tgs1",57231.37973,58169.56477,62181.47427,57179.31982,60338.03287,59226.52819,58093.0912,60015.3444,3563.47,2686.54,2656.98,3216.44,2122.04,4190.67,3985.18,3772.97,3022.54
"5061","Them4",36101.67696,44361.37889,41431.75904,43401.84509,42568.75323,39095.03556,42729.23088,39337.43309,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5062","Them6",69347.29176,51588.67551,44284.40446,61286.58453,55758.47174,65361.46252,56325.34577,48697.07128,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5063","Thoc1",4248.535999,3752.849562,4544.64592,NA,4859.253337,3625.215591,4243.080965,4170.510883,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5064","Thoc2",7134.03585,7976.292726,10521.66429,10511.23293,10604.37534,9115.918358,9348.265618,10737.09951,NA,NA,4528.97,NA,NA,NA,NA,NA,NA
"5065","Thoc7",5662.53,2664.63,3367.64,NA,NA,4843.23,3851.55,6232.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5066","Thop1",339373.7422,223227.6999,195229.1737,320214.5632,308377.1004,330450.4165,224548.3027,207470.8926,7157.548943,10291.71496,9114.874763,10422.21288,8280.312442,13780.11001,10192.33803,13409.10353,7649.219892
"5067","Thra",3495.932547,3968.528903,6670.772081,4555.54239,5852.32703,3838.278591,5195.737399,4394.623833,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5068","Thrap3",157049.9482,140997.5475,132321.263,148284.0061,148721.2453,149822.19,141665.5557,151877.0834,26295.54409,26090.67759,24510.28322,21809.70968,29182.67934,26662.03673,27407.38543,28541.30749,25306.55397
"5069","Thsd7a",5345.692736,8274.002484,9883.722049,5041.311731,7234.03934,5299.903601,9258.194184,7410.018317,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5070","Thtpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2878.65,NA,NA,NA,NA,NA
"5071","Thumpd1",58142.38803,49058.6238,48524.59319,53335.8971,55018.82502,59142.59776,51064.11491,48768.33577,5406.59,7152.87,6190.58,4524.46863,7187.651988,5775.37,4753.54,8453.67,NA
"5072","Thumpd3",13885.91235,12503.34068,11621.66828,13650.6058,13795.89016,12457.25146,13789.87746,12116.12284,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5073","Thyn1",14114.62233,12921.15457,13382.43383,15559.28292,16782.70663,12592.75444,14657.61906,15305.53169,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5074","Tial1",37487.58812,32286.61209,34868.83849,38160.28287,41855.5775,34579.68838,30965.81739,35852.94681,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5075","Tiam1",5773.22,5255.21,NA,6470.35,7825.87,4131.45,6391.38,5441.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5076","Ticam1",NA,14604.9,NA,NA,NA,NA,NA,12627.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5077","Tigar",512486.2636,571795.0806,541541.1018,490347.6245,450196.7595,541758.6911,492090.1803,540163.3892,13171,16782.5,15607.9,15871.4,19142.1,25598.7,14198.4,28838.5,9565.08
"5078","Timm10",39441.01308,23958.22938,19051.71787,29257.12971,30031.99325,33994.91751,24725.2917,29172.33348,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5079","Timm44",118954.6983,180821.8001,158153.8032,116979.8174,127180.4153,125543.1922,168106.3123,177834.3009,5535.350016,9348.625478,10554.85055,7366.006756,9998.164051,12516.8181,8482.265089,13413.9076,9428.063125
"5080","Timm50",NA,NA,12080.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5081","Timm8a1",7182.89,7075.4,5306.31,6914.93,NA,6089.76,NA,5146.43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5082","Timmdc1",2599.58,1689.9,NA,3147.07,NA,2514.37,2146.69,2328.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5083","Tiprl",74043.39816,84724.17653,93102.44673,82489.01157,79446.98819,76277.00023,78635.17524,86533.64817,9460.072725,13939.35551,9366.381982,5997.737396,8036.926787,9882.918874,7758.44303,10824.11526,7715.893518
"5084","Tirap",7692.52,8294.63,8729.69,10205.7,NA,6965.03,8137.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5085","Tjp1",44346.27539,44656.41483,42486.77911,42218.0947,43971.45983,40929.92153,47545.96312,45447.90518,97614.90855,95993.48917,94596.01358,87015.73378,100631.5023,83047.65742,92336.45092,76168.36181,88700.29917
"5086","Tjp2",15300.44576,15549.66942,13066.49461,15028.591,16633.56862,15674.32823,19589.36927,16317.77066,16310.35607,19736.15444,17564.26354,16678.85437,21040.00863,15173.9369,18739.31638,15726.50372,17342.8292
"5087","Tk2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15943.6
"5088","Tkt",98167.09746,123727.3077,105247.3057,87002.61745,102946.0427,97635.39772,108190.588,114442.7486,85834.36267,109804.0622,86586.58359,89248.1979,85592.93796,68290.35341,89754.02375,61929.72633,72132.60328
"5089","Tlcd1",6439.953931,NA,NA,6231.793919,NA,6741.984496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5090","Tlcd4",16730.28543,18588.95309,14612.21891,15273.74697,14758.89009,17996.44778,16760.15438,13278.42704,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5091","Tle1",34502.08463,33161.69727,35387.32004,27506.1745,33250.23672,32753.34354,27812.7906,29641.69507,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5092","Tle1;Tle3",11824.1251,12360.59732,5436.902185,14698.10866,NA,10940.06961,6810.885497,11992.29852,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5093","Tle5",16899.13745,13210.81865,20631.19838,20640.15308,20886.1131,21033.58351,17906.46991,18197.35367,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5094","Tlk2",27273.96333,23748.61001,26068.25332,25754.87082,26047.33976,26493.35954,20993.2035,20853.23807,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5095","Tln1",116320.6157,150796.5586,138204.7468,110090.0764,114713.0943,119726.0724,142404.348,141062.6191,60380.35879,73958.84197,56763.9876,61265.68824,66302.62269,49840.41457,57822.95606,52150.93088,51418.72416
"5096","Tln1;Tln2",124161.2916,116717.8298,110133.0912,118403.5623,115878.8119,119292.8416,109027.3057,101919.2375,79619.22214,80216.65799,66238.31815,67363.97666,80858.42662,61797.52684,63731.82564,62987.74167,61083.48302
"5097","Tln2",219407.6218,244908.2423,211523.8038,202206.9073,204586.7333,216656.243,245600.7723,239214.4475,89882.53456,88237.62369,77152.67866,78153.75301,84168.7484,63343.36248,74423.81627,64043.9162,71077.7089
"5098","Tm9sf2",12493.13597,9134.060649,7510.395543,9130.028965,9695.454498,12974.68967,6743.779759,8166.131116,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5099","Tm9sf3",42352.49743,40414.72168,47146.9352,41304.30203,46946.35269,41705.64633,46219.51469,46236.96471,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5100","Tma7",7960.63789,6455.229811,8568.213446,6305.476097,NA,8244.721394,NA,8263.237169,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5101","Tmcc1",31202.59703,31757.28848,33349.4524,29265.60301,31310.09453,29907.85553,35335.69038,31130.47249,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5102","Tmcc1;Tmcc2",28045.88478,23213.88619,21220.51672,29345.11419,30074.42551,28857.31522,25715.72404,28265.33905,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5103","Tmcc2",30328.89045,24221.97313,24612.9748,26645.62839,27811.94526,28537.36571,20114.38337,20068.66613,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5104","Tmcc2;Tmcc3",9874.97,8319.38,6898.38,11442.49964,9948.12,9809.343436,12485.5,12281.24977,NA,NA,NA,NA,NA,NA,NA,NA,NA
