GeneID,X208_LSC_TC_m_5,X209_LSC_TC_f_2,X212_LSC_TC_m_2,X214_LSC_TC_m_6,X219_LSC_TC_f_1,X231_LSC_TC_f_6,X232_LSC_TC_f_5,X238_LSC_TC_f_4,X241_LSC_TC_m_3,X213_LSC_TC_m_1,X216_LSC_TC_f_3,X223_LSC_TC_m_4,X143_DRG_TC_m_4,X151_DRG_TC_f_2,X154_DRG_TC_f_4,X157_DRG_TC_m_3,X158_DRG_TC_f_5,X161_DRG_TC_m_2,X162_DRG_TC_f_1,X165_DRG_TC_m_1,X160_DRG_TC_f_3,X249_paw_TC_m_4,X250_paw_TC_f_4,X262_paw_TC_m_5,X264_paw_TC_f_5,X265_paw_TC_f_2,X246_paw_TC_f_1,X260_paw_TC_m_2,X268_paw_TC_f_3,X269_paw_TC_m_3,X270_paw_TC_m_1,X173_SCN_TC_f_1,X174_SCN_TC_m_5,X182_SCN_TC_m_3,X186_SCN_TC_m_4,X191_SCN_TC_f_3,X193_SCN_TC_m_2,X194_SCN_TC_m_1,X199_SCN_TC_f_2,X189_SCN_TC_f_6,X198_SCN_TC_f_4,X201_SCN_TC_f_5,X195_SCN_TC_m_6,X207_LSC_T_m_2,X211_LSC_T_f_3,X220_LSC_T_m_5,X221_LSC_T_f_5,X224_LSC_T_m_1,X225_LSC_T_f_6,X227_LSC_T_m_6,X228_LSC_T_f_2,X233_LSC_T_f_4,X236_LSC_T_f_1,X237_LSC_T_m_4,X240_LSC_T_m_3,X144_DRG_T_f_1,X147_DRG_T_m_2,X148_DRG_T_m_1,X149_DRG_T_f_3,X152_DRG_T_f_4,X156_DRG_T_f_2,X164_DRG_T_m_3,X145_DRG_T_m_4,X251_paw_T_f_2,X255_paw_T_f_4,X266_paw_T_f_1,X247_paw_T_m_2,X253_paw_T_m_4,X254_paw_T_f_3,X257_paw_T_f_5,X272_paw_T_m_3,X261_paw_T_m_1,X170_SCN_T_m_4,X175_SCN_T_f_5,X177_SCN_T_f_6,X178_SCN_T_m_1,X181_SCN_T_m_3,X197_SCN_T_f_1,X171_SCN_T_f_2,X183_SCN_T_m_2,X185_SCN_T_f_4,X187_SCN_T_f_3
Trim2;Trim3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974.09,NA,NA,16309.51385,NA,18323.50724,6059.43,14746.75946,9375.124095,12677.83415,9492.5037,7216.516765,23397.38783,24619.37249,13626.41585,17573.09163,21319.47184,23575.40824,23103.20802,23244.62112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10921.3,NA,NA,NA,NA,NA,NA
Trim23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4354.69,NA,NA,6764.89,7669.05,8619.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trim24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2585.15,2992.76,NA,1803.79,NA,2956.9,2381.8,2198.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4354.55,NA,8824.44,4203.51,5095.98,5227.13,5944.4,4422.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trim25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17936.26515,17789.87462,14371.84844,15634.86133,19554.05926,17259.34887,15641.18475,16459.93521,17872.19078,5966.923406,5663.560198,8513.378011,6902.442576,6505.817286,7941.320952,5307.075327,7592.034127,NA,4627.916866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33831.19854,39097.59541,33037.78893,35780.67232,35530.48292,32642.5693,31851.50095,37254.54459,34233.24546,34881.34971,28890.61531,31686.50866,145752.609,130740.7258,111392.3234,149429.09,151837.032,132967.9537,128808.7787,126891.5105,9790.040738,11129.73956,14081.04459,13025.59241,12501.91809,10426.58234,9031.054932,15425.67456,11217.43272,40484.4,40264.86135,39305.43684,31280.67893,41547.61434,40973.64883,44191,38444.4,45733.3,39267.14245
Trim28,10691.72697,11766.07108,9148.266273,12745.27588,15178.51472,10691.80375,11427.57294,10728.79172,11634.31979,9488.242842,12264.92424,10609.933,50757.7912,54417.96032,46093.30385,52483.47539,54995.69818,52538.49409,49981.13175,62539.91774,52171.4623,20582.09339,26056.51322,20418.27348,26361.97644,24369.22762,24578.79279,24135.00687,22761.8017,19444.17591,19842.99788,2952.06,NA,NA,NA,1894.64,2719.24,3271.78,2079.39,NA,NA,NA,3267.19,14259.03728,11542.57137,13413.04822,12799.61587,18616.33986,10659.50177,18675.36593,10585.00162,11884.37036,11662.33276,14614.31998,15688.7942,622364.0206,654530.3996,560465.5466,555726.7608,571907.1961,618113.8728,600807.0013,598831.8383,34521.95749,32515.28843,36914.50852,32328.27726,28423.40041,31759.63574,31006.41394,33005.85313,36851.85588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trim29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133267.1537,131239.5015,121060.8726,128109.5194,123723.4436,126354.5918,113959.2127,116918.9039,118035.9049,131360.0873,NA,77844.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172379.7797,217712.3404,191177.5362,173110.8132,167081.1583,167244.955,166338.7852,190249.0314,193954.6393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trim3,1880.163568,4516.931573,2129.220824,4200.829465,NA,NA,2557.171025,4124.887474,3118.664938,NA,3943.35734,NA,3917.548434,7013.040035,3098.280602,5290.514777,5699.845863,NA,3252.224051,3776.927996,5125.262209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46319.19926,34381.25678,38772.84105,36574.43875,39496.4727,38371.85154,43940.83865,38950.31113,37949.54038,43093.30904,46540.79155,42914.4668,28932.88292,34116.0466,33883.80662,29079.44347,28928.30986,28352.22051,34225.36473,34990.93407,NA,NA,NA,NA,NA,NA,NA,NA,NA,17119.81791,16153.79616,14027.902,16096.36124,16371.94822,14223.14151,15366.17552,16659.48844,15739.2811,18955.62857
Trim32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40415.9,NA,28549.6,41175.2,29752.6,26500,29653.3,33303.3,36889.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trim33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22796.65052,21327.7963,21155.69013,20841.69394,20036.91231,21278.34494,19734.95265,17567.42038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trim35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2569.403851,NA,NA,1758.906312,NA,NA,NA,2701.513453,3509.692389,3699.475051,3879.69534,NA,5614.684739,4499.887823,NA,4751.72528,5512.319622,5066.639047,4627.729022,5311.515264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trim36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4077.001677,5276.499456,5681.968496,3746.989206,10379.00107,6118.039512,8657.151857,9105.679499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15997.55147,24632.07222,23662.00882,22696.74137,20869.5056,23790.44092,25389.42353,22714.58065,23296.09289,23540.92921,19923.41906,19806.84002,102566.1044,126507.786,104783.3681,98779.52967,101033.8974,107422.0775,118985.8985,123428.4704,NA,NA,NA,NA,NA,NA,NA,NA,NA,8330.056108,10851.21929,8718.728431,8395.755418,10004.95091,10693.37602,10579.18465,9545.128653,13355.17374,10658.31402
Trim46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50481.46004,54733.07379,56009.79847,46630.53895,48069.10662,50179.44157,59003.82288,54304.15939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trim47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7770.2,154370,NA,NA,NA,NA,112501,NA,NA,NA,211332
Trim56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9719.064366,15927.33232,10113.21087,11657.11889,15326.1029,10767.6269,12808.14393,12509.06685,9271.928819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16073.33095,16701.25463,19213.18647,15598.71032,19152.36937,13761.09611,14676.36248,14187.60257,15403.00959,14105.16721,16968.4577,13183.55348,102125.0788,88485.82837,82711.67425,101397.504,106692.4857,102151.2971,83709.7925,82990.57836,5723.83,NA,6527.6,8826.02,5990.26,8401.6,7509.11,4075.73,5620.24,8475.36323,10092.39196,7299.990282,5925.919379,5635.994222,6667.279199,8338.024077,5867.743062,10541.99975,9161.494735
Trim67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63439.03745,73680.91689,64601.51413,78803.86582,55467.07865,72113.68983,67270.43367,76505.02257,71368.38987,77987.76268,71231.79295,74033.1574,73563.40857,73751.19836,75555.42404,76827.79905,79535.26385,74283.09306,81735.58798,91560.47401,NA,NA,NA,NA,NA,NA,NA,NA,NA,6815.681069,8549.564892,3897.887418,7249.775029,8539.930372,7125.693068,7817.337117,NA,6578.552033,10052.15969
Trim67;Trim9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10407.66569,NA,13899.03634,13244.2,8866.08,9537.6301,10291.62829,12553.62612,9212.213181,28280.09875,32888.2835,19608.59103,30914.24634,25280.5816,26421.23418,30891.53167,37814.9392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trim8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trim9,NA,5933.687527,5076.652715,2593.814564,9718.48812,6967.334623,7561.203473,6088.52275,7763.101324,3458.398068,8623.213598,5106.07093,13781.84945,13080.59731,11308.06865,11075.76129,15485.12457,14463.27526,11589.51392,15861.77875,10435.60274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46830.71976,35801.38489,37894.23052,48829.51398,38715.5127,47073.77276,48141.42631,47374.72292,46874.2894,46738.6457,47599.79663,49891.10694,245991.9791,264634.5785,236422.171,242995.5135,234384.2377,247962.0392,268305.5472,255597.6432,NA,NA,NA,NA,NA,NA,NA,NA,NA,25109.84431,30790.4665,38721.02982,42451.04075,36514.04782,33932.57203,30638.18443,23494.9697,30321.81281,31446.1143
Trio,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27649.83668,32465.70299,29017.23028,27159.93236,28831.27943,27614.40853,27255.82635,28155.62875,26219.86903,27133.5259,25901.69112,27604.054,156563.3259,166555.2024,159966.2102,151106.5349,155086.8705,139488.4835,164749.2484,161423.3654,NA,NA,NA,NA,NA,NA,NA,NA,NA,11246.22185,11408.23818,10778.32833,8165.488641,8879.843051,12071.25296,9644.259524,11411.46452,11201.76341,11784.07663
Triobp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51457.5,61939.4,NA,NA,NA,53772.7,NA,NA,NA,41316.5,NA,NA,13222.4,20628.3793,NA,15068.5,14715.5,NA,NA,18345.30649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trip10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11908.04358,13244.88999,13502.66061,12987.10858,7935.608734,17186.22444,9513.360435,14286.29301,13152.87546,16195.84411,12533.13144,10441.55756,7549.384161,5873.153122,6869.860647,6901.530567,7401.993236,9492.004704,10188.73357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trip12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5540.109361,7214.095908,4973.493461,7420.541125,5026.984383,4012.196523,7443.169976,4288.00505,4022.873569,4970.779724,4735.957201,3579.905398,5140.061972,4695.985962,6398.143388,NA,5247.099937,NA,3701.279747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21413.79215,22429.62343,22046.12499,20313.28415,22213.40262,21265.72707,21891.66726,20975.15762,6695.434813,4089.673246,5345.973133,NA,5732.76,5763.22,5577.26,4961.33287,5829.887855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trip4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26653.26606,22510.91604,28154.52381,27174.83999,22679.36341,27269.18045,27298.31375,28794.37083,26379.74364,26822.66723,26277.14333,25949.54306,69860.16115,59822.55974,58509.68877,66866.71843,65332.73754,72184.81725,67034.4919,66239.29628,NA,NA,NA,NA,NA,NA,NA,NA,NA,10788.04356,11927.4866,11499.44318,9585.894923,9122.435274,11355.81083,9824.709078,13308.09733,9028.818922,12850.89533
Triqk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050.08,NA,NA,NA,NA,5166.06,3298.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30470.5,26673,27162.6,30913.1,31141.8,33113,25706.4,25698,34846.7,30355.1,25979.3,NA,267295.4285,185932.3456,267577.3299,340124.9098,317789.7957,208778.2025,207236.62,212342.9715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21997.6,14068,21895.9,24927.3,24124.1,25762.8,19032.1,17658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trmt1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23935.04885,21150.89383,19294.11885,26453.55712,27562.8677,22819.98838,21080.73509,22421.68908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trmt112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12036.1,13355.9,18179.6,17511.5,13603.5,14229.7,13025.4,14292.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trmt1l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23949.70708,17359.19094,17760.34799,20940.85475,20582.5189,20182.19385,19077.41579,19042.34043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trmt5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22667.74641,19320.1919,21346.30042,26089.98037,23946.606,23035.72372,23771.84053,24105.65517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trnau1ap,NA,NA,NA,5039.6,5381.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trnt1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2259.725909,NA,4428.381658,NA,6844.261949,4118.948496,3461.780682,7772.079742,5531.808021,22129.71242,19701.97224,19269.89082,18601.44503,17988.01647,17802.10849,17312.84156,18472.45539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trp53i11,9595.29,5740.11,4018.7,5091.73,6770.61,3220.93,5351.68,5362.32,5915.23,3607.47,7079.2,4681.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14436.2,16040.2,15795.6,15919,17726.4,12600.5,18910.1,13219.7,13862.5,14306.6,19068.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trpc7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7883.54,8820.82,NA,NA,NA,NA,NA,NA,NA
Trpm1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1261.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trpm7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4324.09,NA,NA,5038.6,5858.79,4769.38,6924.53,4171.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trps1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4475.88,NA,NA,5026.89,8337.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trpv1,3200.15,NA,4835.83,NA,NA,NA,NA,2742.67,NA,3190.63,NA,5468.42,NA,NA,NA,2663.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,334437.4144,324087.6724,307478.7957,402370.5846,296631.8692,406581.0802,342470.4019,411499.0719,409195.9414,421643.5354,321656.2825,355406.4931,232004.5997,195658.0117,201297.7135,217392.4138,211797.4299,223034.8699,190619.8013,175200.7523,21937.89264,22033.63634,21239.74211,20880.86895,23835.81428,28810.87185,30680.43011,19089.30157,15227.82226,126494.0477,110783.0766,119183.799,141508.6485,133490.0855,123562.8269,116177.5097,99679.295,126866.5423,111946.5824
Trpv2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23628.33625,22400.21181,26068.61695,26253.83911,23120.40559,24165.1873,21476.29329,27991.13851,27419.66389,24463.84449,21565.35878,26011.76118,19487.96586,20095.35085,18432.84445,19350.6596,20424.71323,20199.3252,20256.55445,22227.95254,NA,NA,NA,NA,NA,NA,NA,NA,NA,5399.77,5824.88,7314.62,3632.78,5750.4,7967.64,5534.76,7072.03,9171.94,NA
Tsc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23472.24076,26123.12114,29751.23835,22949.47973,23892.65374,24977.53939,27508.05646,24748.197,22612.80765,23972.83191,26490.94055,25157.99886,75040.69444,72319.38281,62706.41598,78157.34878,75782.12062,69475.49511,66464.88313,74059.76489,NA,NA,NA,NA,NA,NA,NA,NA,NA,9343.72494,8239.284346,5444.489508,4781.663697,5990.593675,5153.414852,9373.67069,5939.268259,9942.924363,6963.193736
Tsc2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16445.18222,22314.61697,21025.81279,16513.64102,16025.29081,14758.04501,14368.24998,16862.17002,18886.23096,17547.75907,16495.90914,12885.14181,11286.39171,11404.98476,9995.865677,12167.69236,11908.52391,10731.07351,11481.37953,10019.35072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tsc22d1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48599.2,45667.0728,44419.6,57211.22308,41017.8,48645.94427,56620.57768,65469.76393,55735.4,50318.3189,48553.9,NA,253621.3876,233083.3941,190947.8641,258142.9764,275151.4878,251976.3555,201316.6019,207080.623,NA,NA,NA,NA,NA,NA,NA,NA,NA,9375.66,15151.2,8960.95,11407.5,5713.05,12090.9,12270,NA,8302.24,11746.1
Tsc22d1;Tsc22d3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13987,17487,17239.6,NA,NA,12472.2,17510.4,13969.9,13876.2,14960.6
