GeneID,X207_LSC_T_m_2,X211_LSC_T_f_3,X220_LSC_T_m_5,X221_LSC_T_f_5,X224_LSC_T_m_1,X225_LSC_T_f_6,X227_LSC_T_m_6,X228_LSC_T_f_2,X233_LSC_T_f_4,X236_LSC_T_f_1,X237_LSC_T_m_4,X240_LSC_T_m_3,X208_LSC_TC_m_5,X209_LSC_TC_f_2,X212_LSC_TC_m_2,X214_LSC_TC_m_6,X219_LSC_TC_f_1,X231_LSC_TC_f_6,X232_LSC_TC_f_5,X238_LSC_TC_f_4,X241_LSC_TC_m_3,X213_LSC_TC_m_1,X216_LSC_TC_f_3,X223_LSC_TC_m_4
Anxa3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2958.24,2998.65,NA,NA,NA,2739.34,1715.53,NA,4789.4,NA,NA
Anxa5,102873.917,77316.72985,96027.68305,91283.82734,89809.46465,88661.6212,93897.58592,88655.34894,91690.95226,101743.6086,103299.1813,93191.34249,22751.73517,20557.38357,16655.70474,23198.23984,21409.10672,22880.10779,20086.75023,17881.64783,19437.00464,16277.68046,17344.69901,21079.53963
Anxa6,718729.0047,669319.8557,556679.1845,925541.5714,611909.2624,934468.5118,801961.4723,1045904.618,1001236.862,932260.8017,615507.5038,795224.0793,30489.36048,22418.407,29127.34607,21279.88885,20391.17782,26420.54792,16748.97994,23536.63396,23941.06085,30248.3083,21783.56044,24646.31171
Anxa7,6226.760536,NA,NA,9682.682475,8697.831757,8512.090248,7826.647864,17308.56547,8329.813075,8193.857891,9040.990708,9841.644136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aoc1,NA,NA,NA,NA,11234,9232.07,9467.75,10013.8,8870.29,7755.72,12904.1,11388.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aox1,18972.28178,19965.98109,17815.8588,21476.27754,16646.16816,21572.80175,20865.23455,21573.2965,21710.00458,19721.93682,18872.64282,18113.9568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ap1b1,48008.01462,64075.40061,71541.76714,61423.50069,58141.5907,54097.64894,52239.24246,60908.78827,61507.52339,61306.52546,48948.94629,56723.7592,5324.743783,7460.127651,4621.420777,3518.789724,8062.885939,7683.06792,2257.872694,6695.055169,4570.323186,4834.201249,6376.28438,4526.255466
Ap1b1;Ap2b1,116878.6211,122968.6365,128621.6686,132326.3603,94457.12247,130778.5418,117685.7523,130606.7811,132634.1231,125340.9155,119779.4195,124900.9217,13716.71138,14589.52047,12965.87892,14160.17827,15361.63484,14972.19092,15128.06715,15323.94063,14749.91277,13789.55131,15173.13441,16449.53997
Ap1g1,20367.81289,22944.32734,23567.43836,24515.98742,19192.61109,22231.1272,22215.64996,25218.20607,23104.54606,25668.26541,29219.8859,20677.9132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ap1g1;Ap1g2,7183.23,5409.52,NA,10070.8,5286.21,NA,NA,10422,7797.79,11213.7,10592.7,11609.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ap1g2,NA,NA,NA,12703.7,10490.1,NA,NA,NA,13951,14180.9,17030.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ap1s2,17535.5,23652.4,14139.9,21042.1,15873.5,24787.7,15543.4,21408.7,21196.7,18363.9,15926.3,19255.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ap2a1,253020.7601,185963.9276,252426.069,175013.9726,256199.3921,183161.6982,234485.6296,171366.6653,181670.7734,186133.957,245881.9302,248902.109,13645.10113,17368.30747,12540.73054,14205.77983,18424.70021,13517.02801,14223.66861,16649.06251,11306.74363,11500.31795,14458.41319,13279.32197
Ap2a1;Ap2a2,35000.7695,33187.2929,41420.74417,38433.46838,32094.00647,40590.89346,44191.4754,35807.75508,38558.3004,40551.97492,51070.9983,47509.24644,14147.88438,13089.61848,12664.47518,13986.46509,18344.05196,15924.78258,13968.52101,16187.20193,11005.17752,12069.2491,20631.11335,14177.1811
Ap2a2,42617.1346,36948.85275,37910.17925,35036.08603,36936.46621,36491.30404,37993.28421,35558.91507,37087.19287,35625.84227,36629.8907,37926.02243,13891.8971,12397.19753,9338.833649,13293.73896,11727.38899,11912.17779,9985.915354,12353.86293,11429.10282,6222.652869,11617.36601,10946.26279
Ap2b1,45859.90718,51600.8682,52083.25499,56100.41725,42586.2126,58330.72574,49440.06128,59834.08672,58333.38126,52858.22233,51616.94479,51625.5588,4412.056503,7445.699817,6486.120055,4425.725068,5413.967095,8560.270339,10187.30403,7604.405133,5797.229561,6021.654378,8073.436565,6553.814547
Ap2m1,52714.43093,34870.17848,51873.87324,38941.93341,46810.87672,36887.27506,54962.23029,39571.23226,35852.00234,38141.11618,64618.14275,56912.54115,13190.68502,15868.60355,12298.52115,14534.05715,10289.50378,15349.67644,13123.3891,14473.5574,11079.63137,8218.751097,17148.27692,11106.34985
Ap2s1,43100,26254.1,44556.3,27039.7,29752.1,33454.8,45844.1,31583,38573.3,37968.2,49336.8,38988.4,NA,8640.13,5076.21,9524.74,7185.31,NA,8667.39,7761.79,4352.16,4804.88,6923.07,4101.96
Ap3b1,NA,NA,NA,2010.41,4862.62,NA,4334.24,1738.1,3356.04,3926.94,2882.95,4039.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ap3b1;Ap3b2,99982.22993,85063.33003,109251.239,114181.2875,93680.07746,109537.4643,108681.1853,132482.2818,121028.9162,112402.9957,98178.98092,111735.1413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ap3b2,187172.5015,167817.707,178108.7961,214324.7006,167283.3139,224776.5614,189562.004,216869.1895,213624.3373,212406.2752,192731.8348,197517.6121,15395.6485,16103.47414,17893.68779,15258.94288,17715.00476,16032.62593,13955.13589,16194.79072,16410.74161,16491.58414,17345.82169,15108.03183
Ap3d1,149030.3535,129562.5162,128381.044,195096.6314,132597.5275,202142.6398,161829.624,203699.7725,204290.9969,198832.4308,174116.5018,176736.6049,8970.510663,9543.465468,12442.2555,11111.85754,11088.61914,13097.20655,15636.96856,11919.7536,9277.2293,9576.819041,10197.3306,12669.33503
Ap3m1,20875,13670.6,16746.8,NA,14723.80219,NA,NA,10119.4126,7928.707812,7459.443752,NA,12473.10895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ap3s1,198320.7402,218546.4005,208070.1934,216490.0711,224295.4884,210415.1749,204537.7108,226500.8849,211897.7254,210775.2241,177773.6508,200856.4877,8626.51,6983.21,5806.55,5527.18,5494.55,5252.24,5299.46,6919.22,6395.61,7504.07,8772.2,6447.1
Ap3s2,171788.3702,193992.355,173675.3453,182214.4319,168001.1965,173006.3961,157628.2607,183784.6458,187438.0581,186373.1727,144813.1954,170075.8203,4683.02,4857.14,5455.4,6347.28,7712.13,6147.59,NA,4013.69,4835.44,4833.35,5486.43,5262.85
Ap4e1,10852.92739,15799.05457,9768.696546,11895.90971,14625.46655,12338.88515,11924.21692,14049.53858,13625.90413,12047.2235,11627.89017,11559.30908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apba1,15738.8,13215.8,12281.6,13864.6,14826.9,NA,15487.3,16149.60096,16393.8,16159.95099,16529.7,14251.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apba1;Apba2,16510.1,7671.18,9453.16,14982.7,13060.8,12034.6,21619.3,10847.7,13002.2,13284.3,15140.7,16331.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apba2,2835.36,NA,2150.96,2553.83,NA,1562.69,NA,1644.95,NA,2845.91,2822.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apbb1,32276.02349,37720.09042,42848.69065,29107.65089,41076.6568,26132.33886,33071.74744,33317.21948,31296.25995,31541.60171,37576.8847,34011.90767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apbb1ip,55303.17555,41644.13376,41305.3,52340.94894,39944.56729,54949.76945,57131.11819,61350.05072,59448.12433,58160.42202,60281.51623,56350.78927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apbb3,11042.19326,12342.34048,14643.67057,12804.23134,12805.82909,12772.48389,12629.38793,10739.65395,11620.64084,11530.9495,12846.94692,12213.31892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apc,22617.3089,22681.39904,24451.16337,22853.46038,23543.88809,25021.39345,22335.38118,24170.14496,22304.15698,24903.65873,24886.0341,24036.29748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apc2,6039.289512,8745.61111,5407.079922,8099.499877,9179.802119,6124.949843,5670.602997,6143.143644,5517.418088,5453.464084,5516.316313,5122.43721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apeh,4469.88,NA,NA,3207.18,NA,NA,NA,NA,NA,4439.6,NA,4434.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apoa1,20698,18940.8,26126.6,NA,13780.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Apob,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27875.5,31370.7,32021,9285.75,NA,45022.3,19591.9,NA,26874.2,36936.8,36635.2,31129.6
Apoe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2992.34,NA,NA,NA,NA,NA,NA,NA
Apoo,28151.01281,18592.73001,21266.935,17578.24653,22100.22024,14245.30245,23599.86047,17337.08369,16352.67733,15686.92444,23536.25452,23813.78564,12668.38183,10675.15206,11591.82515,9045.864725,11939.87291,13562.22838,8033.296277,11312.55863,10667.67395,14971.34774,15175.7983,20427.50662
Appl1,29181.34005,28081.55952,29884.64168,40576.99361,30070.79194,38050.56542,34433.70183,42225.12039,41972.09086,39172.39951,40832.19835,37249.86409,NA,NA,NA,NA,NA,150464,NA,NA,NA,126168,NA,NA
Appl2,10929.89481,9283.790453,12634.50613,10846.77964,10448.19135,10992.1725,11791.67925,11219.42654,11194.28174,10965.7758,10790.71692,10608.78059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aqp1,162176.1605,150704.5581,161765.0791,185230.9469,146143.7604,181620.1515,166054.3084,209254.1639,224922.9581,204068.6358,150420.5772,170136.9109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aqp4,619392.2692,425085.5762,469125.9348,508344.7943,431895.637,651071.8074,635934.7018,609038.8055,629727.4793,516213.0127,692342.0191,648488.5813,458667.2875,437222.0824,531411.7227,418428.159,437448.0535,446610.579,666037.3146,462467.8085,488211.4254,420113.1931,471436.0726,483264.9151
Araf,348892.2747,276835.4509,258056.3777,359126.3445,331326.0415,385119.6854,371659.3536,349889.4086,356846.5616,372694.9323,361026.1041,402133.3983,48596.76088,57586.63754,56311.0646,56996.59267,57488.7204,61644.69261,75463.49837,66850.58917,57247.87845,41520.53322,60544.07867,54606.24283
Araf;Braf,43565.6,45686.3,56626.9,59881.7,53234.8,56040.4,65543.9,54803.1,59052.7,59492.1,49708,60583.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Araf;Braf;Raf1,107149.4989,89714.95606,91365.07452,115020.2564,92029.56764,129129.4405,110138.0941,127886.3003,137927.1763,120558.1044,104209.8243,113719.2621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arap1,26076.25489,31864.11686,31146.79655,36357.1856,26126.36441,35663.03733,26046.11024,34281.94249,34114.1529,35225.59971,25335.12224,26120.83111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arap2,21896.13757,20520.2565,24817.85343,24191.42137,18996.37384,21215.03026,23662.1685,22524.40422,22157.29157,23258.02997,22058.89876,20830.46732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arcn1,26691.29788,26984.96559,26894.48488,25997.90308,31223.07895,25772.71736,26448.3049,25054.30385,26841.18214,32436.13821,27042.70668,29443.48422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arf1;Arf2;Arf3,204422.884,194440.6828,182078.1281,187514.598,198907.5778,202439.2947,193684.3259,201533.2447,206854.3442,186017.4116,207988.4633,226152.1027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arf1;Arf3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20933.22314,20794.07509,17954.61608,18336.45522,24156.85908,29101.32134,19806.17288,20910.41313,21207.12433,23928.08289,20491.58657,24674.46766
Arf4,24494.27666,23090.25135,18919.04083,21228.65683,19646.12918,20893.87786,25553.64308,21826.23766,20362.6204,21073.3,23207.84007,21639.02032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arf4;Arf5,301222.0838,NA,225483,271660.0538,291509.9262,352630.6435,289990.9251,342898.527,313570.3431,284293.998,352724.6438,379948.5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arf5,160895.4985,155272.1961,144647.0305,149403.5819,160712.5398,165610.4471,183024.5351,175444.1485,158698.9087,135756.8385,175663.0084,162739.6288,16431.59289,21238.16586,26427.21227,27507.19194,16306.4614,19787.46022,22312.73935,24332.22105,14275.93804,15960.04182,22039.17456,9982.335055
Arf6,30911.20491,21544.89961,14613.29933,35244.14819,25525.93728,37033.85242,38354.2,39273.07424,46179.42026,33625.97229,41101.69905,45760.99742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arfgap1,265352.634,236414.2578,253581.7049,275256.153,250204.4784,274761.1834,289466.0669,280592.8766,276838.5563,266948.2142,271194.9551,261761.4335,15809.82173,16472.55839,17302.81748,21025.98776,19803.76168,16083.53472,22256.28626,19330.41654,16690.10852,20659.0421,22562.53861,24618.9658
Arfgap2,38815.76105,39819.93008,43532.98423,40179.55835,47449.38644,40555.05433,45815.69187,42544.7944,41030.15847,41701.41979,35288.97551,41235.47857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arfgap3,67041.728,59844.45751,63705.37839,74994.90964,65424.79704,74675.77293,75972.47169,79043.02738,78512.54464,74386.16746,61946.38579,72531.68522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arfgef1,84917.7808,78341.19629,73375.3419,105274.9599,80334.74549,109998.4533,86826.97501,115089.3299,110610.6901,107176.7075,80744.45127,92277.70419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arfgef1;Arfgef2,84920.58878,68014.267,70087.73762,104907.2924,83981.98502,103764.0154,83603.70554,108776.7538,99625.98067,112643.4886,86385.64508,85035.03454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arfgef2,38025.84949,40477.44009,32239.61794,38404.20661,38648.98305,41164.35774,39251.97047,43906.68606,39724.92624,41199.92682,36799.93555,39102.0257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arfgef3,51409.41438,59954.96821,52674.81719,64253.62206,51705.60327,63764.20351,54946.8783,67661.13853,66901.31517,62804.69427,60117.4114,58229.9689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arfip2,143478.0811,188365.4091,169528.8271,201806.1695,171230.9092,205321.7717,176601.9832,203996.7551,212876.302,209869.9342,147991.3781,186413.6308,6302.077251,8880.937344,10189.50325,6840.885934,10967.58003,10777.15835,4189.623731,9492.800383,14029.63643,10535.05117,11915.58723,13928.59151
Arfrp1,4972.27001,9770.593785,5608.530782,6421.101405,6495.292921,5077.465044,6998.780292,5630.119543,5582.290729,6559.564647,4427.194809,5664.001977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arg1,8215.820075,NA,NA,5633.334417,NA,4728.384561,6703.459971,60551.99085,8223.93985,6509.580819,5291.094963,8719.564122,3276.388806,11353.37326,4674.142916,6330.708469,2673.705667,3918.380493,9238.297674,6010.355673,5300.046772,7417.564236,NA,5357.766445
Arhgap1,439529.4154,343605.6016,358292.4242,536297.4341,346024.8333,523428.2137,433968.4628,491421.9239,515749.6964,526678.1257,410900.7274,426598.237,6535.031187,6741.178023,7429.274348,7314.506487,7329.062249,4501.588934,7766.35941,8484.095903,7907.504203,6660.64635,7117.108926,6601.807853
Arhgap12,19505.99364,14844.71844,17826.079,18595.63213,16074.95878,16113.88862,17249.15976,17885.85642,19945.59016,19646.44298,22658.56756,19555.39396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgap17,114634.6114,117240.418,106885.8553,141572.6082,110271.2558,141944.9076,117843.9183,145305.9249,140079.9562,123671.6088,110897.238,115944.1088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgap17;Arhgap44,62478.1,62682.9,56385.9,70639.9,63814.2,57811.7,65357.1,NA,78049.4,60792.1,61186.7,47084.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgap18,NA,NA,NA,NA,NA,33548.2,56053.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgap21,248929.2754,251152.5562,225816.3473,238452.6878,269721.3826,235002.7857,238208.6828,246647.9878,230486.173,244179.5953,274712.2436,253244.189,NA,6683.22,11039,14509.4,NA,5178.35,9720.17,13203.1,NA,6697.84,9199.17,9199.57
Arhgap21;Arhgap23,39317.5,34066.9,33893.2,31805.9,44771.7,27067.8,35532.4,24722.4,24236.9,22555.2,30899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgap22,14521.17972,15016.96517,10829.98659,11382.47692,10374.87805,9724.972674,11426.98779,10038.14751,10481.38934,10412.99146,10791.69703,10325.08005,42394.3,NA,NA,NA,21163.6,NA,25435.7,26424.4,NA,NA,NA,22815.2
Arhgap23,7104.543912,11205.42604,7432.689903,9968.162131,8403.635719,9278.563022,8824.317302,8237.089723,7717.149354,11060.6639,9165.700328,9319.635327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgap26,NA,NA,NA,4434.36,NA,5109.61,NA,4686.44,4565.4,NA,NA,4675.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgap27,30321.97703,30363.08764,31206.67892,27735.95741,31547.51583,28018.21536,26558.86616,29608.90338,26567.37601,27989.41882,29611.52779,26982.41751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgap28,46007.78928,43684.68652,40986.85603,51101.41585,37041.11948,53372.57951,45406.14549,54223.09415,50765.54797,53367.47256,39347.16312,45870.6208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgap31,9752.0651,10934.97338,NA,5978.324462,NA,8461.217227,8130.170593,6034.048945,7764.034395,8435.376282,7076.308289,6634.120963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgap32,31842.98025,35581.1063,35641.73837,28453.80591,31380.30833,28030.92596,30305.09672,26370.3854,27543.79465,29132.00979,28357.91034,26754.75276,67581.50486,64840.92587,61555.7259,79723.0961,105780.6649,78199.24779,77254.76649,76823.85174,93649.94147,83274.02695,62446.9743,95376.42653
Arhgap35,173035.1095,168687.2523,177859.0858,190371.6279,172899.7717,218397.402,190845.0239,219988.8184,212676.4152,204722.7307,207463.9905,200527.2081,NA,4104.707659,4217.838032,6066.181625,7115.333683,6783.238882,4323.22183,4326.036805,4979.742566,7072.39645,12400.74803,5899.703526
Arhgap39,52878.54095,47548.59527,56716.8024,58610.21311,56255.09448,56052.66936,56806.44696,60724.28603,59287.31446,59434.80184,52282.81954,58490.02072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgap44,79405.08243,72995.98284,81734.78359,88132.585,84697.46951,92386.96899,86977.43862,94481.18304,90327.19613,82947.95058,80311.03055,88251.95544,6496.44383,5546.675936,9108.9219,4566.785222,4619.530396,6394.224658,4173.058149,6378.450748,6674.489724,NA,4300.543323,5212.42597
Arhgap5,9027.800196,12192.25197,NA,10364.15296,9876.46429,9180.436444,6242.789596,11679.98923,9211.758895,9362.748702,8751.889574,9302.576413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgap6,2534.15,NA,NA,3027.64,NA,2287.78,NA,2838.7,2709.81,2550.88,1548.62,3297.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgdia,224851.7497,331412.9896,273872.8799,307814.1601,225011.9407,335563.7045,232104.5599,312504.5945,297940.484,292815.7658,246527.1826,266458.3739,14932.05473,12256.83716,16718.05524,13611.88578,14592.50757,16019.13279,14249.45352,12936.76759,11925.16941,10147.28796,13630.01591,12180.10548
Arhgef1,13822.549,16083.6213,15418.0847,11063.74198,11400.93817,11140.87339,11358.95896,10843.44231,9544.995417,14074.85807,11377.29987,12082.17833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgef10l,5841.554374,5133.69343,NA,3889.337555,3808.518617,3909.897114,3778.298522,4486.51093,4200.093175,4155.821191,5950.414967,5542.104156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgef12,78488.86465,92812.76123,81566.12268,83219.08199,85847.38946,82936.58266,76052.35931,81052.18411,82008.52473,85599.50731,81972.68846,78617.17453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgef17,36917.42498,39235.43566,27458.26588,31291.05018,27416.40414,24641.03749,31612.10376,25762.46663,25142.06894,25146.11359,29283.74149,32885.75822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgef18,43379.18461,44777.84734,41859.04812,43045.35551,43507.78749,44815.4041,42210.65899,44768.08417,48473.01012,40918.51541,37441.28298,41531.44324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgef25,NA,NA,NA,2726.11,NA,NA,3048.46,NA,NA,3472.34,3085.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgef40,9256.584948,9597.65113,9771.47091,7543.771243,6141.216606,6885.827823,6948.867943,6703.44637,7407.45784,6768.75657,6641.31965,7853.010918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgef6,47778.829,58494.98572,49353.18107,55133.55684,48131.44522,57812.73623,52245.55331,61801.91683,56803.90683,61784.80047,52943.54416,50950.71039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgef6;Arhgef7,73085.81297,60365.01863,52676.74904,95438.91834,62292.25637,83208.94078,80420.8501,87386.31839,75475.61479,87727.65054,90902.53756,85847.33289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgef7,51187.80787,60802.88395,57167.20658,62429.01866,51143.83295,62098.95776,57331.74171,65128.46074,64535.20001,63339.80047,67416.31487,60682.83842,5560.001102,4390.811345,5536.797531,5425.647259,10885.32008,5141.645364,4158.493227,6934.74343,4757.902465,5109.700713,7443.428425,NA
Arhgef9,NA,NA,NA,10711.77669,NA,11815.26347,NA,8622.400075,7505.036582,11040.40544,11048.92442,8956.608251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arhgef9;Spata13,NA,NA,NA,5751.65,NA,6354.61,NA,5990.83,5544.38,5228.56,NA,5363.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arid2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2832.79,NA,NA,NA,NA,3581.22
Arid3b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3494.96,5481.25,NA,NA,11167.3,NA,4265.19,6470.53,NA,NA,6736.31,NA
Arl15,108967.7444,90700.7725,107327.9233,105145.8926,108025.9679,92125.41499,117379.7963,93052.66809,101741.8234,104462.5904,117930.8164,115840.8607,11968.81454,19001.19353,15947.00755,16510.84835,18069.24757,16486.84549,20106.55512,22121.41914,16225.43585,10964.96181,20901.15966,12889.25481
Arl2,44319.46129,39698.00975,34542.32104,49936.5106,38634.66868,52358.68326,49516.23363,54719.8202,52978.33121,49705.6121,24670.70089,54533.65599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arl3,40560.59554,34494.2908,41130.3023,52547.08837,37096.28214,46193.00894,50068.12384,49648.91658,50953.20669,57132.27583,42272.12347,43856.70303,NA,6618.12,3545.74,9444.96,2896.21,4694.03,4197.43,3061.18,NA,NA,4500.68,NA
Arl6,NA,NA,14833.7,14344.60655,16518.7,11254.30719,12590.34945,14332.61965,13074.14854,13776.80432,13262.82183,15395.91107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arl6ip1,NA,NA,NA,8944.7,NA,9899.63,NA,8583.18,6671.94,11976.2,11594.3,10755.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arl6ip5,173804.4744,165925.9514,170889.4128,199050.0817,169264.464,209536.4805,203118.7005,205978.9166,208250.8542,204107.9726,203415.8965,209280.5416,90484.42157,23158.94223,19681.34701,53535.01977,30305.54446,17140.1214,11416.1796,18447.803,17428.12152,14692.89654,26696.77378,21259.24652
Arl8a;Arl8b,18805.5,11252,16620.6,11737.2,14863.1,11130.2,17592.6,9866.16,11802.8,9678.39,19697.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armc1,5937.85,NA,4290.9,9005.38,7262.08,7076.82,8505.22,5329.61,6288.35,6964.91,6826.52,7431.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armc6,35511.16603,28971.8641,32924.6626,39252.4035,30649.64281,37239.89621,33522.33398,39889.39356,40099.01804,41272.60644,46370.81856,37585.62507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armcx2,24275.97627,32027.48838,32661.32506,20991.58422,21452.71767,21269.35447,20793.06795,21213.53097,22678.67373,22757.90906,19806.75397,25001.62491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armcx3,8370.247327,11503.59922,8739.397375,10125.01325,8792.395849,10342.27351,7739.968861,9608.49389,11969.08261,10767.7433,9966.13722,8809.541846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Armh3,NA,NA,NA,12516.6,NA,12402.3,10329.8,11112.4,10448.1,13402.7,10802.8,9270.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arpc1a,34226.6731,27346.39121,34371.60172,30328.08573,36636.52825,26190.18306,31031.67086,28216.93145,28999.21786,26743.22075,33285.12716,30971.55204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arpc1b,53577.82464,65910.24382,56144.84398,87695.54142,52680.23857,81863.94852,58266.7807,92807.81,84392.3392,84004.09291,53595.38276,59878.33688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arpc2,105844.3082,81144.6154,85824.48032,175619.2207,77152.60544,191363.4059,143587.5517,183576.9671,178771.3046,181184.0637,118352.4527,155409.5756,5976.61,6036.12,5633.63,4738.43,5483.17,4675.48,3516.08,5733.31,NA,NA,7342.92,NA
Arpc3,7249.734309,3448.295259,6651.383272,4680.576269,4093.030834,7401.081788,6901.494615,7822.306256,8000.222388,7235.399395,7987.270581,8448.810742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
