GeneID,X207_LSC_T_m_2,X211_LSC_T_f_3,X220_LSC_T_m_5,X221_LSC_T_f_5,X224_LSC_T_m_1,X225_LSC_T_f_6,X227_LSC_T_m_6,X228_LSC_T_f_2,X233_LSC_T_f_4,X236_LSC_T_f_1,X237_LSC_T_m_4,X240_LSC_T_m_3,X208_LSC_TC_m_5,X209_LSC_TC_f_2,X212_LSC_TC_m_2,X214_LSC_TC_m_6,X219_LSC_TC_f_1,X231_LSC_TC_f_6,X232_LSC_TC_f_5,X238_LSC_TC_f_4,X241_LSC_TC_m_3,X213_LSC_TC_m_1,X216_LSC_TC_f_3,X223_LSC_TC_m_4
Stab1,7676.878276,NA,10105.65346,9469.657609,NA,5997.98819,10629.62232,NA,6167.635335,NA,7172.257363,7570.814304,NA,5540.38,7220.84,NA,11792.5,8698.55,10399.6,11176.1,10249.4,NA,3747.13,6352.38
Stac,33991.0531,30056.47531,35814.73742,32157.52174,32894.9986,28453.04686,35494.1638,27492.02273,29833.97175,23919.65072,30115.03423,31728.71866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stac;Stac2,33116.2,38084.2,38541.5,58574.2,23894.8,39430,33242.6,48505.4,57582.3,56674.6,48555.4,45253.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stac2,104146.4654,94453.80802,82733.71431,109976.6176,97496.32522,115161.788,111864.9909,119166.9957,111302.5181,109273.8227,105819.0482,108771.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stag3,NA,NA,NA,NA,NA,8627.68,NA,NA,NA,NA,NA,7190.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stam,176730.2444,161528.8666,145629.9869,204630.1181,148151.2362,191506.8924,175271.8943,205196.0989,191749.7649,189007.3556,167987.3782,180957.8079,6805.872252,4604.671833,7042.17758,5205.803542,2909.224053,6312.099702,4391.713441,4495.59733,633.8482844,NA,2278.288043,4117.586121
Stam;Stam2,14132.2,NA,NA,28407.36322,NA,28134.92044,27457.7,35820.76949,32925.49363,33550.02513,19485.11193,17060.05771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stam2,21226.37676,30261.03325,24122.39432,26843.27946,18584.73225,24360.75083,19784.30688,27960.43835,26684.02723,27055.24031,26846.32962,23559.00619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stambp,46127.61422,52578.15151,47786.32925,56592.73073,47321.64069,51938.07911,47165.89529,56423.59481,53216.96242,56724.20258,53884.19145,51079.35555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stambpl1,59795.54019,37211.22186,45078.80133,54949.98611,53644.69321,59981.59053,69782.38818,63164.88516,61147.55702,54614.72143,67582.02556,73572.50095,2806.461942,4551.083938,4147.223651,5273.587285,4111.381544,7425.129646,4451.46638,4260.37862,2277.980281,3358.266522,5319.20602,NA
Stard10,21901.3562,16093.2811,20102.84184,19332.87627,17015.49824,22030.82437,16705.9444,21580.75434,22744.94711,21788.61595,19344.58426,22126.11284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stard13,7074.876111,5926.731322,10397.2123,9311.670257,6442.464427,7150.439888,7474.599133,6671.337926,8914.733198,9479.515137,7766.088059,8183.153472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stard3nl,30810.4,NA,NA,NA,18676.6,20804.6,18361.7,19821.1,12496.4,23683.3,16432.7,19952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stard9,85916.2,73065.7,73143.8,82696.7,74975.6,NA,78596.6,NA,NA,NA,76098.9,NA,NA,NA,6845.04,NA,NA,NA,2641.85,5550.54,NA,NA,NA,NA
Stat1,35027.60741,48791.28045,46465.32454,36514.08246,42986.19698,37197.12492,30649.33355,39352.04111,34449.29971,32629.565,33982.9814,31165.22594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stat2,22901.65973,23008.74655,20142.37524,26823.32781,23247.98963,23027.50764,24709.08956,24363.87274,25258.75145,24520.8606,22023.10109,22969.11245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stat3,85693.71043,99036.65189,86692.95584,113336.1977,71944.43031,112492.8829,83937.0664,116944.3983,116433.7247,112044.0576,88712.47747,86459.76305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stat5b,NA,NA,NA,6527.99716,NA,5200.842264,2918.07,6532.97,4939.551956,7849.935071,6851.35,5066.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stat6,37697.66022,24786.7156,35063.4813,39306.22305,27552.78363,41171.17598,34034.44085,40644.35866,42118.93133,40580.80885,32831.9211,36532.81554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stbd1,259339.5662,223059.0962,243953.4705,279082.4654,268733.9349,304289.2703,298274.3741,307675.0988,315451.6506,292367.3892,294687.8778,297645.1353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Steap3,20583.46845,18121.12431,17926.98693,17672.28753,19229.01254,18627.20433,17635.76645,15422.33167,18581.07614,14141.90332,13660.43833,18654.42815,6775.934408,6766.175973,5245.248638,6546.96809,9222.082701,6764.806725,6519.63023,6275.427723,7970.271001,6042.35,6784.75895,6833.239061
Steep1,NA,NA,NA,6647.61,NA,4121.46,NA,5360.32,NA,4428.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stim1,103405.1791,79913.95007,81486.72003,90738.58877,75587.73777,94466.74373,108173.5567,93194.18258,90124.13456,98558.45825,96657.03019,104037.8938,23082.7114,31803.28621,24578.62586,37317.50623,29451.86415,25193.62551,23798.44205,29058.03994,28501.5901,23260.55091,28731.68902,25505.38651
Stim2,NA,5759.37,NA,NA,6465.95,NA,7805.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stip1,175656.641,161500.8707,139045.9126,197502.2755,153153.9506,211195.3971,170621.5595,203314.4438,202691.4795,202014.9081,187190.101,175444.9166,17017.55253,11882.92857,15040.10837,12159.06106,14894.11489,12436.79291,12671.11857,12908.07505,12558.82125,14271.11197,12261.44169,13837.29588
Stk10,NA,10600.97229,NA,3765.590541,NA,5461.39255,10095.10882,6459.830368,6790.636523,6586.120753,7236.441438,6408.302886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stk11,17285.30871,20234.44592,23017.04454,19151.32046,16447.85524,18961.9559,16211.4608,19112.38921,17350.19668,18399.80264,15028.12807,18696.31164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stk24,101892.7558,100463.3521,92798.54548,128341.8517,102473.7382,122425.4442,106075.7101,132488.0337,129034.0819,127138.7885,114063.0714,117174.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stk24;Stk25,65426.84365,35052.56955,41697.88356,85253.9871,51993.91901,82146.56076,69983.60101,98844.37319,91579.63088,83936.55108,79308.08847,73422.04801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stk24;Stk26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9147.738866,NA,10051.02358,NA,NA,NA,3775.24,5102.06,3255.73,NA,NA,NA
Stk25,25571.27239,23509.7203,24242.04929,26566.30042,25866.83358,28873.16095,25402.05953,28054.10058,25037.7664,27279.84623,24352.8011,28430.66061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stk3;Stk4,NA,NA,NA,6780.54,NA,16852.46831,NA,NA,14108.46438,NA,15018.33902,13077.20017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stk38l,39340.33954,28570.88895,40343.93678,43243.09322,38828.81564,44421.66462,35916.20722,44483.42609,44670.44221,47966.63812,36273.93451,35885.71607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stk39,42724.39277,44882.15139,43574.11559,56661.98608,38509.92371,55506.3153,46421.49139,54451.75906,57402.30991,56836.9837,52933.93219,49777.3863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stmn1,121996.5082,163609.3614,124567.5171,156190.4548,123481.0028,183143.3139,132602.2225,188302.6871,159730.0198,181894.0854,130898.1464,139932.3617,27062.08683,16372.79118,21366.74269,18122.75666,17399.89491,17014.16499,20458.98287,17678.82932,22947.78572,27016.28849,13740.70974,21221.57661
Stmn1;Stmn2,339695.3409,284598.1594,328224.011,371471.0782,279597.8915,349760.8763,328828.4715,351627.8217,355431.7021,364508.6816,279703.4015,350002.6691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stmn1;Stmn2;Stmn3,63341.8,148195,80025,112517,143158,76074.8,147358,132318,114638,97744.9,100787,85580.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stmn2,172991.01,117168.0878,151601.3274,110591.0696,139205.0972,115199.8241,149046.231,107534.5115,115155.615,125412.4732,124304.1033,143294.2344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stmn3,15185.47538,18560.97237,NA,11569.07233,13986.28955,9948.007818,13182.38541,12160.72022,11105.97893,11167.11508,15077.1,14889.44477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stom,16260.27643,10316.44585,11658.46235,13178.34274,13217.5892,10606.57574,10972.85266,13912.62407,12076.16102,11181.56386,12579.75899,13421.78922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stoml3,10148,NA,12958.5,11054.3,9869.32,12351.2,7820.67,10275.2,10532,10107.9,9195.32,9897.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ston2,8794.129704,12769.87846,11923.21338,11421.58204,9628.136297,9623.958208,10484.67968,10297.54169,8763.505815,9320.839286,12290.05907,11172.45137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stox2,9620.749823,15065.47393,11552.25513,10121.0384,10311.56022,8169.415604,8280.139261,8764.716065,9636.380758,9419.347022,9708.871346,9593.567595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strada,86252.15955,75904.55548,75449.54617,73893.8943,88974.38798,71842.10706,85244.65281,66240.83554,71229.19826,73365.88458,66698.68206,81077.08041,12029.30096,8945.009005,12274.2861,9128.944845,7110.865777,26690.89416,5520.225929,7081.007017,3831.263129,6897.561634,NA,9113.578945
Strap,36587.79378,28256.06209,31986.23824,42291.0047,28960.35248,38277.98126,38031.19045,39423.31632,39681.99611,42503.89494,28671.70894,33765.80425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strepta,6501929.055,2866701.914,6591544.186,6898802.759,4141089.332,5637451.69,6347240.311,6221855.722,5963351.887,6030643.247,8300821.898,7537215.53,5071731.222,5507915.035,7605848.362,8295917.671,5702284.86,5840078.504,10640037.05,7035207.301,6930445.352,3228906.729,4427418.597,6271382.809
Strip1,15021.38511,20167.25486,17442.16216,12239.09559,18077.28499,16388.74989,14950.96504,15850.83664,15285.09712,16201.65134,12378.49526,13129.04578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strn,302290.9386,269153.184,258486.8686,318642.5107,278923.2733,322648.6879,304448.1111,317926.4885,334982.4356,339512.646,305169.4035,322852.1852,19095.94981,19627.88674,16713.47013,15575.19063,17274.10272,22245.26079,18267.26006,16856.86636,18419.16137,16873.65547,19377.14814,13679.08662
Strn;Strn3;Strn4,126918,108484,108918,NA,108551,138972,128618,118889,113306,98403.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strn3,62128.61792,59509.36249,48961.77894,67729.20666,57997.65567,64588.89574,64413.75203,69015.03998,63160.95936,65915.86758,71744.65266,62150.49111,3558.475523,4459.862364,4031.248228,4988.238956,NA,4141.630878,5125.619357,4894.631387,6925.678694,NA,5019.616136,NA
Strn3;Strn4,26745.66485,14214.9929,15439.91006,28783.99723,15439.024,34995.30163,30154.38243,44622.36587,34195.1212,46121.79264,50295.20936,33139.83196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strn4,28783.51457,21782.63998,21358.74183,25408.73195,22999.97732,25224.63708,24530.84188,25576.69711,27745.73379,24757.88184,29566.44432,27007.36469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stt3a,13874.7,6722.86,NA,7301.17,9579.57,5426.33,10066.8,9161.26,8756.42,4067.38,11572,12589.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stt3b,5394.02,NA,NA,NA,NA,3850.61,NA,NA,5737.02,3759.03,NA,3745.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stub1,27066.5913,28146.8334,19189.7358,29553.73457,20351.87925,28981.9594,25020.04754,27983.52451,28935.85573,27595.88638,25553.69197,27317.57675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stx12,12920.43925,16700.9651,10294.08315,13844.65368,16666.47352,12368.12094,16460.43505,11532.02715,11800.6237,12505.55221,14056.91661,10203.91297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stx17,30830.48971,37962.74521,35331.54739,23862.79436,30949.70238,18932.94015,25688.83437,22938.71551,23995.96689,23802.62067,18882.64005,24004.13357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stx18,21577.8906,20672.04124,22923.06768,23450.3558,19418.71497,22584.12427,24093.02282,24428.85259,24830.62064,26053.47053,27114.72519,25321.62934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stx1a,13787.61656,9948.04,NA,12513.91648,13438.3,12689.65403,10963.24877,14639.70577,13881.40005,13384.05062,14040.24504,13431.97006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stx1a;Stx1b;Stx2,72451.5,68037.9,73978.4,77515.5,66700.6,47073.6,61947.3,57951.8,64585.1,62236.2,97591.4,67900.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stx1b,105029.0376,103193.0777,109281.8284,98368.56887,106691.2493,108273.5978,103084.1254,105718.845,109423.0006,111563.8686,138462.5393,127181.828,46294.11342,48420.29718,54483.8497,43622.97802,48439.12719,47707.38315,56239.05595,41993.57814,50687.18596,42182.08485,46646.0281,47036.11506
Stx2,40594.29627,38853.19898,42122.15255,44093.96761,41577.03554,47891.48447,46344.8841,52956.76845,45851.69336,57128.09293,58757.96343,47548.08922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stx4,11398.3,NA,NA,NA,NA,11823.3,NA,11481.9,NA,NA,20402.9,15161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stx5,NA,16539.6,NA,9199.24,NA,5956.68,NA,5792.59,6851.59,8786.19,7873.12,8120.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stx7,157949.2771,174192.1391,143860.6538,182246.387,155508.653,180337.0402,170191.9337,183847.6059,182401.503,178307.0389,132764.7551,160575.6553,4833.758347,5903.844057,5842.151891,7475.728707,5882.196359,7776.980737,5627.824884,6949.578176,6582.811943,6030.637954,7861.154362,5093.759885
Stx8,NA,NA,NA,NA,NA,10949.3,12620,9109.96,8591.98,NA,11289.2,10985.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stxbp1,1081474.327,1045511.472,945847.5487,1070352.824,928113.3479,1127365.043,1144726.333,1156576.417,1163509.294,1126190.89,1097179.611,1118442.942,134404.5524,160685.4969,163692.4874,137442.6018,135547.6966,149867.835,171910.3703,157419.7023,141102.7777,122872.2368,148606.3963,146209.166
Stxbp3,7665.528176,NA,7574.556265,6179.38107,NA,5601.235385,10103.39128,5119.495275,6568.710596,4885.141285,9627.699676,9967.167324,NA,4193.59,NA,5448.28,5798.55,NA,5394.47,3423.82,5790.49,NA,NA,2907.23
Stxbp5,77493.82864,88857.24662,79648.72421,100555.8676,69172.89319,92368.94642,75682.06431,92671.43723,89138.90058,92234.64512,86725.97192,77865.9214,3059.231906,6506.726631,5928.942584,6462.774683,7321.645887,5370.694148,7444.294742,9012.130206,NA,NA,9962.809455,3014.122095
Stxbp5;Stxbp5l,33995.7,19028.8,24193.8,47479.5,16832.6,42215.8,42876.2,45817.4,50872.1,45606.8,37588.9,38222.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stxbp5l,79506.39048,66959.78163,68831.33323,88263.55841,70547.02677,85161.87002,79280.62554,89443.59368,88360.16467,79425.1165,81595.15357,81397.43819,2759.289314,4283.015997,4071.606913,3914.896959,4097.645799,1778.8109,3966.799599,3742.93245,5640.162651,1833.943017,4021.996201,4941.387438
Stxbp6,51742.07367,46800.94899,64179.97701,60829.78798,52177.07649,63130.53031,54499.63324,69237.34003,63304.95789,62998.43908,52646.23605,58088.22006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sub1,NA,NA,12249.5,8848.65,16263.9,8258.48,9366.59,8307.15,8334.86,10702.7,8201.94,9677.43,NA,5299.04,4713.05,6850.36,5537.63,6050.34,5058.01,5471.47,6243.52,NA,NA,6067.11
Sucla2,68024.94917,43296.3109,65052.27132,51953.89188,65862.82382,44984.24951,67387.89192,45409.57879,42267.72622,45967.5095,66569.92598,64938.97552,14703.45624,13978.514,17029.88794,15253.50093,13606.88594,14694.61788,13231.99381,14390.47697,16184.93156,16045.13164,14654.68586,14861.25002
Suclg1,40867.95433,24159.32887,43426.75533,30746.78516,42554.53297,26834.0003,47626.4712,28857.07347,24931.85828,32273.22009,43613.13221,43425.47589,27087.34572,27721.10031,23078.28715,28177.78709,19316.74211,29157.50184,20389.52395,28804.89077,22183.1437,20194.77614,29586.16392,26338.92048
Suclg2,NA,NA,NA,NA,12326.73424,12620.02607,6477.521866,4985.027769,NA,NA,5265.403091,8653.309948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sugp2,61268.64047,45000.22759,54448.52091,42336.36745,58160.09913,44461.48684,62665.58998,42785.02961,43606.04553,41818.13727,55036.38224,60429.80967,57081.47888,64134.39434,62243.42086,59318.44807,65231.66183,63401.81388,73481.15673,62748.76395,59005.72912,53030.01297,65317.0013,63582.0884
Sugt1,173752.5819,181068.067,167078.9584,207503.0111,160177.7647,226213.5886,187232.8372,224317.6705,229119.7374,229050.7301,201914.8262,218100.6559,7722.290442,6182.777307,6401.558844,5439.920068,6160.639139,4985.435689,5952.861904,5125.098188,5139.603278,5965.408913,6871.049296,7414.366153
Sult1c2,NA,NA,NA,9973.36,NA,5307.03,NA,NA,NA,NA,NA,7818.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sult4a1,30475.31549,21291.5,20031.1,31284.46073,25346.64499,42359.34454,36836.49505,43549.54901,35664.21069,39474.08058,35025.00911,45205.98308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sumo2;Sumo3,13729.6,8582.13,15779,15339.7,NA,11437.6,13976.7,12930,14013.9,14222.4,10776.1,10952.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Supt16h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2625.97,NA,NA,NA,NA,NA
Surf4,19441.7,19131.7,21681.1,15979.2,17867.2,23189.9,21036.4,21312.9,27338.3,15305.5,20726.5,22995.1,3832.12,4935.62,5979.03,6712.5,5250.16,3095.57,4658.38,6492.73,3522.87,NA,3429.66,NA
Sv2a,132835.7385,103317.1628,115582.3059,107636.3875,137244.7246,114015.1398,132393.9695,116368.1418,120298.924,115282.0408,142140.0907,144338.0677,22323.95067,36384.24835,31530.67578,29138.49443,21093.92425,35011.35038,35685.84272,32324.73007,31903.43002,30590.14818,30915.38107,38122.70819
Sv2a;Sv2b,26183.5,23486,32906.4,17578.4,25346,21289.4,20011.5,11495.9,17990,14033.9,29778.5,28530.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sv2b,40991.59475,32427.3274,39574.08789,41065.60849,29634.21772,43418.83734,47226.74288,36861.01363,37590.70733,33570.75796,42759.91882,44358.14943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sv2b;Sv2c,NA,NA,NA,39381.3,NA,48986,14351.2,78022.4,64831.6,67949.7,25477.3,30462.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sv2c,200581.6842,162492.2488,174991.0421,253048.1897,210174.1403,247978.6862,228930.299,255797.3126,244686.0064,236452.0186,216892.2942,247318.1252,7725.13309,10095.59549,13434.82075,14219.14654,7322.493037,7994.775276,5426.467524,7293.35389,7390.472992,8236.598822,14235.47312,7378.273941
Svip,13208.4,14928.3,24802.7,14344.4,NA,13573.6,15353.1,15471.7,16040,12186,15720.4,20318.6,NA,2505.1,3574.93,NA,NA,4459.36,2127.48,2616.77,NA,5124.87,4050.09,3362.65
Svop,17083.24636,23216.56607,20371.67235,13093.08744,20467.64875,15150.78838,17063.71471,11438.82888,11917.16027,13272.25978,13709.6126,17119.7235,NA,2096.53,NA,3655.66,2817.2,NA,1881.57,NA,NA,NA,NA,2532.83
Swap70,29318.99719,25006.04061,28655.76131,26007.81025,26688.09143,24193.24816,28722.84235,26020.35403,26949.55538,24981.03113,25867.58681,29874.83809,NA,NA,1427.72,2310.59,NA,NA,NA,2777.33,NA,2513.39,NA,NA
Syap1,120650.9456,110492.2156,102288.4532,132177.9534,114801.2641,137238.2858,130137.9168,132200.9922,137446.8648,124249.1177,121133.5962,141298.1579,NA,3629.18,7586.8,3157.69,NA,7714.8,4905.4,NA,3972.37,3283.97,4418.69,4750.31
Syn1,1280231.596,1616231.567,1610330.773,1998143.919,1552616.255,2152020.64,1172146.93,2259910.229,2336523.735,2424355.106,1771289.22,1698781.062,131461.5421,129914.3959,140495.9944,118714.0732,99982.08549,131536.6625,115594.9983,131246.1821,118820.0863,124522.7557,124871.0087,135512.4964
Syn1;Syn2,712384.1669,625667.0069,577526.0407,760784.2847,633736.8943,833002.1534,696226.3789,904344.4295,731662.7949,684772.5787,659808.0945,670967.8656,50510.7,46054.6,NA,37760.8,NA,18522.4,73896.1,49634.1,50421.2,26098.8,37042.5,49158.4
Syn2,570885.5899,649948.5953,557494.143,744984.9566,580353.1154,863765.9472,634374.1565,808484.9973,842044.9459,832314.1858,718518.6033,662782.0864,52973.29711,56312.0975,59128.9699,66482.16357,48698.75111,53990.16103,56887.74181,58186.20913,48843.46534,59398.96773,61176.70073,44740.92527
Syn2;Syn3,165555,143120,153964,208101,143027,208257,191211,196490,209536,215986,NA,200788,9105.93,11313.3,16545.7,9664.92,12778.3,14573.6,8943.64,18732.7,7391.82,10295.2,12303.1,7554.19
Syn3,32833.48684,37062.74827,31491.00013,32599.35612,32383.99154,35936.30047,35470.46541,36834.69361,37451.17462,31835.56864,33818.98726,34410.1857,10521.92187,10791.60143,10428.06187,8725.872127,5675.388986,8118.974532,7105.017457,8686.512206,8911.563643,11403.5477,9988.388564,12475.92972
Sync,23964.49312,26880.30304,23937.80994,30224.33893,25663.35285,30683.75085,25472.56001,27991.80847,30978.91629,28727.60742,22197.09954,26171.58337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syncrip,19338.1238,11966.6663,16178.11036,13822.62958,15129.95399,15534.92382,15882.97786,15360.88722,15753.48363,14389.18547,18048.88394,15823.66052,NA,NA,4778.418267,NA,8538.489843,6879.014817,6615.180599,4522.635353,6862.184401,NA,6762.898484,2746.975944
Syndig1,10768.2,12065,16623.1,8296.3,11377.2,11860.3,12239.8,12395.2,10853.5,13752.5,NA,NA,8667.6,7418.13,5693.75,7795.21,NA,4412.87,4086.91,6523.94,4807.25,7909.2,7222.25,5539.44
Syne1,33581.74112,33736.28892,38497.47938,32322.17146,33306.65774,32341.64823,35584.43741,33663.68637,32294.69995,31139.44791,35760.04739,33765.71775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syne2,NA,NA,NA,NA,NA,191121.9127,NA,NA,124636.5482,NA,98685.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syne3,64766.27007,88506.2,94693.25632,55755.4,84626.4604,71266.03786,64272.96065,76722.63435,57700.0598,74925.8,65889.85023,74658.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Syngr1,169823.6512,139899.2734,181090.1914,148775.9057,154737.3898,169301.0063,199394.0453,155884.3559,147684.8785,159367.4928,181655.0018,170535.7105,13433.9,18050.56077,19071.27188,14828.72033,16504.63487,11909.36197,15112.14305,23634.90746,15112.96479,8856.308252,19340.37631,15159.56296
Syngr3,657411.5124,868275.7426,645451.4192,827316.4113,628736.4063,881916.475,699347.388,847021.3364,830993.0688,870714.2728,650820.0612,667775.436,38176.71329,47825.61745,52274.74179,45135.83197,57390.50537,42133.28592,55727.92008,63501.98375,35171.97061,42076.23278,61036.77705,58996.86437
Synj1,412222.6447,415018.8193,385489.3856,479884.7131,362845.9504,494013.2832,421558.8673,498422.7058,503220.977,494929.083,499107.7223,433403.938,25592.53923,26429.11294,27366.91626,26449.70804,26895.74068,27972.19325,30080.92198,26998.16589,26530.19665,25634.75198,27404.40801,29186.90892
Synm,2080489.937,1884892.927,1903206.272,2398826.372,2029792.018,2379827.715,2202377.956,2522917.527,2404962.53,2394933.22,2410140.218,2290911.21,40114.16283,21565.46995,53621.75476,24982.75244,20176.05326,25621.97771,21518.2079,31952.19593,30624.4206,31825.85072,20144.95978,38487.30513
Synpo,28323.99766,24521.96971,28767.66873,22833.99587,30841.30833,24379.13155,27984.96606,22501.70436,19587.94042,23951.93553,26800.71781,26742.31332,NA,5964.593477,4215.027409,6635.415837,6015.020227,NA,6036.724472,6078.423858,5990.546568,NA,5541.380138,7703.808336
Synpr,14607.71783,17858.75846,14574.0343,13548.86072,9970.218405,12829.07153,8577.606697,12858.11692,11581.57529,11021.34512,10651.84926,13453.11833,NA,NA,8918.92,NA,NA,NA,NA,7505.23,NA,NA,NA,12814.9
Synrg,183964.2196,134678.9652,174162.0064,145750.3388,175276.8798,152970.4589,186451.826,160843.331,150547.5783,151023.0608,212982.3898,175201.8952,57013.15918,66618.43756,65245.02732,62150.16907,74993.7673,66020.06603,79040.87888,67924.52938,64324.91085,67857.63215,63955.35949,64975.87408
Syp,1113980.206,1050655.864,948621.8945,1112766.639,1076736.81,1280571.719,1143294.234,1156421.95,1228757.582,1251906.135,1085561.744,1114112.971,147749.8181,164619.386,157470.8301,162117.47,148205.8488,158085.0901,148742.8789,144282.9911,153715.6603,129112.6554,158509.4952,179773.9093
Sypl1,123747,77603.5,118525,61222.6,132719,58081.9,102733,60796.3,56665.7,69366.4,125490,99326.2,26580.9,33318.1,29312.4,26762.9,NA,30452.6,35574.6,32969,31150.1,35187.2,31784.5,35630.4
Syt1,115293.365,92126.06708,91994.75605,170928.3984,121148.9142,188308.7347,141835.2597,210306.9003,219095.5154,197594.7701,195213.9743,188515.4278,9989.133777,13152.53582,12737.41495,13572.32634,9391.181554,10215.76382,14179.97318,11420.4384,11092.37284,10597.82187,11950.92243,7602.500731
Syt1;Syt2,210565.7589,137843.7999,143161.5494,298097.4004,230837.1925,304596.0798,215177.7592,290036.181,297789.9438,281677.743,307939.1678,244748.8579,16888.76825,20090.50526,19260.31602,19594.23074,14149.31349,20154.98845,20054.75466,17640.68839,13661.62204,17879.42761,16866.08734,20665.56945
