"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Gfra1",-2.57314826007478,14.3284628750396,-27.1028374412267,3.89465523768219e-14,1.47195264119066e-10,22.2936628885091
"Gpc1",-1.9093000675201,15.1239673979789,-27.0884219849415,3.92520704317509e-14,1.47195264119066e-10,22.2869553306017
"Plin2",-1.80848470052397,14.4455315497725,-23.9078596950582,2.44628526763172e-13,4.75866092196929e-10,20.6809756611056
"Mybbp1a",-1.54972411298402,15.5958960389965,-23.8477301973911,2.53795249171695e-13,4.75866092196929e-10,20.6480049862262
"P4ha2",-1.87608702833233,13.7247839744589,-22.1006338842959,7.69517000122943e-13,1.11828776231494e-09,19.6423292105693
"Vgf",-2.19768668047784,16.6113956696505,-21.8729206582062,8.94630209851953e-13,1.11828776231494e-09,19.5040980469889
"Hk2",-1.91752726494446,15.3269762839409,-20.1224950844992,2.99972512398572e-12,3.21399120427041e-09,18.380787965011
"Nes",-1.9361820790755,17.146722284619,-18.901954146694,7.40206304203788e-12,6.79083959480291e-09,17.5280623472049
"Ddx21",-1.39029449691138,15.5785790817014,-18.7725085637365,8.17190577723945e-12,6.79083959480291e-09,17.4339759871566
"Map7d1",-1.58800338234188,15.7412484714341,-18.6392030037316,9.05445279307054e-12,6.79083959480291e-09,17.3363205350669
"Plxna4",-1.50913629859239,16.3140465985717,-17.8418613909017,1.69648515758076e-11,1.15669442562325e-08,16.735518358443
"Sema7a",-1.6922887440817,13.7089557371759,-17.4834903662354,2.26865922777344e-11,1.4179120173584e-08,16.4557959394242
"Lrrfip1",-1.76147910355198,13.2355156839868,-17.3720264735895,2.48604492562035e-11,1.4342566878579e-08,16.3675211326089
"Gpr158",-1.47303675461507,13.7973696049203,-16.9226715898336,3.61497802599667e-11,1.81291324585527e-08,16.0053478870223
"Plod1",-1.12752992075611,14.6534322838434,-16.919118129103,3.62582649171054e-11,1.81291324585527e-08,16.0024428839016
"P4ha1",-1.41118614124798,15.7633242841213,-16.6322312224256,4.62697311502302e-11,2.16889364766704e-08,15.7657378434023
"Nrcam",-1.52387961592519,14.3308964272811,-15.995436984808,8.06035792740675e-11,3.35848246975281e-08,15.2245415293395
"Serpinb1a",-1.52402238560614,18.2581567296213,-15.8222132878825,9.40629130144536e-11,3.71300972425475e-08,15.0734205077265
"Plat",-2.56715481269253,14.9555548350946,-21.754052791547,5.44924605006586e-11,2.40407913973494e-08,14.6945454060011
"Ank2",-1.09065230732736,16.2049779275569,-15.3884238171582,1.39406467993016e-10,5.19779012372859e-08,14.6873534095814
"Fos",2.68141163381328,13.6736014490487,16.5222455405244,1.455381234644e-10,5.19779012372859e-08,14.6569119831825
"Tenm3",-1.17194097684723,14.2897264239196,-15.2205827781778,1.62759045451219e-10,5.45555457816967e-08,14.5349756835068
"Upp1",-1.51642667001279,14.0038584421738,-15.1314433884198,1.76821661899998e-10,5.45555457816967e-08,14.453352014985
"Esd",-1.16229796813894,18.0997875772933,-15.1281281829196,1.77368956191349e-10,5.45555457816967e-08,14.4503069236509
"Lgals3",-2.35822389120925,16.9430910627999,-15.0986513425281,1.82315082233565e-10,5.45555457816967e-08,14.4232019960961
"Nptx1",-1.24876306118865,15.8509033910614,-15.0594236177482,1.89125892043215e-10,5.45555457816967e-08,14.3870475663429
"Spp1",-2.89419659390287,14.6241509429511,-14.9903064481114,2.01792675079381e-10,5.60535208553836e-08,14.323113004558
"Timp1",-2.63171717877229,15.0061276294492,-15.9371364690365,2.35166715838565e-10,6.1046302077813e-08,14.1958811716757
"Flrt3",-1.46033727130134,15.7665514136108,-14.8243041040464,2.36045701367544e-10,6.1046302077813e-08,14.1683354909605
"Poldip3",-0.979312394322736,14.7919609930544,-14.3973110656785,3.55851630497519e-10,8.89629076243798e-08,13.7621018986508
"Cntn2",-0.894896819512198,15.5072920679066,-14.1319207872566,4.61759120048454e-10,1.11715916140755e-07,13.5035494012731
"Hmox1",-1.71837762101672,14.6309212464449,-14.0048620886837,5.23891617288989e-10,1.19942521937208e-07,13.3780710789083
"Rrm1",-0.961027599020554,13.1200446477538,-13.9697400008325,5.42591249655282e-10,1.19942521937208e-07,13.3431895002264
"Ddx18",-1.10557837827336,14.4880732453807,-13.9676255149206,5.43739432782009e-10,1.19942521937208e-07,13.3410867641565
"Kcnj10",1.68932311132967,14.9948870433382,13.9213840799067,5.6950505918804e-10,1.22036798397437e-07,13.2950245340246
"Peak1",-1.0025226835729,13.917074429383,-13.8265289533863,6.26504377285837e-10,1.30521745267883e-07,13.2000692768246
"Ybx3",-1.45594741890705,15.919330941871,-13.785652892005,6.52907810704199e-10,1.32346177845446e-07,13.1589549183106
"Arhgef2",-1.07345498155991,14.1517608989087,-13.7519483991485,6.75567579868095e-10,1.33335706552913e-07,13.1249649896301
"Tnc",-1.79765928656471,16.5600896871399,-13.6770467697873,7.28968848126704e-10,1.40186316947443e-07,13.0491396556167
"Sprr1a",-2.85296027033224,16.3365935687501,-15.7415336951275,7.8573601256296e-10,1.43966643417253e-07,12.9994073338352
"Bicd2",-0.811267219105506,14.6287059772582,-13.5830084169472,8.02438761802146e-10,1.43966643417253e-07,12.9533723675843
"Ubr2",-0.956807615980487,16.307269076149,-13.5784270813694,8.06213203136616e-10,1.43966643417253e-07,12.9486905134177
"Ugdh",-1.6054260398922,15.7098617835632,-13.3742053067524,9.95182702845862e-10,1.73578378403348e-07,12.7384338548237
"Ldha",-0.902012159499826,20.4583315382257,-13.3012120052026,1.07369324920869e-09,1.83015894751482e-07,12.6625386208081
"Slit1",-0.858424012585211,14.4202639764924,-13.1449031341087,1.26479772165147e-09,2.10799620275246e-07,12.498675311
"Maged1",-0.963110998344444,15.3863651343829,-12.9120188873063,1.61941841126914e-09,2.64035610533013e-07,12.2510895422093
"Aars1",-0.817008337960541,18.3300168775142,-12.7579590077124,1.9110415735749e-09,3.04953442591739e-07,12.0849925222627
"Ppp1r18",-0.780543137597563,15.3672275048829,-12.7055553545277,2.02254240178113e-09,3.16022250278302e-07,12.02806811784
"Itga7",-0.735062082957274,17.8297258137969,-12.6008139665158,2.26661952212772e-09,3.46931559509346e-07,11.9136349733425
"Pgk1",-0.914309401387676,20.2305383554435,-12.5800040863429,2.31873180153779e-09,3.47809770230669e-07,11.8907947476177
