Gene,Tissue,Common.Unique
Hnrnpd,DRG,Common
Hnrnpdl,DRG,Common
Hnrnpf,DRG,Common
Hnrnph1,DRG,Common
Hnrnph2,DRG,Common
Hnrnpk,DRG,Common
Hnrnpl,DRG,Common
Hnrnpll,DRG,Common
Hnrnpm,DRG,Common
Hnrnpu,DRG,Common
Hnrnpul1,DRG,Common
Hnrnpul2,DRG,Common
Homer1,DRG,Common
Homer2,DRG,Common
Hook1,DRG,Common
Hook2,DRG,Common
Hook3,DRG,Common
Hopx,DRG,Common
Hpcal1,DRG,Common
Hprt1,DRG,Common
Hps5,DRG,Common
Hpx,DRG,Common
Hs1bp3,DRG,Common
Hsbp1,DRG,Common
Hscb,DRG,Common
Hsd17b12,DRG,Common
Hsdl1,DRG,Common
Hsdl2,DRG,Common
Hsp90aa1,DRG,Common
Hsp90ab1,DRG,Common
Hspa12a,DRG,Common
Hspa2,DRG,Common
Hspa4,DRG,Common
Hspa4l,DRG,Common
Hspa8,DRG,Common
Hspb1,DRG,Common
Hspb8,DRG,Common
Hspbap1,DRG,Common
Hspbp1,DRG,Common
Hspd1,DRG,Common
Hspe1,DRG,Common
Hsph1,DRG,Common
Htatip2,DRG,Common
Htatsf1,DRG,Common
Htt,DRG,Common
Huwe1,DRG,Common
Hyou1,DRG,Common
Iap,DRG,Common
Iars1,DRG,Common
Iars2,DRG,Common
Ica1,DRG,Common
Ice1,DRG,Common
Ide,DRG,Common
Idh1,DRG,Common
Idh3a,DRG,Common
Idh3g,DRG,Common
Idi1,DRG,Common
Iffo1,DRG,Common
Ifit1,DRG,Common
Ift122,DRG,Common
Ift140,DRG,Common
Ift22,DRG,Common
Ift46,DRG,Common
Ift52,DRG,Common
Igbp1,DRG,Common
Igf2r,DRG,Common
Ighmbp2,DRG,Common
Ikbkg,DRG,Common
Il31ra,DRG,Common
Ilf2,DRG,Common
Ilf3,DRG,Common
Ilk,DRG,Common
Ilkap,DRG,Common
Ilrun,DRG,Common
Immt,DRG,Common
Impa1,DRG,Common
Impa2,DRG,Common
Impact,DRG,Common
Impdh1,DRG,Common
Impdh2,DRG,Common
Ina,DRG,Common
Inf2,DRG,Common
Inpp1,DRG,Common
Inpp4a,DRG,Common
Inpp5b,DRG,Common
Inpp5e,DRG,Common
Inpp5f,DRG,Common
Inpp5j,DRG,Common
Inppl1,DRG,Common
Ints1,DRG,Common
Ints10,DRG,Common
IntS13,DRG,Common
Ints4,DRG,Common
Ints6,DRG,Common
Ints7,DRG,Common
Ints9,DRG,Common
Ip6k1,DRG,Common
Ipo11,DRG,Common
Ipo7,DRG,Common
Ipo9,DRG,Common
Iqcb1,DRG,Common
Iqsec1,DRG,Common
Iqsec2,DRG,Common
Iqsec3,DRG,Common
Irak3,DRG,Common
Irf2bpl,DRG,Common
Irf3,DRG,Common
Irgq,DRG,Common
Irs2,DRG,Common
Iscu,DRG,Common
Isl2,DRG,Common
Isoc1,DRG,Common
Ist1,DRG,Common
Isy1,DRG,Common
Isyna1,DRG,Common
Itgb1,DRG,Common
Itgb1bp1,DRG,Common
Itm2c,DRG,Common
Itpk1,DRG,Common
Itpkc,DRG,Common
Itsn1,DRG,Common
Itsn2,DRG,Common
Ivns1abp,DRG,Common
Iws1,DRG,Common
Jagn1,DRG,Common
Jak1,DRG,Common
Jakmip1,DRG,Common
Jmjd1c,DRG,Common
Jmy,DRG,Common
Jph1,DRG,Common
Jph3,DRG,Common
Jph4,DRG,Common
Jpt1,DRG,Common
Jpt2,DRG,Common
Kalrn,DRG,Common
Kars1,DRG,Common
Katnal1,DRG,Common
Katnb1,DRG,Common
Kazn,DRG,Common
Kbtbd4,DRG,Common
Kcmf1,DRG,Common
Kcna1,DRG,Common
Kcna2,DRG,Common
Kcna6,DRG,Common
Kcnab2,DRG,Common
Kcnb1,DRG,Common
Kcnb2,DRG,Common
Kcnc1,DRG,Common
Kcnc3,DRG,Common
Kcnd1,DRG,Common
Kcnh2,DRG,Common
Kcnma1,DRG,Common
Kcnq2,DRG,Common
Kcns1,DRG,Common
Kcnt1,DRG,Common
Kct2,DRG,Common
Kctd16,DRG,Common
Kctd8,DRG,Common
Kctd9,DRG,Common
Kdm3b,DRG,Common
Kdm5c,DRG,Common
Kdsr,DRG,Common
Keap1,DRG,Common
Khdrbs1,DRG,Common
Khdrbs2,DRG,Common
Khdrbs3,DRG,Common
Khsrp,DRG,Common
Kiaa0100,DRG,Common
Kiaa0319,DRG,Common
Kiaa0319l,DRG,Common
Kiaa0513,DRG,Common
Kiaa1107,DRG,Common
Kiaa1109,DRG,Common
Kiaa1522,DRG,Common
Kiaa1671,DRG,Common
Kiaa1841,DRG,Common
Kif16b,DRG,Common
Kif1a,DRG,Common
Kif1b,DRG,Common
Kif21a,DRG,Common
Kif2a,DRG,Common
Kif3a,DRG,Common
Kif3b,DRG,Common
Kif5a,DRG,Common
Kif5b,DRG,Common
Kif5c,DRG,Common
Kifap3,DRG,Common
Kin,DRG,Common
Klc1,DRG,Common
Klc2,DRG,Common
Klhl11,DRG,Common
Klhl9,DRG,Common
Kndc1,DRG,Common
Knop1,DRG,Common
Kpna1,DRG,Common
Kpna3,DRG,Common
Kpna6,DRG,Common
Kpnb1,DRG,Common
Kri1,DRG,Common
Krit1,DRG,Common
Krt222,DRG,Common
Krtcap2,DRG,Common
Ksr1,DRG,Common
Ksr2,DRG,Common
Kti12,DRG,Common
Ktn1,DRG,Common
L1cam,DRG,Common
Lama1,DRG,Common
Lamtor1,DRG,Common
Lamtor3,DRG,Common
Lancl3,DRG,Common
Lap3,DRG,Common
Larp1,DRG,Common
Larp4,DRG,Common
Larp4b,DRG,Common
Larp6,DRG,Common
Larp7,DRG,Common
Lars1,DRG,Common
Las1l,DRG,Common
Lasp1,DRG,Common
Lbh,DRG,Common
Lcp1,DRG,Common
Ldah,DRG,Common
Ldb1,DRG,Common
Ldb2,DRG,Common
Ldb3,DRG,Common
Ldha,DRG,Common
Ldhb,DRG,Common
Lemd3,DRG,Common
Leprot,DRG,Common
Leprotl1,DRG,Common
Letm1,DRG,Common
Lgals1,DRG,Common
Lgals8,DRG,Common
Lgals9,DRG,Common
Lgmn,DRG,Common
Lifr,DRG,Common
Lig3,DRG,Common
Lin7a,DRG,Common
Lman2l,DRG,Common
Lmcd1,DRG,Common
Lmna,DRG,Common
Lmnb1,DRG,Common
Lmnb2,DRG,Common
Lnpep,DRG,Common
Lnpk,DRG,Common
Lpcat1,DRG,Common
Lpcat4,DRG,Common
Lpgat1,DRG,Common
Lpin1,DRG,Common
Lrba,DRG,Common
Lrch1,DRG,Common
Lrch3,DRG,Common
Lrch4,DRG,Common
Lrpap1,DRG,Common
Lrrc47,DRG,Common
Lrrc49,DRG,Common
Lrrc57,DRG,Common
Lrrc59,DRG,Common
Lrrfip1,DRG,Common
Lrrfip2,DRG,Common
Lrrn1,DRG,Common
Lrsam1,DRG,Common
Lsg1,DRG,Common
Lsm12,DRG,Common
Lsm14a,DRG,Common
Lsm14b,DRG,Common
Lsm4,DRG,Common
Lsm7,DRG,Common
Luc7l,DRG,Common
Luc7l3,DRG,Common
Luzp1,DRG,Common
Lxn,DRG,Common
Lyar,DRG,Common
Lypla2,DRG,Common
Lyplal1,DRG,Common
Lyrm1,DRG,Common
Lyrm4,DRG,Common
Lysmd2,DRG,Common
Lyst,DRG,Common
Lztfl1,DRG,Common
Macf1,DRG,Common
Maco1,DRG,Common
Macrod2,DRG,Common
Macroh2a2,DRG,Common
Mad1l1,DRG,Common
Madd,DRG,Common
Maged1,DRG,Common
Magee1,DRG,Common
Magi1,DRG,Common
Magi2,DRG,Common
Magi3,DRG,Common
Magoh,DRG,Common
Maip1,DRG,Common
Mal2,DRG,Common
Man2c1,DRG,Common
Maoa,DRG,Common
Map1a,DRG,Common
Map1b,DRG,Common
Map1lc3a,DRG,Common
Map1s,DRG,Common
Map2,DRG,Common
Map2k1,DRG,Common
Map2k2,DRG,Common
Map2k4,DRG,Common
Map2k6,DRG,Common
Map2k7,DRG,Common
Map3k1,DRG,Common
Map3k20,DRG,Common
Map3k4,DRG,Common
Map3k5,DRG,Common
Map3k7,DRG,Common
Map4,DRG,Common
Map4k3,DRG,Common
Map4k4,DRG,Common
Map4k5,DRG,Common
Map6,DRG,Common
Map7,DRG,Common
Map7d1,DRG,Common
Map7d2,DRG,Common
Map9,DRG,Common
Mapk1,DRG,Common
Mapk10,DRG,Common
Mapk14,DRG,Common
Mapk3,DRG,Common
Mapk8ip3,DRG,Common
Mapk9,DRG,Common
Mapkap1,DRG,Common
Mapre1,DRG,Common
Mapre2,DRG,Common
Mapre3,DRG,Common
Mapt,DRG,Common
Marchf5,DRG,Common
Mark2,DRG,Common
Mark3,DRG,Common
Mars1,DRG,Common
Mast1,DRG,Common
Mat2a,DRG,Common
Mat2b,DRG,Common
Matr3,DRG,Common
Mavs,DRG,Common
Max,DRG,Common
Maz,DRG,Common
Mbd2,DRG,Common
Mbd3,DRG,Common
Mblac2,DRG,Common
Mbnl1,DRG,Common
Mboat7,DRG,Common
Mcf2l,DRG,Common
Mcm3ap,DRG,Common
Mcrip1,DRG,Common
Mctp1,DRG,Common
Mctp2,DRG,Common
Mdh1,DRG,Common
Mdh2,DRG,Common
Mdm1,DRG,Common
Me1,DRG,Common
Me2,DRG,Common
Mea1,DRG,Common
Mecp2,DRG,Common
Mecr,DRG,Common
Med1,DRG,Common
Med17,DRG,Common
Med27,DRG,Common
Med29,DRG,Common
Med4,DRG,Common
Mef2a,DRG,Common
Mef2d,DRG,Common
Mepce,DRG,Common
Metap1,DRG,Common
Metap2,DRG,Common
Mettl14,DRG,Common
Mettl16,DRG,Common
Mettl3,DRG,Common
Mex3d,DRG,Common
Mfap1a,DRG,Common
Mfap2,DRG,Common
Mff,DRG,Common
Mfn2,DRG,Common
Mfsd10,DRG,Common
Mfsd6,DRG,Common
Mga,DRG,Common
Mgst3,DRG,Common
Mia2,DRG,Common
Mia3,DRG,Common
Mical1,DRG,Common
Mical3,DRG,Common
Micall1,DRG,Common
Mid2,DRG,Common
Miga1,DRG,Common
Miga2,DRG,Common
Mindy1,DRG,Common
Mindy2,DRG,Common
Mink1,DRG,Common
Mios,DRG,Common
Mipep,DRG,Common
Mkln1,DRG,Common
Mknk1,DRG,Common
Mkrn2,DRG,Common
Mlh1,DRG,Common
Mmab,DRG,Common
Mmgt1,DRG,Common
Mms19,DRG,Common
Mmtag2,DRG,Common
Mnat1,DRG,Common
Mob1a,DRG,Common
Mob2,DRG,Common
Mob4,DRG,Common
Mon1b,DRG,Common
Mospd2,DRG,Common
Mpdu1,DRG,Common
Mpdz,DRG,Common
Mphosph10,DRG,Common
Mphosph8,DRG,Common
Mpi,DRG,Common
Mpp1,DRG,Common
Mprip,DRG,Common
Mre11,DRG,Common
Mrpl30,DRG,Common
Mrps22,DRG,Common
Mrps27,DRG,Common
Mrps31,DRG,Common
Mrps36,DRG,Common
Mrtfa,DRG,Common
Mrtfb,DRG,Common
Msh6,DRG,Common
Msi1,DRG,Common
Msi2,DRG,Common
Msra,DRG,Common
Msrb2,DRG,Common
Msrb3,DRG,Common
Msto1,DRG,Common
Mt3,DRG,Common
Mta1,DRG,Common
Mta2,DRG,Common
Mta3,DRG,Common
Mtarc2,DRG,Common
Mtch1,DRG,Common
Mtcl1,DRG,Common
Mtco2,DRG,Common
Mtdh,DRG,Common
Mtfr1l,DRG,Common
Mthfsd,DRG,Common
Mtm1,DRG,Common
Mtmr2,DRG,Common
Mtmr3,DRG,Common
Mtmr4,DRG,Common
Mtmr6,DRG,Common
Mtmr7,DRG,Common
Mtor,DRG,Common
Mtpn,DRG,Common
Mtr,DRG,Common
Mtrf1,DRG,Common
Mtss1,DRG,Common
Mtus1,DRG,Common
Mtx2,DRG,Common
Mug2,DRG,Common
Mustn1,DRG,Common
Mvb12a,DRG,Common
Mvd,DRG,Common
Mvp,DRG,Common
Mxra7,DRG,Common
Myadm,DRG,Common
Mybbp1a,DRG,Common
Mycbp,DRG,Common
Mycbp2,DRG,Common
Myef2,DRG,Common
Myh10,DRG,Common
Myh14,DRG,Common
Myh9,DRG,Common
Myl12b,DRG,Common
Myl6,DRG,Common
Myl6b,DRG,Common
Myo18a,DRG,Common
Myo1b,DRG,Common
Myo1d,DRG,Common
Myo1e,DRG,Common
Myo5a,DRG,Common
Myo9a,DRG,Common
Myo9b,DRG,Common
N4bp1,DRG,Common
Naa10,DRG,Common
Naa15,DRG,Common
Naa16,DRG,Common
Naa25,DRG,Common
Naa30,DRG,Common
Naa35,DRG,Common
Naa50,DRG,Common
Naa80,DRG,Common
Naaa,DRG,Common
Naca,DRG,Common
Nacad,DRG,Common
Nacc1,DRG,Common
Nacc2,DRG,Common
Nae1,DRG,Common
Nampt,DRG,Common
Nans,DRG,Common
Nap1l1,DRG,Common
Nap1l4,DRG,Common
Napa,DRG,Common
Napb,DRG,Common
Napg,DRG,Common
NARS1,DRG,Common
Nasp,DRG,Common
Nat10,DRG,Common
Nat8l,DRG,Common
Nav1,DRG,Common
Naxd,DRG,Common
Nbn,DRG,Common
Ncald,DRG,Common
Ncam1,DRG,Common
Ncbp2,DRG,Common
Ncbp3,DRG,Common
Ncdn,DRG,Common
Nck1,DRG,Common
Nckap1,DRG,Common
Nckipsd,DRG,Common
Ncl,DRG,Common
Ncoa1,DRG,Common
Ncoa2,DRG,Common
Ncoa5,DRG,Common
Ncoa7,DRG,Common
Ncor1,DRG,Common
Ncor2,DRG,Common
Ncs1,DRG,Common
Ndc1,DRG,Common
Ndel1,DRG,Common
Ndn,DRG,Common
Ndrg3,DRG,Common
Ndrg4,DRG,Common
Ndufa10,DRG,Common
Ndufa12,DRG,Common
Ndufa13,DRG,Common
Ndufa2,DRG,Common
Ndufa4,DRG,Common
Ndufa5,DRG,Common
Ndufa8,DRG,Common
Ndufa9,DRG,Common
Ndufaf2,DRG,Common
Ndufaf4,DRG,Common
Ndufaf7,DRG,Common
Ndufb11,DRG,Common
Ndufb3,DRG,Common
Ndufb5,DRG,Common
Ndufs1,DRG,Common
Ndufs3,DRG,Common
Ndufs7,DRG,Common
Ndufv1,DRG,Common
Ndufv2,DRG,Common
Ndufv3,DRG,Common
Nebl,DRG,Common
Necab1,DRG,Common
Necap1,DRG,Common
Nectin1,DRG,Common
Nectin2,DRG,Common
Nedd4,DRG,Common
Nedd4l,DRG,Common
Nedd8,DRG,Common
Nefh,DRG,Common
Nefl,DRG,Common
Nefm,DRG,Common
Nek1,DRG,Common
Nek3,DRG,Common
Nek4,DRG,Common
Nek7,DRG,Common
Nek9,DRG,Common
Nelfa,DRG,Common
Nelfe,DRG,Common
Nexn,DRG,Common
Nf1,DRG,Common
Nf2,DRG,Common
Nfat5,DRG,Common
Nfic,DRG,Common
Nfkb1,DRG,Common
Nfkbib,DRG,Common
Nfx1,DRG,Common
Ngfr,DRG,Common
Ngly1,DRG,Common
Nhp2,DRG,Common
Niban2,DRG,Common
Nicn1,DRG,Common
Nif3l1,DRG,Common
Nifk,DRG,Common
Nipa1,DRG,Common
Nipal3,DRG,Common
Nipbl,DRG,Common
Nipsnap1,DRG,Common
Nipsnap2,DRG,Common
Nipsnap3b,DRG,Common
Nisch,DRG,Common
Nit2,DRG,Common
Nkiras1,DRG,Common
Nkrf,DRG,Common
Nmd3,DRG,Common
Nme1,DRG,Common
Nme2,DRG,Common
Nmt1,DRG,Common
Nmt2,DRG,Common
Nob1,DRG,Common
Noc4l,DRG,Common
Nol4l,DRG,Common
Nol9,DRG,Common
Nolc1,DRG,Common
Nono,DRG,Common
Nop16,DRG,Common
Nop2,DRG,Common
Nop56,DRG,Common
Nop58,DRG,Common
Nopchap1,DRG,Common
Nosip,DRG,Common
Npepl1,DRG,Common
Npl,DRG,Common
Nploc4,DRG,Common
Npm1,DRG,Common
Npr2,DRG,Common
Nprl2,DRG,Common
Nprl3,DRG,Common
Nptn,DRG,Common
Nqo2,DRG,Common
Nr2c2,DRG,Common
Nr3c1,DRG,Common
Nrbf2,DRG,Common
Nrbp1,DRG,Common
Nrbp2,DRG,Common
Nrdc,DRG,Common
Nrip2,DRG,Common
Nrip3,DRG,Common
Nsd3,DRG,Common
Nsdhl,DRG,Common
Nsf,DRG,Common
Nsfl1c,DRG,Common
Nsg1,DRG,Common
Nsmaf,DRG,Common
Nsun6,DRG,Common
Nt5c2,DRG,Common
Ntrk1,DRG,Common
Ntrk3,DRG,Common
Nub1,DRG,Common
Nucb1,DRG,Common
Nucks1,DRG,Common
Nudc,DRG,Common
Nudcd1,DRG,Common
Nudcd2,DRG,Common
Nudcd3,DRG,Common
Nudt10,DRG,Common
Nudt16,DRG,Common
Nudt2,DRG,Common
Nudt21,DRG,Common
Nudt3,DRG,Common
Nudt5,DRG,Common
Nufip2,DRG,Common
Numb,DRG,Common
Numbl,DRG,Common
Nup107,DRG,Common
Nup133,DRG,Common
Nup155,DRG,Common
Nup188,DRG,Common
Nup214,DRG,Common
Nup35,DRG,Common
Nup42,DRG,Common
Nup43,DRG,Common
Nup50,DRG,Common
Nup54,DRG,Common
Nup58,DRG,Common
Nup62,DRG,Common
Nup85,DRG,Common
Nup88,DRG,Common
Nup93,DRG,Common
Nup98,DRG,Common
Nvl,DRG,Common
Nwd2,DRG,Common
Nxf1,DRG,Common
Nxt2,DRG,Common
Nyap1,DRG,Common
Nyap2,DRG,Common
Oat,DRG,Common
Obi1,DRG,Common
Ociad1,DRG,Common
Ocrl,DRG,Common
Odr4,DRG,Common
Oga,DRG,Common
Ogdh,DRG,Common
Ogfod1,DRG,Common
Ogfr,DRG,Common
Ola1,DRG,Common
Ophn1,DRG,Common
Optn,DRG,Common
Osbp,DRG,Common
Osbpl10,DRG,Common
Osbpl11,DRG,Common
Osbpl1a,DRG,Common
Osbpl2,DRG,Common
Osbpl3,DRG,Common
Osbpl5,DRG,Common
Osbpl6,DRG,Common
Osbpl8,DRG,Common
Osbpl9,DRG,Common
Oscp1,DRG,Common
Osmr,DRG,Common
Ostf1,DRG,Common
Otub1,DRG,Common
Otud4,DRG,Common
Otud6b,DRG,Common
Oxct1,DRG,Common
Oxr1,DRG,Common
Oxsm,DRG,Common
Oxsr1,DRG,Common
P33monox,DRG,Common
Paat,DRG,Common
Pabpc1,DRG,Common
Pabpn1,DRG,Common
Pacs1,DRG,Common
Pacs2,DRG,Common
Pacsin1,DRG,Common
Pacsin2,DRG,Common
Paf1,DRG,Common
Pafah1b1,DRG,Common
Pafah1b2,DRG,Common
Pagr1a,DRG,Common
Paics,DRG,Common
Paip1,DRG,Common
Pak1,DRG,Common
Pak1ip1,DRG,Common
Pak3,DRG,Common
Pak4,DRG,Common
Palm,DRG,Common
Palm2,DRG,Common
Palm3,DRG,Common
Palmd,DRG,Common
Pals1,DRG,Common
Pals2,DRG,Common
Pam16,DRG,Common
Pan2,DRG,Common
Pan3,DRG,Common
Pank4,DRG,Common
Papola,DRG,Common
Papss1,DRG,Common
Paqr3,DRG,Common
Paqr9,DRG,Common
Parg,DRG,Common
Park7,DRG,Common
Parl,DRG,Common
Parp1,DRG,Common
Parp4,DRG,Common
Parva,DRG,Common
Parvb,DRG,Common
Patj,DRG,Common
Patl1,DRG,Common
Pawr,DRG,Common
Paxbp1,DRG,Common
Paxip1,DRG,Common
Pbx2,DRG,Common
Pcbp1,DRG,Common
Pcbp2,DRG,Common
Pcbp3,DRG,Common
Pcbp4,DRG,Common
Pck2,DRG,Common
Pclo,DRG,Common
Pcm1,DRG,Common
Pcmt1,DRG,Common
Pcnp,DRG,Common
Pcnt,DRG,Common
Pcnx3,DRG,Common
Pcp4,DRG,Common
Pcp4l1,DRG,Common
Pcsk1n,DRG,Common
Pctp,DRG,Common
Pcyt1b,DRG,Common
Pcyt2,DRG,Common
Pdap1,DRG,Common
Pdcd5,DRG,Common
Pdcd6ip,DRG,Common
Pdcl,DRG,Common
Pdcl3,DRG,Common
Pde10a,DRG,Common
Pde11a,DRG,Common
Pde1c,DRG,Common
Pde3b,DRG,Common
Pde4c,DRG,Common
Pde4d,DRG,Common
Pde4dip,DRG,Common
Pdgfrb,DRG,Common
Pdha1,DRG,Common
Pdhb,DRG,Common
Pdhx,DRG,Common
Pdia6,DRG,Common
Pdk3,DRG,Common
Pdlim1,DRG,Common
Pdlim5,DRG,Common
Pdp1,DRG,Common
Pdpk1,DRG,Common
Pdpr,DRG,Common
Pdxdc1,DRG,Common
Pdxk,DRG,Common
Pdzd8,DRG,Common
Pea15,DRG,Common
Peak1,DRG,Common
Pebp1,DRG,Common
Pelo,DRG,Common
Pelp1,DRG,Common
Pepd,DRG,Common
Pes1,DRG,Common
Pex1,DRG,Common
Pex11b,DRG,Common
Pex13,DRG,Common
Pex14,DRG,Common
Pex19,DRG,Common
Pex26,DRG,Common
Pex3,DRG,Common
Pex5,DRG,Common
Pex5l,DRG,Common
Pfdn1,DRG,Common
Pfdn2,DRG,Common
Pfdn5,DRG,Common
Pfdn6,DRG,Common
Pfkfb2,DRG,Common
Pfkl,DRG,Common
Pfkm,DRG,Common
Pfkp,DRG,Common
Pfn2,DRG,Common
Pgam1,DRG,Common
Pgap1,DRG,Common
Pgls,DRG,Common
Pgm1,DRG,Common
Pgm2l1,DRG,Common
Pgrmc1,DRG,Common
Pgrmc2,DRG,Common
Pgs1,DRG,Common
Phactr1,DRG,Common
Phactr4,DRG,Common
Phaf1,DRG,Common
Phax,DRG,Common
Phb,DRG,Common
Phb2,DRG,Common
Phc3,DRG,Common
Phf14,DRG,Common
Phf2,DRG,Common
Phf24,DRG,Common
Phf5a,DRG,Common
Phip,DRG,Common
Phka1,DRG,Common
Phka2,DRG,Common
Phtf1,DRG,Common
Phyhipl,DRG,Common
Pi4k2a,DRG,Common
Pi4ka,DRG,Common
Pi4kb,DRG,Common
Picalm,DRG,Common
Pick1,DRG,Common
Piezo2,DRG,Common
Pigu,DRG,Common
Pih1d1,DRG,Common
Pik3c2a,DRG,Common
Pik3c3,DRG,Common
Pik3ca,DRG,Common
Pik3cd,DRG,Common
Pik3r4,DRG,Common
Pikfyve,DRG,Common
Pin1,DRG,Common
Pip4k2a,DRG,Common
Pip4k2b,DRG,Common
Pip4k2c,DRG,Common
Pip4p1,DRG,Common
Pip4p2,DRG,Common
Pip5k1c,DRG,Common
Pir,DRG,Common
Pirt,DRG,Common
Pitpna,DRG,Common
Pitpnc1,DRG,Common
Pitpnm1,DRG,Common
Pitpnm2,DRG,Common
Pitrm1,DRG,Common
Pja1,DRG,Common
Pja2,DRG,Common
Pkm,DRG,Common
Pknox2,DRG,Common
Pla2g6,DRG,Common
Plaa,DRG,Common
Plbd2,DRG,Common
Plcb1,DRG,Common
Plcb3,DRG,Common
Plcd4,DRG,Common
Plcl2,DRG,Common
Plcxd3,DRG,Common
Pld3,DRG,Common
Plec,DRG,Common
Plekha1,DRG,Common
Plekha2,DRG,Common
Plekha6,DRG,Common
Plekhd1,DRG,Common
Plekhg5,DRG,Common
Plekhm2,DRG,Common
Plekhm3,DRG,Common
Plp1,DRG,Common
Plpbp,DRG,Common
Plrg1,DRG,Common
Pls1,DRG,Common
Pls3,DRG,Common
Plscr3,DRG,Common
Pml,DRG,Common
Pmvk,DRG,Common
Pnn,DRG,Common
Pnpla6,DRG,Common
Pnpla7,DRG,Common
Pnpla8,DRG,Common
Pnpt1,DRG,Common
Poglut1,DRG,Common
Pold1,DRG,Common
Poldip3,DRG,Common
Polr1d,DRG,Common
Polr2a,DRG,Common
Polr2b,DRG,Common
Polr2h,DRG,Common
Polr2m,DRG,Common
Polr3d,DRG,Common
Polr3e,DRG,Common
Polr3f,DRG,Common
Polr3g,DRG,Common
Pom121,DRG,Common
Pomgnt1,DRG,Common
Pop4,DRG,Common
Por,DRG,Common
Pot1,DRG,Common
Ppa1,DRG,Common
Ppa2,DRG,Common
Ppcdc,DRG,Common
Ppef1,DRG,Common
Ppfia2,DRG,Common
Ppfia3,DRG,Common
Ppid,DRG,Common
Ppig,DRG,Common
Ppih,DRG,Common
Ppil2,DRG,Common
Ppil3,DRG,Common
Ppil4,DRG,Common
Ppip5k1,DRG,Common
Ppip5k2,DRG,Common
Ppm1a,DRG,Common
Ppm1b,DRG,Common
Ppm1e,DRG,Common
Ppm1g,DRG,Common
Ppp1ca,DRG,Common
Ppp1cb,DRG,Common
Ppp1cc,DRG,Common
Ppp1r10,DRG,Common
Ppp1r11,DRG,Common
Ppp1r12a,DRG,Common
Ppp1r12b,DRG,Common
Ppp1r12c,DRG,Common
Ppp1r13b,DRG,Common
Ppp1r13l,DRG,Common
Ppp1r18,DRG,Common
Ppp1r1a,DRG,Common
Ppp1r1c,DRG,Common
Ppp1r2,DRG,Common
Ppp1r21,DRG,Common
Ppp1r37,DRG,Common
Ppp1r3f,DRG,Common
Ppp1r7,DRG,Common
Ppp1r8,DRG,Common
Ppp1r9b,DRG,Common
Ppp2r2a,DRG,Common
Ppp2r5a,DRG,Common
Ppp2r5b,DRG,Common
Ppp2r5c,DRG,Common
Ppp2r5e,DRG,Common
Ppp3ca,DRG,Common
Ppp3cb,DRG,Common
Ppp3cc,DRG,Common
Ppp3r1,DRG,Common
Ppp4r1,DRG,Common
Ppp4r2,DRG,Common
Ppp4r3a,DRG,Common
Ppp4r4,DRG,Common
Ppp6c,DRG,Common
Ppp6r1,DRG,Common
Ppp6r2,DRG,Common
Ppp6r3,DRG,Common
Ppwd1,DRG,Common
Praf2,DRG,Common
Prdx3,DRG,Common
Prdx5,DRG,Common
Preb,DRG,Common
Prep,DRG,Common
Prex1,DRG,Common
Prickle2,DRG,Common
Prkaa1,DRG,Common
Prkab1,DRG,Common
Prkab2,DRG,Common
Prkaca,DRG,Common
Prkacb,DRG,Common
Prkag1,DRG,Common
Prkag2,DRG,Common
Prkar2a,DRG,Common
Prkar2b,DRG,Common
Prkca,DRG,Common
Prkcb,DRG,Common
Prkcd,DRG,Common
Prkce,DRG,Common
Prkcq,DRG,Common
Prkd1,DRG,Common
Prkg1,DRG,Common
Prkra,DRG,Common
Prkrip1,DRG,Common
Prmt1,DRG,Common
Prmt5,DRG,Common
Prmt7,DRG,Common
Prmt8,DRG,Common
Prmt9,DRG,Common
Prpf18,DRG,Common
Prpf19,DRG,Common
Prpf31,DRG,Common
Prpf38a,DRG,Common
Prpf38b,DRG,Common
Prpf4,DRG,Common
Prpf40a,DRG,Common
Prpf40b,DRG,Common
Prpf4b,DRG,Common
Prpf8,DRG,Common
Prph,DRG,Common
Prpsap1,DRG,Common
Prpsap2,DRG,Common
Prrc1,DRG,Common
Prrc2a,DRG,Common
Prrc2b,DRG,Common
Prrc2c,DRG,Common
Prrt2,DRG,Common
Prune1,DRG,Common
Prune2,DRG,Common
Prxl2a,DRG,Common
Prxl2b,DRG,Common
Psap,DRG,Common
Psd3,DRG,Common
Psen1,DRG,Common
Psip1,DRG,Common
Psma1,DRG,Common
Psma2,DRG,Common
Psma3,DRG,Common
Psma4,DRG,Common
Psma5,DRG,Common
Psma6,DRG,Common
Psma7,DRG,Common
Psmb1,DRG,Common
Psmb4,DRG,Common
Psmb7,DRG,Common
Psmc1,DRG,Common
Psmc2,DRG,Common
Psmc3,DRG,Common
Psmc4,DRG,Common
Psmc5,DRG,Common
Psmc6,DRG,Common
Psmd1,DRG,Common
Psmd11,DRG,Common
Psmd12,DRG,Common
Psmd13,DRG,Common
Psmd14,DRG,Common
Psmd2,DRG,Common
Psmd3,DRG,Common
Psmd4,DRG,Common
Psmd5,DRG,Common
Psmd6,DRG,Common
Psmd7,DRG,Common
Psmd8,DRG,Common
Psmd9,DRG,Common
Psme1,DRG,Common
Psme2,DRG,Common
Psme3,DRG,Common
Psme3ip1,DRG,Common
Pspc1,DRG,Common
Ptbp2,DRG,Common
Ptbp3,DRG,Common
Ptdss1,DRG,Common
