"","V1"
"Acadl",0.959489519540873
"Actr3",0.949548532424713
"Adrm1",-0.694236348162007
"Ank2",0.957793331537309
"Ap2a1",0.97649702276538
"Arhgef10l",-0.846409823194804
"Arpc3",-0.883038202097287
"Atp1a2",0.995593998260931
"Atp1b1",0.943243258348033
"Atp6v0d1",0.9671225971078
"Cadm4",0.933350226532901
"Cnp",0.994422887528668
"Cntn1",0.920766653244551
"Col5a1",-0.781506112924145
"Cox4i1",0.965131662820608
"Crtc3",-0.836379024487891
"Cyc1",0.9425772020667
"Eno1",0.905070448043436
"Erc1",0.83763220317836
"Evl",0.981885608821514
"Fmnl2",-0.952818443718349
"Gnao1",0.993517808019391
"Gnb1",0.839590688319825
"Gramd1a",-0.887058004166375
"Grip1",0.916617752704817
"Immt",0.942957130350271
"Iqsec2",-0.812026478237039
"Itih2",0.916083714589353
"Kcnj10",0.935195645298213
"Leprot",0.766017908639128
"Map1lc3a",0.744312260138445
"Marf1",-0.94135158652471
"Mfsd6",0.985446182621679
"Ncoa1",-0.950047055551492
"Nop56",-0.84103653592002
"Pclo",0.973084026151698
"Pcnt",0.733172913903897
"Pctp",0.912093329045303
"Pde4c",0.893037340036445
"Pgk1",0.966331488401949
"Plp1",0.934213453283482
"Pnpt1",0.979282647701485
"Rab3c",0.993172163066467
"Rap1gds1",0.829621326220468
"Rgs17",0.824109147651722
"Rhot1",-0.798024415111531
"Rims1",0.866758063179446
"Robo2",0.94810849116071
"Rph3a",0.900777205306132
"Sipa1l3",-0.805063413976589
"Slc17a6",0.962306487857989
"Smad2",-0.854044958733592
"Spast",0.888294913074915
"Stx2",0.963373267319398
"Sv2c",0.990801073199972
"Syt1",0.968777342512214
"Syt2",0.987282273484073
"Tecpr1",-0.781010776849729
"Vps13c",0.946608566820493
"Wwp2",-0.926523427692412
"Yes1",0.954855582126411
"Zdhhc5",0.850444478435659
