"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1","HALLMARK_MYC_TARGETS_V1",132,-0.468896015485923,-1.7056497164822,4.93491746701843e-05,0.00172722111345645,0.00161034148923759,1296,"tags=52%, list=32%, signal=36%","Sf3a1/Eif3j1/Aimp2/Glo1/Ran/Snrpd1/Snrpa1/Smarcc1/Pcbp1/Srpk1/Canx/Nolc1/Psma6/Vdac3/Eif4h/Tcp1/Rnps1/Psmd3/Ldha/Acp1/Fbl/Rpl14/Syncrip/Rpl22/Psma4/Ap3s1/Srsf3/Hnrnpa3/Ranbp1/Snrpb2/Eif2s2/Hdac2/Vbp1/Ppm1g/Snrpd2/Npm1/Eif1ax/Ywhae/Rsl1d1/Eif3b/Hnrnpa2b1/Eif4e/Uba2/Rad23b/Psma7/Cops5/Txnl4a/Tfdp1/Set/Hdgf/Pwp1/Rps10/Rplp0/Nap1l1/Rps6/Tardbp/Nme1/Snrpd3/Hnrnpd/Nhp2/Ncbp2/Rpl34/Rps3/Rpl6/Lsm7/Cbx3/Ptges3/Erh"
