"","NGenes","Direction","PValue","FDR"
"GOBP_REGULATION_OF_EXIT_FROM_MITOSIS",6,"Up",0.334255618641338,0.986821151065458
"GOBP_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING",18,"Down",0.334447635601957,0.986821151065458
"GOBP_HEART_PROCESS",47,"Up",0.334470932734083,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_METABOLIC_PROCESS",5,"Up",0.334564387980662,0.986821151065458
"GOBP_UTP_METABOLIC_PROCESS",3,"Down",0.334616839630672,0.986821151065458
"GOBP_HINDBRAIN_RADIAL_GLIA_GUIDED_CELL_MIGRATION",3,"Up",0.3349993306409,0.986821151065458
"GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY",16,"Up",0.335470142352493,0.986821151065458
"GOBP_PLASMA_MEMBRANE_REPAIR",12,"Up",0.335530159673675,0.986821151065458
"GOBP_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",4,"Down",0.335678320288161,0.986821151065458
"GOBP_NEUROMUSCULAR_PROCESS",37,"Up",0.335962888581358,0.986821151065458
"GOBP_METHYLATION",84,"Down",0.336323242527098,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS",2,"Down",0.336338689191381,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_GLYCOPROTEIN_METABOLIC_PROCESS",2,"Down",0.336338689191381,0.986821151065458
"GOBP_ORGAN_GROWTH",21,"Down",0.336576774018021,0.986821151065458
"GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS",23,"Down",0.336723531435765,0.986821151065458
"GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION_CELL_EXTENSION",5,"Up",0.336979703938948,0.986821151065458
"GOBP_ABSCISSION",3,"Up",0.337139728988022,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_KERATINOCYTE_PROLIFERATION",3,"Down",0.337372040723272,0.986821151065458
"GOBP_COLLAGEN_CATABOLIC_PROCESS",2,"Up",0.337486271392762,0.986821151065458
"GOBP_REGULATION_OF_VASCULATURE_DEVELOPMENT",38,"Up",0.337616068723852,0.986821151065458
"GOBP_CONVERGENT_EXTENSION_INVOLVED_IN_AXIS_ELONGATION",1,"Up",0.337698500010512,0.986821151065458
"GOBP_CELL_PROLIFERATION_IN_HINDBRAIN",1,"Up",0.337781002156695,0.986821151065458
"GOBP_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION",1,"Up",0.337781002156695,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",13,"Up",0.337947856205358,0.986821151065458
"GOBP_PENTOSE_CATABOLIC_PROCESS",3,"Down",0.337965674774091,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_AMINO_ACID_TRANSPORT",8,"Down",0.338005278085934,0.986821151065458
"GOBP_ERYTHROCYTE_DEVELOPMENT",7,"Up",0.338501709131389,0.986821151065458
"GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS",89,"Down",0.338523189374948,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_ENAMEL_MINERALIZATION",1,"Down",0.338914704864925,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_TOOTH_MINERALIZATION",1,"Down",0.338914704864925,0.986821151065458
"GOBP_REGULATION_OF_ENAMEL_MINERALIZATION",1,"Down",0.338914704864925,0.986821151065458
"GOBP_REGULATION_OF_TOOTH_MINERALIZATION",1,"Down",0.338914704864925,0.986821151065458
"GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY",129,"Up",0.338966022677787,0.986821151065458
"GOBP_GLYOXYLATE_METABOLIC_PROCESS",1,"Up",0.338999345363426,0.986821151065458
"GOBP_REGULATION_OF_HYDROLASE_ACTIVITY",235,"Up",0.339118923916471,0.986821151065458
"GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE",8,"Down",0.339500378940106,0.986821151065458
"GOBP_NADH_REGENERATION",8,"Down",0.339500378940106,0.986821151065458
"GOBP_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS",12,"Up",0.339746136362732,0.986821151065458
"GOBP_REGULATION_OF_PLASMA_MEMBRANE_ORGANIZATION",7,"Up",0.339774473347686,0.986821151065458
"GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT",2,"Up",0.339879294101009,0.986821151065458
"GOBP_SMOOTH_MUSCLE_CONTRACTION",20,"Up",0.339879923297703,0.986821151065458
"GOBP_REGULATION_OF_B_CELL_ACTIVATION",11,"Down",0.340186114694979,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_NUCLEASE_ACTIVITY",2,"Up",0.340272781850566,0.986821151065458
"GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",6,"Up",0.340457373953201,0.986821151065458
"GOBP_EPITHELIAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",6,"Up",0.340457373953201,0.986821151065458
"GOBP_RNA_SECONDARY_STRUCTURE_UNWINDING",5,"Down",0.340475509409258,0.986821151065458
"GOBP_HISTONE_H2A_K63_LINKED_UBIQUITINATION",2,"Up",0.340551129294232,0.986821151065458
"GOBP_RNA_SURVEILLANCE",5,"Up",0.340785139353106,0.986821151065458
"GOBP_UBIQUITIN_INDEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY",4,"Up",0.340888600539276,0.986821151065458
"GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS",5,"Down",0.341009401586898,0.986821151065458
"GOBP_CELL_VOLUME_HOMEOSTASIS",5,"Down",0.341047772821223,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS",129,"Down",0.341194369896927,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_PROLIFERATION",1,"Up",0.34128274134592,0.986821151065458
"GOBP_NEUTRAL_AMINO_ACID_TRANSPORT",9,"Down",0.341421159182303,0.986821151065458
"GOBP_SA_NODE_CELL_TO_ATRIAL_CARDIAC_MUSCLE_CELL_COMMUNICATION",3,"Up",0.341435158579666,0.986821151065458
"GOBP_SA_NODE_CELL_TO_ATRIAL_CARDIAC_MUSCLE_CELL_SIGNALING",3,"Up",0.341435158579666,0.986821151065458
"GOBP_GLAND_DEVELOPMENT",72,"Down",0.341730234285764,0.986821151065458
"GOBP_LEUKOCYTE_CELL_CELL_ADHESION",45,"Down",0.341921801268737,0.986821151065458
"GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING",120,"Up",0.341988789862599,0.986821151065458
"GOBP_REGULATION_OF_COAGULATION",9,"Down",0.342012920188624,0.986821151065458
"GOBP_SEQUESTERING_OF_CALCIUM_ION",25,"Up",0.342262221739455,0.986821151065458
"GOBP_CGMP_MEDIATED_SIGNALING",8,"Down",0.342262939185502,0.986821151065458
"GOBP_REGULATION_OF_NITRIC_OXIDE_METABOLIC_PROCESS",11,"Up",0.342342021276725,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_TELOMERE_MAINTENANCE_VIA_TELOMERE_LENGTHENING",22,"Up",0.343263562132701,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY",2,"Up",0.343918208545543,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION",3,"Up",0.344037894120137,0.986821151065458
"GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT",76,"Up",0.344465745252565,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_BY_P53_CLASS_MEDIATOR",5,"Down",0.344530243863292,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR",5,"Down",0.344530243863292,0.986821151065458
"GOBP_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS",35,"Down",0.344555310873545,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_DIFFERENTIATION",3,"Down",0.344711429719042,0.986821151065458
"GOBP_RETINA_HOMEOSTASIS",6,"Up",0.344954672897386,0.986821151065458
"GOBP_AMMONIUM_TRANSMEMBRANE_TRANSPORT",2,"Up",0.344991032088048,0.986821151065458
"GOBP_ATP_BIOSYNTHETIC_PROCESS",12,"Up",0.345180177535034,0.986821151065458
"GOBP_AUTOPHAGY_OF_PEROXISOME",4,"Up",0.345210633793185,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_CHROMATIN_BINDING",2,"Up",0.345279001297806,0.986821151065458
"GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",9,"Down",0.345353865843344,0.986821151065458
"GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_TO_AV_NODE_CELL_SIGNALING",3,"Up",0.34535797161103,0.986821151065458
"GOBP_DOSAGE_COMPENSATION",8,"Down",0.345376721185073,0.986821151065458
"GOBP_IMPORT_INTO_NUCLEUS",64,"Up",0.345614650009124,0.986821151065458
"GOBP_NUCLEOTIDE_PHOSPHORYLATION",31,"Down",0.345666324556617,0.986821151065458
"GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",5,"Up",0.345689744665105,0.986821151065458
"GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS",4,"Up",0.345956061291832,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_AMINE_TRANSPORT",11,"Down",0.346374778834523,0.986821151065458
"GOBP_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS",25,"Up",0.346449273060096,0.986821151065458
"GOBP_PEPTIDYL_LYSINE_HYDROXYLATION",2,"Up",0.346592437310573,0.986821151065458
"GOBP_PEPTIDYL_HISTIDINE_MODIFICATION",3,"Down",0.346782510642793,0.986821151065458
"GOBP_REGULATION_OF_NEURON_MIGRATION",11,"Up",0.347016092283083,0.986821151065458
"GOBP_REGULATED_EXOCYTOSIS",73,"Up",0.347069012753191,0.986821151065458
"GOBP_REGULATION_OF_CATION_CHANNEL_ACTIVITY",37,"Up",0.347413887204167,0.986821151065458
"GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION",74,"Up",0.347538587138609,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS",13,"Down",0.347620207963951,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_RRNA_PROCESSING",2,"Down",0.348125777681795,0.986821151065458
"GOBP_MAMMARY_GLAND_DEVELOPMENT",24,"Up",0.348233853820964,0.986821151065458
"GOBP_METANEPHROS_DEVELOPMENT",11,"Down",0.348366545304526,0.986821151065458
"GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_TRANSMEMBRANE_ELECTROCHEMICAL_GRADIENT",2,"Down",0.34845650452804,0.986821151065458
"GOBP_OOCYTE_DIFFERENTIATION",12,"Up",0.348496548484456,0.986821151065458
"GOBP_CONVERGENT_EXTENSION",2,"Up",0.348573010512978,0.986821151065458
"GOBP_REGULATION_OF_P38MAPK_CASCADE",9,"Up",0.348588408801177,0.986821151065458
"GOBP_TISSUE_REMODELING",17,"Up",0.348656637852273,0.986821151065458
"GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY",29,"Up",0.348700819146918,0.986821151065458
"GOBP_CELL_MIGRATION_IN_HINDBRAIN",4,"Up",0.348762386663635,0.986821151065458
"GOBP_CELLULAR_RESPONSE_TO_OXYGEN_RADICAL",4,"Down",0.348804980850097,0.986821151065458
"GOBP_RESPONSE_TO_OXYGEN_RADICAL",4,"Down",0.348804980850097,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY",15,"Up",0.348931181757753,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_EXOSOMAL_SECRETION",10,"Up",0.349135883596401,0.986821151065458
"GOBP_NERVOUS_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE",2,"Up",0.349182637021873,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION",2,"Up",0.349386197745508,0.986821151065458
"GOBP_PEPTIDYL_ARGININE_N_METHYLATION",7,"Down",0.349398325132757,0.986821151065458
"GOBP_TRNA_TRANSCRIPTION",2,"Down",0.349520614138599,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_SYNAPTIC_TRANSMISSION",23,"Up",0.349693485109855,0.986821151065458
"GOBP_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS",74,"Up",0.349906814765084,0.986821151065458
"GOBP_INTERLEUKIN_2_MEDIATED_SIGNALING_PATHWAY",1,"Down",0.350079120274918,0.986821151065458
"GOBP_INTERLEUKIN_1_MEDIATED_SIGNALING_PATHWAY",7,"Down",0.350259127844837,0.986821151065458
"GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION",7,"Up",0.350700080554549,0.986821151065458
"GOBP_REGULATION_OF_VESICLE_MEDIATED_TRANSPORT",194,"Up",0.350922494839724,0.986821151065458
"GOBP_REGULATION_OF_ER_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT",9,"Down",0.351235279605173,0.986821151065458
"GOBP_LAYER_FORMATION_IN_CEREBRAL_CORTEX",5,"Down",0.351520000694528,0.986821151065458
"GOBP_REGULATION_OF_EPIDERMIS_DEVELOPMENT",7,"Down",0.351570988406909,0.986821151065458
"GOBP_MAINTENANCE_OF_CENTROSOME_LOCATION",2,"Up",0.351656582327275,0.986821151065458
"GOBP_PEPTIDYL_SERINE_DEPHOSPHORYLATION",5,"Up",0.35169752096018,0.986821151065458
"GOBP_ORGANELLE_INHERITANCE",8,"Up",0.351711835035303,0.986821151065458
"GOBP_PROTEIN_DEUBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",1,"Up",0.352542279272395,0.986821151065458
"GOBP_PROTEIN_KINASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",8,"Up",0.35289318415254,0.986821151065458
"GOBP_ESTABLISHMENT_OF_PLANAR_POLARITY_OF_EMBRYONIC_EPITHELIUM",3,"Up",0.352904775326284,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION",2,"Up",0.353214930331771,0.986821151065458
"GOBP_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION",2,"Up",0.353214930331771,0.986821151065458
"GOBP_HUMORAL_IMMUNE_RESPONSE",10,"Down",0.35326056560289,0.986821151065458
"GOBP_RESPONSE_TO_GRANULOCYTE_MACROPHAGE_COLONY_STIMULATING_FACTOR",3,"Down",0.353524833551507,0.986821151065458
"GOBP_DETECTION_OF_VISIBLE_LIGHT",3,"Up",0.353807503599794,0.986821151065458
"GOBP_PHOTOTRANSDUCTION_VISIBLE_LIGHT",2,"Up",0.354031487180077,0.986821151065458
"GOBP_REGULATION_OF_RHODOPSIN_MEDIATED_SIGNALING_PATHWAY",2,"Up",0.354031487180077,0.986821151065458
"GOBP_RHODOPSIN_MEDIATED_SIGNALING_PATHWAY",2,"Up",0.354031487180077,0.986821151065458
"GOBP_REGULATION_OF_NEUROGENESIS",79,"Up",0.3541851187863,0.986821151065458
"GOBP_RESPONSE_TO_BMP",17,"Up",0.354342277219216,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_NLRP3_INFLAMMASOME_COMPLEX_ASSEMBLY",2,"Down",0.354773660341789,0.986821151065458
"GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",2,"Up",0.354945495248033,0.986821151065458
"GOBP_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS",11,"Down",0.355104148644637,0.986821151065458
"GOBP_CELLULAR_RESPONSE_TO_AMMONIUM_ION",1,"Up",0.355171840157372,0.986821151065458
"GOBP_CELLULAR_RESPONSE_TO_GLUCAGON_STIMULUS",1,"Up",0.355171840157372,0.986821151065458
"GOBP_MIDGUT_DEVELOPMENT",1,"Up",0.355171840157372,0.986821151065458
"GOBP_RESPONSE_TO_AMMONIUM_ION",1,"Up",0.355171840157372,0.986821151065458
"GOBP_RESPONSE_TO_OLEIC_ACID",1,"Up",0.355171840157372,0.986821151065458
"GOBP_DNA_DAMAGE_INDUCED_PROTEIN_PHOSPHORYLATION",2,"Up",0.35566358562195,0.986821151065458
"GOBP_CELLULAR_RESPONSE_TO_KETONE",24,"Up",0.355702443730912,0.986821151065458
"GOBP_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION",9,"Up",0.355839806641395,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY",12,"Up",0.356157536049453,0.986821151065458
"GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION",4,"Down",0.35623963130056,0.986821151065458
"GOBP_PHOSPHATIDYLCHOLINE_BIOSYNTHETIC_PROCESS",8,"Down",0.35632733903859,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_CATION_CHANNEL_ACTIVITY",7,"Up",0.356581340991805,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS",3,"Up",0.35677615331441,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS",114,"Up",0.356784605231989,0.986821151065458
"GOBP_REGULATION_OF_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS",6,"Up",0.356891628224024,0.986821151065458
"GOBP_NEURON_MIGRATION",45,"Down",0.357119380206557,0.986821151065458
"GOBP_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL",5,"Up",0.357587922329557,0.986821151065458
"GOBP_NEUROTRANSMITTER_RECEPTOR_TRANSPORT",10,"Down",0.357864236579797,0.986821151065458
"GOBP_GASTRIC_ACID_SECRETION",3,"Up",0.35801320013645,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_IMPORT",4,"Down",0.358042521918241,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_DIGESTIVE_SYSTEM_PROCESS",2,"Up",0.358226176748138,0.986821151065458
"GOBP_PRESYNAPTIC_DENSE_CORE_VESICLE_EXOCYTOSIS",2,"Up",0.358307672253011,0.986821151065458
"GOBP_ALPHA_AMINO_ACID_CATABOLIC_PROCESS",18,"Down",0.358309729638196,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_PLATELET_AGGREGATION",2,"Up",0.358329411689165,0.986821151065458
"GOBP_AUTOPHAGOSOME_MATURATION",30,"Up",0.358388798060602,0.986821151065458
"GOBP_REGULATION_OF_STEM_CELL_POPULATION_MAINTENANCE",5,"Up",0.358430906959045,0.986821151065458
"GOBP_MYELOID_CELL_DIFFERENTIATION",64,"Down",0.358667212828799,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS",2,"Up",0.358678038105709,0.986821151065458
"GOBP_ER_NUCLEUS_SIGNALING_PATHWAY",16,"Down",0.35895913761886,0.986821151065458
"GOBP_T_TUBULE_ORGANIZATION",4,"Up",0.359078073983228,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION",5,"Down",0.359223947544478,0.986821151065458
"GOBP_SENSORY_ORGAN_DEVELOPMENT",76,"Down",0.35925123704884,0.986821151065458
"GOBP_CELLULAR_RESPONSE_TO_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS",2,"Up",0.359599029082013,0.986821151065458
"GOBP_LYMPHOCYTE_APOPTOTIC_PROCESS",11,"Down",0.359610531449849,0.986821151065458
"GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I",2,"Down",0.35962282820549,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION",4,"Down",0.359776515672298,0.986821151065458
"GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY",1,"Down",0.359793959411051,0.986821151065458
"GOBP_TOLL_LIKE_RECEPTOR_7_SIGNALING_PATHWAY",1,"Down",0.359793959411051,0.986821151065458
"GOBP_TOLL_LIKE_RECEPTOR_8_SIGNALING_PATHWAY",1,"Down",0.359793959411051,0.986821151065458
"GOBP_FERMENTATION",2,"Up",0.359942205490398,0.986821151065458
"GOBP_GLYCOLYTIC_FERMENTATION",2,"Up",0.359942205490398,0.986821151065458
"GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_INDEPENDENT_DECAY",4,"Up",0.359967971713467,0.986821151065458
"GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS",18,"Down",0.360027775824668,0.986821151065458
"GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_PROLIFERATION",1,"Up",0.360141487685512,0.986821151065458
"GOBP_IRON_ION_TRANSPORT",14,"Down",0.360627603178349,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_SIGNALING",9,"Down",0.360776021495026,0.986821151065458
"GOBP_MUSCLE_ATROPHY",3,"Down",0.360849801393197,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_3_SIGNALING_PATHWAY",2,"Down",0.360920555949847,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_FIBROBLAST_APOPTOTIC_PROCESS",4,"Up",0.36131089673568,0.986821151065458
"GOBP_REGULATION_OF_HOMOPHILIC_CELL_ADHESION",1,"Up",0.361782752820859,0.986821151065458
"GOBP_MICROTUBULE_BUNDLE_FORMATION",25,"Up",0.361844742392947,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION",5,"Down",0.362186257898963,0.986821151065458
"GOBP_PYRIMIDINE_RIBONUCLEOTIDE_CATABOLIC_PROCESS",1,"Up",0.362240837459043,0.986821151065458
"GOBP_GOLGI_TO_ENDOSOME_TRANSPORT",10,"Up",0.362503026157028,0.986821151065458
"GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION",20,"Up",0.362567966155228,0.986821151065458
"GOBP_T_CELL_RECEPTOR_SIGNALING_PATHWAY",30,"Down",0.36261235523131,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_RIBOSOME_BIOGENESIS",2,"Down",0.362624754638137,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_PH_REDUCTION",1,"Up",0.363003344920301,0.986821151065458
"GOBP_REGULATION_OF_CELLULAR_PH_REDUCTION",1,"Up",0.363003344920301,0.986821151065458
"GOBP_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS",7,"Down",0.363173941311209,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION",148,"Up",0.363211302840072,0.986821151065458
"GOBP_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE",1,"Up",0.363232430502925,0.986821151065458
"GOBP_REGULATION_OF_ANTIFUNGAL_INNATE_IMMUNE_RESPONSE",1,"Up",0.363232430502925,0.986821151065458
"GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_FUNGUS",1,"Up",0.363232430502925,0.986821151065458
"GOBP_ONE_CARBON_METABOLIC_PROCESS",6,"Down",0.363340588554208,0.986821151065458
"GOBP_L_AMINO_ACID_TRANSPORT",14,"Down",0.363421860430931,0.986821151065458
"GOBP_ESTABLISHMENT_OF_EPITHELIAL_CELL_APICAL_BASAL_POLARITY",4,"Up",0.363692184381116,0.986821151065458
"GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY",52,"Up",0.363777878560728,0.986821151065458
"GOBP_AXONAL_FASCICULATION",5,"Up",0.363950624038184,0.986821151065458
"GOBP_REGULATION_OF_MAP_KINASE_ACTIVITY",40,"Down",0.364028940892354,0.986821151065458
"GOBP_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS",69,"Down",0.364065096577897,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_NEURON_MIGRATION",2,"Up",0.364191995921497,0.986821151065458
"GOBP_MACROMOLECULE_DEACYLATION",42,"Up",0.364297777318013,0.986821151065458
"GOBP_GRANZYME_MEDIATED_PROGRAMMED_CELL_DEATH_SIGNALING_PATHWAY",2,"Up",0.364407213382351,0.986821151065458
"GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX",5,"Down",0.364900098439853,0.986821151065458
"GOBP_AMINO_ACID_TRANSMEMBRANE_TRANSPORT",17,"Down",0.364960606534214,0.986821151065458
"GOBP_RESPONSE_TO_KETONE",38,"Up",0.3650724895229,0.986821151065458
"GOBP_LAMELLIPODIUM_ASSEMBLY",32,"Up",0.365150664787332,0.986821151065458
"GOBP_PORPHYRIN_CONTAINING_COMPOUND_METABOLIC_PROCESS",6,"Down",0.365491497296189,0.986821151065458
"GOBP_STRIATED_MUSCLE_CONTRACTION",40,"Up",0.365705769442248,0.986821151065458
"GOBP_GOLGI_TO_VACUOLE_TRANSPORT",14,"Up",0.366186117651978,0.986821151065458
"GOBP_NETRIN_ACTIVATED_SIGNALING_PATHWAY",1,"Up",0.366210119825398,0.986821151065458
"GOBP_CARDIAC_MUSCLE_CELL_DIFFERENTIATION",21,"Up",0.366210739137718,0.986821151065458
"GOBP_LEUKOCYTE_PROLIFERATION",36,"Down",0.366477939522857,0.986821151065458
"GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS",9,"Down",0.366524778345117,0.986821151065458
"GOBP_REGULATION_OF_INTEGRIN_MEDIATED_SIGNALING_PATHWAY",3,"Up",0.366975925042681,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_HISTONE_UBIQUITINATION",1,"Down",0.367229441659423,0.986821151065458
"GOBP_RESPONSE_TO_HYDROSTATIC_PRESSURE",4,"Up",0.367528730674771,0.986821151065458
"GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_HYPOXIA",3,"Up",0.367637627214222,0.986821151065458
"GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS",5,"Up",0.367936763939742,0.986821151065458
"GOBP_COPPER_ION_HOMEOSTASIS",6,"Up",0.368088097376606,0.986821151065458
"GOBP_EMBRYONIC_ORGAN_DEVELOPMENT",53,"Down",0.368255376438158,0.986821151065458
"GOBP_REGULATION_OF_ESTABLISHMENT_OF_PLANAR_POLARITY",7,"Down",0.368671789313361,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT_INTO_CYTOSOL",3,"Up",0.368737341820529,0.986821151065458
"GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL",3,"Up",0.368737341820529,0.986821151065458
