"","NGenes","Direction","PValue","FDR"
"GOBP_CELLULAR_RESPONSE_TO_ALDEHYDE",1,"Down",0.182598066362747,0.838801310577955
"GOBP_CELLULAR_RESPONSE_TO_NITROSATIVE_STRESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_DETOXIFICATION_OF_COPPER_ION",1,"Down",0.182598066362747,0.838801310577955
"GOBP_DOPAMINE_BIOSYNTHETIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_HYDROGEN_PEROXIDE",1,"Down",0.182598066362747,0.838801310577955
"GOBP_KETONE_CATABOLIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_NUCLEUS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_MEMBRANE_HYPERPOLARIZATION",1,"Down",0.182598066362747,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH",1,"Down",0.182598066362747,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_SUMOYLATION",1,"Down",0.182598066362747,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",1,"Down",0.182598066362747,0.838801310577955
"GOBP_NEURON_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE",1,"Down",0.182598066362747,0.838801310577955
"GOBP_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_CELLULAR_RESPIRATION",1,"Down",0.182598066362747,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_LYASE_ACTIVITY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_MONOOXYGENASE_ACTIVITY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_CELL_DEATH",1,"Down",0.182598066362747,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING",1,"Down",0.182598066362747,0.838801310577955
"GOBP_PRIMARY_ALCOHOL_BIOSYNTHETIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_PRIMARY_ALCOHOL_METABOLIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_PROGRAMMED_CELL_DEATH_IN_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",1,"Down",0.182598066362747,0.838801310577955
"GOBP_PROTEIN_DEGLYCOSYLATION",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_AEROBIC_RESPIRATION",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_CATECHOLAMINE_METABOLIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_CELLULAR_AMINE_METABOLIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_CELLULAR_AMINO_ACID_METABOLIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_SIGNALING_PATHWAY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_HISTONE_UBIQUITINATION",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_HYDROGEN_PEROXIDE_MEDIATED_PROGRAMMED_CELL_DEATH",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_MONOOXYGENASE_ACTIVITY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_PROTEIN_DEUBIQUITINATION",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_PROTEIN_SUMOYLATION",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_SUPEROXIDE_DISMUTASE_ACTIVITY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_TRANSCRIPTION_REGULATORY_REGION_DNA_BINDING",1,"Down",0.182598066362747,0.838801310577955
"GOBP_REGULATION_OF_UBIQUITIN_SPECIFIC_PROTEASE_ACTIVITY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_RESPONSE_TO_NITROSATIVE_STRESS",1,"Down",0.182598066362747,0.838801310577955
"GOBP_STRESS_RESPONSE_TO_METAL_ION",1,"Down",0.182598066362747,0.838801310577955
"GOBP_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY",1,"Down",0.182598066362747,0.838801310577955
"GOBP_ACTIN_FILAMENT_POLYMERIZATION",20,"Up",0.182919460420979,0.838801310577955
"GOBP_PHOSPHATIDYLINOSITOL_PHOSPHATE_BIOSYNTHETIC_PROCESS",5,"Down",0.183418771334922,0.838801310577955
"GOBP_NUCLEOLUS_ORGANIZATION",1,"Down",0.184525873151978,0.838801310577955
"GOBP_MUSCLE_CELL_DIFFERENTIATION",14,"Up",0.184989767235912,0.838801310577955
"GOBP_CARBOXYLIC_ACID_TRANSPORT",8,"Down",0.185314127646668,0.838801310577955
"GOBP_PROTEIN_COMPLEX_OLIGOMERIZATION",14,"Up",0.185369847806559,0.838801310577955
"GOBP_HIPPO_SIGNALING",1,"Down",0.185701240095858,0.838801310577955
"GOBP_CAMERA_TYPE_EYE_MORPHOGENESIS",1,"Down",0.185876952109264,0.838801310577955
"GOBP_RESPONSE_TO_LEUCINE",1,"Down",0.186581371995011,0.838801310577955
"GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION",46,"Up",0.186689647108492,0.838801310577955
"GOBP_EXIT_FROM_MITOSIS",4,"Up",0.186854124472276,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",2,"Up",0.187170343672819,0.838801310577955
"GOBP_SYNAPTIC_VESICLE_CYTOSKELETAL_TRANSPORT",3,"Up",0.187488531118214,0.838801310577955
"GOBP_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS",45,"Down",0.187554353831405,0.838801310577955
"GOBP_ACTIN_FILAMENT_BASED_TRANSPORT",3,"Up",0.187566816362362,0.838801310577955
"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN",1,"Down",0.187855862651197,0.838801310577955
"GOBP_GRANULOCYTE_CHEMOTAXIS",3,"Up",0.187922423082689,0.838801310577955
"GOBP_GRANULOCYTE_MIGRATION",3,"Up",0.187922423082689,0.838801310577955
"GOBP_MYELOID_LEUKOCYTE_MIGRATION",3,"Up",0.187922423082689,0.838801310577955
"GOBP_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS",3,"Up",0.187922423082689,0.838801310577955
"GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS",5,"Down",0.188061106678398,0.838801310577955
"GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS",3,"Down",0.188378664061346,0.838801310577955
"GOBP_PHOSPHOLIPID_CATABOLIC_PROCESS",3,"Down",0.188380038655554,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_LIPID_METABOLIC_PROCESS",5,"Down",0.188717607580184,0.838801310577955
"GOBP_PLUS_END_DIRECTED_ORGANELLE_TRANSPORT_ALONG_MICROTUBULE",2,"Up",0.188778287472268,0.838801310577955
"GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION",3,"Down",0.189958098803156,0.838801310577955
"GOBP_PROTEIN_LOCALIZATION_TO_CONDENSED_CHROMOSOME",3,"Down",0.189958098803156,0.838801310577955
"GOBP_OLIGODENDROCYTE_DEVELOPMENT",1,"Down",0.19032937596145,0.838801310577955
"GOBP_REGULATION_OF_MYELINATION",1,"Down",0.19032937596145,0.838801310577955
"GOBP_RNA_METHYLATION",1,"Down",0.19032937596145,0.838801310577955
"GOBP_RRNA_BASE_METHYLATION",1,"Down",0.19032937596145,0.838801310577955
"GOBP_RRNA_METHYLATION",1,"Down",0.19032937596145,0.838801310577955
"GOBP_RRNA_MODIFICATION",1,"Down",0.19032937596145,0.838801310577955
"GOBP_REGULATION_OF_LIPID_TRANSPORT",3,"Down",0.190534683475257,0.838801310577955
"GOBP_SYNAPSE_MATURATION",2,"Up",0.190874736007555,0.838801310577955
"GOBP_CYTOSOLIC_TRANSPORT",25,"Up",0.191560565367879,0.838801310577955
"GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE",9,"Up",0.192061618854346,0.838801310577955
"GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL",4,"Up",0.1921280414327,0.838801310577955
"GOBP_MONONUCLEAR_CELL_DIFFERENTIATION",9,"Up",0.192512443958305,0.838801310577955
"GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_VACUOLE",11,"Down",0.192594186162646,0.838801310577955
"GOBP_CELL_CELL_RECOGNITION",4,"Up",0.192614817615078,0.838801310577955
"GOBP_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS",5,"Up",0.192831806622733,0.838801310577955
"GOBP_REGULATION_OF_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS",9,"Up",0.193307314687411,0.838801310577955
"GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS",6,"Down",0.194151635275756,0.838801310577955
"GOBP_TISSUE_MIGRATION",12,"Down",0.194623638229427,0.838801310577955
"GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS",2,"Up",0.194647491874072,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY",2,"Up",0.194647491874072,0.838801310577955
"GOBP_REGULATION_OF_PROTEIN_KINASE_ACTIVITY",26,"Down",0.194930129278493,0.838801310577955
"GOBP_NEUROFILAMENT_CYTOSKELETON_ORGANIZATION",2,"Up",0.194972448807305,0.838801310577955
"GOBP_VESICLE_MEDIATED_TRANSPORT_IN_SYNAPSE",32,"Up",0.195706391592188,0.838801310577955
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE",3,"Up",0.195845737228139,0.838801310577955
"GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION",6,"Down",0.195888658318387,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING",3,"Up",0.196343807298609,0.838801310577955
"GOBP_TUBE_MORPHOGENESIS",28,"Down",0.196640229644446,0.838801310577955
"GOBP_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION",3,"Down",0.196925444142266,0.838801310577955
"GOBP_ACYLGLYCEROL_HOMEOSTASIS",1,"Down",0.197654662614618,0.838801310577955
"GOBP_CHOLESTEROL_EFFLUX",1,"Down",0.197654662614618,0.838801310577955
"GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_ASSEMBLY",1,"Down",0.197654662614618,0.838801310577955
"GOBP_HIGH_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING",1,"Down",0.197654662614618,0.838801310577955
"GOBP_HYDROGEN_PEROXIDE_CATABOLIC_PROCESS",1,"Down",0.197654662614618,0.838801310577955
"GOBP_INNATE_IMMUNE_RESPONSE_IN_MUCOSA",1,"Down",0.197654662614618,0.838801310577955
"GOBP_INTESTINAL_ABSORPTION",1,"Down",0.197654662614618,0.838801310577955
"GOBP_INTESTINAL_LIPID_ABSORPTION",1,"Down",0.197654662614618,0.838801310577955
"GOBP_LIPID_DIGESTION",1,"Down",0.197654662614618,0.838801310577955
"GOBP_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE",1,"Down",0.197654662614618,0.838801310577955
"GOBP_PHOSPHOLIPID_EFFLUX",1,"Down",0.197654662614618,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_CHOLESTEROL_ESTERIFICATION",1,"Down",0.197654662614618,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS",1,"Down",0.197654662614618,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_FATTY_ACID_METABOLIC_PROCESS",1,"Down",0.197654662614618,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_STEROID_METABOLIC_PROCESS",1,"Down",0.197654662614618,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS",1,"Down",0.197654662614618,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_LIPASE_ACTIVITY",1,"Down",0.197654662614618,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_METABOLIC_PROCESS",1,"Down",0.197654662614618,0.838801310577955
"GOBP_PROTEIN_CONTAINING_COMPLEX_REMODELING",1,"Down",0.197654662614618,0.838801310577955
"GOBP_REGULATION_OF_CHOLESTEROL_ESTERIFICATION",1,"Down",0.197654662614618,0.838801310577955
"GOBP_REGULATION_OF_INTESTINAL_ABSORPTION",1,"Down",0.197654662614618,0.838801310577955
"GOBP_REGULATION_OF_INTESTINAL_LIPID_ABSORPTION",1,"Down",0.197654662614618,0.838801310577955
"GOBP_REGULATION_OF_LIPOPROTEIN_LIPASE_ACTIVITY",1,"Down",0.197654662614618,0.838801310577955
"GOBP_REGULATION_OF_STEROL_TRANSPORT",1,"Down",0.197654662614618,0.838801310577955
"GOBP_REGULATION_OF_TRIGLYCERIDE_CATABOLIC_PROCESS",1,"Down",0.197654662614618,0.838801310577955
"GOBP_RESPONSE_TO_STILBENOID",1,"Down",0.197654662614618,0.838801310577955
"GOBP_REVERSE_CHOLESTEROL_TRANSPORT",1,"Down",0.197654662614618,0.838801310577955
"GOBP_STEROID_ESTERIFICATION",1,"Down",0.197654662614618,0.838801310577955
"GOBP_TRIGLYCERIDE_CATABOLIC_PROCESS",1,"Down",0.197654662614618,0.838801310577955
"GOBP_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_REMODELING",1,"Down",0.197654662614618,0.838801310577955
"GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS",2,"Up",0.197945609699706,0.838801310577955
"GOBP_REGULATION_OF_GLUCONEOGENESIS",2,"Up",0.197945609699706,0.838801310577955
"GOBP_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL",7,"Down",0.19796456746752,0.838801310577955
"GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE",1,"Down",0.198389782695363,0.838801310577955
"GOBP_HOMOLOGOUS_RECOMBINATION",1,"Down",0.198389782695363,0.838801310577955
"GOBP_MITOTIC_RECOMBINATION",1,"Down",0.198389782695363,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_DNA_METABOLIC_PROCESS",1,"Down",0.198389782695363,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_TELOMERE_CAPPING",1,"Down",0.198389782695363,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE",1,"Down",0.198389782695363,0.838801310577955
"GOBP_REGULATION_OF_MITOTIC_RECOMBINATION",1,"Down",0.198389782695363,0.838801310577955
"GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",1,"Down",0.198389782695363,0.838801310577955
"GOBP_REGULATION_OF_NON_MOTILE_CILIUM_ASSEMBLY",2,"Up",0.19894416473282,0.838801310577955
"GOBP_COLLAGEN_FIBRIL_ORGANIZATION",3,"Down",0.200161690971089,0.838801310577955
"GOBP_REGULATION_OF_EMBRYONIC_DEVELOPMENT",5,"Down",0.20051535107879,0.838801310577955
"GOBP_PROTEIN_TARGETING_TO_LYSOSOME",4,"Down",0.200823375970897,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_MACROAUTOPHAGY",9,"Up",0.201148388125435,0.838801310577955
"GOBP_CELLULAR_RESPONSE_TO_ENDOGENOUS_STIMULUS",61,"Down",0.201199962312472,0.838801310577955
"GOBP_REGULATION_OF_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS",2,"Up",0.201277458458166,0.838801310577955
"GOBP_WOUND_HEALING_SPREADING_OF_EPIDERMAL_CELLS",2,"Up",0.201277458458166,0.838801310577955
"GOBP_PEROXISOMAL_TRANSPORT",3,"Down",0.202161345203977,0.838801310577955
"GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT",3,"Up",0.20281245217052,0.838801310577955
"GOBP_GOLGI_TO_VACUOLE_TRANSPORT",4,"Up",0.20309351378405,0.838801310577955
"GOBP_MYOTUBE_DIFFERENTIATION",8,"Up",0.2032153880742,0.838801310577955
"GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT",5,"Down",0.203861454589766,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY",3,"Up",0.204322366000398,0.838801310577955
"GOBP_LEUKOCYTE_MIGRATION",13,"Up",0.204428876033365,0.838801310577955
"GOBP_ENDOSOME_TO_LYSOSOME_TRANSPORT_VIA_MULTIVESICULAR_BODY_SORTING_PATHWAY",2,"Down",0.20458762333991,0.838801310577955
"GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN",4,"Up",0.205672771795829,0.838801310577955
"GOBP_NEUROEPITHELIAL_CELL_DIFFERENTIATION",2,"Up",0.205987530840521,0.838801310577955
"GOBP_ODONTOBLAST_DIFFERENTIATION",2,"Up",0.205987530840521,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",9,"Up",0.206268301467002,0.838801310577955
"GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION",10,"Up",0.207375751479376,0.838801310577955
"GOBP_TRANSLATIONAL_INITIATION",10,"Up",0.207375751479376,0.838801310577955
"GOBP_REGULATION_OF_CELLULAR_COMPONENT_SIZE",36,"Up",0.207486660848191,0.838801310577955
"GOBP_ICOSANOID_METABOLIC_PROCESS",3,"Down",0.207557441956305,0.838801310577955
"GOBP_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS",3,"Down",0.207557441956305,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION",2,"Up",0.20823034612407,0.838801310577955
"GOBP_LEARNING",10,"Up",0.208323085665498,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_CATABOLIC_PROCESS",20,"Up",0.208723056784019,0.838801310577955
"GOBP_REGULATION_OF_GOLGI_ORGANIZATION",4,"Up",0.210323184819369,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT",2,"Up",0.210443882652195,0.838801310577955
"GOBP_FIBROBLAST_PROLIFERATION",3,"Down",0.210550028332143,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_FIBROBLAST_PROLIFERATION",3,"Down",0.210550028332143,0.838801310577955
"GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION",5,"Down",0.211127800152732,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS",5,"Up",0.211357316743498,0.838801310577955
"GOBP_REGULATION_OF_ATP_METABOLIC_PROCESS",4,"Up",0.211771591437451,0.838801310577955
"GOBP_HOMEOSTATIC_PROCESS",81,"Up",0.212970685198285,0.838801310577955
"GOBP_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS",5,"Down",0.213042581752229,0.838801310577955
"GOBP_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",30,"Down",0.213157973392781,0.838801310577955
"GOBP_PIGMENT_METABOLIC_PROCESS",2,"Down",0.213257958459425,0.838801310577955
"GOBP_REGULATION_OF_MUSCLE_CONTRACTION",13,"Up",0.213272568962636,0.838801310577955
"GOBP_EPITHELIAL_CELL_DEVELOPMENT",10,"Up",0.213336204774687,0.838801310577955
"GOBP_REGULATION_OF_ACTIN_CYTOSKELETON_REORGANIZATION",3,"Up",0.213577170429858,0.838801310577955
"GOBP_NIK_NF_KAPPAB_SIGNALING",4,"Down",0.213717042531274,0.838801310577955
"GOBP_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING",4,"Down",0.213717042531274,0.838801310577955
"GOBP_ACTIN_FILAMENT_SEVERING",3,"Up",0.213914521455369,0.838801310577955
"GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS",3,"Up",0.213987031542963,0.838801310577955
"GOBP_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS",3,"Up",0.213987031542963,0.838801310577955
"GOBP_TRICARBOXYLIC_ACID_CYCLE",3,"Up",0.214256955687155,0.838801310577955
"GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",6,"Down",0.214430005077596,0.838801310577955
"GOBP_REGULATION_OF_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY",6,"Down",0.214685566620317,0.838801310577955
"GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE",13,"Down",0.214831604393897,0.838801310577955
"GOBP_HEMIDESMOSOME_ASSEMBLY",2,"Up",0.21543289459161,0.838801310577955
"GOBP_OSTEOCLAST_DIFFERENTIATION",4,"Down",0.2155313667084,0.838801310577955
"GOBP_DOUBLE_STRAND_BREAK_REPAIR",9,"Down",0.215544770075825,0.838801310577955
"GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION",3,"Up",0.215973526709884,0.838801310577955
"GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION",16,"Up",0.216777802324013,0.838801310577955
"GOBP_NUCLEOBASE_CATABOLIC_PROCESS",3,"Up",0.216861750715811,0.838801310577955
"GOBP_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS",3,"Up",0.216861750715811,0.838801310577955
"GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS",3,"Up",0.216861750715811,0.838801310577955
"GOBP_PYRIMIDINE_NUCLEOBASE_CATABOLIC_PROCESS",3,"Up",0.216861750715811,0.838801310577955
"GOBP_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS",3,"Up",0.216861750715811,0.838801310577955
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS",19,"Up",0.21716789785281,0.838801310577955
"GOBP_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS",11,"Down",0.217681076701807,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY",4,"Down",0.217795940591416,0.838801310577955
"GOBP_NEGATIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION",4,"Down",0.217795940591416,0.838801310577955
"GOBP_MULTICELLULAR_ORGANISM_GROWTH",3,"Up",0.218279997269398,0.838801310577955
"GOBP_REGULATION_OF_MEMBRANE_REPOLARIZATION",2,"Up",0.21862535783221,0.838801310577955
"GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS",4,"Up",0.218685345019813,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS",7,"Down",0.219273915078387,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_NUCLEATION",3,"Up",0.219991099381881,0.838801310577955
"GOBP_REGULATION_OF_MICROTUBULE_NUCLEATION",3,"Up",0.219991099381881,0.838801310577955
"GOBP_CIRCADIAN_REGULATION_OF_GENE_EXPRESSION",3,"Down",0.22002950295636,0.838801310577955
"GOBP_SENSORY_PERCEPTION",10,"Up",0.220488017220526,0.838801310577955
"GOBP_RESPONSE_TO_OXIDATIVE_STRESS",18,"Down",0.220747743640621,0.838801310577955
"GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT",4,"Up",0.220758088161128,0.838801310577955
"GOBP_ERBB_SIGNALING_PATHWAY",10,"Down",0.221121578766653,0.838801310577955
"GOBP_POSITIVE_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION",2,"Up",0.221190410551018,0.838801310577955
"GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY",2,"Up",0.222138509703644,0.838801310577955
