"","Gene","Tissue","Type"
"2557","Panx2","LSC","DEP"
"2558","Scn1a","LSC","DEP"
"2559","Vps13c","LSC","DEP"
"2560","Txnl1","LSC","DEP"
"2561","Tecr","LSC","DEP"
"2562","Pls3","LSC","DEP"
"2563","Eno1","LSC","DEP"
"2564","Slc3a2","LSC","DEP"
"2565","Atp9a","LSC","DEP"
"2566","Mapre2","LSC","DEP"
"2567","Rgs3","LSC","DEP"
"2568","Copa","LSC","DEP"
"2569","Acly","LSC","DEP"
"2570","Prrt2","LSC","DEP"
"2571","Ywhaq","LSC","DEP"
"2572","Auh","LSC","DEP"
"2573","Cntn1","LSC","DEP"
"2574","Atp6v1e1","LSC","DEP"
"2575","Slc25a11","LSC","DEP"
"2576","Rab18","LSC","DEP"
"2577","Ap2a2","LSC","DEP"
"2578","Pfkm","LSC","DEP"
"2579","Phb2","LSC","DEP"
"2580","Gsn","LSC","DEP"
"2581","Acot7","LSC","DEP"
"2582","Ywhaz","LSC","DEP"
"2583","Cap2","LSC","DEP"
"2584","Eml4","LSC","DEP"
"2585","Kctd8","LSC","DEP"
"2586","Uchl1","LSC","DEP"
"2587","Gbp2","LSC","DEP"
"2588","Dctn6","LSC","DEP"
"2589","Pfdn6","LSC","DEP"
"2590","Steap3","LSC","DEP"
"2591","Dlat","LSC","DEP"
"2592","Ldha","LSC","DEP"
"2593","Ubr4","LSC","DEP"
"2594","Usp9x","LSC","DEP"
"2595","Rad23b","LSC","DEP"
"2596","Brsk2","LSC","DEP"
"2597","Dlgap3","LSC","DEP"
"2598","Sod1","LSC","DEP"
"2599","Cplx2","LSC","DEP"
"2600","Wwox","LSC","DEP"
"2601","Hnrnpu","LSC","DEP"
"2602","Tppp","LSC","DEP"
"2603","Dld","LSC","DEP"
"2604","Msra","LSC","DEP"
"2605","Llgl1","LSC","DEP"
"2606","Vim","LSC","DEP"
"2607","Eno2","LSC","DEP"
"2608","Mal2","LSC","DEP"
"2609","Jcad","LSC","DEP"
"2610","Zyg11b","LSC","DEP"
"2611","Mylk","LSC","DEP"
"2612","Adss2","LSC","DEP"
"2613","Mpi","LSC","DEP"
"2614","Ndufa12","LSC","DEP"
"2615","Necap2","LSC","DEP"
"2616","Sncb","LSC","DEP"
"2617","Mtnd3","LSC","DEP"
"2618","Ndufa9","LSC","DEP"
"2619","Atp6v0d1","LSC","DEP"
"2620","Twf2","LSC","DEP"
"2621","Ugp2","LSC","DEP"
"2622","Msn","LSC","DEP"
"2623","Hprt1","LSC","DEP"
"2624","Ndufa10","LSC","DEP"
"2625","Rhog","LSC","DEP"
"2626","Gnai2","LSC","DEP"
"2627","Cbarp","LSC","DEP"
"2628","Rpn1","LSC","DEP"
"2629","Ddx3x","LSC","DEP"
"2630","Cyb5r3","LSC","DEP"
"2631","Znf207","LSC","DEP"
"2632","Prkca","LSC","DEP"
"2633","Qdpr","LSC","DEP"
"2634","Tmx2","LSC","DEP"
"2635","Sv2a","LSC","DEP"
"2636","Atp6v1c1","LSC","DEP"
"2637","Rpl30","LSC","DEP"
"2638","Fth1","LSC","DEP"
"2639","Surf4","LSC","DEP"
"2640","Acsl6","LSC","DEP"
"2641","Nckipsd","LSC","DEP"
"2642","Slc7a2","LSC","DEP"
"2643","Fabp5","LSC","DEP"
"2644","Spata2","LSC","DEP"
"2645","Ap2s1","LSC","DEP"
"2646","Rpl10a","LSC","DEP"
"2647","Acat2","LSC","DEP"
"2648","Atic","LSC","DEP"
"2649","Shtn1","LSC","DEP"
"2650","Tjp2","LSC","DEP"
"2651","Kcnc1","LSC","DEP"
"2652","Hba","LSC","DEP"
"2653","Gdi1","LSC","DEP"
"2654","Slc25a12","LSC","DEP"
"2655","Limd1","LSC","DEP"
"2656","Myh10","LSC","DEP"
"2657","Lamtor1","LSC","DEP"
"2658","Sdhb","LSC","DEP"
"2659","Capn2","LSC","DEP"
"2660","Acadm","LSC","DEP"
"2661","Tmx4","LSC","DEP"
"2662","Cycs","LSC","DEP"
"2663","Slc6a5","LSC","DEP"
"2664","Lmna","LSC","DEP"
"2665","Slc8a1","LSC","DEP"
"2666","Eif5a","LSC","DEP"
"2667","Syn3","LSC","DEP"
"2668","Ranbp3","LSC","DEP"
"2669","Otub1","LSC","DEP"
"2670","Mdh1","LSC","DEP"
"2671","Cdkn1b","LSC","DEP"
"2672","Pkn2","LSC","DEP"
"2673","Cdipt","LSC","DEP"
"2674","Myo5a","LSC","DEP"
"2675","Dip2b","LSC","DEP"
"2676","Snx12","LSC","DEP"
"2677","Pvalb","LSC","DEP"
"2678","Scamp5","LSC","DEP"
"2679","Aars1","LSC","DEP"
"2680","Tubb3","LSC","DEP"
"2681","Napb","LSC","DEP"
"2682","Hsd17b11","LSC","DEP"
"2683","Ppp3cb","LSC","DEP"
"2684","Naca","LSC","DEP"
"2685","Canx","LSC","DEP"
"2686","Glul","LSC","DEP"
"2687","Scn8a","LSC","DEP"
"2688","Tnr","LSC","DEP"
"2689","Capn1","LSC","DEP"
"2690","Uqcrfs1","LSC","DEP"
"2691","Dlgap4","LSC","DEP"
"2692","Ryr2","LSC","DEP"
"2693","Pura","LSC","DEP"
"2694","Bsg","LSC","DEP"
"2695","Nup85","LSC","DEP"
"2696","Pi4ka","LSC","DEP"
"2697","Rps3a","LSC","DEP"
"2698","Ppia","LSC","DEP"
"2699","Ppp1r9b","LSC","DEP"
"2700","Erp44","LSC","DEP"
"2701","Ywhag","LSC","DEP"
"2702","Atp1b1","LSC","DEP"
"2703","Tars1","LSC","DEP"
"2704","Sec31a","LSC","DEP"
"2705","Got2","LSC","DEP"
"2706","Ptpa","LSC","DEP"
"2707","Psmd3","LSC","DEP"
"2708","Nrip2","LSC","DEP"
"2709","Sccpdh","LSC","DEP"
"2710","Dync1h1","LSC","DEP"
"2711","Gpm6a","LSC","DEP"
"2712","Slc25a22","LSC","DEP"
"2713","Cyc1","LSC","DEP"
"2714","Nptn","LSC","DEP"
"2715","Cd82","LSC","DEP"
"2716","Camk2a","LSC","DEP"
"2717","Rtkn","LSC","DEP"
"2718","Slc17a6","LSC","DEP"
"2719","Edc4","LSC","DEP"
"2720","Gmpr","LSC","DEP"
"2721","Ywhah","LSC","DEP"
"2722","Gapdh","LSC","DEP"
"2723","Septin2","LSC","DEP"
"2724","Ndrg1","LSC","DEP"
"2725","Nudt21","LSC","DEP"
"2726","Rab33b","LSC","DEP"
"2727","Gnaz","LSC","DEP"
"2728","Mtarc2","LSC","DEP"
"2729","FAM120A","LSC","DEP"
"2730","Ndufb5","LSC","DEP"
"2731","Vdac2","LSC","DEP"
"2732","Mavs","LSC","DEP"
"2733","Prrc2c","LSC","DEP"
"2734","Ckb","LSC","DEP"
"2735","Ndufv1","LSC","DEP"
"2736","Ppa2","LSC","DEP"
"2737","Mthfd1","LSC","DEP"
"2738","Ncam2","LSC","DEP"
"2739","Ap2m1","LSC","DEP"
"2740","Vamp1","LSC","DEP"
"2741","Lamb2","LSC","DEP"
"2742","Agpat3","LSC","DEP"
"2743","Ppp2r5e","LSC","DEP"
"2744","Ahcy","LSC","DEP"
"2745","Tsc22d4","LSC","DEP"
"2746","Nfasc","LSC","DEP"
"2747","Tmed10","LSC","DEP"
"2748","Septin8","LSC","DEP"
"2749","Gap43","LSC","DEP"
"2750","Frs3","LSC","DEP"
"2751","Atp6v1f","LSC","DEP"
"2752","Uso1","LSC","DEP"
"2753","Fmn2","LSC","DEP"
"2754","Hadhb","LSC","DEP"
"2755","Ctnnb1","LSC","DEP"
"2756","Tufm","LSC","DEP"
"2757","Map2k6","LSC","DEP"
"2758","Sdhc","LSC","DEP"
"2759","Hadha","LSC","DEP"
"2760","Psap","LSC","DEP"
"2761","Vdac3","LSC","DEP"
"2762","Fn3krp","LSC","DEP"
"2763","Prdx5","LSC","DEP"
"2764","Hck","LSC","DEP"
"2765","Mtco2","LSC","DEP"
"2766","Bcat1","LSC","DEP"
"2767","Cct3","LSC","DEP"
"2768","Cnp","LSC","DEP"
"2769","Slc32a1","LSC","DEP"
"2770","Dgkq","LSC","DEP"
"2771","Pkp4","LSC","DEP"
"2772","Gltp","LSC","DEP"
"2773","Hnrnpm","LSC","DEP"
"2774","Ndufv2","LSC","DEP"
"2775","Ndufa7","LSC","DEP"
"2776","Prxl2a","LSC","DEP"
"2777","Ctnna2","LSC","DEP"
"2778","Camsap1","LSC","DEP"
"2779","Gnb1","LSC","DEP"
"2780","Homer1","LSC","DEP"
"2781","Cacng2","LSC","DEP"
"2782","Gps1","LSC","DEP"
"2783","Sod2","LSC","DEP"
"2784","Sirpa","LSC","DEP"
"2785","Mog","LSC","DEP"
"2786","Snca","LSC","DEP"
"2787","Acsbg1","LSC","DEP"
"2788","Nedd8","LSC","DEP"
"2789","Adh5","LSC","DEP"
"2790","Svip","LSC","DEP"
"2791","Tpp2","LSC","DEP"
"2792","Cmpk1","LSC","DEP"
"2793","Gjc3","LSC","DEP"
"2794","Vps35","LSC","DEP"
"2795","Wnk1","LSC","DEP"
"2796","Cox4i1","LSC","DEP"
"2797","Snrpd3","LSC","DEP"
"2798","Psma1","LSC","DEP"
"2799","Aifm1","LSC","DEP"
"2800","Fis1","LSC","DEP"
"2801","Abhd6","LSC","DEP"
"2802","Pdia3","LSC","DEP"
"2803","Gsr","LSC","DEP"
"2804","Mtatp8","LSC","DEP"
"2805","Dag1","LSC","DEP"
"2806","Hacd3","LSC","DEP"
"2807","Ndufb3","LSC","DEP"
"2808","Tgoln1","LSC","DEP"
"2809","Omg","LSC","DEP"
"2810","Map1lc3a","LSC","DEP"
"2811","Abhd16a","LSC","DEP"
"2812","Slc27a1","LSC","DEP"
"2813","Slc25a3","LSC","DEP"
"2814","Atp5po","LSC","DEP"
"2815","Hsd17b4","LSC","DEP"
"2816","Cept1","LSC","DEP"
"2817","Cox6c","LSC","DEP"
"2818","Hsd17b12","LSC","DEP"
"2819","Get3","LSC","DEP"
"2820","Svop","LSC","DEP"
"2821","Gpi","LSC","DEP"
"2822","Ndufb11","LSC","DEP"
"2823","Fasn","LSC","DEP"
"2824","Gmps","LSC","DEP"
"2825","Rer1","LSC","DEP"
"2826","Ghitm","LSC","DEP"
"2827","Ckmt1","LSC","DEP"
"2828","Rasgrf2","LSC","DEP"
"2829","Atp5mf","LSC","DEP"
"2830","Smchd1","LSC","DEP"
"2831","Iqsec3","LSC","DEP"
"2832","Ywhae","LSC","DEP"
"2833","Hnrnpul2","LSC","DEP"
"2834","Rpn2","LSC","DEP"
"2835","Rps18","LSC","DEP"
"2836","Bdh1","LSC","DEP"
"2837","Tmem35a","LSC","DEP"
"2838","Abat","LSC","DEP"
"2839","Mtnd5","LSC","DEP"
"2840","Dagla","LSC","DEP"
"2841","Hnrnpl","LSC","DEP"
"2842","Lxn","LSC","DEP"
"2843","Prrt3","LSC","DEP"
"2844","Slc20a2","LSC","DEP"
"2845","Rap1a","LSC","DEP"
"2846","Ndufb10","LSC","DEP"
"2847","Lgi1","LSC","DEP"
"2848","Rab1b","LSC","DEP"
"2849","Aldh7a1","LSC","DEP"
"2850","Slc25a1","LSC","DEP"
"2851","Slc7a5","LSC","DEP"
"2852","Rab10","LSC","DEP"
"2853","Myef2","LSC","DEP"
"2854","Gpd2","LSC","DEP"
"2855","Glud1","LSC","DEP"
"2856","Psat1","LSC","DEP"
"2857","Rpl27","LSC","DEP"
"2858","Ndufs3","LSC","DEP"
"2859","Flna","LSC","DEP"
"2860","Endod1","LSC","DEP"
"2861","Abcg2","LSC","DEP"
"2862","Pgk1","LSC","DEP"
"2863","Trp53i11","LSC","DEP"
"2864","Slc44a2","LSC","DEP"
"2865","Ttn","LSC","DEP"
"2866","Gpr37l1","LSC","DEP"
"2867","Stx1b","LSC","DEP"
"2868","Top2b","LSC","DEP"
"2869","Ano10","LSC","DEP"
"2870","Rpl9","LSC","DEP"
"2871","Gdap1","LSC","DEP"
"2872","Glra1","LSC","DEP"
"2873","Tubb4b","LSC","DEP"
"2874","Slc6a1","LSC","DEP"
"2875","Atp5f1b","LSC","DEP"
"2876","Gpd1","LSC","DEP"
"2877","Eif4a2","LSC","DEP"
"2878","Vdac1","LSC","DEP"
"2879","Mt-Cyb","LSC","DEP"
"2880","Zdhhc3","LSC","DEP"
"2881","Gpm6b","LSC","DEP"
"2882","Pdhb","LSC","DEP"
"2883","Uqcrc2","LSC","DEP"
"2884","Lgi3","LSC","DEP"
"2885","Got1","LSC","DEP"
"2886","Vma21","LSC","DEP"
"2887","Eef2","LSC","DEP"
"2888","Sf1","LSC","DEP"
"2889","Eef1a1","LSC","DEP"
"2890","Rps4x","LSC","DEP"
"2891","Mtnd4","LSC","DEP"
"2892","Dvl1","LSC","DEP"
"2893","Gatd3a","LSC","DEP"
"2894","Slc16a1","LSC","DEP"
"2895","Ldhb","LSC","DEP"
"2896","Bcan","LSC","DEP"
"2897","Sypl1","LSC","DEP"
"2898","Blmh","LSC","DEP"
"2899","Adam23","LSC","DEP"
"2900","Hnrnpdl","LSC","DEP"
"2901","Cd81","LSC","DEP"
"2902","Tmem30a","LSC","DEP"
"2903","S100a6","LSC","DEP"
"2904","Plpp3","LSC","DEP"
"2905","Mcu","LSC","DEP"
"2906","Atp5pf","LSC","DEP"
"2907","Gars1","LSC","DEP"
"2908","Rpl12","LSC","DEP"
"2909","Acot13","LSC","DEP"
"2910","Atp5pb","LSC","DEP"
"2911","Maoa","LSC","DEP"
"2912","Iars1","LSC","DEP"
"2913","Farsb","LSC","DEP"
"2914","Gnaq","LSC","DEP"
"2915","Rab15","LSC","DEP"
"2916","Hbb-b1","LSC","DEP"
"2917","Tspan2","LSC","DEP"
"2918","Slc6a6","LSC","DEP"
"2919","Rpl5","LSC","DEP"
"2920","Nipsnap1","LSC","DEP"
"2921","Atp1b2","LSC","DEP"
"2922","Pde4c","LSC","DEP"
"2923","Hnrnpd","LSC","DEP"
"2924","Ptges3","LSC","DEP"
"2925","Slc30a1","LSC","DEP"
"2926","Cpt1c","LSC","DEP"
"2927","Phb","LSC","DEP"
"2928","Dars1","LSC","DEP"
"2929","Chpt1","LSC","DEP"
"2930","Hcn2","LSC","DEP"
"2931","Aldoa","LSC","DEP"
"2932","Scg2","LSC","DEP"
"2933","Eprs1","LSC","DEP"
"2934","Gnai1","LSC","DEP"
"2935","Rab3b","LSC","DEP"
"2936","Gigyf1","LSC","DEP"
"2937","Psma7","LSC","DEP"
"2938","C2cd4c","LSC","DEP"
"2939","Kcnc3","LSC","DEP"
"2940","Fscn1","LSC","DEP"
"2941","Dock1","LSC","DEP"
"2942","Lonp1","LSC","DEP"
"2943","Ndufa3","LSC","DEP"
"2944","Ndufa4","LSC","DEP"
"2945","Mpz","LSC","DEP"
"2946","Glrb","LSC","DEP"
"2947","Adgrl1","LSC","DEP"
"2948","Tubb4a","LSC","DEP"
"2949","Actn4","LSC","DEP"
"2950","Psma4","LSC","DEP"
"2951","Eef1g","LSC","DEP"
"2952","Rps2","LSC","DEP"
"2953","Ndufa2","LSC","DEP"
"2954","Rab3d","LSC","DEP"
"2955","Syncrip","LSC","DEP"
"2956","Sfxn5","LSC","DEP"
"2957","Igsf8","LSC","DEP"
"2958","Slc33a1","LSC","DEP"
"2959","Mtnd1","LSC","DEP"
"2960","Slc25a25","LSC","DEP"
"2961","Atp5me","LSC","DEP"
"2962","Dynlt3","LSC","DEP"
"2963","Fbxo2","LSC","DEP"
"2964","Cdc42","LSC","DEP"
"2965","Slc4a1","LSC","DEP"
"2966","Dab2","LSC","DEP"
"2967","Atp6v0a1","LSC","DEP"
"2968","Tmem160","LSC","DEP"
"2969","Slc25a18","LSC","DEP"
"2970","Gk","LSC","DEP"
"2971","Eci1","LSC","DEP"
"2972","Akap2","LSC","DEP"
"2973","Pygm","LSC","DEP"
"2974","Mlc1","LSC","DEP"
"2975","Psmc2","LSC","DEP"
"2976","Rhot1","LSC","DEP"
"2977","Rab14","LSC","DEP"
"2978","Padi2","LSC","DEP"
"2979","Pgd","LSC","DEP"
"2980","Atp8a2","LSC","DEP"
"2981","Rcc2","LSC","DEP"
"2982","Mfn2","LSC","DEP"
"2983","Mars1","LSC","DEP"
"2984","Serinc5","LSC","DEP"
"2985","Pspc1","LSC","DEP"
"2986","Abcb7","LSC","DEP"
"2987","Thy1","LSC","DEP"
"2988","Gnb2","LSC","DEP"
"2989","Elavl1","LSC","DEP"
"2990","Krt80","LSC","DEP"
"2991","Hadh","LSC","DEP"
"2992","Akr1b1","LSC","DEP"
"2993","Rpl6","LSC","DEP"
"2994","Idh3g","LSC","DEP"
"2995","Kpnb1","LSC","DEP"
"2996","Elfn1","LSC","DEP"
"2997","Wrnip1","LSC","DEP"
"2998","Cltc","LSC","DEP"
"2999","Agpat5","LSC","DEP"
"3000","Rab2a","LSC","DEP"
"3001","Lclat1","LSC","DEP"
"3002","Tst","LSC","DEP"
"3003","Ndufs6","LSC","DEP"
"3004","Sfn","LSC","DEP"
"3005","Cmtm5","LSC","DEP"
"3006","Aldh6a1","LSC","DEP"
"3007","Timm22","LSC","DEP"
"3008","Cit","LSC","DEP"
"3009","Cd9","LSC","DEP"
"3010","Rps23","LSC","DEP"
"3011","Cldn11","LSC","DEP"
"3012","Cdc42ep1","LSC","DEP"
"3013","Mtch2","LSC","DEP"
"3014","Aldh1a1","LSC","DEP"
"3015","Agk","LSC","DEP"
"3016","Mobp","LSC","DEP"
"3017","Itpa","LSC","DEP"
"3018","S1pr5","LSC","DEP"
"3019","Zmpste24","LSC","DEP"
"3020","Gnai3","LSC","DEP"
"3021","Cox7c","LSC","DEP"
"3022","U2af2","LSC","DEP"
"3023","Copb1","LSC","DEP"
"3024","Rpl23","LSC","DEP"
"3025","Aldh2","LSC","DEP"
"3026","Pdxp","LSC","DEP"
"3027","Abcb8","LSC","DEP"
"3028","Gabra3","LSC","DEP"
"3029","Slc6a9","LSC","DEP"
"3030","Slc5a3","LSC","DEP"
"3031","Eif3g","LSC","DEP"
"3032","Ruvbl1","LSC","DEP"
"3033","Uqcrb","LSC","DEP"
"3034","Slc30a3","LSC","DEP"
"3035","Hibadh","LSC","DEP"
"3036","Acsf2","LSC","DEP"
"3037","Erp29","LSC","DEP"
"3038","Maob","LSC","DEP"
"3039","Tbc1d24","LSC","DEP"
"3040","Tpt1","LSC","DEP"
"3041","Sprr1a","LSC","DEP"
"3042","Acaa2","LSC","DEP"
"3043","Tcea1","LSC","DEP"
"3044","Rpap3","LSC","DEP"
"3045","Ttyh1","LSC","DEP"
"3046","Preb","LSC","DEP"
"3047","Uqcrh","LSC","DEP"
"3048","Dsc1","LSC","DEP"
"3049","Mthfd1l","LSC","DEP"
"3050","Rps24","LSC","DEP"
"3051","Rpl31","LSC","DEP"
"3052","Ndufs5","LSC","DEP"
"3053","Ppib","LSC","DEP"
"3054","Gad1","LSC","DEP"
"3055","Ak2","LSC","DEP"
"3056","Jup","LSC","DEP"
"3057","Dynll2","LSC","DEP"
"3058","Tubal3","LSC","DEP"
"3059","Ube2g1","LSC","DEP"
"3060","Krt79","LSC","DEP"
"3061","Acot11","LSC","DEP"
"3062","Ezr","LSC","DEP"
"3063","Fahd2","LSC","DEP"
"3064","Map6","paw","DEP"
"3065","Mapt","paw","DEP"
"3066","Akap12","paw","DEP"
"3067","Ncam1","paw","DEP"
"3068","Map1b","paw","DEP"
"3069","Epb41l3","paw","DEP"
"3070","Map1a","paw","DEP"
"3071","Palm","paw","DEP"
"3072","Cep170","paw","DEP"
"3073","Sptan1","paw","DEP"
"3074","Map4","paw","DEP"
"3075","Ckap5","paw","DEP"
"3076","Avil","paw","DEP"
"3077","Tuba4a","paw","DEP"
"3078","Sorbs1","paw","DEP"
"3079","Prph","paw","DEP"
"3080","Dctn4","paw","DEP"
"3081","Nefm","paw","DEP"
"3082","Atp6v1a","paw","DEP"
"3083","Clasp2","paw","DEP"
"3084","Rtn4","paw","DEP"
"3085","Ank3","paw","DEP"
"3086","Vwa5a","paw","DEP"
"3087","Strn","paw","DEP"
"3088","Eps15","paw","DEP"
"3089","Add1","paw","DEP"
"3090","Aak1","paw","DEP"
"3091","Dync1li1","paw","DEP"
"3092","Dync1li2","paw","DEP"
"3093","Ppp3ca","paw","DEP"
"3094","Txn","paw","DEP"
"3095","Numbl","paw","DEP"
"3096","Sncg","paw","DEP"
"3097","Wasl","paw","DEP"
"3098","Eps15l1","paw","DEP"
"3099","Araf","paw","DEP"
"3100","Atp1a1","paw","DEP"
"3101","Dnm1l","paw","DEP"
"3102","Rtn3","paw","DEP"
"3103","Plaa","paw","DEP"
"3104","Cd2ap","paw","DEP"
"3105","Wipi2","paw","DEP"
"3106","Rab3c","paw","DEP"
"3107","Arl15","paw","DEP"
"3108","Wnk1","paw","DEP"
"3109","Anxa6","paw","DEP"
"3110","Bcas3","paw","DEP"
"3111","Eif4b","paw","DEP"
"3112","Fam114a2","paw","DEP"
"3113","Tppp3","paw","DEP"
"3114","Scyl2","paw","DEP"
"3115","Dock7","paw","DEP"
"3116","Ciapin1","paw","DEP"
"3117","Sptbn1","paw","DEP"
"3118","Tigar","paw","DEP"
"3119","Epb41l1","paw","DEP"
"3120","Septin5","paw","DEP"
"3121","Esyt1","paw","DEP"
"3122","Skt","paw","DEP"
"3123","Pygb","paw","DEP"
"3124","Crip2","paw","DEP"
"3125","Scfd1","paw","DEP"
"3126","Esyt2","paw","DEP"
"3127","Fkbp15","paw","DEP"
"3128","Mon2","paw","DEP"
"3129","Prune1","paw","DEP"
"3130","Myo1e","paw","DEP"
"3131","Rint1","paw","DEP"
"3132","Pebp1","paw","DEP"
"3133","Nudc","paw","DEP"
"3134","Tacc2","paw","DEP"
"3135","Psmc3","paw","DEP"
"3136","Myh9","paw","DEP"
"3137","Clint1","paw","DEP"
"3138","Abr","paw","DEP"
"3139","Washc2","paw","DEP"
"3140","Cct8","paw","DEP"
"3141","Dctn2","paw","DEP"
"3142","Birc6","paw","DEP"
"3143","FAM120A","paw","DEP"
"3144","Bag3","paw","DEP"
"3145","Lasp1","paw","DEP"
"3146","Usp5","paw","DEP"
"3147","Reps1","paw","DEP"
"3148","Mpp1","paw","DEP"
"3149","Slc25a5","paw","DEP"
"3150","Arhgap1","paw","DEP"
"3151","Ptpn12","paw","DEP"
"3152","Arhgdia","paw","DEP"
"3153","Glo1","paw","DEP"
"3154","Lzic","paw","DEP"
"3155","Nap1l1","paw","DEP"
"3156","Nefh","paw","DEP"
"3157","Pcmt1","paw","DEP"
"3158","Aars1","paw","DEP"
"3159","Tln2","paw","DEP"
"3160","Dpysl2","paw","DEP"
"3161","Drg2","paw","DEP"
"3162","Fermt2","paw","DEP"
"3163","Usp7","paw","DEP"
"3164","Kif5b","paw","DEP"
"3165","Fubp1","paw","DEP"
"3166","Ap3d1","paw","DEP"
"3167","Git1","paw","DEP"
"3168","Pdlim5","paw","DEP"
"3169","Scyl1","paw","DEP"
"3170","Cnn3","paw","DEP"
"3171","Lpcat1","paw","DEP"
"3172","Rab11fip5","paw","DEP"
"3173","Dnm1","paw","DEP"
"3174","Arpin","paw","DEP"
"3175","Hspe1","paw","DEP"
"3176","Ap3s1","paw","DEP"
"3177","Rabl6","paw","DEP"
"3178","Epn2","paw","DEP"
"3179","Anxa11","paw","DEP"
"3180","Synm","paw","DEP"
"3181","Mapk3","paw","DEP"
"3182","Dctn1","paw","DEP"
"3183","Tpd52","paw","DEP"
"3184","Arfgap1","paw","DEP"
"3185","NARS1","paw","DEP"
"3186","Dclk1","paw","DEP"
"3187","Snx2","paw","DEP"
"3188","Chmp4b","paw","DEP"
"3189","Ipo7","paw","DEP"
"3190","Sncb","paw","DEP"
"3191","Tcp1","paw","DEP"
"3192","Sec22b","paw","DEP"
"3193","Afdn","paw","DEP"
"3194","Ahsa1","paw","DEP"
"3195","Phldb1","paw","DEP"
"3196","Sh3gl1","paw","DEP"
"3197","Etfa","paw","DEP"
"3198","Exoc4","paw","DEP"
"3199","Stmn2","paw","DEP"
"3200","Hs1bp3","paw","DEP"
"3201","Lypla2","paw","DEP"
"3202","Rexo2","paw","DEP"
"3203","Fn1","paw","DEP"
"3204","Cpne3","paw","DEP"
"3205","Ranbp2","paw","DEP"
"3206","Septin7","paw","DEP"
"3207","Ppid","paw","DEP"
"3208","Arfgap2","paw","DEP"
"3209","Srpra","paw","DEP"
"3210","Rheb","paw","DEP"
"3211","Dync1i2","paw","DEP"
"3212","Aip","paw","DEP"
"3213","Kpna3","paw","DEP"
"3214","Stip1","paw","DEP"
"3215","Ppp1ca","paw","DEP"
"3216","Snx9","paw","DEP"
"3217","Cgnl1","paw","DEP"
"3218","Uqcrc2","paw","DEP"
"3219","Tpd52l2","paw","DEP"
"3220","Snap29","paw","DEP"
"3221","Tbc1d8","paw","DEP"
"3222","Pdcd6ip","paw","DEP"
"3223","TurboID","paw","DEP"
"3224","Atp5f1a","paw","DEP"
"3225","Gmds","paw","DEP"
"3226","Tbcb","paw","DEP"
"3227","Park7","paw","DEP"
"3228","Nudt5","paw","DEP"
"3229","Map7","paw","DEP"
"3230","Ldha","paw","DEP"
"3231","Sf3b3","paw","DEP"
"3232","Ppp1r2","paw","DEP"
"3233","Pdxdc1","paw","DEP"
"3234","Uba1","paw","DEP"
"3235","Nap1l4","paw","DEP"
"3236","Hk1","paw","DEP"
"3237","Lcp1","paw","DEP"
"3238","Tubb5","paw","DEP"
"3239","Capzb","paw","DEP"
"3240","Ehd1","paw","DEP"
"3241","Psmd14","paw","DEP"
"3242","Eif4g2","paw","DEP"
"3243","Ctnnd1","paw","DEP"
"3244","Camsap3","paw","DEP"
"3245","Idh1","paw","DEP"
"3246","Plec","paw","DEP"
"3247","Ablim1","paw","DEP"
"3248","Sars1","paw","DEP"
"3249","Cox5b","paw","DEP"
"3250","Tcof1","paw","DEP"
"3251","Cr1l","paw","DEP"
"3252","Fhl1","paw","DEP"
"3253","Tpr","paw","DEP"
"3254","Ewsr1","paw","DEP"
"3255","Usp14","paw","DEP"
"3256","Trappc12","paw","DEP"
"3257","Luzp1","paw","DEP"
"3258","Cul4b","paw","DEP"
"3259","Efl1","paw","DEP"
"3260","Tcerg1","paw","DEP"
"3261","Pfkp","paw","DEP"
"3262","Dusp3","paw","DEP"
"3263","Znf185","paw","DEP"
"3264","Acly","paw","DEP"
"3265","Dync1h1","paw","DEP"
"3266","Tmem263","paw","DEP"
"3267","Rpl5","paw","DEP"
"3268","Eif5","paw","DEP"
"3269","Rala","paw","DEP"
"3270","Cstf2","paw","DEP"
"3271","Tgm2","paw","DEP"
"3272","Scel","paw","DEP"
"3273","Lmnb2","paw","DEP"
"3274","Supt16h","paw","DEP"
"3275","Wrnip1","paw","DEP"
"3276","Ecm1","paw","DEP"
"3277","Mindy1","paw","DEP"
"3278","Gapvd1","paw","DEP"
"3279","Ruvbl1","paw","DEP"
"3280","Necap2","paw","DEP"
"3281","Rab15","paw","DEP"
"3282","Actb","paw","DEP"
"3283","Mal2","paw","DEP"
"3284","Tns2","paw","DEP"
"3285","Dpysl3","paw","DEP"
"3286","Glod4","paw","DEP"
"3287","Calml3","paw","DEP"
"3288","Blmh","paw","DEP"
"3289","Anp32a","paw","DEP"
"3290","Cndp2","paw","DEP"
"3291","Pccb","paw","DEP"
"3292","Cct5","paw","DEP"
"3293","Katnal2","paw","DEP"
"3294","Ckb","paw","DEP"
"3295","Csde1","paw","DEP"
"3296","Ndrg3","paw","DEP"
"3297","Mks1","paw","DEP"
"3298","Rcc2","paw","DEP"
"3299","Larp1","paw","DEP"
"3300","Flg","paw","DEP"
"3301","Clic1","paw","DEP"
"3302","Map7d1","paw","DEP"
"3303","Rps12","paw","DEP"
"3304","C3","paw","DEP"
"3305","Jund","paw","DEP"
"3306","Rab23","paw","DEP"
"3307","Actr2","paw","DEP"
"3308","Lum","paw","DEP"
