"","Gene","Tissue","Type"
"6866","Osbpl3","LSC","75% Filter"
"6867","Osbpl8","LSC","75% Filter"
"6868","Osbpl9","LSC","75% Filter"
"6869","Osmr","LSC","75% Filter"
"6870","Ostc","LSC","75% Filter"
"6871","Ostf1","LSC","75% Filter"
"6872","Otud4","LSC","75% Filter"
"6873","Otud6b","LSC","75% Filter"
"6874","Otud7a","LSC","75% Filter"
"6875","Oxsm","LSC","75% Filter"
"6876","Oxsr1","LSC","75% Filter"
"6877","P33monox","LSC","75% Filter"
"6878","Pacsin2","LSC","75% Filter"
"6879","Pafah1b2","LSC","75% Filter"
"6880","Pag1","LSC","75% Filter"
"6881","Pak3","LSC","75% Filter"
"6882","Pak4","LSC","75% Filter"
"6883","Pald1","LSC","75% Filter"
"6884","Palld","LSC","75% Filter"
"6885","Palm3","LSC","75% Filter"
"6886","Palmd","LSC","75% Filter"
"6887","Pals1","LSC","75% Filter"
"6888","Pam16","LSC","75% Filter"
"6889","Pank4","LSC","75% Filter"
"6890","Pard3","LSC","75% Filter"
"6891","Parg","LSC","75% Filter"
"6892","Parp12","LSC","75% Filter"
"6893","Parva","LSC","75% Filter"
"6894","Parvb","LSC","75% Filter"
"6895","Patl1","LSC","75% Filter"
"6896","Pawr","LSC","75% Filter"
"6897","Pcbp3","LSC","75% Filter"
"6898","Pcdha4","LSC","75% Filter"
"6899","Pcp4","LSC","75% Filter"
"6900","Pctp","LSC","75% Filter"
"6901","Pcyt1b","LSC","75% Filter"
"6902","Pdcd5","LSC","75% Filter"
"6903","Pdcl","LSC","75% Filter"
"6904","Pdcl3","LSC","75% Filter"
"6905","Pde10a","LSC","75% Filter"
"6906","Pde11a","LSC","75% Filter"
"6907","Pde1a","LSC","75% Filter"
"6908","Pde1c","LSC","75% Filter"
"6909","Pde4d","LSC","75% Filter"
"6910","Pdgfrb","LSC","75% Filter"
"6911","Pdk2","LSC","75% Filter"
"6912","Pdk3","LSC","75% Filter"
"6913","Pdlim1","LSC","75% Filter"
"6914","Pdp1","LSC","75% Filter"
"6915","Pdxk","LSC","75% Filter"
"6916","Pdzd4","LSC","75% Filter"
"6917","Peak1","LSC","75% Filter"
"6918","Pepd","LSC","75% Filter"
"6919","Pex1","LSC","75% Filter"
"6920","Pex14","LSC","75% Filter"
"6921","Pex19","LSC","75% Filter"
"6922","Pex5","LSC","75% Filter"
"6923","Pfdn1","LSC","75% Filter"
"6924","Pfdn2","LSC","75% Filter"
"6925","Pfdn5","LSC","75% Filter"
"6926","Pfkfb2","LSC","75% Filter"
"6927","Pfkl","LSC","75% Filter"
"6928","Pgls","LSC","75% Filter"
"6929","Pgm5","LSC","75% Filter"
"6930","Pgrmc2","LSC","75% Filter"
"6931","Phactr1","LSC","75% Filter"
"6932","Phactr3","LSC","75% Filter"
"6933","Phactr4","LSC","75% Filter"
"6934","Phka1","LSC","75% Filter"
"6935","Phldb1","LSC","75% Filter"
"6936","Pi4k2a","LSC","75% Filter"
"6937","Pi4kb","LSC","75% Filter"
"6938","Pick1","LSC","75% Filter"
"6939","Pigu","LSC","75% Filter"
"6940","Pik3c2a","LSC","75% Filter"
"6941","Pik3c3","LSC","75% Filter"
"6942","Pik3ca","LSC","75% Filter"
"6943","Pik3cd","LSC","75% Filter"
"6944","Pik3r4","LSC","75% Filter"
"6945","Pikfyve","LSC","75% Filter"
"6946","Pin1","LSC","75% Filter"
"6947","Pip4k2b","LSC","75% Filter"
"6948","Pip4k2c","LSC","75% Filter"
"6949","Pip4p1","LSC","75% Filter"
"6950","Pip5k1c","LSC","75% Filter"
"6951","Pir","LSC","75% Filter"
"6952","Pitpna","LSC","75% Filter"
"6953","Pitpnc1","LSC","75% Filter"
"6954","Pitpnm2","LSC","75% Filter"
"6955","Pja2","LSC","75% Filter"
"6956","Pkhd1l1","LSC","75% Filter"
"6957","Pkn1","LSC","75% Filter"
"6958","Pla2g6","LSC","75% Filter"
"6959","Plcb3","LSC","75% Filter"
"6960","Plcl1","LSC","75% Filter"
"6961","Plcl2","LSC","75% Filter"
"6962","Plcxd3","LSC","75% Filter"
"6963","Plekha1","LSC","75% Filter"
"6964","Plekha2","LSC","75% Filter"
"6965","Plekhd1","LSC","75% Filter"
"6966","Plekhm2","LSC","75% Filter"
"6967","Plekho2","LSC","75% Filter"
"6968","Plpbp","LSC","75% Filter"
"6969","Plppr4","LSC","75% Filter"
"6970","Pls1","LSC","75% Filter"
"6971","Plscr3","LSC","75% Filter"
"6972","Plxna4","LSC","75% Filter"
"6973","Pmpca","LSC","75% Filter"
"6974","Pmpcb","LSC","75% Filter"
"6975","Pnpla6","LSC","75% Filter"
"6976","Pnpla8","LSC","75% Filter"
"6977","Pnpt1","LSC","75% Filter"
"6978","Polr2h","LSC","75% Filter"
"6979","Polr2m","LSC","75% Filter"
"6980","Ppa1","LSC","75% Filter"
"6981","Ppef1","LSC","75% Filter"
"6982","Ppfia2","LSC","75% Filter"
"6983","Ppfia3","LSC","75% Filter"
"6984","Ppil3","LSC","75% Filter"
"6985","Ppip5k2","LSC","75% Filter"
"6986","Ppm1a","LSC","75% Filter"
"6987","Ppm1b","LSC","75% Filter"
"6988","Ppm1e","LSC","75% Filter"
"6989","Ppm1h","LSC","75% Filter"
"6990","Ppm1j","LSC","75% Filter"
"6991","Ppp1cb","LSC","75% Filter"
"6992","Ppp1r11","LSC","75% Filter"
"6993","Ppp1r12a","LSC","75% Filter"
"6994","Ppp1r12b","LSC","75% Filter"
"6995","Ppp1r12c","LSC","75% Filter"
"6996","Ppp1r13b","LSC","75% Filter"
"6997","Ppp1r13l","LSC","75% Filter"
"6998","Ppp1r18","LSC","75% Filter"
"6999","Ppp1r1a","LSC","75% Filter"
"7000","Ppp1r1c","LSC","75% Filter"
"7001","Ppp1r21","LSC","75% Filter"
"7002","Ppp1r3f","LSC","75% Filter"
"7003","Ppp1r7","LSC","75% Filter"
"7004","Ppp2ca","LSC","75% Filter"
"7005","Ppp2r2a","LSC","75% Filter"
"7006","Ppp2r2c","LSC","75% Filter"
"7007","Ppp2r5a","LSC","75% Filter"
"7008","Ppp2r5b","LSC","75% Filter"
"7009","Ppp2r5c","LSC","75% Filter"
"7010","Ppp3cc","LSC","75% Filter"
"7011","Ppp3r1","LSC","75% Filter"
"7012","Ppp4r4","LSC","75% Filter"
"7013","Ppp6c","LSC","75% Filter"
"7014","Ppp6r1","LSC","75% Filter"
"7015","Ppp6r3","LSC","75% Filter"
"7016","Pptc7","LSC","75% Filter"
"7017","Prdx3","LSC","75% Filter"
"7018","Prep","LSC","75% Filter"
"7019","Prepl","LSC","75% Filter"
"7020","Prickle2","LSC","75% Filter"
"7021","Prkaa1","LSC","75% Filter"
"7022","Prkaa2","LSC","75% Filter"
"7023","Prkab1","LSC","75% Filter"
"7024","Prkab2","LSC","75% Filter"
"7025","Prkacb","LSC","75% Filter"
"7026","Prkag2","LSC","75% Filter"
"7027","Prkar1a","LSC","75% Filter"
"7028","Prkcd","LSC","75% Filter"
"7029","Prkce","LSC","75% Filter"
"7030","Prkcq","LSC","75% Filter"
"7031","Prkg1","LSC","75% Filter"
"7032","Prl7b1","LSC","75% Filter"
"7033","Prmt5","LSC","75% Filter"
"7034","Prmt8","LSC","75% Filter"
"7035","Prmt9","LSC","75% Filter"
"7036","Prpsap1","LSC","75% Filter"
"7037","Prpsap2","LSC","75% Filter"
"7038","Prr14","LSC","75% Filter"
"7039","Prrc1","LSC","75% Filter"
"7040","Prxl2b","LSC","75% Filter"
"7041","Psd3","LSC","75% Filter"
"7042","Psma6","LSC","75% Filter"
"7043","Psmb3","LSC","75% Filter"
"7044","Psmb4","LSC","75% Filter"
"7045","Psmb5","LSC","75% Filter"
"7046","Psmc4","LSC","75% Filter"
"7047","Psmc5","LSC","75% Filter"
"7048","Psmd1","LSC","75% Filter"
"7049","Psmd11","LSC","75% Filter"
"7050","Psmd12","LSC","75% Filter"
"7051","Psmd13","LSC","75% Filter"
"7052","Psmd4","LSC","75% Filter"
"7053","Psmd5","LSC","75% Filter"
"7054","Psmd6","LSC","75% Filter"
"7055","Psmd9","LSC","75% Filter"
"7056","Psme1","LSC","75% Filter"
"7057","Psme3ip1","LSC","75% Filter"
"7058","Pten","LSC","75% Filter"
"7059","Ptgir","LSC","75% Filter"
"7060","Ptk2b","LSC","75% Filter"
"7061","Ptpdc1","LSC","75% Filter"
"7062","Ptpn11","LSC","75% Filter"
"7063","Ptpn12","LSC","75% Filter"
"7064","Ptpn23","LSC","75% Filter"
"7065","Ptpn9","LSC","75% Filter"
"7066","Ptpre","LSC","75% Filter"
"7067","Ptprz1","LSC","75% Filter"
"7068","Puf60","LSC","75% Filter"
"7069","Purb","LSC","75% Filter"
"7070","Pycr2","LSC","75% Filter"
"7071","Pygl","LSC","75% Filter"
"7072","Qars1","LSC","75% Filter"
"7073","R3hcc1","LSC","75% Filter"
"7074","R3hcc1l","LSC","75% Filter"
"7075","R3hdm2","LSC","75% Filter"
"7076","RTRAF","LSC","75% Filter"
"7077","Rab22a","LSC","75% Filter"
"7078","Rab27a","LSC","75% Filter"
"7079","Rab27b","LSC","75% Filter"
"7080","Rab28","LSC","75% Filter"
"7081","Rab39b","LSC","75% Filter"
"7082","Rab3gap1","LSC","75% Filter"
"7083","Rab3il1","LSC","75% Filter"
"7084","Rab3ip","LSC","75% Filter"
"7085","Rab6a","LSC","75% Filter"
"7086","Rab6b","LSC","75% Filter"
"7087","Rab8a","LSC","75% Filter"
"7088","Rab9b","LSC","75% Filter"
"7089","Rabep1","LSC","75% Filter"
"7090","Rabgap1","LSC","75% Filter"
"7091","Rabgef1","LSC","75% Filter"
"7092","Rae1","LSC","75% Filter"
"7093","Raf1","LSC","75% Filter"
"7094","Ralbp1","LSC","75% Filter"
"7095","Ralgapa1","LSC","75% Filter"
"7096","Ralgapa2","LSC","75% Filter"
"7097","Ralgapb","LSC","75% Filter"
"7098","Ralgps2","LSC","75% Filter"
"7099","Ranbp1","LSC","75% Filter"
"7100","Ranbp9","LSC","75% Filter"
"7101","Rangap1","LSC","75% Filter"
"7102","Rap2a","LSC","75% Filter"
"7103","Rapgef2","LSC","75% Filter"
"7104","Rapgef4","LSC","75% Filter"
"7105","Rars1","LSC","75% Filter"
"7106","Rassf5","LSC","75% Filter"
"7107","Rbks","LSC","75% Filter"
"7108","Rbmx","LSC","75% Filter"
"7109","Rbx1","LSC","75% Filter"
"7110","Rc3h1","LSC","75% Filter"
"7111","Rcan1","LSC","75% Filter"
"7112","Rcan2","LSC","75% Filter"
"7113","Rcbtb1","LSC","75% Filter"
"7114","Rcsd1","LSC","75% Filter"
"7115","Rdh14","LSC","75% Filter"
"7116","Rdx","LSC","75% Filter"
"7117","Reep1","LSC","75% Filter"
"7118","Reep2","LSC","75% Filter"
"7119","Rel","LSC","75% Filter"
"7120","Rela","LSC","75% Filter"
"7121","Rell1","LSC","75% Filter"
"7122","Rem2","LSC","75% Filter"
"7123","Reps2","LSC","75% Filter"
"7124","Retreg1","LSC","75% Filter"
"7125","Retreg2","LSC","75% Filter"
"7126","Rexo2","LSC","75% Filter"
"7127","Rfk","LSC","75% Filter"
"7128","Rgs10","LSC","75% Filter"
"7129","Rgs12","LSC","75% Filter"
"7130","Rgs14","LSC","75% Filter"
"7131","Rgs17","LSC","75% Filter"
"7132","Rgs6","LSC","75% Filter"
"7133","Rgs7","LSC","75% Filter"
"7134","Rgs7bp","LSC","75% Filter"
"7135","Rhoa","LSC","75% Filter"
"7136","Rhob","LSC","75% Filter"
"7137","Rhot2","LSC","75% Filter"
"7138","Ric8a","LSC","75% Filter"
"7139","Ric8b","LSC","75% Filter"
"7140","Rictor","LSC","75% Filter"
"7141","Rida","LSC","75% Filter"
"7142","Rimbp2","LSC","75% Filter"
"7143","Rims2","LSC","75% Filter"
"7144","Rims3","LSC","75% Filter"
"7145","Riok3","LSC","75% Filter"
"7146","Ripor1","LSC","75% Filter"
"7147","Rmc1","LSC","75% Filter"
"7148","Rmdn2","LSC","75% Filter"
"7149","Rmdn3","LSC","75% Filter"
"7150","Rnf123","LSC","75% Filter"
"7151","Rnf14","LSC","75% Filter"
"7152","Rnf25","LSC","75% Filter"
"7153","Rnf7","LSC","75% Filter"
"7154","Rnh1","LSC","75% Filter"
"7155","Robo2","LSC","75% Filter"
"7156","Rogdi","LSC","75% Filter"
"7157","Ror2","LSC","75% Filter"
"7158","Rpap1","LSC","75% Filter"
"7159","Rps12","LSC","75% Filter"
"7160","Rps6ka3","LSC","75% Filter"
"7161","Rps6kb1","LSC","75% Filter"
"7162","Rps6kb2","LSC","75% Filter"
"7163","Rps6kc1","LSC","75% Filter"
"7164","Rps7","LSC","75% Filter"
"7165","Rptor","LSC","75% Filter"
"7166","Rragc","LSC","75% Filter"
"7167","Rragd","LSC","75% Filter"
"7168","Rrm2b","LSC","75% Filter"
"7169","Rsu1","LSC","75% Filter"
"7170","Rtcb","LSC","75% Filter"
"7171","Rufy1","LSC","75% Filter"
"7172","Rufy2","LSC","75% Filter"
"7173","Rundc3b","LSC","75% Filter"
"7174","Rwdd3","LSC","75% Filter"
"7175","Rwdd4","LSC","75% Filter"
"7176","S100a10","LSC","75% Filter"
"7177","S100a13","LSC","75% Filter"
"7178","Sacs","LSC","75% Filter"
"7179","Samd14","LSC","75% Filter"
"7180","Samd4b","LSC","75% Filter"
"7181","Samhd1","LSC","75% Filter"
"7182","Samm50","LSC","75% Filter"
"7183","Sar1a","LSC","75% Filter"
"7184","Sarg","LSC","75% Filter"
"7185","Sbf1","LSC","75% Filter"
"7186","Scamp3","LSC","75% Filter"
"7187","Scamp4","LSC","75% Filter"
"7188","Scfd2","LSC","75% Filter"
"7189","Scn4b","LSC","75% Filter"
"7190","Scn9a","LSC","75% Filter"
"7191","Scoc","LSC","75% Filter"
"7192","Sdcbp","LSC","75% Filter"
"7193","Sec16a","LSC","75% Filter"
"7194","Sec23ip","LSC","75% Filter"
"7195","Sec24a","LSC","75% Filter"
"7196","Sec62","LSC","75% Filter"
"7197","Sema4c","LSC","75% Filter"
"7198","Sema4d","LSC","75% Filter"
"7199","Sema4f","LSC","75% Filter"
"7200","Septin11","LSC","75% Filter"
"7201","Sestd1","LSC","75% Filter"
"7202","Setd7","LSC","75% Filter"
"7203","Sft2d2","LSC","75% Filter"
"7204","Sgpl1","LSC","75% Filter"
"7205","Sgsm1","LSC","75% Filter"
"7206","Sh2b1","LSC","75% Filter"
"7207","Sh3bgrl3","LSC","75% Filter"
"7208","Sh3bp4","LSC","75% Filter"
"7209","Sh3bp5l","LSC","75% Filter"
"7210","Sh3glb1","LSC","75% Filter"
"7211","Sh3kbp1","LSC","75% Filter"
"7212","Sh3pxd2a","LSC","75% Filter"
"7213","Shank1","LSC","75% Filter"
"7214","Shc1","LSC","75% Filter"
"7215","Shc2","LSC","75% Filter"
"7216","Shd","LSC","75% Filter"
"7217","Shf","LSC","75% Filter"
"7218","Shisa4","LSC","75% Filter"
"7219","Shmt2","LSC","75% Filter"
"7220","Shoc2","LSC","75% Filter"
"7221","Shroom3","LSC","75% Filter"
"7222","Sipa1l3","LSC","75% Filter"
"7223","Sirt3","LSC","75% Filter"
"7224","Six4","LSC","75% Filter"
"7225","Skp1","LSC","75% Filter"
"7226","Slain2","LSC","75% Filter"
"7227","Slc17a7","LSC","75% Filter"
"7228","Slc22a21","LSC","75% Filter"
"7229","Slc25a15","LSC","75% Filter"
"7230","Slc25a40","LSC","75% Filter"
"7231","Slc30a9","LSC","75% Filter"
"7232","Slc38a1","LSC","75% Filter"
"7233","Slc39a10","LSC","75% Filter"
"7234","Slc43a2","LSC","75% Filter"
"7235","Slc4a8","LSC","75% Filter"
"7236","Slc6a4","LSC","75% Filter"
"7237","Slc6a7","LSC","75% Filter"
"7238","Slc6a8","LSC","75% Filter"
"7239","Slc9a3r2","LSC","75% Filter"
"7240","Slitrk3","LSC","75% Filter"
"7241","Slitrk5","LSC","75% Filter"
"7242","Slk","LSC","75% Filter"
"7243","Slmap","LSC","75% Filter"
"7244","Smad2","LSC","75% Filter"
"7245","Smg7","LSC","75% Filter"
"7246","Smg9","LSC","75% Filter"
"7247","Smpx","LSC","75% Filter"
"7248","Smurf1","LSC","75% Filter"
"7249","Snapin","LSC","75% Filter"
"7250","Snf8","LSC","75% Filter"
"7251","Snph","LSC","75% Filter"
"7252","Snrk","LSC","75% Filter"
"7253","Sntb1","LSC","75% Filter"
"7254","Snupn","LSC","75% Filter"
"7255","Snx11","LSC","75% Filter"
"7256","Snx13","LSC","75% Filter"
"7257","Snx14","LSC","75% Filter"
"7258","Snx16","LSC","75% Filter"
"7259","Snx17","LSC","75% Filter"
"7260","Snx19","LSC","75% Filter"
"7261","Snx2","LSC","75% Filter"
"7262","Snx4","LSC","75% Filter"
"7263","Snx5","LSC","75% Filter"
"7264","Snx6","LSC","75% Filter"
"7265","Snx7","LSC","75% Filter"
"7266","Soga1","LSC","75% Filter"
"7267","Sord","LSC","75% Filter"
"7268","Sos1","LSC","75% Filter"
"7269","Sos2","LSC","75% Filter"
"7270","Sowahc","LSC","75% Filter"
"7271","Spag1","LSC","75% Filter"
"7272","Spag7","LSC","75% Filter"
"7273","Spast","LSC","75% Filter"
"7274","Spats2","LSC","75% Filter"
"7275","Spcs1","LSC","75% Filter"
"7276","Spcs2","LSC","75% Filter"
"7277","Specc1l","LSC","75% Filter"
"7278","Spire1","LSC","75% Filter"
"7279","Spred1","LSC","75% Filter"
"7280","Spred2","LSC","75% Filter"
"7281","Spryd4","LSC","75% Filter"
"7282","Sptb","LSC","75% Filter"
"7283","Sqstm1","LSC","75% Filter"
"7284","Sra1","LSC","75% Filter"
"7285","Src","LSC","75% Filter"
"7286","Srgap1","LSC","75% Filter"
"7287","Srgap2","LSC","75% Filter"
"7288","Sri","LSC","75% Filter"
"7289","Srm","LSC","75% Filter"
"7290","Srp54","LSC","75% Filter"
"7291","Srp68","LSC","75% Filter"
"7292","Srpk2","LSC","75% Filter"
"7293","Ssh2","LSC","75% Filter"
"7294","Stac","LSC","75% Filter"
"7295","Stac2","LSC","75% Filter"
"7296","Stam2","LSC","75% Filter"
"7297","Stambp","LSC","75% Filter"
"7298","Stard10","LSC","75% Filter"
"7299","Stard13","LSC","75% Filter"
"7300","Stard3nl","LSC","75% Filter"
"7301","Stat1","LSC","75% Filter"
"7302","Stat2","LSC","75% Filter"
"7303","Stat3","LSC","75% Filter"
"7304","Stat6","LSC","75% Filter"
"7305","Stbd1","LSC","75% Filter"
"7306","Stk10","LSC","75% Filter"
"7307","Stk11","LSC","75% Filter"
"7308","Stk24","LSC","75% Filter"
"7309","Stk25","LSC","75% Filter"
"7310","Stk38l","LSC","75% Filter"
"7311","Stk39","LSC","75% Filter"
"7312","Stmn2","LSC","75% Filter"
"7313","Stmn3","LSC","75% Filter"
"7314","Stom","LSC","75% Filter"
"7315","Stoml3","LSC","75% Filter"
"7316","Ston2","LSC","75% Filter"
"7317","Stox2","LSC","75% Filter"
"7318","Strap","LSC","75% Filter"
"7319","Strip1","LSC","75% Filter"
"7320","Strn4","LSC","75% Filter"
"7321","Stt3a","LSC","75% Filter"
"7322","Stub1","LSC","75% Filter"
"7323","Stx12","LSC","75% Filter"
"7324","Stx17","LSC","75% Filter"
"7325","Stx18","LSC","75% Filter"
"7326","Stx1a","LSC","75% Filter"
"7327","Stx2","LSC","75% Filter"
"7328","Stxbp6","LSC","75% Filter"
"7329","Sult4a1","LSC","75% Filter"
"7330","Sv2b","LSC","75% Filter"
"7331","Sync","LSC","75% Filter"
"7332","Syne1","LSC","75% Filter"
"7333","Syne3","LSC","75% Filter"
"7334","Syt12","LSC","75% Filter"
"7335","Syt3","LSC","75% Filter"
"7336","Syt5","LSC","75% Filter"
"7337","Sytl2","LSC","75% Filter"
"7338","Sytl3","LSC","75% Filter"
"7339","Tab1","LSC","75% Filter"
"7340","Tab3","LSC","75% Filter"
"7341","Tacc1","LSC","75% Filter"
"7342","Tacc2","LSC","75% Filter"
"7343","Taco1","LSC","75% Filter"
"7344","Tanc1","LSC","75% Filter"
"7345","Tanc2","LSC","75% Filter"
"7346","Tango6","LSC","75% Filter"
"7347","Tank","LSC","75% Filter"
"7348","Tbc1d10a","LSC","75% Filter"
"7349","Tbc1d13","LSC","75% Filter"
"7350","Tbc1d15","LSC","75% Filter"
"7351","Tbc1d17","LSC","75% Filter"
"7352","Tbc1d22a","LSC","75% Filter"
"7353","Tbc1d4","LSC","75% Filter"
"7354","Tbc1d5","LSC","75% Filter"
"7355","Tbc1d8b","LSC","75% Filter"
"7356","Tbc1d9b","LSC","75% Filter"
"7357","Tbcc","LSC","75% Filter"
"7358","Tbcd","LSC","75% Filter"
"7359","Tbce","LSC","75% Filter"
"7360","Tbcel","LSC","75% Filter"
"7361","Tbrg4","LSC","75% Filter"
"7362","Tcp11l1","LSC","75% Filter"
"7363","Tdp2","LSC","75% Filter"
"7364","Tdrd3","LSC","75% Filter"
"7365","Tdrd7","LSC","75% Filter"
"7366","Tdrkh","LSC","75% Filter"
"7367","Tecpr1","LSC","75% Filter"
"7368","Ten1","LSC","75% Filter"
"7369","Tes","LSC","75% Filter"
"7370","Tex2","LSC","75% Filter"
"7371","Tex264","LSC","75% Filter"
"7372","Tfcp2","LSC","75% Filter"
"7373","Tfe3","LSC","75% Filter"
"7374","Tfeb","LSC","75% Filter"
"7375","Tgfbr2","LSC","75% Filter"
"7376","Tgs1","LSC","75% Filter"
"7377","Them4","LSC","75% Filter"
"7378","Them6","LSC","75% Filter"
"7379","Thop1","LSC","75% Filter"
"7380","Thsd7a","LSC","75% Filter"
"7381","Timm50","LSC","75% Filter"
"7382","Timmdc1","LSC","75% Filter"
"7383","Tm9sf2","LSC","75% Filter"
"7384","Tmcc1","LSC","75% Filter"
"7385","Tmcc2","LSC","75% Filter"
"7386","Tmcc3","LSC","75% Filter"
"7387","Tmed8","LSC","75% Filter"
"7388","Tmem205","LSC","75% Filter"
"7389","Tmem33","LSC","75% Filter"
"7390","Tmem63a","LSC","75% Filter"
"7391","Tmem79","LSC","75% Filter"
"7392","Tmsb4x","LSC","75% Filter"
"7393","Tmx1","LSC","75% Filter"
"7394","Tmx3","LSC","75% Filter"
"7395","Tnfrsf21","LSC","75% Filter"
"7396","Tnik","LSC","75% Filter"
"7397","Tnk2","LSC","75% Filter"
"7398","Tnpo2","LSC","75% Filter"
"7399","Tnrc6b","LSC","75% Filter"
"7400","Tns3","LSC","75% Filter"
"7401","Togaram1","LSC","75% Filter"
"7402","Tom1","LSC","75% Filter"
"7403","Tom1l1","LSC","75% Filter"
"7404","Tomm22","LSC","75% Filter"
"7405","Tomm34","LSC","75% Filter"
"7406","Tomm70","LSC","75% Filter"
"7407","Top3b","LSC","75% Filter"
"7408","Tp53bp2","LSC","75% Filter"
"7409","Tpgs2","LSC","75% Filter"
"7410","Tprg1l","LSC","75% Filter"
"7411","Tradd","LSC","75% Filter"
"7412","Trafd1","LSC","75% Filter"
"7413","Trak1","LSC","75% Filter"
"7414","Trappc10","LSC","75% Filter"
"7415","Trappc14","LSC","75% Filter"
"7416","Trappc6b","LSC","75% Filter"
"7417","Trarg1","LSC","75% Filter"
"7418","Trim25","LSC","75% Filter"
"7419","Trim36","LSC","75% Filter"
"7420","Trim56","LSC","75% Filter"
"7421","Trim67","LSC","75% Filter"
"7422","Trio","LSC","75% Filter"
"7423","Trip10","LSC","75% Filter"
"7424","Trip4","LSC","75% Filter"
"7425","Triqk","LSC","75% Filter"
"7426","Trpv2","LSC","75% Filter"
"7427","Tsc1","LSC","75% Filter"
"7428","Tsc2","LSC","75% Filter"
"7429","Tsc22d1","LSC","75% Filter"
"7430","Tsc22d3","LSC","75% Filter"
"7431","Tsg101","LSC","75% Filter"
"7432","Tsn","LSC","75% Filter"
"7433","Tsnax","LSC","75% Filter"
"7434","Ttbk1","LSC","75% Filter"
"7435","Ttbk2","LSC","75% Filter"
"7436","Ttc39b","LSC","75% Filter"
"7437","Ttc9","LSC","75% Filter"
"7438","Ttc9c","LSC","75% Filter"
"7439","Ttf2","LSC","75% Filter"
"7440","Ttl","LSC","75% Filter"
"7441","Ttll1","LSC","75% Filter"
"7442","Ttll12","LSC","75% Filter"
"7443","Tubgcp3","LSC","75% Filter"
"7444","Tulp3","LSC","75% Filter"
"7445","Tusc2","LSC","75% Filter"
"7446","Txlna","LSC","75% Filter"
"7447","Txndc9","LSC","75% Filter"
"7448","Txnrd3","LSC","75% Filter"
"7449","U2surp","LSC","75% Filter"
"7450","Uba5","LSC","75% Filter"
"7451","Uba6","LSC","75% Filter"
"7452","Ubac1","LSC","75% Filter"
"7453","Ubap1","LSC","75% Filter"
"7454","Ubap2","LSC","75% Filter"
"7455","Ubash3b","LSC","75% Filter"
"7456","Ube2d2","LSC","75% Filter"
"7457","Ube2j1","LSC","75% Filter"
"7458","Ube2k","LSC","75% Filter"
"7459","Ube2m","LSC","75% Filter"
"7460","Ube2q1","LSC","75% Filter"
"7461","Ube2v1","LSC","75% Filter"
"7462","Ube2v2","LSC","75% Filter"
"7463","Ube3a","LSC","75% Filter"
"7464","Ube3c","LSC","75% Filter"
"7465","Ubfd1","LSC","75% Filter"
"7466","Ubl4a","LSC","75% Filter"
"7467","Ublcp1","LSC","75% Filter"
"7468","Ubr1","LSC","75% Filter"
"7469","Ubr3","LSC","75% Filter"
"7470","Ubxn1","LSC","75% Filter"
"7471","Ubxn4","LSC","75% Filter"
"7472","Ubxn6","LSC","75% Filter"
"7473","Uchl5","LSC","75% Filter"
"7474","Ufc1","LSC","75% Filter"
"7475","Ufd1","LSC","75% Filter"
"7476","Ufm1","LSC","75% Filter"
"7477","Uhrf1bp1l","LSC","75% Filter"
"7478","Ulk3","LSC","75% Filter"
"7479","Umps","LSC","75% Filter"
"7480","Unc13a","LSC","75% Filter"
"7481","Unc13c","LSC","75% Filter"
"7482","Unc45a","LSC","75% Filter"
"7483","Uprt","LSC","75% Filter"
"7484","Uqcc1","LSC","75% Filter"
"7485","Uri1","LSC","75% Filter"
"7486","Use1","LSC","75% Filter"
"7487","Ush2A","LSC","75% Filter"
"7488","Usp10","LSC","75% Filter"
"7489","Usp13","LSC","75% Filter"
"7490","Usp15","LSC","75% Filter"
"7491","Usp19","LSC","75% Filter"
"7492","Usp20","LSC","75% Filter"
"7493","Usp24","LSC","75% Filter"
"7494","Usp25","LSC","75% Filter"
"7495","Usp4","LSC","75% Filter"
"7496","Usp46","LSC","75% Filter"
"7497","Usp47","LSC","75% Filter"
"7498","Usp7","LSC","75% Filter"
"7499","Usp8","LSC","75% Filter"
"7500","Vac14","LSC","75% Filter"
"7501","Vamp7","LSC","75% Filter"
"7502","Vash1","LSC","75% Filter"
"7503","Vasp","LSC","75% Filter"
"7504","Vav3","LSC","75% Filter"
"7505","Vbp1","LSC","75% Filter"
"7506","Vcan","LSC","75% Filter"
"7507","Vezt","LSC","75% Filter"
"7508","Vkorc1","LSC","75% Filter"
"7509","Vkorc1l1","LSC","75% Filter"
"7510","Vmp1","LSC","75% Filter"
"7511","Vps11","LSC","75% Filter"
"7512","Vps13a","LSC","75% Filter"
"7513","Vps18","LSC","75% Filter"
"7514","Vps25","LSC","75% Filter"
"7515","Vps26b","LSC","75% Filter"
"7516","Vps26c","LSC","75% Filter"
"7517","Vps28","LSC","75% Filter"
"7518","Vps33a","LSC","75% Filter"
"7519","Vps33b","LSC","75% Filter"
"7520","Vps36","LSC","75% Filter"
"7521","Vps37c","LSC","75% Filter"
"7522","Vps39","LSC","75% Filter"
"7523","Vps45","LSC","75% Filter"
"7524","Vps4a","LSC","75% Filter"
"7525","Vps4b","LSC","75% Filter"
"7526","Vps50","LSC","75% Filter"
"7527","Vps51","LSC","75% Filter"
"7528","Vps53","LSC","75% Filter"
