"","Row.names","logFC.turbo","AveExpr.turbo","t.turbo","P.Value.turbo","adj.P.Val.turbo","B.turbo","logFC.wcl","AveExpr.wcl","t.wcl","P.Value.wcl","adj.P.Val.wcl","B.wcl"
"56","Camk2d",-2.54859181593137,17.2247320085752,-34.4980770694127,2.25317459349594e-11,5.29270712012197e-08,16.5853351939459,0.373147203588282,18.4170412828892,4.87361600256324,0.000205678038109152,0.00178528537078743,0.276927959917805
"57","Camk2g",0.394245542334627,16.2678637591158,3.78067986440519,0.00388299740713227,0.0117088073290805,-2.81652315436537,0.519357785469936,17.7856047503278,5.710811426856,4.21367000369209e-05,0.000530726760829875,1.89541261285091
"58","Camsap1",-0.519175957053053,15.1563167629281,-5.90546361935396,0.000177792719854613,0.00114107950529641,0.446196852477359,-0.257150133190059,13.9381574489661,-3.36704354810059,0.00426277714254312,0.0185208743039966,-2.77165592008985
"59","Casp9",-0.398626431410774,13.5260354203571,-3.1294699226944,0.0112550359896751,0.0265442565660107,-3.91568661094722,-0.508595262043075,13.5476354790314,-3.48715408502991,0.00333362596513041,0.0151974124880945,-2.52813128854652
"60","Ccdc124",0.600695881234174,15.1035032032116,4.74955550156667,0.000878945051356553,0.00371338475833911,-1.25439843273817,-0.189076953660873,15.5901294656393,-2.86455354884065,0.0118649440190723,0.0401948222483855,-3.77403871665924
"61","Ccdc9",0.595759381580148,13.0379158163705,2.79149199515315,0.0198241088202586,0.0422183423561083,-4.48989382344728,-0.566937450058012,14.3191680880022,-4.16920143179375,0.000831682504857704,0.00522899720562439,-1.13860071243634
"62","Cd44",-1.45953300027808,15.6217701088171,-12.5249517615779,2.95796152130505e-07,1.2633184751901e-05,7.27809483761027,-1.22718584179815,17.2697200485223,-11.1665546329197,1.21691443061958e-08,1.05028012506315e-06,10.2295277230289
"63","Cdc42bpa",-0.287761650496773,14.5392994018272,-3.01808895299554,0.0135537904673699,0.0305545621956353,-4.10516604487049,0.255945843422575,15.4440084395027,5.0361499737677,0.000150142308221437,0.00142185889144864,0.597413844162888
"64","Cdk11b",0.570911771863054,13.3937738422822,3.85438908798135,0.00424465792650397,0.0124596408808448,-2.7607482806064,-0.371606038524215,14.7411046691172,-5.0596165638729,0.000143510343221827,0.00137274692288385,0.643455418609172
"65","Cdr2l",-0.281910856020826,15.5009506415959,-2.97322179174152,0.014610701407828,0.0324390714621815,-4.18146655758273,0.396951568859116,14.8361681030733,5.03428286832747,0.00015068339361035,0.00142251310493602,0.593748017843396
"66","Cenpv",0.405262759116123,13.0943896443242,3.16177393938835,0.0106661746067655,0.0253727478272653,-3.86074050670325,0.510861959609583,16.1860079788031,6.2052423943795,1.726145572874e-05,0.000263254530642129,2.80976478283638
"67","Cep170",-0.319881751093828,17.9994017478251,-3.91357419454747,0.00314340124605807,0.00989792161794961,-2.59596241873021,-0.549026644811285,16.9273980715606,-7.83696383534377,1.14949410908342e-06,3.2856050927957e-05,5.58969882500372
"68","Cers1",-0.591495486090746,13.4838192998027,-2.84356765309068,0.0202180218566177,0.0429016561347742,-4.38364866773392,0.488537549968669,13.9375197204336,2.99280043755866,0.00914984975558185,0.0328572618882478,-3.52161284445085
"69","Cetn2",1.21921593310598,14.1815113303066,6.65668913441954,0.000116014314653526,0.000838277137875944,1.09425296534335,0.232008527880087,14.3147120453495,2.73237119980948,0.0154826169951229,0.0493365364245073,-4.03085360243814
"70","Cfap20",0.415519454648301,14.5805493530516,2.76804121739657,0.0228081318805227,0.0474967214426842,-4.50640289486549,0.253775266818492,14.0589287104861,2.90751584519604,0.0108775175875403,0.0375180499897222,-3.68980550380682
"71","Cfap410",0.792613234375448,13.9077814084476,6.44191746412527,9.01305757657471e-05,0.000696436587084671,1.17257884756563,0.452724504771377,14.3028161026094,6.48143005673731,1.06398601352085e-05,0.000179977144157926,3.30606676187593
"72","Chd4",0.550507199949797,14.6179764125477,6.28612601235293,0.000109364811574938,0.000810403603752456,0.965625370260693,-0.262208942941829,15.3719064457586,-4.28486303664456,0.000659047608241208,0.00436777188882371,-0.903853732067757
"73","Chp1",0.347030381905277,15.0291224914764,4.16316051993145,0.00212694861056262,0.00726192192763312,-2.18664256330182,0.244296307096505,16.1832786273705,2.88033454499204,0.0114924662543282,0.0391413817047634,-3.74313859133712
"74","Clcn6",0.666840883589357,13.3828848624382,3.19242530553057,0.0136914726210769,0.0308155465832152,-3.7909163332719,0.423886345922028,14.9712816209758,4.83330164647907,0.000222485089644023,0.00189499189220924,0.197020806266833
"75","Clgn",0.560707218578422,16.8715071650002,6.93597092093917,4.97919605961081e-05,0.000448544650472438,1.80795092685944,0.497806475886964,17.9073834532681,3.7716441435199,0.00186353153657126,0.00964136377401822,-1.94872510650717
"76","Cmas",0.491484170599758,18.9180286688129,3.63022107886375,0.00494540401570865,0.0139053065227272,-3.06813967404763,0.399537187769663,17.382738360545,6.21830250466655,1.68669883746416e-05,0.000259321410334823,2.83346949509428
"77","Cnot4",0.926628616627248,13.9558146264508,7.76175144545321,1.96763349300372e-05,0.000222210147839699,2.80276924049013,-0.495885321572734,13.4531627676035,-3.57015404054704,0.00281285653658806,0.0132941166119392,-2.35936872244881
"78","Cnst",0.53838805488323,16.060093383485,5.87588242080505,0.000184784108820774,0.00116835177445863,0.405002233941314,0.755271277114527,14.818022141102,6.13986330097551,1.93861132276017e-05,0.000287573300710225,2.69074845039436
"79","Cog3",0.407982396732146,14.8375047930196,3.37451058152445,0.00750341206077488,0.0190752326090478,-3.49950932653707,0.339976423869931,15.1583222953798,5.05679341539115,0.000144291922112391,0.00137603624523392,0.637919545245403
"80","Cog4",-0.606855335637146,16.1269573235987,-4.88751549088344,0.000719075982749393,0.00320886367446566,-1.04164481226863,0.284166766607676,16.5682570278899,5.20107806658165,0.000109456091208456,0.00110942299730894,0.919713817820693
"81","Cog5",-0.477898736910753,14.0883968946079,-4.20167756224347,0.00200402212406232,0.00698434416828247,-2.12409513133361,0.304631958733598,15.4981448774391,5.84474348801556,3.29788267242155e-05,0.000437127729442263,2.14631389017006
"82","Coro1b",-0.433507054448928,14.8167276662113,-5.61825983593852,0.000259859479915748,0.00153755646932517,0.0411054684511409,-0.255346413356975,16.6680748842237,-3.19413546835247,0.00607092149505523,0.024165958466952,-3.12017301023023
"83","Coro1c",-0.318984829448151,16.7326023471353,-4.13056246052753,0.00223721318653496,0.00754015699986798,-2.23971250783076,-0.515932059528282,16.1963619302341,-5.39397857702132,7.59629090249843e-05,0.000830127041791016,1.2927035519971
"84","Cpeb4",-0.788198955412199,15.3880314655007,-9.39295339328753,3.84563107815519e-06,7.00730364403575e-05,4.55047876420716,-0.280997317840347,14.0014155823974,-2.73503480288693,0.0154001177117098,0.0492340243207067,-4.0257162441466
"85","Cpne3",0.893314623952227,15.8173401561151,9.38392184769937,3.87803096519645e-06,7.00730364403575e-05,4.54151073309055,0.532456805287097,18.1760625787598,3.77691735186698,0.00184359263934527,0.00956426645889843,-1.93796846300264
"86","Cpne6",-0.413418479739597,15.9667433245904,-3.61133995399598,0.00509875817429109,0.0142244453104629,-3.09984346598719,0.325590427120289,18.0719104800278,5.80759297971691,3.5289822003159e-05,0.000461413739904174,2.07695423108219
"87","Cpt1c",-0.477427314748798,14.821644025785,-4.38806160935468,0.00150680573587235,0.00561823281518121,-1.82394165382574,0.510958072372206,15.2325087304546,6.15783252780099,1.87762690514935e-05,0.000281829572027852,2.72351779903741
"88","Ctif",0.53420745813283,15.10543643672,5.51468919367715,0.000298806888063495,0.00170363441762415,-0.107800927609471,0.37569614778938,14.6152365459334,4.9598603685389,0.000173975664763177,0.00158055642808174,0.447326617938226
"89","Ctnna2",-0.43231295983983,14.5379519947707,-4.00773996028802,0.0027100209935339,0.00883325414595976,-2.44074092262587,-0.572434473236946,15.2699325610408,-6.68224952448161,7.53357186465264e-06,0.000139215275698386,3.66032135062943
"90","Ctnnd1",-0.652705149050052,15.2697489431467,-6.92431532432504,5.04767433542481e-05,0.00045083600813357,1.79331955911168,-0.33571453110649,16.9578890307432,-4.96490838376984,0.000172284103732842,0.00156706319503106,0.457276691869708
"91","Cttn",-0.770139836192797,17.8735685386278,-7.53557299024043,2.5184706754337e-05,0.000270131854638985,2.5382770314001,-0.893401868017932,17.4347423464974,-11.4286810005043,8.9074149398653e-09,8.16870606411663e-07,10.5449379147161
"92","Dazap1",0.713807341336725,13.970037053272,3.99006292364735,0.00278630434165052,0.00901519132029901,-2.46980893856387,0.275609529109861,17.0361934712261,2.80218309744981,0.0134557204218599,0.044471800088784,-3.89567948122785
"93","Dclk2",0.783254924726631,14.1683075999193,6.32747885976168,0.000167674647527847,0.0010940770751192,0.696944423015504,0.19817046164259,16.1719242904043,3.14711672793508,0.00668255934897201,0.0258817125218982,-3.21440416787089
"94","Ddx1",0.260332497113403,15.2135382442706,2.89754646219334,0.0165874602143135,0.036313088577281,-4.31005561858964,0.28265672453681,17.7263157364523,4.00111389649089,0.00116838074343259,0.00675845525237663,-1.48072529440693
"95","Ddx5",-0.427425829692801,16.4063939253955,-4.98003486714824,0.000629468028426745,0.00291067007632761,-0.90043204760314,-0.793368287079659,17.6020367741545,-12.9830131034813,1.56611896384951e-09,2.70333489328115e-07,12.2917583950565
"96","Dgke",0.315815901908399,14.6739592173935,2.84652730665038,0.0180716640417299,0.0389279575589671,-4.39663671590565,0.524534287906327,16.5486829520675,4.86110541604458,0.000210748884190614,0.0018238574754849,0.252147799809461
"97","Dgkz",0.409195618337616,16.0860685952981,3.08064920711922,0.0122090144753054,0.0282273376008784,-3.99874105724642,0.511982760326209,15.2628740972584,4.59034569568223,0.000358562938259902,0.00270435503086788,-0.287734474373651
"98","Dhx57",-0.251543966537575,14.6493866418268,-3.29580484812718,0.00854217112786109,0.0211662025098583,-3.63298383906938,0.284541783953065,14.5073158342132,3.84662320209883,0.00159940614384092,0.00854855007914977,-1.79576795551306
"99","Dhx9",0.304145746383423,14.8770328030788,3.4235389848261,0.00692329587066547,0.0179501346580499,-3.41650339329865,0.198148011234707,18.0410271813225,3.00923456327325,0.00884934618300885,0.0320356455004539,-3.48906299762778
"100","Diras2",0.832464907994176,15.3375657767863,6.37276363785653,9.8173634615721e-05,0.000744200598663756,1.08111292755726,0.71018746142305,14.8045938508614,7.18464455560314,3.25341487687098e-06,7.44267650296238e-05,4.52213464284893
"101","Dmtn",-0.264688009314852,17.2883116426225,-3.29733555220875,0.00852061131727957,0.0211350749570113,-3.63038567486642,-0.211036600067168,14.9596307666098,-3.20484973118261,0.00593949728836831,0.0237788325877612,-3.09866437594228
"102","Dnm1l",-0.32533018635247,18.5902945835855,-4.17801918021662,0.0020786083153599,0.00713837855669649,-2.16249323080302,0.225826124979108,17.5567910364464,2.77066034074694,0.0143368399387017,0.046613141838373,-3.95684922509938
"103","Dock9",-0.449200728668924,14.3646629551786,-4.67836997832318,0.000975923263879168,0.00401478764772709,-1.36518755453838,-0.250228659292105,15.2536482787601,-3.26732335270847,0.0052275063243245,0.0215191927009456,-2.97300429051038
"104","Dpy30",0.704032169192399,14.7450609131621,5.41196045415944,0.000343711710575167,0.00184754876004821,-0.256983511209796,0.349236046912111,14.580275132633,3.65627549767404,0.0023586197039936,0.0115721683797361,-2.18396975494797
"105","Dpysl3",-0.558450219893501,17.7054355922779,-4.50942958567982,0.00125474705303883,0.00480815795691388,-1.63081908225886,-0.250977667685348,19.7357688182699,-3.1969210893492,0.00603647756163327,0.0240414510123779,-3.11458218430844
"106","Dst",-0.9298126971889,15.2195762671843,-9.96395213909592,2.29238905984397e-06,4.76532911643671e-05,5.10304404573562,-0.301833358029747,17.3088564754167,-5.42172650142248,7.21032701520225e-05,0.000798286205254535,1.34598957159735
"107","Dusp3",0.443979046446856,16.2701388730041,3.38202298429074,0.00741135301901779,0.0189063147014559,-3.48678313301546,0.239879748670702,16.9925645132483,3.14217478952831,0.00675028453162171,0.026130688592083,-3.22429286405747
"108","Dync1h1",-0.444108523649142,16.7947802841726,-5.76639135451059,0.00021336049154834,0.00131199946242684,0.251471962365994,0.171642237931071,19.0432045138473,2.82279973756131,0.012908175313989,0.0429612583303008,-3.85555873229816
"109","Eci1",0.698999753343896,14.3756773237937,4.04039515103195,0.0118664395026152,0.0275709855505867,-2.91342514116855,0.276618222983693,17.2109353215846,3.74789765476956,0.00195605409179732,0.0100475080821488,-1.99716182530024
"110","Eepd1",0.882956844188028,13.487892249816,6.6814255865982,0.000112906514080397,0.000824891449030332,1.12355084042978,0.304165310563953,16.1955129070386,4.6878666701815,0.000295823414547152,0.00234528061950482,-0.0925270870295432
"111","Efhd2",-0.430103202838104,19.1109539224975,-3.97746285672101,0.0028420573956687,0.00917031981102441,-2.49054859431828,-0.546118295374058,16.726957575716,-7.41488199606737,2.23934005885728e-06,5.45121402148109e-05,4.90549726478574
"112","Efl1",-0.339015960081799,15.5814301999437,-3.10946302389613,0.011636378752439,0.0272552384458036,-3.9497213052973,-0.391447908146322,14.8146609412481,-4.88035196419996,0.000203000046076715,0.00176860928105097,0.290263687522953
"113","Eif2a",0.27205192310797,15.5470257218553,3.39117240162902,0.00730081215835841,0.018681489934623,-3.47128738661232,-0.26577291362225,16.137095369423,-3.91118073039539,0.00140249450548652,0.0077412396578271,-1.66408235751739
"114","Eif4g3",0.452940163762875,16.5466039706306,4.32962542370391,0.00164686724210356,0.00599766070031204,-1.91758996731815,0.331484332044646,16.102742072143,4.42649250135853,0.00049644976950272,0.00348318193998518,-0.617413320699379
"115","Elavl1",0.954007768160647,15.1095936385892,11.196819125946,8.12967776106593e-07,2.38707663259298e-05,6.20704577504798,-0.204926603353421,17.001593176171,-2.91259505123381,0.010766228718483,0.0372865969525209,-3.67982431523943
"116","Elavl2",0.322358423193002,17.7173180784777,3.76395841369808,0.00398824406375292,0.0119342487971409,-2.84439180023676,0.51215756723515,17.8890922518377,6.79968790151209,6.17205754676528e-06,0.000121128622913908,3.86489999000309
"117","Elavl4",0.544720314467,18.9469270663004,4.12929193548777,0.00224163124729335,0.00754382779354167,-2.24178340007861,0.683835928295526,17.6169245855549,6.70284684499047,7.27374888838582e-06,0.000136405241499482,3.69634018893153
"118","Emc2",0.973384990255678,14.3528577167415,9.41291379351748,3.77507058134675e-06,6.98239432723112e-05,4.57027294232754,0.348351145268303,17.5095801911812,4.48363512307104,0.000443060213921711,0.00319870943415912,-0.502214976429059
"119","Emc8",0.504164219842378,13.9444883268964,3.13903675900197,0.0110772439676287,0.026203873192306,-3.89941313027321,0.359947536344809,16.236730970687,3.46054356225074,0.00352024923881912,0.0158484249963433,-2.58216342707521
"120","Enah",-0.479090697463427,17.0268257158364,-4.76533220939672,0.00085887672814565,0.00367486600075434,-1.22993713074402,-0.274999209765108,15.4224770588219,-4.70134401508731,0.000288086809269675,0.00230803725358985,-0.0656137581148162
"121","Epb41l1",-0.434459745556524,15.5161422862824,-4.35046265067627,0.00159540197831258,0.00587952448963449,-1.8841480300899,-0.330089976576817,15.1257751430747,-3.10240847579267,0.00732051981087176,0.0277996739817855,-3.30375049198413
