"","Gene","Tissue","Type"
"1439","Ptma","DRG","75% Filter"
"1440","Ptpn1","DRG","75% Filter"
"1441","Ptpn3","DRG","75% Filter"
"1442","Pttg1ip","DRG","75% Filter"
"1443","Pum1","DRG","75% Filter"
"1444","Pum2","DRG","75% Filter"
"1445","Pus1","DRG","75% Filter"
"1446","Pus7","DRG","75% Filter"
"1447","Pwp1","DRG","75% Filter"
"1448","Pwwp3a","DRG","75% Filter"
"1449","Pycr3","DRG","75% Filter"
"1450","Qpctl","DRG","75% Filter"
"1451","Rab2b","DRG","75% Filter"
"1452","Rab4b","DRG","75% Filter"
"1453","Rab5b","DRG","75% Filter"
"1454","Rabac1","DRG","75% Filter"
"1455","Rabggta","DRG","75% Filter"
"1456","Rabggtb","DRG","75% Filter"
"1457","Rabl2","DRG","75% Filter"
"1458","Rad23a","DRG","75% Filter"
"1459","Rai1","DRG","75% Filter"
"1460","Ralgds","DRG","75% Filter"
"1461","Ranbp6","DRG","75% Filter"
"1462","Rasgrf1","DRG","75% Filter"
"1463","Rasgrp1","DRG","75% Filter"
"1464","Rbbp4","DRG","75% Filter"
"1465","Rbbp5","DRG","75% Filter"
"1466","Rbbp7","DRG","75% Filter"
"1467","Rbck1","DRG","75% Filter"
"1468","Rbfox1","DRG","75% Filter"
"1469","Rbm11","DRG","75% Filter"
"1470","Rbm12b1","DRG","75% Filter"
"1471","Rbm15","DRG","75% Filter"
"1472","Rbm27","DRG","75% Filter"
"1473","Rbm3","DRG","75% Filter"
"1474","Rbm33","DRG","75% Filter"
"1475","Rbm5","DRG","75% Filter"
"1476","Rbms2","DRG","75% Filter"
"1477","Rbmx2","DRG","75% Filter"
"1478","Rbmxl1","DRG","75% Filter"
"1479","Rc3h2","DRG","75% Filter"
"1480","Rcan3","DRG","75% Filter"
"1481","Rcbtb2","DRG","75% Filter"
"1482","Rcc1","DRG","75% Filter"
"1483","Rcn2","DRG","75% Filter"
"1484","Rfc1","DRG","75% Filter"
"1485","Rfc2","DRG","75% Filter"
"1486","Rfc4","DRG","75% Filter"
"1487","Rft1","DRG","75% Filter"
"1488","Rfx1","DRG","75% Filter"
"1489","Rgcc","DRG","75% Filter"
"1490","Rgl1","DRG","75% Filter"
"1491","Rhbdd2","DRG","75% Filter"
"1492","Rhbdd3","DRG","75% Filter"
"1493","Ric1","DRG","75% Filter"
"1494","Ric3","DRG","75% Filter"
"1495","Ring1","DRG","75% Filter"
"1496","Riok1","DRG","75% Filter"
"1497","Ripk2","DRG","75% Filter"
"1498","Rnaseh2b","DRG","75% Filter"
"1499","Rnf10","DRG","75% Filter"
"1500","Rnf114","DRG","75% Filter"
"1501","Rnf157","DRG","75% Filter"
"1502","Rnf2","DRG","75% Filter"
"1503","Rnf20","DRG","75% Filter"
"1504","Rnf220","DRG","75% Filter"
"1505","Rnps1","DRG","75% Filter"
"1506","Ropn1l","DRG","75% Filter"
"1507","Rpap2","DRG","75% Filter"
"1508","Rpgr","DRG","75% Filter"
"1509","Rpgrip1l","DRG","75% Filter"
"1510","Rpl38","DRG","75% Filter"
"1511","Rplp1","DRG","75% Filter"
"1512","Rpp30","DRG","75% Filter"
"1513","Rpp38","DRG","75% Filter"
"1514","Rps11","DRG","75% Filter"
"1515","Rps15","DRG","75% Filter"
"1516","Rps27","DRG","75% Filter"
"1517","Rps27a","DRG","75% Filter"
"1518","Rps5","DRG","75% Filter"
"1519","Rps6ka2","DRG","75% Filter"
"1520","Rpusd2","DRG","75% Filter"
"1521","Rraga","DRG","75% Filter"
"1522","Rras","DRG","75% Filter"
"1523","Rrp15","DRG","75% Filter"
"1524","Rrp1b","DRG","75% Filter"
"1525","Rsbn1","DRG","75% Filter"
"1526","Rsl1d1","DRG","75% Filter"
"1527","Rspo3","DRG","75% Filter"
"1528","Rsrc2","DRG","75% Filter"
"1529","Rtf1","DRG","75% Filter"
"1530","Rtf2","DRG","75% Filter"
"1531","Rusf1","DRG","75% Filter"
"1532","Ryr1","DRG","75% Filter"
"1533","Ryr3","DRG","75% Filter"
"1534","S1pr3","DRG","75% Filter"
"1535","Saal1","DRG","75% Filter"
"1536","Sae1","DRG","75% Filter"
"1537","Sap30bp","DRG","75% Filter"
"1538","Sar1b","DRG","75% Filter"
"1539","Saraf","DRG","75% Filter"
"1540","Sarm1","DRG","75% Filter"
"1541","Sc5d","DRG","75% Filter"
"1542","Scaf1","DRG","75% Filter"
"1543","Scaf8","DRG","75% Filter"
"1544","Scap","DRG","75% Filter"
"1545","Scnm1","DRG","75% Filter"
"1546","Scp2","DRG","75% Filter"
"1547","Scyl3","DRG","75% Filter"
"1548","Sde2","DRG","75% Filter"
"1549","Sdhaf4","DRG","75% Filter"
"1550","Sec22a","DRG","75% Filter"
"1551","Sec61b","DRG","75% Filter"
"1552","Sec63","DRG","75% Filter"
"1553","Seh1l","DRG","75% Filter"
"1554","Senp5","DRG","75% Filter"
"1555","Senp6","DRG","75% Filter"
"1556","Senp7","DRG","75% Filter"
"1557","Setd1a","DRG","75% Filter"
"1558","Setd2","DRG","75% Filter"
"1559","Setd3","DRG","75% Filter"
"1560","Setdb1","DRG","75% Filter"
"1561","Setdb2","DRG","75% Filter"
"1562","Sf3a2","DRG","75% Filter"
"1563","Sf3a3","DRG","75% Filter"
"1564","Sf3b6","DRG","75% Filter"
"1565","Sfr1","DRG","75% Filter"
"1566","Sfswap","DRG","75% Filter"
"1567","Sft2d3","DRG","75% Filter"
"1568","Sfxn3","DRG","75% Filter"
"1569","Sgsm3","DRG","75% Filter"
"1570","Sgtb","DRG","75% Filter"
"1571","Sh3bgr","DRG","75% Filter"
"1572","Sh3bp2","DRG","75% Filter"
"1573","Sharpin","DRG","75% Filter"
"1574","Sik3","DRG","75% Filter"
"1575","Sike1","DRG","75% Filter"
"1576","Sin3a","DRG","75% Filter"
"1577","Slc19a2","DRG","75% Filter"
"1578","Slc22a15","DRG","75% Filter"
"1579","Slc26a11","DRG","75% Filter"
"1580","Slc30a7","DRG","75% Filter"
"1581","Slc35a1","DRG","75% Filter"
"1582","Slc35a2","DRG","75% Filter"
"1583","Slc35b2","DRG","75% Filter"
"1584","Slc35b3","DRG","75% Filter"
"1585","Slc35c1","DRG","75% Filter"
"1586","Slc35e1","DRG","75% Filter"
"1587","Slc35f5","DRG","75% Filter"
"1588","Slc37a1","DRG","75% Filter"
"1589","Slc38a2","DRG","75% Filter"
"1590","Slc38a9","DRG","75% Filter"
"1591","Slc39a11","DRG","75% Filter"
"1592","Slc41a1","DRG","75% Filter"
"1593","Slc41a3","DRG","75% Filter"
"1594","Slc45a1","DRG","75% Filter"
"1595","Slc4a2","DRG","75% Filter"
"1596","Slc4a7","DRG","75% Filter"
"1597","Slc66a2","DRG","75% Filter"
"1598","Slc7a6os","DRG","75% Filter"
"1599","Slc7a7","DRG","75% Filter"
"1600","Slc9a9","DRG","75% Filter"
"1601","Slu7","DRG","75% Filter"
"1602","Smad9","DRG","75% Filter"
"1603","Smarcal1","DRG","75% Filter"
"1604","Smarcb1","DRG","75% Filter"
"1605","Smarcc1","DRG","75% Filter"
"1606","Smg6","DRG","75% Filter"
"1607","Smg8","DRG","75% Filter"
"1608","Smim12","DRG","75% Filter"
"1609","Smn1","DRG","75% Filter"
"1610","Smndc1","DRG","75% Filter"
"1611","Smpd4","DRG","75% Filter"
"1612","Smyd4","DRG","75% Filter"
"1613","Snn","DRG","75% Filter"
"1614","Snrnp40","DRG","75% Filter"
"1615","Snrnp48","DRG","75% Filter"
"1616","Snrpb","DRG","75% Filter"
"1617","Snrpb2","DRG","75% Filter"
"1618","Snrpc","DRG","75% Filter"
"1619","Snrpd1","DRG","75% Filter"
"1620","Snx10","DRG","75% Filter"
"1621","Snx15","DRG","75% Filter"
"1622","Snx29","DRG","75% Filter"
"1623","Soat1","DRG","75% Filter"
"1624","Spata13","DRG","75% Filter"
"1625","Spata5","DRG","75% Filter"
"1626","Spg21","DRG","75% Filter"
"1627","Sphkap","DRG","75% Filter"
"1628","Spice1","DRG","75% Filter"
"1629","Spire2","DRG","75% Filter"
"1630","Spry3","DRG","75% Filter"
"1631","Spry4","DRG","75% Filter"
"1632","Spryd7","DRG","75% Filter"
"1633","Srebf2","DRG","75% Filter"
"1634","Srek1","DRG","75% Filter"
"1635","Srp14","DRG","75% Filter"
"1636","Srp19","DRG","75% Filter"
"1637","Srpk1","DRG","75% Filter"
"1638","Srprb","DRG","75% Filter"
"1639","Srrt","DRG","75% Filter"
"1640","Srsf10","DRG","75% Filter"
"1641","Srsf4","DRG","75% Filter"
"1642","Srsf9","DRG","75% Filter"
"1643","Srxn1","DRG","75% Filter"
"1644","Ss18l1","DRG","75% Filter"
"1645","Ssbp2","DRG","75% Filter"
"1646","Ssbp3","DRG","75% Filter"
"1647","Ssr3","DRG","75% Filter"
"1648","Ssx2ip","DRG","75% Filter"
"1649","Stat5b","DRG","75% Filter"
"1650","Stk11ip","DRG","75% Filter"
"1651","Stoml1","DRG","75% Filter"
"1652","Stt3b","DRG","75% Filter"
"1653","Stx6","DRG","75% Filter"
"1654","Stx8","DRG","75% Filter"
"1655","Stxbp4","DRG","75% Filter"
"1656","Suclg1","DRG","75% Filter"
"1657","Sugp1","DRG","75% Filter"
"1658","Sumo1","DRG","75% Filter"
"1659","Supt20h","DRG","75% Filter"
"1660","Swi5","DRG","75% Filter"
"1661","Sybu","DRG","75% Filter"
"1662","Syde1","DRG","75% Filter"
"1663","Sympk","DRG","75% Filter"
"1664","Syndig1","DRG","75% Filter"
"1665","Syt11","DRG","75% Filter"
"1666","Syvn1","DRG","75% Filter"
"1667","Szt2","DRG","75% Filter"
"1668","Taar3","DRG","75% Filter"
"1669","Taf12","DRG","75% Filter"
"1670","Taf3","DRG","75% Filter"
"1671","Taf4b","DRG","75% Filter"
"1672","Taf7","DRG","75% Filter"
"1673","Taf8","DRG","75% Filter"
"1674","Taok2","DRG","75% Filter"
"1675","Tapt1","DRG","75% Filter"
"1676","Tarbp2","DRG","75% Filter"
"1677","Tars3","DRG","75% Filter"
"1678","Tasor","DRG","75% Filter"
"1679","Tasor2","DRG","75% Filter"
"1680","Tasp1","DRG","75% Filter"
"1681","Tbc1d20","DRG","75% Filter"
"1682","Tbc1d23","DRG","75% Filter"
"1683","Tbc1d30","DRG","75% Filter"
"1684","Tbca","DRG","75% Filter"
"1685","Tbk1","DRG","75% Filter"
"1686","Tbl1x","DRG","75% Filter"
"1687","Tbl2","DRG","75% Filter"
"1688","Tceal3","DRG","75% Filter"
"1689","Tcf20","DRG","75% Filter"
"1690","Tcf25","DRG","75% Filter"
"1691","Tcp11l2","DRG","75% Filter"
"1692","Tdrd6","DRG","75% Filter"
"1693","Tep1","DRG","75% Filter"
"1694","Tepsin","DRG","75% Filter"
"1695","Tex10","DRG","75% Filter"
"1696","Tfdp1","DRG","75% Filter"
"1697","Tfip11","DRG","75% Filter"
"1698","Thoc1","DRG","75% Filter"
"1699","Thoc7","DRG","75% Filter"
"1700","Thra","DRG","75% Filter"
"1701","Thumpd3","DRG","75% Filter"
"1702","Thyn1","DRG","75% Filter"
"1703","Tial1","DRG","75% Filter"
"1704","Tiam1","DRG","75% Filter"
"1705","Timm10","DRG","75% Filter"
"1706","Timm8a1","DRG","75% Filter"
"1707","Tirap","DRG","75% Filter"
"1708","Tlcd4","DRG","75% Filter"
"1709","Tle1","DRG","75% Filter"
"1710","Tle5","DRG","75% Filter"
"1711","Tlk2","DRG","75% Filter"
"1712","Tm9sf3","DRG","75% Filter"
"1713","Tma7","DRG","75% Filter"
"1714","Tmco1","DRG","75% Filter"
"1715","Tmem100","DRG","75% Filter"
"1716","Tmem106b","DRG","75% Filter"
"1717","Tmem109","DRG","75% Filter"
"1718","Tmem115","DRG","75% Filter"
"1719","Tmem117","DRG","75% Filter"
"1720","Tmem131","DRG","75% Filter"
"1721","Tmem131l","DRG","75% Filter"
"1722","Tmem161a","DRG","75% Filter"
"1723","Tmem165","DRG","75% Filter"
"1724","Tmem176b","DRG","75% Filter"
"1725","Tmem179","DRG","75% Filter"
"1726","Tmem184c","DRG","75% Filter"
"1727","Tmem200a","DRG","75% Filter"
"1728","Tmem209","DRG","75% Filter"
"1729","Tmem214","DRG","75% Filter"
"1730","Tmem230","DRG","75% Filter"
"1731","Tmem245","DRG","75% Filter"
"1732","Tmem45b","DRG","75% Filter"
"1733","Tmem87a","DRG","75% Filter"
"1734","Tmem87b","DRG","75% Filter"
"1735","Tmem9b","DRG","75% Filter"
"1736","Tmf1","DRG","75% Filter"
"1737","Tnip1","DRG","75% Filter"
"1738","Tnrc6c","DRG","75% Filter"
"1739","Tollip","DRG","75% Filter"
"1740","Tomm5","DRG","75% Filter"
"1741","Topbp1","DRG","75% Filter"
"1742","Tor1aip1","DRG","75% Filter"
"1743","Tox4","DRG","75% Filter"
"1744","Tpcn1","DRG","75% Filter"
"1745","Tpm4","DRG","75% Filter"
"1746","Tra2b","DRG","75% Filter"
"1747","Traf3","DRG","75% Filter"
"1748","Trappc2l","DRG","75% Filter"
"1749","Trappc3","DRG","75% Filter"
"1750","Trappc4","DRG","75% Filter"
"1751","Triap1","DRG","75% Filter"
"1752","Trim13","DRG","75% Filter"
"1753","Trim33","DRG","75% Filter"
"1754","Trim35","DRG","75% Filter"
"1755","Trim46","DRG","75% Filter"
"1756","Trir","DRG","75% Filter"
"1757","Trmt1","DRG","75% Filter"
"1758","Trmt112","DRG","75% Filter"
"1759","Trmt1l","DRG","75% Filter"
"1760","Trmt5","DRG","75% Filter"
"1761","Trnt1","DRG","75% Filter"
"1762","Trpm7","DRG","75% Filter"
"1763","Tspyl4","DRG","75% Filter"
"1764","Tspyl5","DRG","75% Filter"
"1765","Tsr2","DRG","75% Filter"
"1766","Tssc4","DRG","75% Filter"
"1767","Ttc12","DRG","75% Filter"
"1768","Ttc23l","DRG","75% Filter"
"1769","Ttc3","DRG","75% Filter"
"1770","Ttc33","DRG","75% Filter"
"1771","Ttc4","DRG","75% Filter"
"1772","Tti1","DRG","75% Filter"
"1773","Ttll7","DRG","75% Filter"
"1774","Tuba8","DRG","75% Filter"
"1775","Tubb2a","DRG","75% Filter"
"1776","Tubgcp2","DRG","75% Filter"
"1777","Tut4","DRG","75% Filter"
"1778","Tut7","DRG","75% Filter"
"1779","Txlng","DRG","75% Filter"
"1780","Txnl4a","DRG","75% Filter"
"1781","Tyw1","DRG","75% Filter"
"1782","U2af1","DRG","75% Filter"
"1783","Uap1","DRG","75% Filter"
"1784","Uba3","DRG","75% Filter"
"1785","Ube2q2","DRG","75% Filter"
"1786","Ube4a","DRG","75% Filter"
"1787","Ube4b","DRG","75% Filter"
"1788","Ubiad1","DRG","75% Filter"
"1789","Ubqln2","DRG","75% Filter"
"1790","Ubtf","DRG","75% Filter"
"1791","Ubxn2b","DRG","75% Filter"
"1792","Uchl3","DRG","75% Filter"
"1793","Uck1","DRG","75% Filter"
"1794","Uckl1","DRG","75% Filter"
"1795","Ufl1","DRG","75% Filter"
"1796","Ufsp2","DRG","75% Filter"
"1797","Unc119","DRG","75% Filter"
"1798","Unk","DRG","75% Filter"
"1799","Upf2","DRG","75% Filter"
"1800","Uqcrc1","DRG","75% Filter"
"1801","Urb1","DRG","75% Filter"
"1802","Urgcp","DRG","75% Filter"
"1803","Urm1","DRG","75% Filter"
"1804","Ush1c","DRG","75% Filter"
"1805","Usp12","DRG","75% Filter"
"1806","Usp16","DRG","75% Filter"
"1807","Usp30","DRG","75% Filter"
"1808","Usp34","DRG","75% Filter"
"1809","Usp38","DRG","75% Filter"
"1810","Usp40","DRG","75% Filter"
"1811","Usp48","DRG","75% Filter"
"1812","Utp3","DRG","75% Filter"
"1813","Uvrag","DRG","75% Filter"
"1814","Vgll4","DRG","75% Filter"
"1815","Virma","DRG","75% Filter"
"1816","Vps13b","DRG","75% Filter"
"1817","Vps41","DRG","75% Filter"
"1818","Vps52","DRG","75% Filter"
"1819","Vps54","DRG","75% Filter"
"1820","Vps72","DRG","75% Filter"
"1821","Vti1a","DRG","75% Filter"
"1822","Washc3","DRG","75% Filter"
"1823","Washc5","DRG","75% Filter"
"1824","Wbp4","DRG","75% Filter"
"1825","Wdcp","DRG","75% Filter"
"1826","Wdfy1","DRG","75% Filter"
"1827","Wdr18","DRG","75% Filter"
"1828","Wdr35","DRG","75% Filter"
"1829","Wdr4","DRG","75% Filter"
"1830","Wdr48","DRG","75% Filter"
"1831","Wdr5","DRG","75% Filter"
"1832","Wdr62","DRG","75% Filter"
"1833","Wdr70","DRG","75% Filter"
"1834","Wdr77","DRG","75% Filter"
"1835","Wdr81","DRG","75% Filter"
"1836","Wdtc1","DRG","75% Filter"
"1837","Wiz","DRG","75% Filter"
"1838","Wls","DRG","75% Filter"
"1839","Wrap53","DRG","75% Filter"
"1840","Wsb2","DRG","75% Filter"
"1841","Wtap","DRG","75% Filter"
"1842","Xk","DRG","75% Filter"
"1843","Xpnpep1","DRG","75% Filter"
"1844","Xrcc1","DRG","75% Filter"
"1845","Xrcc4","DRG","75% Filter"
"1846","Xrcc6","DRG","75% Filter"
"1847","Ybx1","DRG","75% Filter"
"1848","Ybx3","DRG","75% Filter"
"1849","Yif1a","DRG","75% Filter"
"1850","Yif1b","DRG","75% Filter"
"1851","Yipf3","DRG","75% Filter"
"1852","Yipf4","DRG","75% Filter"
"1853","Yipf5","DRG","75% Filter"
"1854","Yipf6","DRG","75% Filter"
"1855","Yju2","DRG","75% Filter"
"1856","Ythdc1","DRG","75% Filter"
"1857","Ythdf2","DRG","75% Filter"
"1858","Zc3h6","DRG","75% Filter"
"1859","Zc3hc1","DRG","75% Filter"
"1860","Zcchc8","DRG","75% Filter"
"1861","Zdhhc13","DRG","75% Filter"
"1862","Zdhhc17","DRG","75% Filter"
"1863","Zdhhc2","DRG","75% Filter"
"1864","Zdhhc21","DRG","75% Filter"
"1865","Zdhhc23","DRG","75% Filter"
"1866","Zdhhc24","DRG","75% Filter"
"1867","Zdhhc7","DRG","75% Filter"
"1868","Zeb1","DRG","75% Filter"
"1869","Zfhx3","DRG","75% Filter"
"1870","Zfp120","DRG","75% Filter"
"1871","Zfpl1","DRG","75% Filter"
"1872","Zfyve27","DRG","75% Filter"
"1873","Zhx3","DRG","75% Filter"
"1874","Zmat1","DRG","75% Filter"
"1875","Zmat3","DRG","75% Filter"
"1876","Zmat4","DRG","75% Filter"
"1877","Zmiz1","DRG","75% Filter"
"1878","Zmym2","DRG","75% Filter"
"1879","Zmym3","DRG","75% Filter"
"1880","Znf281","DRG","75% Filter"
"1881","Znf318","DRG","75% Filter"
"1882","Znf326","DRG","75% Filter"
"1883","Znf346","DRG","75% Filter"
"1884","Znf385a","DRG","75% Filter"
"1885","Znf385b","DRG","75% Filter"
"1886","Znf516","DRG","75% Filter"
"1887","Znf521","DRG","75% Filter"
"1888","Znf532","DRG","75% Filter"
"1889","Znf609","DRG","75% Filter"
"1890","Znf622","DRG","75% Filter"
"1891","Znf672","DRG","75% Filter"
"1892","Znf800","DRG","75% Filter"
"1893","Znf827","DRG","75% Filter"
"1894","Znf830","DRG","75% Filter"
"1895","Znfx1","DRG","75% Filter"
"1896","Znhit6","DRG","75% Filter"
"1897","Znrd2","DRG","75% Filter"
"1898","Zpr1","DRG","75% Filter"
"1899","Zscan21","DRG","75% Filter"
"1900","Zswim1","DRG","75% Filter"
"1901","Zswim8","DRG","75% Filter"
"1902","rp9","DRG","75% Filter"
"1903","Abca5","LSC","75% Filter"
"1904","Acad8","LSC","75% Filter"
"1905","Acad9","LSC","75% Filter"
"1906","Aco1","LSC","75% Filter"
"1907","Acrbp","LSC","75% Filter"
"1908","Acyp1","LSC","75% Filter"
"1909","Adap2","LSC","75% Filter"
"1910","Agap2","LSC","75% Filter"
"1911","Aifm3","LSC","75% Filter"
"1912","Ajm1","LSC","75% Filter"
"1913","Aldh18a1","LSC","75% Filter"
"1914","Amot","LSC","75% Filter"
"1915","Anapc1","LSC","75% Filter"
"1916","Anks1a","LSC","75% Filter"
"1917","Apbb3","LSC","75% Filter"
"1918","Apc2","LSC","75% Filter"
"1919","Appl2","LSC","75% Filter"
"1920","Arhgef17","LSC","75% Filter"
"1921","Arpc1a","LSC","75% Filter"
"1922","Atg4c","LSC","75% Filter"
"1923","Atp1a4","LSC","75% Filter"
"1924","Atp1b3","LSC","75% Filter"
"1925","Atp5f1e","LSC","75% Filter"
"1926","Atp5mk","LSC","75% Filter"
"1927","Atp6v1d","LSC","75% Filter"
"1928","Avl9","LSC","75% Filter"
"1929","Axin1","LSC","75% Filter"
"1930","Azi2","LSC","75% Filter"
"1931","Bahcc1","LSC","75% Filter"
"1932","Bcar3","LSC","75% Filter"
"1933","Blvra","LSC","75% Filter"
"1934","Cad","LSC","75% Filter"
"1935","Cadps2","LSC","75% Filter"
"1936","Calb1","LSC","75% Filter"
"1937","Calr","LSC","75% Filter"
"1938","Camkv","LSC","75% Filter"
"1939","Capn15","LSC","75% Filter"
"1940","Capn7","LSC","75% Filter"
"1941","Casp1","LSC","75% Filter"
"1942","Cdh2","LSC","75% Filter"
"1943","Cdk18","LSC","75% Filter"
"1944","Cemip2","LSC","75% Filter"
"1945","Chek1","LSC","75% Filter"
"1946","Chl1","LSC","75% Filter"
"1947","Cldnd1","LSC","75% Filter"
"1948","Clic4","LSC","75% Filter"
"1949","Cntnap4","LSC","75% Filter"
"1950","Coq6","LSC","75% Filter"
"1951","Cox7a2","LSC","75% Filter"
"1952","Cox7a2l","LSC","75% Filter"
"1953","Creld1","LSC","75% Filter"
"1954","Csnk1g2","LSC","75% Filter"
"1955","Cyrib","LSC","75% Filter"
"1956","Daam1","LSC","75% Filter"
"1957","Dad1","LSC","75% Filter"
"1958","Dap","LSC","75% Filter"
"1959","Dbi","LSC","75% Filter"
"1960","Dcun1d3","LSC","75% Filter"
"1961","Degs1","LSC","75% Filter"
"1962","Dmwd","LSC","75% Filter"
"1963","Dnajc11","LSC","75% Filter"
"1964","Doc2b","LSC","75% Filter"
"1965","Dtx3l","LSC","75% Filter"
"1966","Echs1","LSC","75% Filter"
"1967","Ecsit","LSC","75% Filter"
"1968","Efnb1","LSC","75% Filter"
"1969","Eid2","LSC","75% Filter"
"1970","Erc2","LSC","75% Filter"
"1971","Etfdh","LSC","75% Filter"
"1972","Fads1","LSC","75% Filter"
"1973","Fah","LSC","75% Filter"
"1974","Fam162a","LSC","75% Filter"
"1975","Fam171a2","LSC","75% Filter"
"1976","Fam171b","LSC","75% Filter"
"1977","Fam210a","LSC","75% Filter"
"1978","Fbxo31","LSC","75% Filter"
"1979","Fer1l5","LSC","75% Filter"
"1980","Fez1","LSC","75% Filter"
"1981","Fhdc1","LSC","75% Filter"
"1982","Filip1","LSC","75% Filter"
"1983","Flrt3","LSC","75% Filter"
"1984","Flywch1","LSC","75% Filter"
"1985","Fmnl2","LSC","75% Filter"
"1986","Frs2","LSC","75% Filter"
"1987","Fxyd7","LSC","75% Filter"
"1988","Gabra1","LSC","75% Filter"
"1989","Gabra2","LSC","75% Filter"
"1990","Gabrb3","LSC","75% Filter"
"1991","Gdpd5","LSC","75% Filter"
"1992","Glrx","LSC","75% Filter"
"1993","Gna11","LSC","75% Filter"
"1994","Gna13","LSC","75% Filter"
"1995","Gnal","LSC","75% Filter"
"1996","Gprc5b","LSC","75% Filter"
"1997","Gpx4","LSC","75% Filter"
"1998","Gramd4","LSC","75% Filter"
"1999","Gria3","LSC","75% Filter"
"2000","Grm7","LSC","75% Filter"
"2001","Gsta4","LSC","75% Filter"
"2002","Hras","LSC","75% Filter"
"2003","Idh2","LSC","75% Filter"
"2004","Igsf3","LSC","75% Filter"
"2005","Il1rap","LSC","75% Filter"
"2006","Insyn1","LSC","75% Filter"
"2007","Itch","LSC","75% Filter"
"2008","Jakmip3","LSC","75% Filter"
"2009","Kcnab1","LSC","75% Filter"
"2010","Kcnj11","LSC","75% Filter"
"2011","Kit","LSC","75% Filter"
"2012","Lancl1","LSC","75% Filter"
"2013","Lancl2","LSC","75% Filter"
"2014","Limch1","LSC","75% Filter"
"2015","Lrrc40","LSC","75% Filter"
"2016","Lrrc8a","LSC","75% Filter"
"2017","Lztr1","LSC","75% Filter"
"2018","Mapk13","LSC","75% Filter"
"2019","Mark4","LSC","75% Filter"
"2020","Mcam","LSC","75% Filter"
"2021","Mgst1","LSC","75% Filter"
"2022","Mif","LSC","75% Filter"
"2023","Mlip","LSC","75% Filter"
"2024","Mpc1","LSC","75% Filter"
"2025","Mpc2","LSC","75% Filter"
"2026","Mrs2","LSC","75% Filter"
"2027","Mtmr12","LSC","75% Filter"
"2028","Mtnd2","LSC","75% Filter"
"2029","Myd88","LSC","75% Filter"
"2030","Nap1l5","LSC","75% Filter"
"2031","Napepld","LSC","75% Filter"
"2032","Nck2","LSC","75% Filter"
"2033","Ndufa11","LSC","75% Filter"
"2034","Ndufb8","LSC","75% Filter"
"2035","Ndufb9","LSC","75% Filter"
"2036","Ndufc2","LSC","75% Filter"
"2037","Ndufs8","LSC","75% Filter"
"2038","Necab2","LSC","75% Filter"
"2039","Neo1","LSC","75% Filter"
"2040","Nlgn2","LSC","75% Filter"
"2041","Nos1","LSC","75% Filter"
"2042","Nrsn1","LSC","75% Filter"
"2043","Nsmf","LSC","75% Filter"
"2044","Ogt","LSC","75% Filter"
"2045","Ostc","LSC","75% Filter"
"2046","Otud7a","LSC","75% Filter"
"2047","Pag1","LSC","75% Filter"
"2048","Pard3","LSC","75% Filter"
"2049","Parp12","LSC","75% Filter"
"2050","Pcdha4","LSC","75% Filter"
"2051","Pde1a","LSC","75% Filter"
"2052","Pdk2","LSC","75% Filter"
"2053","Pdzd4","LSC","75% Filter"
"2054","Pgm5","LSC","75% Filter"
"2055","Pkhd1l1","LSC","75% Filter"
"2056","Pkn1","LSC","75% Filter"
"2057","Plcl1","LSC","75% Filter"
"2058","Plppr4","LSC","75% Filter"
"2059","Plxna4","LSC","75% Filter"
"2060","Pmpca","LSC","75% Filter"
"2061","Pmpcb","LSC","75% Filter"
"2062","Ppm1h","LSC","75% Filter"
"2063","Ppm1j","LSC","75% Filter"
"2064","Ppp2ca","LSC","75% Filter"
"2065","Ppp2r2c","LSC","75% Filter"
"2066","Pptc7","LSC","75% Filter"
"2067","Prepl","LSC","75% Filter"
"2068","Prkaa2","LSC","75% Filter"
"2069","Prkar1a","LSC","75% Filter"
"2070","Prl7b1","LSC","75% Filter"
"2071","Prr14","LSC","75% Filter"
"2072","Psmb3","LSC","75% Filter"
"2073","Psmb5","LSC","75% Filter"
"2074","Ptpn9","LSC","75% Filter"
"2075","Ptprz1","LSC","75% Filter"
"2076","Pycr2","LSC","75% Filter"
"2077","Rab22a","LSC","75% Filter"
"2078","Rab27a","LSC","75% Filter"
"2079","Rab6a","LSC","75% Filter"
"2080","Rab8a","LSC","75% Filter"
"2081","Rap2a","LSC","75% Filter"
"2082","Rapgef4","LSC","75% Filter"
"2083","Rell1","LSC","75% Filter"
"2084","Rgs12","LSC","75% Filter"
"2085","Rgs14","LSC","75% Filter"
"2086","Rgs6","LSC","75% Filter"
"2087","Rhoa","LSC","75% Filter"
"2088","Rhob","LSC","75% Filter"
"2089","Rims2","LSC","75% Filter"
"2090","Rnh1","LSC","75% Filter"
"2091","Rogdi","LSC","75% Filter"
"2092","Ror2","LSC","75% Filter"
"2093","Rpap1","LSC","75% Filter"
"2094","Scoc","LSC","75% Filter"
"2095","Sema4f","LSC","75% Filter"
"2096","Septin11","LSC","75% Filter"
"2097","Sh2b1","LSC","75% Filter"
"2098","Sh3kbp1","LSC","75% Filter"
"2099","Sh3pxd2a","LSC","75% Filter"
"2100","Slc17a7","LSC","75% Filter"
"2101","Slc25a15","LSC","75% Filter"
"2102","Slc25a40","LSC","75% Filter"
