"","Gene","Tissue","Type"
"760","Cers4","DRG","75% Filter"
"761","Cert1","DRG","75% Filter"
"762","Cetn4","DRG","75% Filter"
"763","Cfap54","DRG","75% Filter"
"764","Chac2","DRG","75% Filter"
"765","Chchd2","DRG","75% Filter"
"766","Chchd3","DRG","75% Filter"
"767","Chchd4","DRG","75% Filter"
"768","Chchd6","DRG","75% Filter"
"769","Chd6","DRG","75% Filter"
"770","Chd8","DRG","75% Filter"
"771","Chid1","DRG","75% Filter"
"772","Chka","DRG","75% Filter"
"773","Chm","DRG","75% Filter"
"774","Chmp1b1","DRG","75% Filter"
"775","Chn1","DRG","75% Filter"
"776","Chtop","DRG","75% Filter"
"777","Ciao2b","DRG","75% Filter"
"778","Cir1","DRG","75% Filter"
"779","Cirbp","DRG","75% Filter"
"780","Cisd3","DRG","75% Filter"
"781","Cks2","DRG","75% Filter"
"782","Clcn6","DRG","75% Filter"
"783","Clcn7","DRG","75% Filter"
"784","Clip4","DRG","75% Filter"
"785","Clvs2","DRG","75% Filter"
"786","Cnbp","DRG","75% Filter"
"787","Cnep1r1","DRG","75% Filter"
"788","Cnot1","DRG","75% Filter"
"789","Cnot10","DRG","75% Filter"
"790","Cnot11","DRG","75% Filter"
"791","Coa3","DRG","75% Filter"
"792","Coa7","DRG","75% Filter"
"793","Cog2","DRG","75% Filter"
"794","Cog3","DRG","75% Filter"
"795","Cog5","DRG","75% Filter"
"796","Cog6","DRG","75% Filter"
"797","Cog7","DRG","75% Filter"
"798","Commd3","DRG","75% Filter"
"799","Commd7","DRG","75% Filter"
"800","Cope","DRG","75% Filter"
"801","Cops2","DRG","75% Filter"
"802","Cops6","DRG","75% Filter"
"803","Cops7b","DRG","75% Filter"
"804","Copz2","DRG","75% Filter"
"805","Coro6","DRG","75% Filter"
"806","Cox15","DRG","75% Filter"
"807","Cox19","DRG","75% Filter"
"808","Cox5a","DRG","75% Filter"
"809","Cpd","DRG","75% Filter"
"810","Cpeb1","DRG","75% Filter"
"811","Cpeb3","DRG","75% Filter"
"812","Cpsf1","DRG","75% Filter"
"813","Cpsf2","DRG","75% Filter"
"814","Cpsf3","DRG","75% Filter"
"815","Cpsf4","DRG","75% Filter"
"816","Cradd","DRG","75% Filter"
"817","Crcp","DRG","75% Filter"
"818","Creb1","DRG","75% Filter"
"819","Crebbp","DRG","75% Filter"
"820","Crlf3","DRG","75% Filter"
"821","Csnk1g1","DRG","75% Filter"
"822","Csnk1g3","DRG","75% Filter"
"823","Csnk2a1","DRG","75% Filter"
"824","Cspp1","DRG","75% Filter"
"825","Csrp2","DRG","75% Filter"
"826","Cstf3","DRG","75% Filter"
"827","Ctr9","DRG","75% Filter"
"828","Ctsb","DRG","75% Filter"
"829","Cul4a","DRG","75% Filter"
"830","Custos","DRG","75% Filter"
"831","Cuta","DRG","75% Filter"
"832","Cwc25","DRG","75% Filter"
"833","Cwc27","DRG","75% Filter"
"834","Cwf19l2","DRG","75% Filter"
"835","Cyb5b","DRG","75% Filter"
"836","Cyb5r4","DRG","75% Filter"
"837","Cyp2c29","DRG","75% Filter"
"838","Dapk1","DRG","75% Filter"
"839","Dbndd2","DRG","75% Filter"
"840","Dcaf1","DRG","75% Filter"
"841","Dcaf5","DRG","75% Filter"
"842","Dcaf8","DRG","75% Filter"
"843","Dcp1a","DRG","75% Filter"
"844","Dcp1b","DRG","75% Filter"
"845","Dcp2","DRG","75% Filter"
"846","Dcps","DRG","75% Filter"
"847","Dcun1d5","DRG","75% Filter"
"848","Dcx","DRG","75% Filter"
"849","Ddx18","DRG","75% Filter"
"850","Ddx20","DRG","75% Filter"
"851","Ddx31","DRG","75% Filter"
"852","Ddx41","DRG","75% Filter"
"853","Ddx50","DRG","75% Filter"
"854","Ddx51","DRG","75% Filter"
"855","Dennd1a","DRG","75% Filter"
"856","Dgcr8","DRG","75% Filter"
"857","Dgkd","DRG","75% Filter"
"858","Dguok","DRG","75% Filter"
"859","Dhps","DRG","75% Filter"
"860","Dhrs13","DRG","75% Filter"
"861","Dhx29","DRG","75% Filter"
"862","Dhx30","DRG","75% Filter"
"863","Dhx32","DRG","75% Filter"
"864","Diaph1","DRG","75% Filter"
"865","Dicer1","DRG","75% Filter"
"866","Dmac2l","DRG","75% Filter"
"867","Dmap1","DRG","75% Filter"
"868","Dnaaf4","DRG","75% Filter"
"869","Dnaja1","DRG","75% Filter"
"870","Dnajb12","DRG","75% Filter"
"871","Dnajb14","DRG","75% Filter"
"872","Dnajc1","DRG","75% Filter"
"873","Dnajc17","DRG","75% Filter"
"874","Dnajc2","DRG","75% Filter"
"875","Dnajc21","DRG","75% Filter"
"876","Dnajc8","DRG","75% Filter"
"877","Dner","DRG","75% Filter"
"878","Dnlz","DRG","75% Filter"
"879","Dock2","DRG","75% Filter"
"880","Dolpp1","DRG","75% Filter"
"881","Dop1a","DRG","75% Filter"
"882","Dop1b","DRG","75% Filter"
"883","Dpf2","DRG","75% Filter"
"884","Dpm1","DRG","75% Filter"
"885","Dpp10","DRG","75% Filter"
"886","Dpp9","DRG","75% Filter"
"887","Dpy30","DRG","75% Filter"
"888","Drap1","DRG","75% Filter"
"889","Drg1","DRG","75% Filter"
"890","Dtd1","DRG","75% Filter"
"891","Dtnbp1","DRG","75% Filter"
"892","Dus2","DRG","75% Filter"
"893","Dus3l","DRG","75% Filter"
"894","Dusp12","DRG","75% Filter"
"895","Dync2i1","DRG","75% Filter"
"896","Dynll1","DRG","75% Filter"
"897","Ebag9","DRG","75% Filter"
"898","Ebf1","DRG","75% Filter"
"899","Ebp","DRG","75% Filter"
"900","Ecd","DRG","75% Filter"
"901","Ech1","DRG","75% Filter"
"902","Edf1","DRG","75% Filter"
"903","Eef1e1","DRG","75% Filter"
"904","Egln1","DRG","75% Filter"
"905","Ehbp1l1","DRG","75% Filter"
"906","Ehmt1","DRG","75% Filter"
"907","Eif1","DRG","75% Filter"
"908","Eif1a","DRG","75% Filter"
"909","Eif1ax","DRG","75% Filter"
"910","Eif2ak3","DRG","75% Filter"
"911","Eif2ak4","DRG","75% Filter"
"912","Eif2b2","DRG","75% Filter"
"913","Eif2b4","DRG","75% Filter"
"914","Eif2b5","DRG","75% Filter"
"915","Eif2d","DRG","75% Filter"
"916","Eif2s3x","DRG","75% Filter"
"917","Eif3j1","DRG","75% Filter"
"918","Eif3k","DRG","75% Filter"
"919","Eif4a3","DRG","75% Filter"
"920","Eif4e2","DRG","75% Filter"
"921","Eif5b","DRG","75% Filter"
"922","Elac2","DRG","75% Filter"
"923","Elapor2","DRG","75% Filter"
"924","Eloa","DRG","75% Filter"
"925","Elovl5","DRG","75% Filter"
"926","Elp2","DRG","75% Filter"
"927","Elp3","DRG","75% Filter"
"928","Elp5","DRG","75% Filter"
"929","Elp6","DRG","75% Filter"
"930","Emc2","DRG","75% Filter"
"931","Emc7","DRG","75% Filter"
"932","Emc8","DRG","75% Filter"
"933","Emilin2","DRG","75% Filter"
"934","Entpd4","DRG","75% Filter"
"935","Eny2","DRG","75% Filter"
"936","Epb41l5","DRG","75% Filter"
"937","Epc1","DRG","75% Filter"
"938","Ercc1","DRG","75% Filter"
"939","Ercc3","DRG","75% Filter"
"940","Ergic1","DRG","75% Filter"
"941","Ergic3","DRG","75% Filter"
"942","Eri3","DRG","75% Filter"
"943","Esf1","DRG","75% Filter"
"944","Etfb","DRG","75% Filter"
"945","Ethe1","DRG","75% Filter"
"946","Etnk1","DRG","75% Filter"
"947","Exd2","DRG","75% Filter"
"948","Exoc6","DRG","75% Filter"
"949","Exosc9","DRG","75% Filter"
"950","Fads2","DRG","75% Filter"
"951","Fads3","DRG","75% Filter"
"952","Fam102a","DRG","75% Filter"
"953","Fam120b","DRG","75% Filter"
"954","Fam13b","DRG","75% Filter"
"955","Fam149b1","DRG","75% Filter"
"956","Fam168a","DRG","75% Filter"
"957","Fam184b","DRG","75% Filter"
"958","Fam189b","DRG","75% Filter"
"959","Fam193b","DRG","75% Filter"
"960","Fam214b","DRG","75% Filter"
"961","Fam219a","DRG","75% Filter"
"962","Fam221a","DRG","75% Filter"
"963","Fam234b","DRG","75% Filter"
"964","Fam50a","DRG","75% Filter"
"965","Fam91a1","DRG","75% Filter"
"966","Fam98b","DRG","75% Filter"
"967","Farsa","DRG","75% Filter"
"968","Faxc","DRG","75% Filter"
"969","Fbll1","DRG","75% Filter"
"970","Fbxo10","DRG","75% Filter"
"971","Fbxo22","DRG","75% Filter"
"972","Fbxo25","DRG","75% Filter"
"973","Fbxo7","DRG","75% Filter"
"974","Fgd1","DRG","75% Filter"
"975","Fgfr1op2","DRG","75% Filter"
"976","Fh","DRG","75% Filter"
"977","Fhod3","DRG","75% Filter"
"978","Flii","DRG","75% Filter"
"979","Flvcr1","DRG","75% Filter"
"980","Fmr1","DRG","75% Filter"
"981","Fnip1","DRG","75% Filter"
"982","Foxk1","DRG","75% Filter"
"983","Foxk2","DRG","75% Filter"
"984","Fra10ac1","DRG","75% Filter"
"985","Frg1","DRG","75% Filter"
"986","Frmd3","DRG","75% Filter"
"987","Fto","DRG","75% Filter"
"988","Ftsj3","DRG","75% Filter"
"989","Fv1","DRG","75% Filter"
"990","Fyttd1","DRG","75% Filter"
"991","Gabpa","DRG","75% Filter"
"992","Gale","DRG","75% Filter"
"993","Gan","DRG","75% Filter"
"994","Gar1","DRG","75% Filter"
"995","Gas2l1","DRG","75% Filter"
"996","Gatad2a","DRG","75% Filter"
"997","Gatd1","DRG","75% Filter"
"998","Gatm","DRG","75% Filter"
"999","Gcc2","DRG","75% Filter"
"1000","Gda","DRG","75% Filter"
"1001","Get4","DRG","75% Filter"
"1002","Gfpt1","DRG","75% Filter"
"1003","Gid8","DRG","75% Filter"
"1004","Gipc1","DRG","75% Filter"
"1005","Gle1","DRG","75% Filter"
"1006","Gm11992","DRG","75% Filter"
"1007","Gna14","DRG","75% Filter"
"1008","Gnas","DRG","75% Filter"
"1009","Gnl1","DRG","75% Filter"
"1010","Gnl3l","DRG","75% Filter"
"1011","Gnpda2","DRG","75% Filter"
"1012","Golga2","DRG","75% Filter"
"1013","Golph3l","DRG","75% Filter"
"1014","Gorasp1","DRG","75% Filter"
"1015","Gosr2","DRG","75% Filter"
"1016","Gpalpp1","DRG","75% Filter"
"1017","Gpam","DRG","75% Filter"
"1018","Gpat4","DRG","75% Filter"
"1019","Gpatch11","DRG","75% Filter"
"1020","Gpatch4","DRG","75% Filter"
"1021","Gpbp1","DRG","75% Filter"
"1022","Gpbp1l1","DRG","75% Filter"
"1023","Gpkow","DRG","75% Filter"
"1024","Gpn1","DRG","75% Filter"
"1025","Gprasp1","DRG","75% Filter"
"1026","Gprasp2","DRG","75% Filter"
"1027","Gprc5c","DRG","75% Filter"
"1028","Gprin3","DRG","75% Filter"
"1029","Gps2","DRG","75% Filter"
"1030","Gpx1","DRG","75% Filter"
"1031","Grid2ip","DRG","75% Filter"
"1032","Grpel1","DRG","75% Filter"
"1033","Gtf2e1","DRG","75% Filter"
"1034","Gtf2e2","DRG","75% Filter"
"1035","Gtf2h1","DRG","75% Filter"
"1036","Gtf2h3","DRG","75% Filter"
"1037","Gtf2h5","DRG","75% Filter"
"1038","Gys1","DRG","75% Filter"
"1039","H2bc12","DRG","75% Filter"
"1040","Hacd2","DRG","75% Filter"
"1041","Hcn4","DRG","75% Filter"
"1042","Hdac2","DRG","75% Filter"
"1043","Hdac3","DRG","75% Filter"
"1044","Hdac9","DRG","75% Filter"
"1045","Hdgfl3","DRG","75% Filter"
"1046","Heatr6","DRG","75% Filter"
"1047","Hectd3","DRG","75% Filter"
"1048","Helz","DRG","75% Filter"
"1049","Herc2","DRG","75% Filter"
"1050","Hexim1","DRG","75% Filter"
"1051","Hibch","DRG","75% Filter"
"1052","Hira","DRG","75% Filter"
"1053","Hivep3","DRG","75% Filter"
"1054","Hltf","DRG","75% Filter"
"1055","Hmgcr","DRG","75% Filter"
"1056","Hnrnph2","DRG","75% Filter"
"1057","Hnrnpll","DRG","75% Filter"
"1058","Homer2","DRG","75% Filter"
"1059","Homez","DRG","75% Filter"
"1060","Hook1","DRG","75% Filter"
"1061","Hook2","DRG","75% Filter"
"1062","Hpx","DRG","75% Filter"
"1063","Hsbp1","DRG","75% Filter"
"1064","Hsf1","DRG","75% Filter"
"1065","Hspbap1","DRG","75% Filter"
"1066","Htr1f","DRG","75% Filter"
"1067","Hyou1","DRG","75% Filter"
"1068","Ibtk","DRG","75% Filter"
"1069","Ice1","DRG","75% Filter"
"1070","Ice2","DRG","75% Filter"
"1071","Idi1","DRG","75% Filter"
"1072","Ifit1","DRG","75% Filter"
"1073","Ift122","DRG","75% Filter"
"1074","Ift140","DRG","75% Filter"
"1075","Ift20","DRG","75% Filter"
"1076","Ift43","DRG","75% Filter"
"1077","Ift46","DRG","75% Filter"
"1078","Ift52","DRG","75% Filter"
"1079","Ift57","DRG","75% Filter"
"1080","Iftap","DRG","75% Filter"
"1081","Ighmbp2","DRG","75% Filter"
"1082","Ilkap","DRG","75% Filter"
"1083","Impdh1","DRG","75% Filter"
"1084","Inf2","DRG","75% Filter"
"1085","Ing3","DRG","75% Filter"
"1086","Inip","DRG","75% Filter"
"1087","Ints1","DRG","75% Filter"
"1088","Ints10","DRG","75% Filter"
"1089","Ints4","DRG","75% Filter"
"1090","Ints6","DRG","75% Filter"
"1091","Ints7","DRG","75% Filter"
"1092","Ints9","DRG","75% Filter"
"1093","Irag1","DRG","75% Filter"
"1094","Irak3","DRG","75% Filter"
"1095","Irf2bpl","DRG","75% Filter"
"1096","Isl1","DRG","75% Filter"
"1097","Isl2","DRG","75% Filter"
"1098","Isoc1","DRG","75% Filter"
"1099","Itgb1bp1","DRG","75% Filter"
"1100","Itm2c","DRG","75% Filter"
"1101","Ivns1abp","DRG","75% Filter"
"1102","Jade3","DRG","75% Filter"
"1103","Jmjd1c","DRG","75% Filter"
"1104","Jph1","DRG","75% Filter"
"1105","Jph3","DRG","75% Filter"
"1106","Jph4","DRG","75% Filter"
"1107","Kalrn","DRG","75% Filter"
"1108","Katnip","DRG","75% Filter"
"1109","Kbtbd4","DRG","75% Filter"
"1110","Kcmf1","DRG","75% Filter"
"1111","Kcnc4","DRG","75% Filter"
"1112","Kcng3","DRG","75% Filter"
"1113","Kcnh2","DRG","75% Filter"
"1114","Kcnh5","DRG","75% Filter"
"1115","Kcnq4","DRG","75% Filter"
"1116","Kcnq5","DRG","75% Filter"
"1117","Kcns1","DRG","75% Filter"
"1118","Kct2","DRG","75% Filter"
"1119","Kctd9","DRG","75% Filter"
"1120","Kdm3b","DRG","75% Filter"
"1121","Kdm5c","DRG","75% Filter"
"1122","Keap1","DRG","75% Filter"
"1123","Khdc4","DRG","75% Filter"
"1124","Khdrbs2","DRG","75% Filter"
"1125","Khdrbs3","DRG","75% Filter"
"1126","Kiaa0232","DRG","75% Filter"
"1127","Kiaa0319","DRG","75% Filter"
"1128","Kiaa0319l","DRG","75% Filter"
"1129","Kiaa0754","DRG","75% Filter"
"1130","Kiaa1522","DRG","75% Filter"
"1131","Kif1b","DRG","75% Filter"
"1132","Kin","DRG","75% Filter"
"1133","Kiz","DRG","75% Filter"
"1134","Kndc1","DRG","75% Filter"
"1135","Knop1","DRG","75% Filter"
"1136","Kri1","DRG","75% Filter"
"1137","Krit1","DRG","75% Filter"
"1138","Krtcap2","DRG","75% Filter"
"1139","Kti12","DRG","75% Filter"
"1140","Lage3","DRG","75% Filter"
"1141","Lama1","DRG","75% Filter"
"1142","Lamtor3","DRG","75% Filter"
"1143","Larp7","DRG","75% Filter"
"1144","Lats2","DRG","75% Filter"
"1145","Lcorl","DRG","75% Filter"
"1146","Ldb1","DRG","75% Filter"
"1147","Ldb2","DRG","75% Filter"
"1148","Lgals1","DRG","75% Filter"
"1149","Lgals9","DRG","75% Filter"
"1150","Lgmn","DRG","75% Filter"
"1151","Lifr","DRG","75% Filter"
"1152","Lig3","DRG","75% Filter"
"1153","Lin7a","DRG","75% Filter"
"1154","Lman2l","DRG","75% Filter"
"1155","Lrif1","DRG","75% Filter"
"1156","Lrpap1","DRG","75% Filter"
"1157","Lrrn1","DRG","75% Filter"
"1158","Lsg1","DRG","75% Filter"
"1159","Lsm11","DRG","75% Filter"
"1160","Lsm14a","DRG","75% Filter"
"1161","Ltv1","DRG","75% Filter"
"1162","Luc7l3","DRG","75% Filter"
"1163","Lurap1l","DRG","75% Filter"
"1164","Lyar","DRG","75% Filter"
"1165","Lyrm4","DRG","75% Filter"
"1166","MARCHF2","DRG","75% Filter"
"1167","Macrod2","DRG","75% Filter"
"1168","Macroh2a2","DRG","75% Filter"
"1169","Mad1l1","DRG","75% Filter"
"1170","Magee1","DRG","75% Filter"
"1171","Magoh","DRG","75% Filter"
"1172","Man2c1","DRG","75% Filter"
"1173","Map1s","DRG","75% Filter"
"1174","Map3k1","DRG","75% Filter"
"1175","Map9","DRG","75% Filter"
"1176","Mapk14","DRG","75% Filter"
"1177","Mapk4","DRG","75% Filter"
"1178","Mapkap1","DRG","75% Filter"
"1179","Marchf11","DRG","75% Filter"
"1180","Marchf5","DRG","75% Filter"
"1181","Mat2b","DRG","75% Filter"
"1182","Max","DRG","75% Filter"
"1183","Maz","DRG","75% Filter"
"1184","Mblac2","DRG","75% Filter"
"1185","Mboat7","DRG","75% Filter"
"1186","Mcm3ap","DRG","75% Filter"
"1187","Mdc1","DRG","75% Filter"
"1188","Mdh1b","DRG","75% Filter"
"1189","Me1","DRG","75% Filter"
"1190","Mea1","DRG","75% Filter"
"1191","Mecr","DRG","75% Filter"
"1192","Med17","DRG","75% Filter"
"1193","Med27","DRG","75% Filter"
"1194","Med28","DRG","75% Filter"
"1195","Med29","DRG","75% Filter"
"1196","Med4","DRG","75% Filter"
"1197","Med6","DRG","75% Filter"
"1198","Med8","DRG","75% Filter"
"1199","Med9","DRG","75% Filter"
"1200","Mef2a","DRG","75% Filter"
"1201","Mef2d","DRG","75% Filter"
"1202","Mettl14","DRG","75% Filter"
"1203","Mettl16","DRG","75% Filter"
"1204","Mettl3","DRG","75% Filter"
"1205","Mex3d","DRG","75% Filter"
"1206","Mfap1a","DRG","75% Filter"
"1207","Mfsd10","DRG","75% Filter"
"1208","Mga","DRG","75% Filter"
"1209","Mia2","DRG","75% Filter"
"1210","Mia3","DRG","75% Filter"
"1211","Mid2","DRG","75% Filter"
"1212","Minar2","DRG","75% Filter"
"1213","Mindy2","DRG","75% Filter"
"1214","Mipep","DRG","75% Filter"
"1215","Misp","DRG","75% Filter"
"1216","Mkln1","DRG","75% Filter"
"1217","Mknk1","DRG","75% Filter"
"1218","Mkrn1","DRG","75% Filter"
"1219","Mlh1","DRG","75% Filter"
"1220","Mmab","DRG","75% Filter"
"1221","Mmgt1","DRG","75% Filter"
"1222","Mnat1","DRG","75% Filter"
"1223","Mob3a","DRG","75% Filter"
"1224","Mon1b","DRG","75% Filter"
"1225","Morn4","DRG","75% Filter"
"1226","Mospd2","DRG","75% Filter"
"1227","Mphosph10","DRG","75% Filter"
"1228","Mphosph8","DRG","75% Filter"
"1229","Mrpl30","DRG","75% Filter"
"1230","Mrtfa","DRG","75% Filter"
"1231","Msi1","DRG","75% Filter"
"1232","Msi2","DRG","75% Filter"
"1233","Msl1","DRG","75% Filter"
"1234","Mta3","DRG","75% Filter"
"1235","Mtf1","DRG","75% Filter"
"1236","Mtmr4","DRG","75% Filter"
"1237","Mtor","DRG","75% Filter"
"1238","Mtr","DRG","75% Filter"
"1239","Mug2","DRG","75% Filter"
"1240","Mustn1","DRG","75% Filter"
"1241","Mvd","DRG","75% Filter"
"1242","Myadm","DRG","75% Filter"
"1243","Mycbp","DRG","75% Filter"
"1244","Myo1d","DRG","75% Filter"
"1245","Myt1","DRG","75% Filter"
"1246","Naa10","DRG","75% Filter"
"1247","Naa15","DRG","75% Filter"
"1248","Naa16","DRG","75% Filter"
"1249","Naa30","DRG","75% Filter"
"1250","Naaa","DRG","75% Filter"
"1251","Nacc2","DRG","75% Filter"
"1252","Nampt","DRG","75% Filter"
"1253","Nasp","DRG","75% Filter"
"1254","Nat10","DRG","75% Filter"
"1255","Naxd","DRG","75% Filter"
"1256","Nbeal2","DRG","75% Filter"
"1257","Nbn","DRG","75% Filter"
"1258","Ncbp2","DRG","75% Filter"
"1259","Ncoa5","DRG","75% Filter"
"1260","Ncoa6","DRG","75% Filter"
"1261","Ndc1","DRG","75% Filter"
"1262","Ndel1","DRG","75% Filter"
"1263","Ndn","DRG","75% Filter"
"1264","Ndufa13","DRG","75% Filter"
"1265","Ndufa5","DRG","75% Filter"
"1266","Ndufa8","DRG","75% Filter"
"1267","Nelfa","DRG","75% Filter"
"1268","Nfkbib","DRG","75% Filter"
"1269","Nfrkb","DRG","75% Filter"
"1270","Ngfr","DRG","75% Filter"
"1271","Nhp2","DRG","75% Filter"
"1272","Nicn1","DRG","75% Filter"
"1273","Nifk","DRG","75% Filter"
"1274","Nipa1","DRG","75% Filter"
"1275","Nipsnap3b","DRG","75% Filter"
"1276","Nkiras1","DRG","75% Filter"
"1277","Nmd3","DRG","75% Filter"
"1278","Nob1","DRG","75% Filter"
"1279","Noc4l","DRG","75% Filter"
"1280","Nol4l","DRG","75% Filter"
"1281","Nol8","DRG","75% Filter"
"1282","Nol9","DRG","75% Filter"
"1283","Nop16","DRG","75% Filter"
"1284","Nop2","DRG","75% Filter"
"1285","Nosip","DRG","75% Filter"
"1286","Npepl1","DRG","75% Filter"
"1287","Npl","DRG","75% Filter"
"1288","Npr2","DRG","75% Filter"
"1289","Nprl2","DRG","75% Filter"
"1290","Nqo2","DRG","75% Filter"
"1291","Nr2c2","DRG","75% Filter"
"1292","Nrdc","DRG","75% Filter"
"1293","Nrip3","DRG","75% Filter"
"1294","Nsd1","DRG","75% Filter"
"1295","Nsd3","DRG","75% Filter"
"1296","Nsg1","DRG","75% Filter"
"1297","Nsmaf","DRG","75% Filter"
"1298","Nsun6","DRG","75% Filter"
"1299","Nub1","DRG","75% Filter"
"1300","Nucb1","DRG","75% Filter"
"1301","Nudt10","DRG","75% Filter"
"1302","Nup107","DRG","75% Filter"
"1303","Nup133","DRG","75% Filter"
"1304","Nup155","DRG","75% Filter"
"1305","Nup188","DRG","75% Filter"
"1306","Nup35","DRG","75% Filter"
"1307","Nup42","DRG","75% Filter"
"1308","Nup43","DRG","75% Filter"
"1309","Nup88","DRG","75% Filter"
"1310","Nvl","DRG","75% Filter"
"1311","Nwd2","DRG","75% Filter"
"1312","Nxf1","DRG","75% Filter"
"1313","Nxt2","DRG","75% Filter"
"1314","Oat","DRG","75% Filter"
"1315","Odr4","DRG","75% Filter"
"1316","Ofd1","DRG","75% Filter"
"1317","Ogdh","DRG","75% Filter"
"1318","Ogfod1","DRG","75% Filter"
"1319","Ogfr","DRG","75% Filter"
"1320","Ogg1","DRG","75% Filter"
"1321","Osbpl5","DRG","75% Filter"
"1322","Otud3","DRG","75% Filter"
"1323","Oxct1","DRG","75% Filter"
"1324","Paat","DRG","75% Filter"
"1325","Pabir1","DRG","75% Filter"
"1326","Paf1","DRG","75% Filter"
"1327","Pagr1a","DRG","75% Filter"
"1328","Paip2","DRG","75% Filter"
"1329","Pak1ip1","DRG","75% Filter"
"1330","Pan2","DRG","75% Filter"
"1331","Pan3","DRG","75% Filter"
"1332","Papss1","DRG","75% Filter"
"1333","Paqr3","DRG","75% Filter"
"1334","Paqr9","DRG","75% Filter"
"1335","Parl","DRG","75% Filter"
"1336","Parp1","DRG","75% Filter"
"1337","Parp4","DRG","75% Filter"
"1338","Patj","DRG","75% Filter"
"1339","Pbx2","DRG","75% Filter"
"1340","Pcdha10","DRG","75% Filter"
"1341","Pck2","DRG","75% Filter"
"1342","Pcnt","DRG","75% Filter"
"1343","Pcnx3","DRG","75% Filter"
"1344","Pcsk1n","DRG","75% Filter"
"1345","Pde3b","DRG","75% Filter"
"1346","Pde4a","DRG","75% Filter"
"1347","Pde4dip","DRG","75% Filter"
"1348","Pdhx","DRG","75% Filter"
"1349","Pdpk1","DRG","75% Filter"
"1350","Pdpr","DRG","75% Filter"
"1351","Pelo","DRG","75% Filter"
"1352","Pelp1","DRG","75% Filter"
"1353","Pes1","DRG","75% Filter"
"1354","Pex11b","DRG","75% Filter"
"1355","Pex13","DRG","75% Filter"
"1356","Pex26","DRG","75% Filter"
"1357","Pex3","DRG","75% Filter"
"1358","Pfn2","DRG","75% Filter"
"1359","Pgap1","DRG","75% Filter"
"1360","Pgm1","DRG","75% Filter"
"1361","Pgrmc1","DRG","75% Filter"
"1362","Pgs1","DRG","75% Filter"
"1363","Phax","DRG","75% Filter"
"1364","Phc3","DRG","75% Filter"
"1365","Pheta1","DRG","75% Filter"
"1366","Phf14","DRG","75% Filter"
"1367","Phf23","DRG","75% Filter"
"1368","Phf5a","DRG","75% Filter"
"1369","Phip","DRG","75% Filter"
"1370","Phtf1","DRG","75% Filter"
"1371","Pias2","DRG","75% Filter"
"1372","Piezo2","DRG","75% Filter"
"1373","Pigw","DRG","75% Filter"
"1374","Pih1d1","DRG","75% Filter"
"1375","Pip4p2","DRG","75% Filter"
"1376","Pirt","DRG","75% Filter"
"1377","Pitpnm3","DRG","75% Filter"
"1378","Pitrm1","DRG","75% Filter"
"1379","Pja1","DRG","75% Filter"
"1380","Pknox2","DRG","75% Filter"
"1381","Plbd2","DRG","75% Filter"
"1382","Plcd4","DRG","75% Filter"
"1383","Pld3","DRG","75% Filter"
"1384","Plekha3","DRG","75% Filter"
"1385","Plekha8","DRG","75% Filter"
"1386","Plekhg5","DRG","75% Filter"
"1387","Plekhm1","DRG","75% Filter"
"1388","Plekhm3","DRG","75% Filter"
"1389","Plrg1","DRG","75% Filter"
"1390","Pmvk","DRG","75% Filter"
"1391","Pnpla7","DRG","75% Filter"
"1392","Poglut1","DRG","75% Filter"
"1393","Pold3","DRG","75% Filter"
"1394","Poli","DRG","75% Filter"
"1395","Polr1d","DRG","75% Filter"
"1396","Polr2b","DRG","75% Filter"
"1397","Polr3d","DRG","75% Filter"
"1398","Polr3e","DRG","75% Filter"
"1399","Polr3g","DRG","75% Filter"
"1400","Pom121l2","DRG","75% Filter"
"1401","Pomgnt1","DRG","75% Filter"
"1402","Pop4","DRG","75% Filter"
"1403","Por","DRG","75% Filter"
"1404","Pot1","DRG","75% Filter"
"1405","Ppcdc","DRG","75% Filter"
"1406","Ppdpf","DRG","75% Filter"
"1407","Ppih","DRG","75% Filter"
"1408","Ppil2","DRG","75% Filter"
"1409","Ppil4","DRG","75% Filter"
"1410","Ppp1r37","DRG","75% Filter"
"1411","Ppp1r3a","DRG","75% Filter"
"1412","Ppp1r8","DRG","75% Filter"
"1413","Ppp4r1","DRG","75% Filter"
"1414","Ppp4r2","DRG","75% Filter"
"1415","Ppp4r3b","DRG","75% Filter"
"1416","Ppwd1","DRG","75% Filter"
"1417","Prex1","DRG","75% Filter"
"1418","Prkaca","DRG","75% Filter"
"1419","Prkag1","DRG","75% Filter"
"1420","Prkd1","DRG","75% Filter"
"1421","Prkrip1","DRG","75% Filter"
"1422","Prmt1","DRG","75% Filter"
"1423","Prmt7","DRG","75% Filter"
"1424","Prpf18","DRG","75% Filter"
"1425","Prpf19","DRG","75% Filter"
"1426","Prpf38a","DRG","75% Filter"
"1427","Prpf38b","DRG","75% Filter"
"1428","Prr12","DRG","75% Filter"
"1429","Psen1","DRG","75% Filter"
"1430","Psma3","DRG","75% Filter"
"1431","Psma5","DRG","75% Filter"
"1432","Psmb1","DRG","75% Filter"
"1433","Psmb7","DRG","75% Filter"
"1434","Psmc1","DRG","75% Filter"
"1435","Psmc6","DRG","75% Filter"
"1436","Psmd7","DRG","75% Filter"
"1437","Psmd8","DRG","75% Filter"
"1438","Ptdss1","DRG","75% Filter"
