"","ID","Description","Gene_in_Set","Total_Genes","Bg_in_Set","Total_Bg","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_numeric","BgRatio_numeric"
"NP","NP","NP",99,658,723,7555,1.75048947085752e-06,1.22534262960026e-05,7.37048198255798e-06,"Avil/Add1/Numbl/Arl15/Bcas3/Tppp3/Myh9/Abr/Dctn2/Arhgdia/Nap1l1/Usp7/Cnn3/Arpin/Hspe1/Mapk3/Tpd52/Chmp4b/Phldb1/Hs1bp3/Rexo2/Rheb/Dync1i2/Aip/Snap29/Tbcb/Ppp1r2/Tubb5/Capzb/Ehd1/Psmd14/Idh1/Acly/Lmnb2/Mindy1/Mal2/Cndp2/Rcc2/Clic1/Stat6/Aqp1/Plscr3/Arap1/Ak2/Agfg2/Ankrd13d/Arhgap17/Arhgap28/Arpc5/Basp1/Cadm1/Cd44/Cdv3/Cisd1/Coro1b/Coro2a/Dgkz/Eml1/Flot1/Flot2/Gab1/Gabbr1/Gbe1/Gga3/Gnao1/Impact/Jpt1/L1cam/Mink1/Mtarc2/Mtss1/Myl12b/Ncor2/Oxsr1/Pacs2/Pcyt2/Pex14/Phaf1/Praf2/Prkar2b/Prkcd/Prmt8/Rap1gap2/Rer1/S100a6/Scn10a/Scn11a/Shc1/Shc2/Snx11/Stat3/Syt7/Tmed10/Tmem79/Trappc9/Ubl4a/Vps4b/Wipf3/Ykt6",99,0.136929460580913,0.0956982131039047
"A-field-LTMR","A-field-LTMR","A-field-LTMR",21,658,100,7555,0.000111250405367359,0.000389376418785755,0.000234211379720755,"Fermt2/Kif5b/Afdn/Ppid/Stip1/Cgnl1/Pccb/Utp14a/Calm1/Ola1/Paics/Atl1/Cadm3/Ermp1/Map7d2/Nefl/Ppp6r1/Relch/Scrn3/Tdrp/Vapb",21,0.21,0.0132362673726009
"C-LTMR","C-LTMR","C-LTMR",36,658,272,7555,0.00700738055801572,0.01635055463537,0.00983492008142557,"Ncam1/Ckap5/Ank3/Prune1/Cpne3/Ewsr1/Rab15/Ranbp9/Abi1/Add2/Arfgap3/Arhgap21/Asap1/Caskin1/Cdc42bpb/Cep170b/Fmn2/Kctd16/Kif5a/Kif5c/Magi3/Mprip/Numb/Phf24/Pik3c3/Pitpnm2/Psme1/Rab11fip2/Rad50/Rnf214/Rufy2/Snx1/Tex2/Usp15/Vps13c/Zc2hc1a",36,0.132352941176471,0.0360026472534745
"PROP","PROP","PROP",21,658,211,7555,0.291548338710309,0.510209592743041,0.306892988116115,"Rab3c/Dnm1/Sncb/Lcp1/Reep5/Hspg2/Ablim2/Acot1/Cplx1/Enah/Mctp2/Ndufaf2/Nsf/Pacs1/Pacsin1/Rab11b/Sdha/Septin4/Snap25/Stk24/Syp",21,0.0995260663507109,0.027928524156188
"AB-LTMR","AB-LTMR","AB-LTMR",10,658,112,7555,0.516092691159805,0.612939759450688,0.368685569594399,"Rtn3/Reps1/Fhl1/Cstf2/Luc7l/Alkbh3/Atp6v1h/Dnm3/Ppip5k2/Rufy3",10,0.0892857142857143,0.014824619457313
"PEP","PEP","PEP",21,658,240,7555,0.525376936672018,0.612939759450688,0.368685569594399,"Cep170/Esyt1/Ptpn12/Pdlim5/Epn2/Map7/Ctnnd1/Col6a2/Dgkh/Fnbp1l/Gnai2/Lztfl1/Mical3/Nedd4/Osmr/Prkar2a/Prom2/Reps2/Slk/Trpv1/Vps13a",21,0.0875,0.0317670416942422
"Ad-LTMR","Ad-LTMR","Ad-LTMR",4,658,75,7555,0.902065336803418,0.902065336803418,0.542595691310326,"Fn1/Fbn1/Camk2d/Palld",4,0.0533333333333333,0.0099272005294507
